标题,帖子数,日期,情感
计划0.19分红,再买光大银行0.255资产,20762,21,2016-07-06 18:07:36,0.20595385883557105
说分红0.19元，我怎么感觉像没分一样，分红前股,7204,7,2016-07-14 14:01:52,0.163478229180945
601818:光大银行重大事项停牌公告,74227,55,2016-07-14 07:46:30,0.34190516330756526
今天稀里糊涂进了光大500手，不知道对不对,11013,16,2016-07-13 13:13:14,0.08167196533374876
光大银行重大事项停牌.,12484,14,2016-07-14 08:13:27,0.39060721904684137
股息已经到帐，准备逢低买入光大银行,13226,21,2016-07-13 08:00:05,0.24473595541229776
2012年我在当时最高价抛光了光大银行，抛出后立,14215,25,2016-07-11 20:36:15,0.42051504699031006
王若谷大仙，开始跌了，您说的全错了，我3.84全,7050,13,2016-07-05 13:08:16,0.39526428777609324
600919 江苏银行准备上市。103.9亿总股本。,11247,33,2016-06-23 10:36:22,0.6311393227533746
4.5元是7月的目标位,18767,22,2016-06-30 15:28:16,0.4703808908357118
华夏银行（600015）爆股权争夺！上涨目标20元！,7207,13,2016-07-04 14:32:00,0.04766277583310674
本人去年盈利n倍，3.50元进入的光大银行也盈利,6681,16,2016-07-08 13:40:23,0.11281291211653321
601818:光大银行2015年度A股分红派息实施公告,80535,16,2016-07-06 19:22:23,0.25787258450481354
论光大提高分红和隐瞒利润,9271,14,2016-07-07 07:19:29,0.051906115689048904
光大银行A股 H股 价值之争 散户朋友听我一言,8608,6,2016-05-06 04:21:01,0.06997401842823892
农行光大银行声明：审计指出2014年以前问题不会,8552,9,2016-07-05 07:10:19,0.0799317973260405
光大银行分红登记还要拖多久？,11950,18,2016-07-06 08:25:28,0.006418180626202807
低吸良机！,4306,6,2016-07-05 10:50:40,0.2746154874027046
股市小康笑笑斋五题,3522,6,2016-07-05 19:15:36,0.9698720264032705
本世纪最大的垃圾股光大银行严重破净，不回购、,29653,39,2016-06-02 15:29:09,0.001202102741341582
华夏银行600015重大利好！七届董事会爆股权争夺,5095,7,2016-07-01 14:52:04,0.22540652515251214
601818:光大银行首期优先股2016年股息发放实施,50437,11,2016-06-16 17:05:31,0.21606841150300504
靴子落地，继续飙升！,8687,19,2016-07-04 20:40:43,0.8351432473176638
优质银行股光大银行慢牛推进，渐入佳境,6393,16,2016-07-04 08:29:50,0.710432070959704
银行股不温不火，稳扎稳打，步步为营，尾盘推高,9933,14,2016-06-30 14:49:25,0.0935425092228227
突破今年以来箱体上限3.82，意义重大！,9057,9,2016-07-01 14:53:22,0.8458378958468608
光大银行(601818)大宗交易数据一览(04-20),12794,8,2016-04-20 17:56:48,0.12132264386434322
江苏银行由4.99元调整为6.27元净资产附近发行,11491,15,2016-06-28 09:08:06,0.07016141702645995
渣打发布报告称月底前有可能降准50个基点,8061,23,2016-06-22 08:14:52,0.846711663278293
如此用心良苦，不就是为了小鲜肉么,12753,16,2016-06-08 19:23:22,0.5903609645544369
601818:光大银行2015年度股东大会、2016年第一,30462,4,2016-06-08 16:58:21,0.5781632828498845
601818:光大银行关于公开发行A股可转换公司债券,31269,12,2016-06-06 19:14:30,0.027375493716162436
来见识一下什么叫宁可站着死，不肯跪着生，万万,9929,13,2016-05-11 19:25:33,0.19881070660359723
光大一季报公开和悄悄隐瞒利润意欲何在？,18717,31,2016-05-26 18:51:09,0.02698612039003856
直接上图。全线套牢是要割肉还是继续补仓呢？给,35276,36,2016-03-16 11:44:48,0.35540148352921996
处罚光大银行大股东：净资产回购股票！,12296,17,2016-05-27 20:13:34,0.04222278000512292
光大银行副行长因为工作变动辞职,10425,6,2016-05-20 21:54:15,0.04569099259298681
中国银监会行政处罚信息公开表：光大银行,17936,14,2016-05-27 11:43:40,0.021123568708322882
你懂的,6198,10,2016-05-26 09:22:19,0.5
光大是做空的，农行是做多的，该怎么选择都知道,23996,43,2016-01-04 11:17:56,0.6461168635637604
光大银行目标28元，看好。,5178,10,2016-05-11 10:28:13,0.22979015959926408
重大利好！人保并购华夏银行！股权争夺爆发！,13144,27,2016-04-06 14:40:28,0.6447958813609136
波士顿咨询：2020年中国资管市场规模将达到174,7993,16,2016-04-06 18:17:58,0.9124987414423535
中国资管市场前景无限,7917,18,2016-04-08 00:14:39,0.9849710983399655
光大银行加强资产管理业务,8704,14,2016-04-01 05:28:21,0.3389331663295969
中国“大资管”时代到来 预计2020年市场规模174,6005,15,2016-04-06 16:38:48,0.8838813611928453
中国资管总规模逼近百万亿,7403,17,2016-04-09 09:34:13,0.7710636771869708
光大银行：二百万亿资管业务促其成为世界最大银,7612,18,2016-04-20 10:02:11,0.955680383965759
绩优光大银行市净率为0.77倍,5491,7,2016-04-20 20:48:54,0.2590885334749109
光大银行：市净率0.771倍,4948,6,2016-04-20 20:45:20,0.279753684050312
光大银行：市净率竟才0.771倍,5036,6,2016-04-20 20:44:47,0.05689410921133409
请珍惜市净率才0.77倍的光大银行,5480,6,2016-04-20 20:47:45,0.41007731775601597
光大银行首尔分行正式开业,9860,11,2016-04-22 04:19:59,0.3809783969590087
光大银行首尔分行开业 迈出海外战略第一步,7071,9,2016-04-25 13:53:33,0.9733239148463978
光大银行一季净利84亿 同比增1.05%,10214,12,2016-05-03 08:41:35,0.6243130545554675
前年我在中国建筑的经历,9389,33,2016-05-05 09:13:52,0.9214907018909813
我为何看中优质银行股光大银行？多家券商点评光,54934,100,2016-04-12 08:33:55,0.48715257784822574
一季报业绩应是0.19元，而不是0.18元,12711,26,2016-05-01 20:23:49,0.24425038624236195
601818:光大银行关于股东权益变动的提示公告,24937,5,2016-05-04 18:43:35,0.12153983465421014
重大利好！4月19日出年报业绩超好！极具投资！,12738,15,2016-04-16 12:13:10,0.6156255596176136
王是用数据说话，有道理，有人既然不看好光大银,7799,25,2016-05-01 12:11:06,0.9199437779939771
光大银行一季报亮点,38220,38,2016-04-29 21:34:31,0.32919608160376024
601818:光大银行2016年第一季度报告,32458,12,2016-04-29 21:03:35,0.5944017499447246
请庄家看好了！,16624,42,2016-04-13 11:10:31,0.1794360063626126
银行经理卷走5000万理财款 受害者不堪打击离世,7638,8,2016-04-27 09:22:30,0.7697089767214237
光大如不及时回购a股和h股可能如同万科、浦发一,8288,23,2016-04-27 19:33:25,0.02587293182196493
天堂向上，地狱向下,10880,33,2016-04-20 19:05:42,0.7258119932921875
601818:光大银行2015年年报摘要,48444,7,2016-03-29 22:04:49,0.2606852141665418
2015年业绩实际增长12%，两位数高速增长，在银,9008,28,2016-04-26 07:41:04,0.9984499635069652
1500万元不翼而飞 银行理财经理涉卷走款项,6235,5,2016-04-27 15:16:53,0.0013784006707828755
无人有光大坏,次次发行增发都亏老股东资产,请问,23208,38,2016-03-07 21:08:27,0.25185090794832854
光大银行低于净资产价增发新股，是中国股市创立,23409,33,2016-03-15 16:22:21,0.8532414235193707
Ｈ股定增点评,4775,21,2015-09-25 20:35:38,0.7964935308662539
“马太效应”加剧 五大行私行管理资产逾3.5万亿,22043,16,2016-04-10 02:20:58,0.03449178148004062
严重低估的中国股市将会合力拉出一波具特色气壮,24252,21,2016-01-24 14:28:52,0.9962569391014432
有一只中小盘优质银行股独树一帜，继续增加分红,16622,26,2016-04-06 21:29:18,0.06372424049301895
道歉书,12300,23,2016-03-28 11:03:28,0.2603270204703183
优质银行股普遍拒绝下跌！开盘就是最低点，尽管,8144,16,2016-04-08 15:09:59,0.12552018602598258
十月份人民币正式加入SDR，光大银行净资产到了5,60861,58,2016-02-14 23:04:26,0.4312509226696166
亲们别沮丧,9820,29,2016-04-06 23:22:30,0.6744133362948274
关于现金股息,14097,19,2016-04-04 10:01:30,0.2056154504709674
即将诞生的黑科技必将迎来崭新的发展空间,9925,13,2016-03-26 10:51:50,0.999708580035698
中收表现亮眼，差异化发展有力,21228,2,2016-03-30 13:32:03,0.8544556475403494
601818:光大银行2015年年报,41634,7,2016-03-29 22:04:11,0.11547518484104491
今天涨停,7383,21,2015-10-27 00:34:47,0.5917277703202298
今年光大银行能涨上13元！,15352,23,2016-03-21 12:48:34,0.2102540280296431
最强烈反对光大银行低于净资产价增发新股！,10004,18,2016-03-15 10:48:49,0.20357997208963952
601818:光大银行H股公告(关於召开董事会会议的,44700,9,2016-03-14 17:03:26,0.012189313174183036
请给我一个持股的理由吧？！,14944,42,2015-09-10 17:08:33,0.008775797108964256
期待光大的爆发,5705,6,2016-03-10 13:02:57,0.7547702820380907
3.9尾盘续聊光大，耐得住寂寞，才享得了繁华！,40970,70,2016-03-09 14:33:15,0.6812726807009623
3.8盘后解读光大，未来一片光明,11135,7,2016-03-08 16:15:56,0.9934981245432778
报告主力：村头村尾都是鬼子。,99607,704,2015-10-09 13:52:10,0.6538347667543665
大利空！外资大举撤退中国，险资成华夏银行接盘,23172,24,2015-12-29 19:37:42,0.437730448837369
光大银行重要的事情说三遍！,20243,11,2016-03-04 07:12:53,0.5144259531834073
多家公司获国资举牌,83714,15,2016-03-04 09:09:19,0.6507331716540715
中海增持光大银行不触及要约收购,25123,7,2016-03-04 00:23:07,0.988336365929071
抛！！！经济每况愈下，银行和券商离倒闭可能不,16092,65,2015-08-26 13:13:36,0.23162133388798323
中海集团举牌光大银行,29248,12,2016-03-03 04:40:31,0.40538665919993866
光大银行：中海集团合计持股比例增至5.039%,26308,13,2016-03-02 17:47:31,0.13695256847927573
3月2日晚间上市公司利好消息一览,165258,43,2016-03-02 18:05:54,0.15980684143912727
2015年中报点评：理财业务势头强劲，风险压力相,6247,6,2015-08-31 17:05:05,0.9430654002530346
601818:光大银行关于张金良行长任职资格获中国,44092,12,2016-02-24 17:16:19,0.22534819707234321
上市银行业绩增速乏力 银行股全线下跌,18568,11,2016-02-23 11:18:51,0.21281581683787099
明早最佳卖点,12304,5,2016-02-16 14:12:05,0.5271831779773852
光大H股的流通盘几乎被汇金和中国再保险集团买,23544,18,2016-01-27 12:58:43,0.03478307389893698
悄悄告诉，不要让基金经理人听见！,20563,14,2016-01-24 12:08:51,0.5184369739624952
光大银行“云支付”年交易额突破万亿,16659,7,2016-02-15 01:33:58,0.8234063259812087
光大银行(601818)大宗交易数据一览(02-05),17376,10,2016-02-05 17:54:57,0.12132264386434322
光大8元不过份，同意的帮点赞！谢谢。,30040,37,2016-01-31 23:26:48,0.7272566381724019
啧啧，狗庄身上扯下的肉好香！！,9028,8,2016-02-02 10:40:53,0.1929295982061775
养老金万亿元入市！首选：华夏银行（600015）,19460,34,2015-12-24 14:02:35,0.8368152631310257
坚守阵地的兄弟！和我一根筋就为了红利去的死耗,14982,32,2016-01-27 11:01:37,0.7532473665651637
光大银行宣布与三星电子达成合作,26411,12,2016-01-29 02:19:56,0.1846537968877452
H股溢价定增提升资本充足率，维持“增持”,15924,16,2015-09-29 14:35:04,0.984486861676264
光大银行换帅 47岁张金良接替赵欢出任行长,16636,7,2016-01-15 10:32:45,0.19434683971867805
601818:光大银行关于光银国际资本有限公司获香,42069,30,2015-12-29 20:10:31,0.9886735747299785
光大集团去年资产总额增长18%,31915,10,2016-01-20 13:47:57,0.8832955409592869
改革步伐坚定 服务实体为本,32590,7,2016-01-17 23:16:07,0.9862694083746166
月线上的头肩顶形态已经构筑完成，下跌目标价2,8856,9,2016-01-15 14:11:41,0.8613102339481747
601818:光大银行关联交易公告,46923,4,2016-01-15 19:58:52,0.13334608152481886
601818:光大银行执行董事、行长辞任公告,31502,17,2016-01-14 19:11:45,0.2231295236707036
光大回应换帅传闻：尚待通知,16600,8,2016-01-13 13:38:30,0.7629151030961332
新华社访专家：绝大部分家庭没有换美元必要,99055,219,2016-01-11 09:11:12,0.9560258389669611
2015年光大银行信用卡交易额破万亿,19936,8,2016-01-08 11:04:52,0.02669795033442879
！十多年股市经验现在给光大银行的朋友分享下！,11440,4,2016-01-03 16:59:15,0.9685087381258161
大盘下周三3044点见，光大银行3.6元见,10743,14,2016-01-06 18:07:49,0.047272086635043564
光大银行：汇金公司向其子公司转让6.3亿股,21938,8,2015-12-30 21:37:39,0.09823302451445648
601818:光大银行关于中央汇金投资有限责任公司,39148,8,2015-12-30 19:44:29,0.28170322525491365
2015年开盘价4.88，年底才4.25,5417,8,2015-12-29 14:22:31,0.17042103393806174
贷款余额2877亿 光大银行助推小微转型升级再获,19618,4,2015-12-29 02:15:58,0.9636239690607787
光大银行(601818)大宗交易数据一览(12-28),18617,7,2015-12-28 18:15:58,0.12132264386434322
中国光大银行将为用户推出 Apple Pay,18592,9,2015-12-25 17:07:16,0.18175527084061438
光大银行2014年收盘价4.88元，今年呢？,42489,31,2015-12-25 17:27:35,0.1518982338418925
中翌理财“挂羊头卖狗肉” 光大银行称未与其有,26970,10,2015-12-24 12:52:52,0.09121098602590028
光大银行(601818)融资融券信息(12-23),15152,5,2015-12-24 07:39:01,0.6380770554322551
光大银行首尔分行获准设立,20318,5,2015-12-22 03:39:12,0.15718553735285234
601818:光大银行关于首尔分行获当地监管部门批,37063,32,2015-12-21 19:57:37,0.42893942875464486
《炒股日记》（12月18日，星期五）,5703,9,2015-12-18 21:26:11,0.022605775230393865
光大银行—“云缴费”获得“年度最受欢迎网络金,22790,9,2015-12-18 06:51:17,0.4226303396513721
年内14个交易日光大银行会见9.5元带领大盘攻击4,11224,11,2015-12-11 19:10:50,0.4676081581048671
下午2点起动涨停4.7元，周末公布合并光大证券整,9694,17,2015-12-11 12:23:43,0.0687936305502298
下午会涨停吗？,15874,60,2015-11-17 12:02:01,0.6035548453367061
光大银行春节后就上10元,7931,14,2015-12-10 10:51:35,0.07412306417746173
心已冰冷，日记暂停。,10003,11,2015-12-08 15:52:05,0.7069742804859545
凤凰财经--徐翔等私募大佬力挺光大银行,5554,57,2015-09-28 15:54:12,0.9751880887078891
《炒股日记》（12月4日，星期五）,6163,16,2015-12-04 16:09:35,0.013371546481431351
人民币入SDR悬念今揭晓 日元加入后日股涨7倍(图,4935,5,2015-11-30 16:00:12,0.8873877077325267
《炒股日记》（12月2日，星期三）,2764,6,2015-12-02 16:13:39,0.0047737011662655204
《炒股日记》（11月30日，星期一）,3290,11,2015-11-30 16:12:33,0.04263035479919508
下周起光大银行借和光大证券合并刺激，连续11个,17632,57,2015-11-20 15:24:13,0.3898022229132001
流落街头外面下着雨，因为买光大银行被老婆踢出,4948,19,2015-11-23 15:42:15,0.7151159841893188
10万打新买光大银行仅赚1元，如果股票下跌10%亏,6211,23,2015-11-18 00:05:09,0.16987276362894554
银行板块这两天可能会有惊喜！,8300,25,2015-11-17 15:38:48,0.6128962914591762
华泰证券：增量资金流入银行股 三逻辑选股,16448,11,2015-11-12 11:14:13,0.39068506011984716
大资金即将加速向银行股汇集！,13677,15,2015-11-08 10:30:22,0.9051401210579073
光大银行今日超大单流出排名第7名(11-10),4521,4,2015-11-10 16:08:50,0.1942593757623876
光大银行今日超大单流入排名第2名(11-09),8606,12,2015-11-09 16:06:44,0.36615562098874
《炒股日记》（11月9日，星期一）,12893,16,2015-11-09 16:31:32,0.030211801323360432
十大机构论市：A股四连阳释放重磅冲锋信号,24132,69,2015-11-09 17:22:46,0.06249351167760475
方正证券今日冲击第三个涨停,5813,31,2015-11-06 09:50:39,0.8908007803572295
《炒股日记》（11月5日，星期四）,4814,15,2015-11-05 15:40:39,0.00614778462735599
证金汇金买入14家银行保险股 汇金新买进8股,19352,20,2015-11-04 04:24:42,0.03398401381550065
601818:光大银行2015年第一次临时股东大会、201,8172,10,2015-11-04 16:29:45,0.42438038507242404
光大银行云缴费交易突破1亿笔,5735,17,2015-11-03 16:06:55,0.6159368110302463
等着破4开始建仓,3138,11,2015-11-03 13:43:22,0.262719001313076
4.11买入100股光大,8149,50,2015-10-30 15:00:01,0.7323685734859384
拨备率补课,14723,8,2015-11-02 17:00:14,0.4675426008172261
小股东们，大股东抢钱了，你们同意吗？,1882,23,2015-09-25 20:58:11,0.20365973088475708
回购港股要远远大于增发的收益，为什么大股东不,2014,20,2015-09-25 22:10:31,0.14960187158308358
坚决反对增发，投票否决低价增发,3532,20,2015-10-07 08:31:47,0.23858026268439037
图解光大银行三季报,5519,9,2015-11-02 09:21:54,0.42183546501083247
银行三季报“收官”四大行净利增速下滑明显,9138,26,2015-11-01 07:50:34,0.5910178274470529
光大已经把无数散户快逼疯了,5575,23,2015-10-28 13:42:19,0.5564074186145853
技术分析：光大银行，即将上涨！,8046,20,2015-10-29 11:15:32,0.6665221479369503
银行板块一日游 领跌两市,6081,6,2015-10-22 10:29:50,0.24151903407129016
朋友们我又回来看看大家了,5681,22,2015-10-23 15:20:02,0.5490697298561611
601818非公开增发200亿每股增发价不超过1.8元此,18997,313,2015-09-22 10:47:03,0.1273915766340903
我为什么买了银行股？ 银行股就是反向指向标，,5541,11,2015-10-23 14:39:03,0.006378213468784977
凤凰财经：非公开增发200亿，光大银行总股本扩,43640,382,2015-09-12 16:12:48,0.78767254897815
正式宣布以清仓银行股了,3792,24,2015-10-22 14:58:33,0.2690867016085283
银行因何低开的如此之多？知识不够用了,4075,29,2015-10-22 09:17:46,0.7137132729278528
资金成本下行利好银行业 高盛荐4股,41205,17,2015-10-21 17:57:28,0.2122288433319668
光大银行今日超大单流入排名第10名(10-21),5463,4,2015-10-21 16:09:20,0.3889350476958381
耐心终获回报。后市仍可看好,4539,16,2015-10-21 15:04:48,0.9881483275292294
《炒股日记》（10月21日，星期三）,2315,7,2015-10-21 15:56:26,0.00423189802879842
放量突然拉升、爽啊,8469,27,2015-10-21 11:30:46,0.6382856109381383
云水飞龙巡天游，蒙娜丽莎在微笑。光大银行就要,6993,37,2015-09-09 20:09:15,0.9762679306350053
601818:光大银行H股公告(关於召开董事会会议的,7435,5,2015-10-19 17:12:35,0.012189313174183036
买了银行股的哥们：你们赚钱了？！一群SB,3631,18,2015-10-14 11:03:38,0.006736504663656717
我的《炒股日记》（10月16日，星期五）,4748,7,2015-10-16 16:19:05,0.0076035048454600185
快压不住了,6751,25,2015-10-16 09:49:06,0.3360312155093257
耐心等待并迎接收获的日子,1412,30,2015-10-08 09:29:01,0.9395417706899899
全体601818流通股东11月19曰坚决用脚投票！,1570,31,2015-09-29 22:02:06,0.002104005662509789
601818:光大银行关于召开2015年第一次临时股东,2882,31,2015-09-29 21:31:33,0.15391756285135094
如二千点刚起涨时,1368,23,2015-09-15 00:28:45,0.44621581987798387
赌光大明天跟H股大涨,1290,35,2015-09-28 10:24:49,0.18369410483641424
请有些人对号入座、这里有你们的位子,1335,25,2015-09-28 13:01:12,0.9231034128913853
最新公告透露重大利好 7股今日或冲涨停,5061,29,2015-09-28 08:38:19,0.8432369414533499
光大集团拟认购光大银行40亿股H股,1561,23,2015-09-28 08:51:17,0.007530345948098094
光大整体上市是光大银行的最大利空！,1522,38,2015-09-27 08:14:30,0.44953831414855705
光大此次增发最少损害老股东8000万元的利益！,1188,18,2015-09-26 16:22:32,0.08481733532967217
光大银行拟定增40亿股H股 募资补充核心资本,2646,58,2015-09-25 19:58:12,0.9724358962078872
为什么这么多人把这么明显的特大利好当利空解读,26748,18,2015-09-26 20:13:52,0.8874663055445134
如此解读光大非公开增发的继续停牌公告,2667,69,2015-09-19 10:26:50,0.7994986920226554
601818:光大银行重大事项进展暨复牌公告,29603,69,2015-09-25 19:14:12,0.15930899752095107
光大银行：拟10月推整合后电商平台,1264,15,2015-09-24 17:00:01,0.004690891890365756
分析个j8！都在想光大开盘是涨还是跌，我想自然,883,9,2015-09-24 09:52:48,0.5417807662318342
601818:光大银行重大事项继续停牌公告,28624,34,2015-09-18 20:47:47,0.34190516330756526
第一次入银行，当日停盘,1043,11,2015-09-18 20:17:53,0.06875147290967132
光大银行4元下方迎来建仓良机！,1485,40,2015-08-22 13:12:32,0.016143098995880734
无数股民痛不欲生，由此，《黄河大合唱---股票,991,7,2015-09-18 08:27:41,0.9730825335055024
既已经停牌唱多长空都已经没有了意义,2002,11,2015-09-11 23:57:30,0.8893751533035275
不管大盘下跌还是上涨,光大开盘肯定三连涨停板.,869,7,2015-09-18 15:54:53,0.37807258150573353
601818:光大银行重大事项停牌公告,4270,77,2015-09-11 19:18:16,0.34190516330756526
光大银行14日停牌 大股东筹重大事项,27813,31,2015-09-14 08:43:56,0.13910435743999872
停牌了！喜悦之情溢于言表！,1969,24,2015-09-11 21:26:52,0.9167814165836162
放心吧,净资产4.45元一股,增发价不可能低于净资,1627,32,2015-09-12 07:47:03,0.7428571428571427
谁还能给我一个理由买银行，赏十万，立字为证，,892,16,2015-09-07 17:54:35,0.07385284318077567
光大银行停牌了，这是重大喜讯！,27085,16,2015-09-11 22:37:23,0.2565839915054803
48345手超级大单,不可能是散户的抛单吧?,1366,11,2015-09-11 14:53:01,0.6295125205517083
凤凰财经--俄罗斯美女军团入驻光大，普京大赞光,7444,163,2015-08-19 12:41:26,0.8280505238234366
《炒股日记》（9月7日，星期一）,950,12,2015-09-07 15:42:01,0.0512789755276406
《炒股日记》（9月2日，星期三）,1014,12,2015-09-02 16:17:05,0.0047737011662655204
汇金增持金融股 斥资约247亿元受让四大行等53.6,3020,71,2015-08-20 02:58:58,0.7064964225634932
光大银行6月末小微贷款余额达2806亿,1174,7,2015-09-02 04:01:31,0.3318481806316236
4.29全仓拼了，，不知是福是祸,688,22,2015-09-02 09:57:34,0.07027669914156887
我的《炒股日记》（9月1日，星期二）,1171,17,2015-09-01 15:43:36,0.0068498508489793775
光大银行今日超大单流入排名第6名(08-31),978,7,2015-08-31 16:06:37,0.4278538468632149
呵呵，哥们回来就是为了今天,898,14,2015-08-31 16:00:16,0.5929515683205983
利润增速继续低位,2063,6,2015-08-31 10:52:55,0.37807258150573353
不良超预期，理财成亮点,3160,2,2015-08-31 20:29:28,0.660605366712922
光大银行中期净利162亿 同比增2.5%,1112,12,2015-08-30 19:28:06,0.9054382613238
601818:光大银行2015年半年报摘要,6523,8,2015-08-30 15:13:41,0.3046272235489228
美国怎么救市的,911,13,2015-08-22 00:41:06,0.7599368113517436
光大银行(601818)融资融券信息(08-26),927,9,2015-08-27 08:06:26,0.6380770554322551
《炒股日记》（8月25日，星期二）,915,9,2015-08-25 18:22:30,0.010486990754936198
601818:光大银行董事辞任公告,7470,8,2015-08-25 00:36:51,0.21859807786270302
《炒股日记》（8月24日，星期一）,837,11,2015-08-24 15:38:01,0.0463583909474089
当权者，你们该醒醒了！银行股、券商股该拉起来,813,9,2015-08-24 12:54:57,0.006507906921461193
601818:光大银行关于中央汇金投资有限责任公司,28736,60,2015-08-19 17:11:07,0.28170322525491365
《炒股日记》（8月21日，星期五）,1134,17,2015-08-21 16:08:07,0.00842812907477919
权威人士证实：汇金230亿金融股权来自证金,1906,11,2015-08-21 02:46:08,0.9996696717512512
光大银行：汇金协议受让6.3亿A股,963,17,2015-08-19 18:01:28,0.12223066696323137
汇金公司受让光大银行6.3亿股,1208,12,2015-08-19 17:54:26,0.17010463085077
