标题,阅读,评论,字数,影响力,时间
伊利股份改革液态奶供应链 努力为消费者“抢鲜,9895,6,922,4.0,2017-07-30 21:06:04
主力是想办法诱多套小散，套得深主力就成功，嘿,16034,20,256,4.0,2016-07-29 10:39:39
34000股，拿了近两年，期间经过分红，做波段成,22787,22,209,0.0,2017-07-29 19:01:19
20.75 全部清仓  一股不留,10696,13,16,4.5,2017-07-31 09:45:25
"天津自贸区""空检海放""伊利奶粉报关速度提升一倍",8362,7,1095,4.0,2017-07-30 21:02:58
本少爷重仓伊利股份，什么时候开盘啊？趁机开盘,13535,13,185,4.0,2016-09-29 15:46:43
伊利股份 停牌这么久，会有几个涨停,20672,29,85,4.0,2016-10-11 06:55:54
20日线生命线  20.86 破了 濒临死亡！,9776,21,23,4.5,2017-07-26 16:48:37
下半年是银行股的天下,64890,221,137,4.0,2017-07-13 13:45:16
上证50新高度！没理由不看好伊利！,16587,28,17,4.0,2017-07-11 13:19:36
我宣布 20.40  再次融资满仓了600887   伊利股,8667,20,31,4.5,2017-07-26 11:19:50
21.17 抛的人是短线高手啊！,8935,18,16,4.5,2017-07-24 12:30:49
股价说崩就崩创始人说跑就跑 重仓基金经理说栽,6847,12,220,4.0,2017-07-17 07:59:15
加仓了200手，希望赌对了,7896,7,136,0.0,2017-07-27 14:55:21
20.55  全部清仓了,8590,18,128,4.5,2017-07-10 11:03:33
20.33 快上车！,5502,12,10,4.5,2017-07-27 10:30:32
周一涨停,16943,18,126,3.0,2017-06-23 16:50:43
20.95  全部清仓了,4809,19,12,4.5,2017-07-24 09:56:43
600887:伊利股份关于举行2017年投资者网上集体,62118,23,625,0.0,2017-07-20 15:57:26
抛！机构连拉股价不是解放军，忽悠小股民在高位,15646,29,379,4.0,2016-07-26 10:47:13
饮料制造行业:奶价下半年有上行趋势，伊利销售超,12917,7,876,4.5,2017-07-25 15:18:45
600887:伊利股份第九届董事会临时会议决议公告,68875,20,640,0.0,2017-07-24 16:25:14
20.82  短线客上车了吗？,20540,43,129,4.5,2017-07-04 10:02:51
"伊利成内蒙古全球推介活动""明星大使"" ""刷屏""外",11959,10,639,4.0,2017-07-22 20:56:29
散户必看炒股格言和现金策略！     孙子云：先,37524,48,718,4.0,2017-03-11 09:42:54
上市公司爱惜自己的羽毛，才会吸引投资者的眼球,24507,54,171,4.0,2017-05-28 10:07:40
假摔,8442,12,129,4.5,2017-07-07 11:26:21
伊利股份2017年7月13日投资者调研报告,53965,9,330,0.0,2017-07-13 16:17:38
伊利股份今天洋鬼子又开始进场了。 今天买入797,18587,13,106,4.5,2017-07-06 17:57:50
20.77  拔河比赛  空方胜！,3862,7,17,4.5,2017-07-13 17:47:09
我宣布  20.38  融资满仓了牛奶！,10150,25,20,4.5,2017-07-20 10:32:05
伊利蝉联全球乳业8强 营收超600亿领跑亚洲乳企,22081,7,1314,0.0,2017-07-16 03:53:29
20.80  全部清仓了！22.18 买入西部建设！,17950,59,26,4.5,2017-07-14 14:24:30
一批“名博黑嘴”终于可消停一段时间了！,10219,24,184,4.0,2017-07-17 20:43:01
现在就坚决买进，而且绝不出场,10660,17,128,3.0,2017-06-14 14:11:02
20.46  临门一脚！,8778,14,12,4.5,2017-07-19 14:59:36
等待日KD金叉买货的人是真高手！,4883,7,137,4.5,2017-07-06 19:06:20
伊利股份(600887)大宗交易数据一览(07-04),37425,8,475,0.0,2017-07-04 18:21:44
券商笑死了？券商救市所持中字头股票5000亿    ,14081,26,298,4.0,2016-12-01 12:12:32
21.06  短线减仓！,4920,16,12,4.5,2017-07-12 13:07:17
2浪回抽完该3浪跌了，准备在19.6区接回[微笑],8601,33,156,3.5,2017-07-14 20:24:20
越过 21.00  将一马平川,4774,11,15,4.5,2017-07-11 13:42:22
基金团炒个股是中国式庞氏骗局，隐患范围广,3664,7,294,4.0,2016-07-21 14:14:19
风水轮流转，机会还是在白马，现在轮到大白马伊,2383,3,166,3.0,2017-07-11 11:04:52
姐中签了,18676,37,123,3.0,2017-06-15 12:53:53
数据为王 伊利酸奶物流链24小时送货保新鲜！,9854,11,1886,4.0,2017-07-18 17:55:42
大盘重回大蓝筹模式。[微笑][微笑],3719,10,138,3.0,2017-07-11 10:56:20
在漂亮50中伊利后卫角色打得好！,9384,14,16,4.0,2017-06-27 10:20:26
让你们看到的大买单托盘 是逼你比它更高价接货，,17230,39,182,4.5,2016-03-04 13:23:37
7月7日，国内鸡狗砸盘出货！见色起异心，把钱挪,19978,49,437,0.0,2017-07-07 21:02:44
剑指千亿五强，最具世界级食品龙头潜质,103566,10,536,0.0,2017-07-14 17:28:42
伊利股份，乳业龙头，节后冲击历史高点22元！,84886,137,121,4.0,2017-05-26 18:03:35
伊利位居全球乳业八强  蝉联亚洲乳业第一,25877,5,996,0.0,2017-07-14 10:49:44
基本上可以把今年上半年的亏损抹平,2639,8,140,0.0,2017-07-12 04:13:12
今天洋鬼子又在QQ买入6107万元，净买入4185万元,21096,28,171,4.5,2017-07-07 18:08:05
20.73  上车！,6227,23,10,4.5,2017-07-11 10:26:18
目标28.68，姐躺在床上等目标,18593,20,137,3.0,2017-05-26 13:28:27
2017年下半年食品饮料行业投资策略:龙头溢价顺,4345,4,591,4.5,2017-07-13 08:52:47
21.08  你被甩轿了吗？,5150,11,14,4.5,2017-07-11 14:08:56
需求向好，戴维斯双击可期,60549,16,1097,0.0,2017-07-12 12:01:35
20.86  全部清仓了，换股,6422,19,15,4.5,2017-07-13 09:51:48
茅台集团上半年营收309亿 年度目标完成过半,7669,8,367,4.0,2017-07-08 23:52:12
回归常态增速，回归应有价值,54377,6,1416,0.0,2017-07-11 09:58:50
奇怪，这两天交易数据没有伊利股份的成交。 难,7125,5,178,4.5,2017-07-05 18:07:37
央视1《北方大地》说得是伊利 还是蒙牛？,34730,11,139,4.0,2017-05-03 21:47:04
漂亮50待起飞,359408,1146,125,4.0,2017-05-12 14:45:23
