标题,阅读,评论,字数,影响力,时间
神华九月五日会开盘？,33782,58,130,3.5,2017-08-30 10:54:35
神华后市可以参考联通。,27216,65,132,4.0,2017-09-04 11:01:03
神华复牌一个半涨停，还不如联通复牌二个涨停，,30871,60,184,4.0,2017-09-05 09:28:41
神华未来走势图推测,7141,8,272,3.5,2017-09-14 22:38:40
追涨的就像联通！,12871,40,126,3.0,2017-09-01 09:28:21
[拜神]请问各位高手们，此股是否会枯木逢春铁树,8495,11,1272,3.0,2017-05-17 08:51:52
天上地上 唯我独尊 谁敢做空，全部打爆!,7589,13,167,3.5,2017-03-11 17:44:12
分红了，按14.20每股的中国神华 我ben将军又可,103383,259,162,3.5,2016-07-03 12:46:30
2rrr金运激光300220工业4.0 3D+AR/VR+激光 三轮,4012,13,1199,0.5,2017-09-27 09:47:53
神华--全球顶级抗癌药，中国拥有自主研发产权,14241,14,2593,0.0,2017-07-30 20:49:31
中国神华(601088)融资融券信息(09-28),6094,4,534,0.0,2017-09-29 08:08:18
煤电一体化整合大幕开启：“中国神电”破壳 1.8,112390,70,6137,0.0,2017-09-05 13:55:22
如果神华的跳空缺口在相当长的时间不回补意义非,19588,24,160,0.0,2017-09-23 14:56:27
中国神华(601088)融资融券信息(09-26),5378,6,538,0.0,2017-09-27 07:55:20
神华打油诗---闲暇之时读一读,17450,25,308,3.5,2017-09-07 15:32:10
横盘四天.第二波开始累积.....,5131,15,144,3.5,2017-03-28 14:38:53
正确分析中国神华，但是涨不过国电。,27777,19,235,3.5,2017-08-31 20:54:15
~~A股有那些世界领先的高科技,5396,60,108,3.5,2017-09-02 13:06:23
Ben将军回来探班了，这里还有几位老人认识俺呢,15668,34,181,3.5,2017-09-22 00:07:19
指标有用吗？,6789,16,2454,3.5,2017-09-23 11:55:52
散户必看炒股格言和现金策略！ 孙子云：先立于,58940,118,715,4.0,2017-05-29 08:37:13
中国神华8月份煤炭销量增长11.4%至3820万吨,14771,15,423,0.0,2017-09-14 16:48:15
中国神华(601088)融资融券信息(09-22),8034,17,538,0.0,2017-09-23 07:46:32
看清真相！ 贵州茅台 和 中国神华 本质的区别！,201774,482,345,3.5,2017-03-18 20:27:22
中国神华1—8月煤炭销量增16.3%售电量增12.4%,13547,18,524,0.0,2017-09-14 17:14:35
神华集团与360共设清洁能源大数据安全技术研究,38698,6,982,0.0,2017-09-13 13:02:46
秦皇岛煤价连续两周下跌 中国神华H股跌近4%,26344,26,227,0.0,2017-09-04 14:56:21
资讯综析，投资必读,4051,10,5187,1.0,2017-09-02 21:52:27
算算就知道为什么不涨了,20552,25,436,3.5,2017-04-27 21:36:58
哈哈大笑咯咯咯！抢盘了，抢盘了，黄金砸头！晨,17013,45,808,4.5,2017-03-24 14:09:21
[成交满仓]公告现重大利好，10股有望突破大涨！,13293,7,1959,4.0,2017-09-09 15:38:54
笑哈哈咯咯咯，业绩去年翻倍股0.99，今再翻倍超,17410,25,606,4.5,2017-04-28 10:35:41
中国神华(601088)融资融券信息(09-06),12132,6,544,0.0,2017-09-07 07:57:51
神华：8月煤炭销量升11% 商品煤产量跌5.7%,10557,12,267,0.0,2017-09-14 17:08:17
中国神华2017年业绩2.22元/股，合理股价17.76元,17310,13,172,3.0,2017-09-15 15:26:55
这么好的股票没有钱补仓。停牌浪费了行情。怎么,8246,69,194,2.0,2017-09-06 08:25:13
601088:中国神华2017年8月份主要运营数据公告,43155,10,1027,0.0,2017-09-14 17:04:12
仅仅20亿流通盘，国家队明面已占了8个亿。,24300,36,252,4.0,2017-09-07 17:35:26
托，还是SB,3307,59,122,0.0,2017-09-06 10:15:57
随着公募基金二季报披露完毕，相关数据显示二季,4882,60,165,0.0,2017-09-06 11:04:41
坚定看好神华，加仓买入长线持有,10193,64,140,0.0,2017-09-05 22:39:26
中国神华(601088)融资融券信息(09-08),10243,21,544,0.0,2017-09-09 07:45:16
郝鹏赴神华集团调研：切实做好“处僵治困”专项,20874,6,493,0.0,2017-09-14 20:30:37
中国神华前8月煤炭销量增长16%,17705,5,225,0.0,2017-09-15 08:04:24
中国神华：8月份煤炭销量同比增11.4%,15147,16,305,0.0,2017-09-14 17:34:30
601088:中国神华A股股票复牌公告,159695,44,488,0.0,2017-08-31 20:05:54
目前杭州园林股价上82元，那么看看大千生态股价4,8353,46,273,2.0,2017-09-02 13:40:44
中国神华打开涨停板,35981,15,326,0.0,2017-09-04 09:53:35
中国神华9月4日打开涨停,17962,15,190,0.0,2017-09-04 09:57:28
