标题,阅读,评论,字数,影响力,时间
中国股市第一只泡沫是贵州茅台! 中国最大泡沫贵,6823,19,219,3.5,2017-10-03 11:52:35
清醒吧！所谓的价值投资者们！,16640,84,138,3.0,2017-09-20 07:25:59
十年一觉茅台梦500元   指日可待？,147837,857,146,4.0,2017-03-21 11:48:04
国庆中秋白酒供销两旺 大热的白酒股四季度还有,143008,53,4501,0.0,2017-10-03 19:00:30
仅此1家江苏银行股价不到10块0.98元业绩次新股,44703,133,184,2.5,2017-04-30 06:58:20
揭穿价值投资的鬼话，如果真要价值投资，招商银,142421,423,624,3.0,2017-06-27 21:47:47
佛主保佑我，月月中签新股，感谢佛菩萨。。。,1700,12,152,3.5,2017-08-09 22:44:59
我们现在有些人攻击茅台，为什么呢？第一他喝不,7932,23,813,4.0,2017-10-04 19:35:05
建仓买了招商银行合众思壮如通股份贵州茅台恒瑞,5355,8,194,0.0,2017-09-29 17:35:58
贵州茅台 600519 中国白酒及至世界白酒龙头股 ,3083,3,173,4.0,2017-04-26 08:45:50
揭开贵州茅台神秘面纱环他本来面目！ 贵州茅台,15946,69,720,3.5,2017-05-29 14:32:17
很早在科大讯飞，北方稀土吧里讨论过：未来酒类,14666,35,40,3.5,2017-08-22 10:21:34
[游资做多不死心]请问各位高手们，此股是否会枯,6378,13,1436,3.0,2017-05-15 11:02:39
坚决持有茅台，静待时间玫瑰绽放，两年目标价10,36297,85,209,0.0,2017-07-27 17:25:18
贵州茅台弄虚作假已经不是第一次，多次被央视曝,12671,72,193,3.5,2017-06-12 17:55:32
贵州茅台现在是悬崖上面走钢丝！ 贵州茅台公然,10430,39,190,3.5,2017-06-25 07:00:39
是走还是留？拔剑四顾心茫然！,12043,45,152,4.0,2017-08-19 23:47:30
茅台--全球顶级抗癌药，中国拥有自主研发产权,11519,21,2613,0.0,2017-06-23 20:32:47
《东方新观察·再说价值投资》 ——好话说三遍，,156215,318,1429,3.5,2017-05-05 10:48:03
深度调查：茅台严厉控制价格 难改未来涨价预期,121763,57,4467,0.0,2017-10-02 07:37:23
茅台上市后股价翻了100倍 四季度白酒股可能这样,105059,20,1342,0.0,2017-09-29 08:54:28
今年下半年，茅台股价波动区间在450-500之间。,26287,83,288,3.0,2017-08-07 12:58:29
市场旧思维低估公司新成长,37693,12,1303,0.0,2017-09-14 09:39:29
清仓一一一一一一一一一一一一一一一一一一一清,11973,42,370,4.0,2017-08-15 09:22:31
屮屮华泰证券融资完成就是中国的高盛了≈二个第,34156,292,327,3.5,2017-05-28 19:04:28
贵州茅台股价再创新高 昔日高价股今何在？,70683,19,1082,0.0,2017-09-26 03:59:28
茅台就是珍藏品,162848,543,149,0.0,2017-05-21 06:48:38
贵州茅台：五百元登顶日，众私募出货时！,25506,55,501,0.0,2017-04-20 22:21:33
贵州茅台创历史新高,15133,4,701,0.0,2017-09-26 01:50:51
历史转折点： 470元贵州茅台死，1800点创业板活,5686,9,163,4.0,2017-07-03 11:03:56
05年40元买茅台一直持有...,123305,195,243,1.0,2017-02-15 11:18:09
但宾的错误！（有理有据的对茅台的分析）,273158,1083,3950,4.0,2017-06-10 12:30:15
中国的房价能到8万元一个平方， 为什么股价不能,4176,7,208,4.0,2017-09-26 17:17:53
==华泰证券第一梯队大券商绩优成长中国互联网大,36198,213,193,3.0,2017-08-05 05:07:28
茅台带动中高端白酒涨价 专家：炒作成分大泡沫,32898,25,3086,0.0,2017-09-27 13:47:21
如何啪啪啪？,4758,29,311,2.5,2017-09-29 07:43:48
这巨票如果冲出520，暂时会谁买单，暂时谁会站,4612,6,226,4.0,2017-09-28 11:06:16
贵州茅台(600519)融资融券信息(09-13),4797,8,540,0.0,2017-09-14 07:42:23
贵州茅台(600519)融资融券信息(09-22),7089,6,536,0.0,2017-09-23 07:43:16
茅台在构筑历史大顶！,9193,15,176,2.0,2017-07-03 16:01:41
430元继续买贵州茅台是价值投资首选真龙头没有,20384,56,157,0.0,2017-05-19 13:12:10
笑 狂笑 呆子都会抢 瞎子也狂笑 业绩翻倍 股0.9,10398,50,1589,4.5,2017-05-22 17:43:39
将挑战，未复权历史最高价股价,29223,117,476,4.0,2017-04-18 15:34:10
贵州茅台盘中再创历史新高,21333,9,409,0.0,2017-09-25 16:47:46
茅台该获利了结了。,5319,18,128,3.0,2017-09-25 13:45:49
贵州茅台(600519)融资融券信息(09-21),4982,4,536,0.0,2017-09-22 07:41:18
山登绝顶我为峰一一贵州茅台每股股价数年内将和,733253,2503,182,4.0,2016-10-26 17:11:10
茅台学院迎首批新生 学生最关注毕业去向,16457,20,1538,0.0,2017-09-11 02:13:14
送你96只价值投资股：,37725,194,2122,3.5,2017-06-23 17:33:14
贵州茅台涨停,186243,803,6,3.5,2016-10-12 13:04:11
“股王”涨升逻辑：茅台飞天批发价破1200元,16960,96,1151,0.0,2017-03-22 05:09:32
茅台酒喝起来有个农药味 送我喝都不喝 短命,18738,95,152,3.5,2017-08-01 18:06:22
有钱的大客户可以现价203.87元买入1万股600519,22317,30,51,3.5,2016-02-10 22:18:53
[困顿]MSCI Inc.来了，漂亮50必将是永远中流砥,6263,17,1132,3.0,2017-06-21 09:07:03
暴跌的股票，后期必大涨。大涨的股票，后期必暴,2146,2,192,3.5,2017-09-21 11:56:38
