标题,阅读,评论,字数,影响力,时间
601390:中国中铁2016年年度报告摘要,21399,1,1595,0.0,2017-03-30 23:41:38
今日评中铁---调整心态加油干,38508,54,1008,3.5,2017-03-22 22:09:18
中国中铁：2016年净利125亿 新签合同额首破万亿,38544,9,314,0.0,2017-03-31 00:02:30
对中铁2016年效益的期待！,13902,16,236,3.5,2017-03-28 19:34:26
中铁头贴：欢迎中铁老股友回来做客讨论后市,13963,7,86,3.0,2016-08-24 18:10:18
《股市感叹》,11811,27,250,3.5,2017-03-20 20:29:45
座谈中国中铁：目前形势及个人操盘建议！！,24091,38,267,3.0,2015-11-11 14:13:01
人家都创60日新高了，就差你了！,8147,4,142,2.5,2017-03-24 14:28:26
601390:中国中铁H股公告(董事会会议召开日期),38967,7,518,0.0,2017-03-20 19:12:52
情节纯属虚构，切勿对号入座。,8948,20,138,4.0,2017-03-17 07:57:47
三官有礼  卜算子·枫叶落无声 枫叶落无声，翼断,4459,10,216,4.0,2017-03-20 16:47:01
中铁你为何还是如此之妖，该咋办？,15663,198,142,2.5,2017-03-22 14:14:06
今天已经开始干了，明天继续接着干,32470,76,228,3.5,2017-03-15 17:53:47
水调歌头·中铁几时牛 中铁几时牛，把尿问农夫。,18885,50,274,4.0,2017-02-25 21:11:35
关于英雄帖，我想补充的,16648,49,929,3.5,2017-03-13 19:30:11
601390:中国中铁关于签订战略合作框架协议的公,38828,15,1082,0.0,2017-03-16 19:08:16
莫让中铁人蒙羞！,5783,16,182,3.5,2017-03-15 11:36:14
中国中铁：力争“十三五”在四川投资3000亿,15456,9,332,0.0,2017-03-16 20:16:29
中国中铁不仅是一带一路的主要参于主力军，而且,11026,5,206,3.0,2017-03-17 08:43:43
发出英雄帖，欢迎各路高手，各路英雄3月16日齐,24437,72,270,3.5,2017-03-10 06:13:46
今天尾盘买入了一些中铁，明天等着庄家继续表演,15501,24,188,3.5,2017-03-02 16:39:15
对中铁买入时机的看法（仅作为交流）,20940,40,867,3.5,2017-03-01 20:42:18
中铁工业卷土重来,52001,16,2193,0.0,2017-03-03 07:07:48
3月9日看中铁,13883,18,449,3.5,2017-03-09 07:19:15
今天清空了华谊兄弟，出来的这部分资金继续买入,19621,20,230,3.5,2017-03-06 15:45:13
瑞银:中铁将受惠行业整合 目标价升至8.5元,17929,4,482,0.0,2017-03-06 13:58:30
601390:中国中铁重大工程中标公告,64304,8,1137,0.0,2017-01-24 19:26:56
大量追高韭菜尾盘割肉，明天轻松拉起稳定股指。,8357,4,154,4.5,2017-03-06 20:07:16
中铁周四前启动。,12927,17,173,3.0,2017-02-25 13:29:52
当别人狂热的时候你该冷静，当别人冷静的时候你,10754,12,508,3.5,2017-03-05 12:40:48
尾盘什么鬼，看着就怕啊！,12022,14,134,3.0,2017-03-03 16:18:40
今天建仓完毕，接下来与大家在中铁共同战斗了,15208,18,317,3.5,2017-03-03 18:14:20
赋诗一首，《中铁颂》,13882,40,130,1.5,2017-02-23 15:49:46
没见过这么不要脸的上市公司，中国的脸都被你丢,6842,12,212,0.0,2017-03-02 14:01:40
重组逾400天中铁工业亮相 央企华丽转身布局高端,31461,3,2123,0.0,2017-03-03 06:18:33
中铁庄家，你就慢慢打压吧，我不急着买的,12285,29,165,3.5,2017-02-24 13:15:28
对于今天上午的新闻发布会，大家都来谈谈看法,20430,30,152,3.5,2017-02-26 15:20:25
再赋一首《中铁歌》,9476,19,223,3.5,2017-02-24 14:59:11
野村：中国中铁将恢复吸引力 评级升至“买入”,18893,5,404,0.0,2017-02-28 13:46:34
中铁的兄弟姐妹们，大家打起精神来,14623,30,268,3.5,2017-02-22 04:51:28
中铁~风景这边独好！,20207,37,218,3.5,2017-02-16 19:40:35
年前的预演只是为了这次真正大幅拉升做准备，中,16777,19,190,3.5,2017-02-14 18:11:04
中队长、三官、铁剑……何处去？,11150,27,173,3.5,2017-02-15 06:23:55
2月15日看中铁,18712,24,1060,3.5,2017-02-15 22:18:14
中铁守好，还有救,26755,32,208,3.0,2016-12-06 18:18:24
中国中铁价格高于葛洲坝之前都是高估，卖出为,7418,5,93,4.0,2016-06-24 18:53:42
我踏空了，祝大家多多发财,19427,55,216,3.5,2017-02-10 11:39:23
