标题,阅读,评论,字数,影响力,时间
中国建筑，后期走势我也上一图供大家参考,1473995,2722,107,0.0,2017-03-24 23:30:31
也谈中国建筑，大家好，本人网名股海逍遥散人，,518181,506,511,0.0,2016-12-18 21:51:46
再谈中国建筑（601668）是否该道再见,1028652,1106,1540,0.0,2016-12-21 19:32:53
@猫啡咖,2035018,5371,59,0.0,2017-05-17 07:29:09
2015年，3月31日中国股市我入市了，第一天炒股,115685,168,1085,0.0,2017-05-14 07:57:15
中国建筑再次重申一位以下的股价没有多少机会给,39051,49,147,4.0,2017-09-19 06:56:07
貌似不太好吧。指数还大,17204,72,132,0.0,2017-07-19 20:50:19
纪念过去  展望未来 股灾周年祭,65967,120,1605,0.0,2017-01-04 15:49:39
不要拿安邦说事，他要卖也先要先出公告吧！第二,7357,10,172,2.5,2017-09-29 11:47:19
个人见解!任何一只牛波伊的股票都拥有一个近乎,173975,218,200,3.0,2017-08-16 23:39:08
国泰君安：陕西煤业上调目标价至13.16元！或将,10031,18,111,0.0,2017-09-20 18:56:47
[胜利]公告现重大利好，10股有望突破大涨！,19072,14,1946,3.0,2017-09-09 16:39:35
中国建筑底部盘整了这么久了，今天该突破了，这,38365,154,119,0.0,2017-09-01 15:50:10
真正的雄安概念,81781,132,159,2.5,2017-06-09 17:02:15
[胜利]险资定调四季度投资策略 提前“埋伏”十,15985,17,298,3.0,2017-09-11 21:25:07
601668:中国建筑2017年1-8月经营情况简报,110825,41,701,0.0,2017-09-18 18:18:56
6月全仓买入中国建筑，20多年第一次中签新股，,566237,761,260,0.0,2016-11-13 14:02:33
《周九茶座》副刊   新老友茶社[大笑],37337,82,142,4.0,2017-09-15 20:12:56
新开工面积持续加速，新签订单稳健增长,73747,28,1575,0.0,2017-09-19 09:06:23
青山依旧在,686873,840,280,4.0,2016-02-06 12:29:24
中国建筑和万科的简单估值对比,65080,76,333,4.0,2017-09-14 22:41:13
601668:中国建筑重大项目公告,94222,64,667,0.0,2017-09-25 16:47:43
建筑的周期符合菲数周期原理！,44347,75,469,0.0,2017-09-01 17:17:18
中国建筑(601668)融资融券信息(09-28),16463,10,528,0.0,2017-09-29 08:09:57
10元以下的中国建筑不会给你太多的时间上车的。,24233,21,174,4.0,2017-08-24 21:23:57
中国建筑：前7月新签合同12968亿元 境外部分增,74599,45,243,0.0,2017-08-15 17:33:51
再也没有10块以上卖出的机会了!,48271,81,249,2.5,2017-08-31 17:37:20
八二在切换，大蓝筹暗流涌动！,58964,71,158,2.0,2017-06-03 15:37:02
