标题,帖子数,日期,情感
中国中铁、铁建、重组在即,17889,29,2017-09-01 09:51:06,0.934333619098199
中国铁建：厦门市政提升改造及景观工程全部按期,39724,20,2017-09-02 20:43:05,0.9753392775294909
大笑大笑 咯咯咯，晨鸣三年利润之和超现公司市,25038,48,2017-06-27 10:16:08,0.969438807238409
一带一路”是政策导向  紧跟政策的步伐,58760,80,2017-03-16 09:59:32,0.9320834966086533
大和：中国铁建上半年纯利优于预期 评级“优于,14256,9,2017-08-31 15:23:23,0.9746747790195579
工程承包订单大幅增长，海外业务拓展稳健,14692,6,2017-08-31 13:06:40,0.06425253927800678
盈利稳健增长，订单大幅增长，估值显著偏低,27241,10,2017-08-30 08:34:14,0.3133144975802282
业绩/订单提速增长，国改/带路可期,14178,9,2017-08-30 10:46:21,0.979993299853378
中国铁建：上半年净利超65亿 证金公司持股升至4,48117,11,2017-08-29 21:55:52,0.43791307938511836
中报速递：中国铁建2017年上半年盈利65.23亿元,23600,9,2017-08-29 20:34:55,0.6721030334847128
上半年经营数据靓丽，工程承包新签合同额增速创,62712,19,2017-07-20 17:43:33,0.8017310332689298
中国铁建(601186)融资融券信息(08-28),3500,4,2017-08-29 07:56:01,0.9534329081811043
[爱心牛]女士们先生们朋友们！战胜内心的恐惧，,7443,22,2017-07-23 21:50:28,0.9994430165667618
中国铁建(601186)融资融券信息(08-25),6548,21,2017-08-26 10:05:45,0.9534329081811043
中国铁建(601186)融资融券信息(08-24),4430,8,2017-08-25 07:46:53,0.9534329081811043
《中国铁建 - 投资要点》,20506,12,2017-07-14 17:21:45,0.9918103630028265
参照港股 铁建怎么也得涨到12吧,2372,60,2016-08-08 14:19:40,0.6751257358879292
中国铁建(601186)融资融券信息(08-18),8305,32,2017-08-19 08:37:40,0.9534329081811043
揭穿价值投资的鬼话，如果真要价值投资，招商银,29665,48,2017-07-03 14:15:30,0.9997151511106501
601186:中国铁建PPP项目中标公告,49146,20,2017-08-02 16:50:05,0.7794573379103933
中国铁建(601186)融资融券信息(08-11),8534,12,2017-08-12 07:48:07,0.9534329081811043
急着要跟交建同步,9423,86,2017-07-19 14:58:01,0.44782208606240015
该股看来每次上涨都是逃命的机会,3555,9,2016-12-12 09:38:07,0.25815907833941554
这货估计要破产[想一下],3986,10,2016-12-14 10:53:59,0.12180572604432571
中国铁建(601186)融资融券信息(08-04),7274,5,2017-08-05 07:46:57,0.9534329081811043
多空博弈利器-持筹比例,8919,26,2017-05-31 18:10:59,0.6628333298412536
狂笑狂笑，业绩去年翻倍股0.99，今再翻倍超2元,17767,24,2017-04-28 12:57:20,0.10985540518532899
铁建减仓一半~,26927,76,2017-07-20 09:45:19,0.45926234945573663
对于大盘，我只想说主力故伎重演~~,7996,25,2017-07-12 09:37:37,0.42478582476882587
农农好像有点憋不住的意思，估计也想冲动一下，,10122,18,2017-07-13 18:19:43,0.5544982354166658
看看其他蓝筹这家伙吃屎了,4183,17,2017-06-26 10:19:41,0.9366184736626627
601186:中国铁建关于下属控股子公司中国铁建高,48723,13,2017-07-28 20:18:43,0.8903941278999109
见识了，涨一分，吃奶的力都使上，跌一毛很带劲,10809,107,2017-07-07 19:42:07,0.9853076492364051
我也谈高铁 不干过铁路不知道，中国高铁线路建,8897,9,2017-07-05 18:06:08,0.9125431761175029
601186:中国铁建2016年年度权益分派实施公告,73577,9,2017-07-10 18:24:35,0.8792637613740861
601186:中国铁建关于部分闲置募集资金暂时补充,21539,5,2017-07-26 17:09:26,0.7167196845558611
中国铁建15亿元募集资金全部归还至募集资金专用,15399,5,2017-07-26 17:10:01,0.9421871226811361
高铁板板今天为什么大涨？,5024,16,2017-06-26 10:38:09,0.7840544307536287
中国铁建(601186)融资融券信息(08-08),6803,7,2016-08-09 07:44:17,0.9534329081811043
中天金融不错,5781,22,2017-07-18 10:15:25,0.8087154199119642
熊市看质看骨家队，暴跌就是检验好股烂股的唯一,11808,23,2017-07-17 10:11:54,0.8430166980802642
弱的我也是醉了~~,8336,46,2017-07-13 09:55:50,0.5729456440670753
中国铁建(601186)大宗交易数据一览(08-08),21426,20,2016-08-08 20:26:30,0.6159002963871514
可怜的散户，又被忽悠进来了,7919,24,2017-07-17 10:35:54,0.012150674352755853
从高点下来跌幅超60% 这波也没什么反弹 比垃圾,3747,8,2017-07-07 11:02:50,0.2689051042723093
MSCI概念中最好的股是 必看 机会到,3907,6,2017-07-03 10:37:30,0.9669537510251616
[财力满仓]漂亮50中国股市的心脏；沪深300中国,5784,6,2017-07-16 21:24:06,0.9990204779731396
在分析与实战之间,7038,38,2017-07-08 02:57:22,0.9901363362398414
601186:中国铁建第三届董事会第四十三次会议决,24114,6,2017-07-11 20:03:18,0.1523870316389344
601186:中国铁建PPP项目中标公告(2017/7/20),49893,14,2017-07-19 18:50:49,0.7608743772477268
有点出乎意外,27642,23,2017-06-19 18:57:07,0.7241403024508678
这机会真好啊，··,11148,35,2017-07-17 10:09:15,0.8282078392815712
601186:中国铁建PPP项目中标公告(2017/7/13),33807,19,2017-07-12 17:02:14,0.7608743772477268
601186:中国铁建新签合同公告,42202,16,2017-07-03 18:47:12,0.1482431794817084
简单说俩句,12758,54,2017-07-05 11:05:55,0.5858456450915184
新签订单持续加速，低估值极具吸引力,38283,1,2017-07-14 09:00:00,0.041725936307861033
中国铁建：联合中标313亿元PPP项目,23775,12,2017-07-12 17:27:56,0.769770599692952
中国铁建：上半年新签合同额逾5500亿元 同比增4,25133,5,2017-07-13 16:54:02,0.3164913682755893
中国铁建,14037,18,2016-11-22 18:31:29,0.8317950122623342
闪崩的节奏,7521,27,2017-07-07 10:43:59,0.38178259815726445
实战炒股口决： 十四工作线，不破不走人。短线,66789,67,2017-02-10 09:38:23,0.9596611393517058
探底成功，正式开启七月高铁建设行情,13478,29,2017-07-04 14:12:51,0.9945515887991351
小明用“一路一带”造句：我家小区供给侧一带，,51148,31,2016-05-08 09:45:43,0.37597121482642837
中国铁建 这票要不要 加仓，接下来能否继续拉升,11703,46,2017-06-01 19:19:34,0.03272918581027606
中国铁建(601186)融资融券信息(06-12),5198,6,2017-06-13 07:37:57,0.9534329081811043
中国铁建(601186)大宗交易数据一览(07-03),22633,8,2017-07-03 18:53:39,0.6159002963871514
是要反弹了吗,4132,55,2015-10-22 13:41:34,0.5
又是一分钱模式~~,6609,18,2017-07-03 11:16:08,0.32628136039384403
别被“忽悠”！,17516,25,2017-02-10 16:39:39,0.0406424173984814
怎么这么弱啊~~,3814,8,2017-06-28 13:54:29,0.5984250540683116
都是大单卖，小散们齐心协力，搞起来,2355,24,2017-05-25 13:24:35,0.22942236985093922
铁建是故意混淆高铁技术和铁路建设和房地产的关,1583,4,2015-10-22 13:58:26,0.5080056026055826
千万别上去，空仓就等着调整那，再低点,1373,6,2015-10-22 13:55:35,0.011371529361606347
中铁要拉大盘了！,2301,8,2015-10-22 14:01:04,0.9557121700626363
中国铁建(601186)融资融券信息(06-08),7129,5,2017-06-09 07:44:32,0.9534329081811043
中铁也被这贱货拖累了,1402,13,2017-05-22 10:39:51,0.4107085980595917
中国铁建 横盘震荡 还是洗盘,13002,2,2017-04-07 19:37:47,0.9294209445785108
猜不透的人生将怎样去度过,8202,60,2017-06-08 18:24:20,0.9148970126245057
601186:中国铁建PPP项目中标公告,39748,14,2017-06-11 15:23:25,0.7794573379103933
中国铁建(601186)大宗交易数据一览(06-06),25569,22,2017-06-06 18:18:59,0.6159002963871514
601186:中国铁建关于召开2016年年度股东大会的,50803,31,2017-05-15 15:42:47,0.9413291706281914
《乐其中》,7741,33,2017-05-24 10:06:18,0.737704918032787
601186:中国铁建新签海外合同公告,39039,10,2017-05-25 07:49:13,0.35418090062485696
中国铁建2017年5月18日投资者调研报告,16663,2,2017-05-25 01:19:11,0.9455665381722276
601186:中国铁建PPP项目中标公告,37835,15,2017-06-02 18:29:26,0.7794573379103933
中国铁建获非洲123亿元大单,36900,11,2017-05-31 15:32:11,0.9536939568554154
港媒：中铁建签尼日利亚城铁合同 总额近124亿元,23989,7,2017-05-26 06:34:54,0.5328666222407653
主力怕留缺口，散户不上当,3186,4,2016-12-06 14:35:40,0.1563789396277372
拉圾,2786,2,2017-03-02 10:13:34,0.5
求指教，有人知道中国铁建发生什么事情了么？,15341,12,2017-05-19 14:09:22,0.5817618301992816
