标题,帖子数,日期,情感
重启IPO凸显信心 中字头股望演绎跨年度行情,16083,8,2015-11-09 09:38:13,0.9409911347399568
周一低开就是机会买入不惧利空,36681,46,2015-11-08 11:26:21,0.43432190223495604
海外工程板块活跃 中国交建大涨6%,9425,6,2015-11-05 11:12:37,0.9768539586442782
11月6日晚间上市公司利好消息一览,34271,27,2015-11-06 18:17:34,0.1271654692097547
明天大盘回踩3490还是买点,9204,23,2015-11-05 18:07:17,0.21487625653378117
601800:中国交建关于对外投资的公告,14320,7,2015-11-06 16:31:14,0.8274484091471453
中国交建拟以93亿募集资金增资11家子公司,21131,7,2015-11-06 17:02:25,0.8137711184746106
10月阳的启示与耽忧。,9842,19,2015-11-01 12:53:58,0.4968644725146871
一带一路实施方案将出 继续关注,13788,14,2015-10-22 09:14:21,0.9634300607820944
从前箱体的运行特点，可否能看出慢牛节奏？,27400,48,2015-10-29 22:16:21,0.9417995601610714
明天冲高回落调仓换股正当时,40341,53,2015-11-04 17:52:09,0.04653943062562893
明天回调还是买点,21109,44,2015-11-03 17:37:10,0.09902967997349732
明天回调3265点附近可以买入,48495,85,2015-11-02 17:40:30,0.12884579580528688
冲高3392附近建议减仓,7556,11,2015-10-30 17:46:07,0.3553258705042076
中国交建三季报净利逾百亿同比增长3%,10192,9,2015-10-30 18:00:03,0.8599161893941012
601800:中国交建2015年第三季度季报,12873,12,2015-10-30 16:58:12,0.806882645586159
下周一冲高大幅减仓,7443,4,2015-10-30 17:49:05,0.14595107104744687
建议多看少动收官之日,6686,2,2015-10-29 17:49:48,0.14983774066542932
明天大盘还会继续反弹，中阳拉起,8183,17,2015-10-27 16:47:45,0.3806449123086634
关注交建“金角”后的买点。,41148,110,2015-10-15 16:03:53,0.7659491903873242
交建周一在11点前涨停！理由如下,38475,68,2015-10-24 09:43:01,0.07440676945655544
601800:中国交建非公开发行优先股(第二期)募集,10493,8,2015-10-27 20:13:48,0.08531461936209772
周二明天大盘很难逾越3457点，估计阴十字星收盘,24299,36,2015-10-26 17:24:31,0.08868908161154843
预测下周大盘还会继续创新高,27352,27,2015-10-23 16:14:57,0.9863520392104309
明天下跌后中阳拉起,18975,108,2015-10-21 15:38:40,0.3458588467144348
明天大盘将暴跌百点,10710,33,2015-10-20 17:52:51,0.5919985756532047
601800:中国交建2015年度第三期超短期融资券发,9051,5,2015-10-22 16:29:46,0.5491930351667609
中国交建今日超大单流入排名第4名(10-21),8161,5,2015-10-21 16:09:22,0.7764131838581929
中字头概念盘尾拉升 中国交建涨停,18799,30,2015-10-20 15:29:18,0.5089822085021084
601800:中国交建H股公告(董事会会议通知),39424,9,2015-10-20 15:39:38,0.05255740881339077
我清仓了，有本事明天来个涨停[微笑],8872,21,2015-10-19 20:12:22,0.33988257285975443
满仓迎国庆,10479,61,2015-09-27 07:21:18,0.1714627033543592
节日闲聊股市2技术篇。,5634,15,2015-10-10 09:34:06,0.761085486373525
节日闲聊股市1股民篇。,3862,20,2015-09-26 19:08:09,0.9491836550932985
8月最后1周交建何去何从？,3621,96,2015-08-24 13:34:25,0.07274833632691236
市场强势横盘筑底，操作还需谨慎行之！不要红了,6084,8,2015-09-11 19:58:37,0.482684758520207
近期行情震荡，市场人气欠佳，再开一贴解股言说,2697,23,2015-09-09 10:08:59,0.9044555043800725
中交掌局：绿城下半场拼千亿规模,3066,7,2015-09-08 08:50:56,0.5063470388920505
该来的总会来的，只是时间问题，不要心存侥幸！,2455,14,2015-09-07 16:49:46,0.456230101489117
下周开始的下跌请不要再猜指数会到哪！也不要急,2711,19,2015-09-02 17:14:30,0.37536006444537173
601800:中国交建关于中交疏浚(集团)股份有限公,3193,11,2015-09-01 16:41:16,0.6444550941289704
中国交建中期净利65亿 同比增长12%,2537,4,2015-08-28 20:53:06,0.9683108129005219
试析交建这一波。,29019,116,2015-08-15 15:27:12,0.37035852608428643
