标题,帖子数,日期,情感
[爱心]人类将会永远铭记这一伟大的穿越！,43445,43,2015-12-08 14:10:40,0.9992473151600579
中国交建战略升级：由工转商,25909,5,2016-11-15 14:12:11,0.9910156518794373
可以了，超了,34548,97,2016-10-21 12:54:58,0.5595238095238099
铁路项目密集获批 关注受益股,13313,7,2016-11-15 09:44:58,0.7216822272026867
中国交建2015年三季报[点击查看原文][震撼人类],18071,11,2015-10-17 17:49:18,0.3105180829613452
机构疯狂出货为哪般解密中交建,17386,12,2016-11-07 11:27:10,0.6843925286784165
哈哈可以的,7554,8,2016-11-10 13:56:59,0.5262327818078083
信息类股票将大涨！,4189,17,2016-07-11 22:57:57,0.9000734434475172
中国交建(601800)融资融券信息(11-02),6746,3,2016-11-03 07:44:50,0.8823755923720058
中国交建现在可以介入吗？,11548,26,2016-10-27 13:27:35,0.8303251830749302
预测交建还将连续上涨30%,9831,7,2016-11-04 10:25:15,0.3538870606430854
中国交建今日超大单流入排名第19名(11-03),9532,4,2016-11-03 16:05:25,0.7180589818122537
中国交建(601800)融资融券信息(11-03),5201,4,2016-11-04 07:44:56,0.8823755923720058
601800:中国交建2016年第三季度报告,37912,6,2016-10-28 23:12:01,0.7417979846357983
纠结的十月行情？,50238,71,2016-09-27 18:47:46,0.9722340296522279
的高点，再创新高，,6285,12,2016-07-18 13:30:15,0.5063332407933977
中国交建前9月新签合同金额同比增长一成,20069,3,2016-10-25 17:03:24,0.08226406057107061
601800 中国交建  午后开盘 将直线拉升,8294,7,2016-10-26 12:25:41,0.4794269214458322
601800:中国交建2016年第三季度主要经营数据公,30547,3,2016-10-25 16:32:49,0.7956594138767452
交建的头与大盘的头不同哟。,86942,104,2016-08-24 18:56:14,0.5225802334617956
14.74买的进来报道！,12200,8,2016-10-21 10:51:11,0.541834933364547
中国交建拟挂牌转让逾26亿元交运资产,28207,6,2016-10-24 03:00:23,0.03679500738198638
从大方向理念上讲，中交集团 和 隧道股份等 是,6187,3,2016-10-20 20:58:04,0.9956280163400041
草甘膦涨价概念 植保航母 牛股涅槃 停牌王00055,4836,8,2016-10-20 19:51:51,0.7295635632749478
以中国联通、中国交建、中国铁建为混改龙头的敢,5154,1,2016-10-21 17:57:16,0.6201589798822134
太他妈强悍了！,14017,29,2016-10-17 10:42:54,0.5010182834022364
40万手时刻准备着，你说动掉，马上把空头 连根,5046,3,2016-10-19 19:28:50,0.13497061372259234
601800:中国交建第二期优先股股息派发实施公告,35151,4,2016-10-10 17:09:33,0.37075065240574656
从筹码囤积看主力意图；这样的牛股必须拿下！！,30107,4,2016-10-11 16:57:47,0.3614633281306181
12.10走的傻蛋们，下午交建会涨到12.50～12.90,27922,58,2016-08-19 09:48:40,0.47753617378765945
601800:中国交建第三届董事会第二十七次会议决,20924,4,2016-08-23 19:33:51,0.061800318571066604
601800:中国交建第一期优先股股息派发实施公告,29564,7,2016-08-23 19:34:02,0.42235529889835133
交建如能站稳11.5就好了。,97483,153,2016-07-15 09:52:45,0.5023011562897672
中国交建(601800)融资融券信息(08-19),12281,4,2016-08-20 07:39:21,0.8823755923720058
交建15元以前的震荡都是假象，耐心持有，不要乱,14832,7,2016-08-18 14:05:47,0.04748175646290065
中国交建(601800)融资融券信息(08-18),7188,5,2016-08-19 07:45:48,0.8823755923720058
公司报告：亚太地区股研究,17459,3,2016-06-20 00:00:00,0.6924889641330353
规避中国交建地雷调仓供给侧改革龙头暴涨59倍,88098,95,2016-02-07 10:03:41,0.15470940227186447
迅猛布局石墨烯产业链仅此一家 恐成未来巨头,63372,61,2016-04-26 18:25:56,0.428666494454931
~~~浅谈未来12小时交易时间的冬季转春季,67994,169,2016-01-28 20:11:52,0.6602031461095343
国资委14号对外表示，当前国企改革试点全面铺开,9142,7,2016-07-14 17:09:02,0.4236210267390279
从来都没见过的 你就看一眼,10605,12,2016-07-12 20:09:31,0.236053537363075
资金关注度提升 “一带一路”三领域走出低谷,70494,8,2016-07-09 08:57:00,0.999941937750536
为16年大底做好准备,95087,100,2016-05-26 06:33:03,0.3688723803909678
如何正确的修行，何为佛。。,18181,14,2015-09-04 14:45:55,0.9491711357712862
