标题,阅读,评论,字数,影响力,时间
[胜利]公告现重大利好，10股有望突破大涨！,17767,43,1946,0.0,2017-09-09 17:10:06
北银--全球顶级抗癌药，中国拥有自主研发产权,21433,21,2613,0.0,2017-06-23 19:21:21
美国股市的银行股,12829,13,1939,4.0,2016-10-07 12:23:22
本少爷专冶pm2.5,41734,115,842,3.5,2017-05-14 17:58:44
模型 全民基本信用,107464,223,210,3.5,2016-12-31 15:53:38
毒品问题 吸毒举报贩毒 毒资奖给吸毒个,43436,115,159,3.5,2017-05-15 03:34:49
模型2 全民基本信用,116464,254,240,3.5,2017-01-01 17:19:44
永恒闪耀你瞳孔,34488,96,252,3.5,2017-06-01 21:07:54
战胜华尔街,43140,114,435,3.5,2017-05-14 18:01:21
事实证明北京银行没有投资价值,83622,86,252,0.0,2017-06-22 22:46:15
601169:北京银行董事会决议公告,33521,41,547,0.0,2017-09-18 18:19:49
北京银行一个月内见到16元,21730,71,77,3.5,2017-09-15 19:42:03
北京银行(601169)融资融券信息(09-26),6140,5,542,0.0,2017-09-27 07:55:51
中报速递：北京银行2017年上半年盈利110.79亿元,16248,12,233,0.0,2017-08-30 20:01:43
北京银行：上半年净利同比增4% 证金公司持股升,24863,19,279,0.0,2017-08-30 19:57:13
说我来说银行,24166,15,681,3.0,2017-09-21 16:57:26
短期即将震荡 个股依旧精彩,29978,5,2428,0.0,2017-09-09 01:29:18
北京银行：题材业绩均不错 只欠劲风！,19504,44,197,4.0,2017-05-19 01:25:50
北京银行将参与中加基金增资扩股,12574,35,177,0.0,2017-09-19 08:42:49
601169:北京银行关于实施2016年度利润分配方案,52587,15,1575,0.0,2017-07-14 15:46:50
北京银行半年报增4% 证金增持至4.99%,11388,6,294,0.0,2017-08-31 10:38:23
北京银行(601169)融资融券信息(09-22),7226,32,522,0.0,2017-09-23 07:46:58
北京银行(601169)融资融券信息(08-18),10115,69,534,0.0,2017-08-19 08:37:41
北京银行(601169)融资融券信息(09-06),5983,37,534,0.0,2017-09-07 07:58:16
北京银行(601169)融资融券信息(08-16),7565,37,534,0.0,2017-08-17 07:44:49
通告：601958 金钼股份正创历史新低，青菜价6.7,8616,40,240,2.0,2017-06-12 13:54:23
北京银行(601169)融资融券信息(08-25),7557,39,538,0.0,2017-08-26 10:05:42
亏损了，套住了，北京银行。,12336,46,136,1.5,2017-08-21 09:53:09
北京银行(601169)融资融券信息(08-17),7145,31,534,0.0,2017-08-18 07:48:13
601169:北京银行未来三年(2017-2019年)股东回报,19169,5,1947,0.0,2017-04-25 21:41:44
北京银行上半年实现净利111.6亿元,7549,9,913,0.0,2017-08-31 09:40:04
北京银行(601169)融资融券信息(09-21),4979,4,534,0.0,2017-09-22 07:45:59
北京银行(601169)融资融券信息(09-19),4861,2,540,0.0,2017-09-20 07:46:33
北京银行(601169)融资融券信息(09-11),3809,3,516,0.0,2017-09-12 07:55:58
国际局势正发生新的深刻变化,4322,58,134,0.0,2017-08-05 05:56:16
称呼改了，注意区分,3713,56,132,0.0,2017-08-07 13:28:15
重庆庄托“看季线图炒股”前几天在中国铝业骗人,4316,57,156,0.0,2017-08-06 22:15:14
北京银行真垃圾股，,6372,69,69,2.0,2017-08-04 10:47:43
北京银行，我给你一个建议，以今天收盘价为基点,17048,18,252,1.5,2017-06-27 21:42:28
哈哈哈 笑咪咪抢盘啦 业绩去年翻倍股0.99，今再,24454,35,673,4.5,2017-05-03 21:53:00
散户必看炒股格言和现金策略！ 孙子云：先立于,53005,82,715,4.0,2017-04-29 08:26:45
北京银行(601169)融资融券信息(09-14),4558,5,536,0.0,2017-09-15 07:46:52
北京银行上半年不良率降9BP,11244,5,890,0.0,2017-08-31 04:28:34
[不说了]MSCI Inc.来了，漂亮50必将是永远中流,14675,14,1133,3.0,2017-06-21 15:31:29
抛！机构连拉股价，制造概念，用人性贪婪，忽悠,70959,81,374,4.5,2016-03-22 12:51:09
抛！经济恶化，拉股价，用人性贪婪，忽悠股民在,31021,31,357,4.5,2016-01-29 14:12:57
北京银行(601169)大宗交易数据一览(09-12),16093,25,599,0.0,2017-09-12 18:17:34
北京银行：开展资产证券化业务并发行普通金融债,44414,12,244,0.0,2017-08-07 19:30:59
北京银行(601169)大宗交易数据一览(09-11),14270,28,513,0.0,2017-09-11 19:17:56
我对北京银行的理解,60310,51,180,1.5,2016-09-14 11:21:07
正能量影片幕后的金融力量：北京银行1500亿元信,31797,11,2741,0.0,2017-09-04 00:56:42
北京银行(601169)融资融券信息(09-08),6141,25,542,0.0,2017-09-09 07:45:58
十万股， 一周亏了近七万块，肉痛啊,20352,23,143,3.0,2017-08-13 13:33:27
28曰前，北京银行涨到12,7859,14,136,0.0,2017-07-18 12:02:31
发改委谈重污染行业产业发展与环保监管：对于重,6587,11,367,4.0,2017-08-04 09:31:22
坚决反对增发，两年股价翻2倍！,16670,44,197,1.5,2017-05-12 17:15:54
告诉你江铃000550为何严重低估今年必翻番的原因,7064,15,276,3.5,2017-07-16 15:53:44
北京银行现金分红刚刚已经到账了。,13819,13,83,1.0,2017-07-11 19:27:56
鉴金_北京银行 华资 东湖 西水 上海银行 华联 ,13212,15,239,3.5,2017-05-15 23:05:06
601169:北京银行2016年年度利润分配实施公告,99460,12,1563,0.0,2017-07-05 18:40:44
北京银行与神雾集团签署全面战略合作协议,39306,33,566,0.0,2017-07-21 01:13:15
四川输绿色电到雄安,4489,10,124,4.0,2017-07-18 14:37:15
平安银行都涨上去了，北京银行还在犹豫什么。,2546,4,93,3.5,2017-07-11 17:49:21
等了  三十年MSCI将破门而入券商崛起      这些,8732,14,202,4.0,2017-06-12 09:56:02
果然跌了，真准,5838,9,139,4.0,2017-07-18 10:43:46
北京银行为神雾集团提供三年50亿授信额度,17674,5,386,0.0,2017-07-19 12:40:23
快报！中小板指数与个股 也在争创新高 附,2974,4,1193,3.5,2017-07-12 15:10:23
抢盘了，抢盘了，黄金砸头！晨鸣投资价值第一股,20192,34,771,4.5,2017-03-08 20:51:01
基金抱团炒个股是中国式庞氏骗局，隐患危害大16,41729,40,333,4.0,2016-07-21 15:03:22
谁还敢小瞧券商？券商股灾救市所持中字头股票50,14313,18,303,4.0,2016-12-01 13:12:13
监管排查“海外并购明星民企”风险 银行抛售疑,4008,15,188,3.0,2017-06-22 19:43:14
送的股，什么时候能到账？,13931,27,134,2.5,2017-07-11 21:22:24
完了 玩完了 金山银山不如股市黑山,2955,10,17,0.0,2017-07-18 12:01:28
北京银行(601169)融资融券信息(06-30),6484,3,546,0.0,2017-07-01 07:46:28
世纪金源黄如论行贿了谁 减持北京银行等金融资,13246,5,1581,0.0,2017-06-23 10:56:53
唉！不知是今天分红，咋天入的分后扣税明显的亏,6803,39,156,0.0,2017-07-12 09:29:54
北京银行除权前，9.16买3500股，花32060元，到,14135,12,329,0.0,2017-07-13 02:35:34
北京银行,24178,25,320,3.0,2016-11-22 19:38:48
主力什么时候砸到8块钱,1789,16,132,3.0,2017-06-17 23:52:44
"""一带一路""超低估值才是财富__________________",20396,50,661,4.5,2017-05-13 16:31:47
本少爷专冶pm2.5,241893,330,848,3.5,2015-12-31 03:21:18
战胜华尔街,240467,331,275,3.5,2016-01-12 23:19:14
601169:北京银行董事会决议公告,44232,12,954,0.0,2017-06-19 19:12:21
北京银行股权之争暗涌：新华联控股增持 董事会,98187,28,5749,0.0,2017-05-12 17:08:59
今日买入878 拿红利 分红股 心平气和不打架,2767,75,23,0.0,2017-06-05 15:55:37
北京银行拥抱互联网思维 全力打造交易银行现代,11708,1,3561,0.0,2017-07-01 03:53:53
豪门午宴,6631,20,136,0.0,2017-06-29 06:08:31
昨天做狗今天做啥,6175,20,126,3.5,2017-06-28 11:11:38
盘中分析:北京银行为何不如新都退,3354,4,181,2.5,2017-06-20 11:00:24
129家券商各自为阵本身就是笑话      这么多家,8865,14,394,4.0,2017-03-16 11:54:32
北京银行：北京/上海比拼中国金融业第一排位,19176,16,856,4.0,2017-02-15 16:45:50
银行股该起来了。8.85买了15000股，虽然不多，,7552,5,188,4.0,2017-06-09 10:13:02
北京银行：定增补充资本，业绩稳健发展,16135,11,1045,0.0,2017-04-28 14:30:01
601169:北京银行中期(2017-2019年)资本管理规划,6209,3,1969,0.0,2017-04-25 21:44:18
咨询非公开发行股票事项,18347,18,159,0.0,2017-05-25 10:20:06
新闻一出准下跌，还是兴业银行好,7272,6,140,3.5,2017-05-27 20:31:11
北京银行(601169)融资融券信息(05-31),8812,4,546,0.0,2017-06-01 07:47:35
北京银行携手凤凰金融谋求互联网金融发展,32457,15,298,0.0,2017-04-18 16:06:40
8.66买进，被套里等奇迹,16961,13,254,3.0,2017-05-18 18:15:12
投降，瞬间改变世界观,5156,4,128,4.0,2016-12-02 12:52:07
回来看看。北京银行虽然跌了，但业绩---,13856,5,275,3.0,2017-05-13 14:24:48
恒大暴涨近23%今年涨超200% 特色小镇概念暴涨 0,6876,56,648,3.5,2017-05-29 21:10:25
证监会：请依法常态化治市！查处操纵股价的不法,36061,33,348,3.5,2016-08-17 10:35:56
先看看招行，持续的牛！ 看看浦发，观察浦发动,10782,11,198,3.0,2017-05-25 15:43:42
增发方案一旦通过，还会狂跌！所以大家必须投票,7608,9,164,3.5,2017-05-18 11:32:17
601169:北京银行2016年度股东大会决议公告,52309,5,1271,0.0,2017-05-18 20:14:38
北京银行不良率连续5年攀升 2017一季度投资收益,22199,10,1728,0.0,2017-04-27 11:32:48
北京银行2016年赚179亿 今年首季赚55亿,30863,22,256,0.0,2017-04-25 17:21:51
根据非公开发行规则预测增发价格为8.49元—8.71,25426,78,557,2.0,2017-04-26 10:17:45
宁波港601018重大事项复牌联手浙北京,118583,107,93,4.0,2016-03-16 10:12:26
荷兰老牌银行集团参与高价定增的首都银行你们弃,15546,10,263,3.0,2017-04-29 08:22:55
北银无量B浪今已确认走完，何去何从请各位好自,22896,19,170,1.5,2017-03-01 15:38:34
今天我 一开盘 已经投了北京银行定向增发反对票,5976,14,24,0.0,2017-05-18 10:48:02
北京银行(601169)大宗交易数据一览(05-17),21273,7,659,0.0,2017-05-17 18:32:18
投票的方法谁知道？,3697,14,136,0.0,2017-05-17 14:01:57
5月18日股东大会我对相关议案投反对票,11132,44,197,2.0,2017-05-12 11:05:29
北京银行MACD金叉买入,9955,58,266,0.0,2017-05-15 18:20:48
北京银行2017年1季报净资产为9.66元。,18054,17,234,1.5,2017-04-28 19:18:21
对北京银行定增价的分析,17151,20,299,1.5,2017-04-28 19:42:04
北京银行(601169)大宗交易数据一览(05-12),13785,2,477,0.0,2017-05-12 18:18:20
小微贷款增长突出，下半年逾期90天以内升幅加快,26697,3,2188,0.0,2017-05-16 08:19:51
北京银行(601169)大宗交易数据一览(05-15),15712,7,477,0.0,2017-05-15 18:39:19
国美金融与北京银行达成全面战略合作,14949,6,291,0.0,2017-05-15 15:26:24
北京银行：与国美金融签署战略合作协议,17085,7,293,0.0,2017-05-15 17:22:40
601169:北京银行关于与国美金控投资有限公司签,24205,3,666,0.0,2017-05-15 17:05:52
银行,4935,9,65,0.0,2017-05-12 10:59:25
601169:北京银行非公开发行A股股票摊薄即期回报,14353,4,1648,0.0,2017-04-25 21:44:10
北京银行增发价对股价构成支撑,10063,26,173,2.0,2017-04-26 08:32:08
北京银行股价跌逾5%创近半年新低 民生银行连跌,36798,2,4951,0.0,2017-04-26 10:21:49
行情尾声，注意风险！经济每况愈下，牛市没基础,26345,34,208,4.5,2015-11-18 14:21:55
有消息称 北京银行副行长姜德耀已失踪一个多月,28679,32,196,3.0,2017-04-26 16:55:39
今日如果跌幅3%，拉成阴十字，明日再2-3%尾盘拉,6082,12,229,0.0,2017-05-08 13:47:25
若增发价格低于9.94，本人投10万股反对票,6928,15,145,2.0,2017-05-08 08:44:25
再融资新规后首个银行定增方案出炉 北京银行大,24254,4,1387,0.0,2017-04-28 04:24:26
北京银行研究部署雄安新区建设金融服务工作,32165,13,611,0.0,2017-04-18 07:53:04
坐稳了,10511,86,116,2.0,2017-03-06 11:10:14
601169:北京银行重大事项停牌公告,72260,19,483,0.0,2017-04-14 17:18:16
北京银行今年首季赚55亿 拟定增不超240亿,12762,3,1139,0.0,2017-04-26 05:32:07
北京银行最小股东才1岁 “娃娃股东”频频套现忙,33124,171,1969,0.0,2017-04-28 07:12:35
601169:北京银行2016年度现金分红投资者说明会,69987,11,910,0.0,2017-05-02 18:35:54
北京银行(601169)大宗交易数据一览(05-02),15892,7,483,0.0,2017-05-02 18:20:54
用事实说话，揭露北银高管卑劣行径！,100081,411,988,3.0,2015-10-21 11:13:07
抛！机构连拉股价，用人性贪婪忽悠小股民在高位,18667,28,354,4.5,2015-11-24 09:59:46
北京银行：拟定增募资240亿元补充核心一级资本,46957,81,308,0.0,2017-04-25 21:45:53
2016年报及2017年一季报点评：业绩平稳，定增方,12895,4,1266,0.0,2017-04-27 08:22:06
北京银行晚间最新公告：因市场一片混乱 申请停,21045,9,97,3.0,2017-04-26 20:24:00
听说北京银行严重违反证券法，要退市是真的吗？,20697,15,154,3.5,2017-04-26 13:20:29
年报暨一季报点评：定增落地资本解渴，不良可控,19288,4,1772,0.0,2017-04-26 09:53:28
年报泄密“最牛员工”：北京银行去年人均创利12,25988,10,1103,0.0,2017-04-26 02:07:20
北京银行：停牌系筹划非公开发行股票,48709,24,197,0.0,2017-04-14 17:28:16
北京银行拟10送2股派2.50元,30251,5,340,0.0,2017-04-26 01:05:18
601169:北京银行关于重大事项停牌进展公告,66530,20,140,0.0,2017-04-20 19:11:32
北京银行，开始新的征程！,24158,8,75,3.5,2016-07-13 10:20:41
601169:北京银行2017-04-14全天停牌,76847,27,260,0.0,2017-04-14 09:05:12
送给为定增而买股的股民：定增原来是这样玩的,17376,9,3507,3.0,2017-04-17 13:45:39
北京银行:大股东利用定向增发剥夺小股东的多年,10817,7,223,2.5,2017-04-17 09:47:04
601169:北京银行关于河北蠡州北银农村商业银行,29087,26,606,0.0,2015-09-02 16:16:46
北京银行(601169)大宗交易数据一览(04-10),16426,14,489,0.0,2017-04-10 18:44:14
北京银行现逾1亿股大宗交易,25248,9,212,0.0,2017-03-20 20:39:37
北京银行是廊坊银行的第一大股东！,16254,7,83,3.5,2017-04-05 09:30:14
紧急公告：立即抢购处于历史低价的金钼股份6019,46651,48,263,2.5,2015-12-17 09:56:27
今晚给大家看两张图，跟大庄家吃肉喝汤！,55368,9,1379,0.0,2017-03-30 09:29:00
昨晚梦见北京银行涨停了！,7338,10,134,2.0,2017-03-21 11:31:28
北京行：优选IPO新股 银行股或应行T+0试点(附股,18257,15,2229,4.0,2017-02-19 08:30:44
南行年报快报实际每股收益2.21元、同比增长16.9,10326,10,280,2.5,2016-01-14 21:13:20
北京银行(601169)大宗交易数据一览(03-20),10766,4,485,0.0,2017-03-20 18:26:20
这波的北京银行走得很弱！,9324,13,134,2.0,2017-02-20 13:18:47
601169:北京银行董事会决议公告,41658,3,1940,0.0,2017-02-15 18:14:39
闫冰竹辞去北京银行董事长职务 张东宁接任,14193,5,477,0.0,2017-02-15 20:04:15
事实证明:优先股似乎不得民心，望国安委及证监,17701,38,162,1.0,2016-12-06 11:29:27
东阿阿胶、北行具有投资价值,29555,24,132,3.5,2016-09-30 09:15:21
请网管帮本少爷专冶2.5置顶,174042,209,160,3.5,2016-01-12 23:49:33
小单卖，大单买，这是弄啥？,9310,66,136,0.0,2016-12-24 09:29:31
北京银行最神奇的股,16508,25,229,3.0,2016-12-19 18:00:53
北京银行估值偏低！上海银行二十几元！北行比上,10435,7,101,3.0,2016-12-17 20:42:13
北京银行监事接二连三求贷款 吃人嘴短还咋监察,19327,18,1185,0.0,2016-12-06 09:03:54
银行不是制造业，是金融业，举牌沒问题，新华联,8167,26,170,3.0,2016-12-10 12:57:42
高位急拉升是大跌前诱多！出货是一价格区域不是,8207,20,232,4.5,2015-11-18 14:34:34
601169:北京银行优先股股息发放实施公告,67940,14,1162,0.0,2016-12-05 20:04:25
主力在填权，赶紧卖,11262,18,128,3.0,2016-11-25 11:45:00
北京银行开启了温柔举牌新模式，树立了好榜样。,10516,5,115,3.0,2016-12-03 15:37:55
9.44元高岗上的同学们，多穿点衣服不知道你们什,28466,32,159,3.5,2016-10-13 15:23:42
601169:北京银行关联交易公告,23113,3,1041,0.0,2016-12-01 18:33:47
北京银行，无可替代,6462,2,130,4.0,2016-11-30 10:33:22
北京银行(601169)融资融券信息(11-30),4582,4,544,0.0,2016-12-01 07:46:05
明日大盘将挑战,3428,0,124,0.5,2016-07-05 19:08:09
今天10.28卖对了，否则就被套牢了，该涨不涨必,7556,6,162,3.5,2016-11-29 14:00:49
北银蜗牛上行模式最有利于多头不利空头,24519,52,318,3.5,2016-11-18 10:57:38
前一阵子哀神被甩掉了也是正常的。 多数散民根,16469,33,311,3.0,2016-11-26 08:40:52
601169:北京银行2015年年度报告补充公告,29818,5,623,0.0,2016-11-25 19:41:51
北京银行12月到15元，立帖为证，不到15元我吃热,21719,24,123,3.5,2016-10-11 11:05:46
北京银行还能不能涨,21882,25,187,0.0,2016-11-14 23:01:30
北京银行南京分行：创新发展促转型 内修外为显,16388,4,4027,0.0,2016-11-26 02:51:59
银行股赶顶，大大小小银行、城市商行系数上市，,5720,8,201,3.5,2016-11-25 10:05:35
北京银行，居然一下都不往回调,9978,13,79,0.0,2016-11-16 23:53:17
卖了，赔了三千多，虽然亏了，但心里痛快了，不,14506,18,212,3.0,2016-11-17 15:45:28
金融业董事长直面降薪风暴 北京银行闫冰竹一年,29289,12,1370,0.0,2016-11-19 16:40:05
16年3季度业绩点评,35327,5,739,0.0,2016-11-01 14:56:00
四两拨千斤，该股走势表明证监会的态度,9165,6,1687,4.0,2016-11-13 13:40:37
咋日利用川普利空在9.45以下收走了许多筹码。今,14551,28,217,3.0,2016-11-10 15:18:42
北京银行(601169)大宗交易数据一览(11-08),14093,14,479,0.0,2016-11-08 18:08:47
今天的大宗交易意味深长是不是新华联值得揣摩！,22714,41,382,3.5,2016-11-04 21:20:16
北京银行(601169)大宗交易数据一览(11-07),16190,7,480,0.0,2016-11-07 18:16:13
我揣测以傅军，史玉柱，马云等人的头脑，应该早,11025,8,159,2.0,2016-11-04 23:32:54
北京银行(601169)大宗交易数据一览(11-04),18521,10,468,0.0,2016-11-04 18:11:44
北京银行称新华联控股增持至8.45% 逼近北京国资,30616,14,468,0.0,2016-11-05 05:22:04
可能是荷兰人减持，兴业银行外资大股东已经走了,8651,6,184,1.0,2016-11-05 09:17:59
