标题,阅读,评论,字数,影响力,时间
建议民营老板们买点银行股,55841,74,233,4.0,2017-05-02 10:24:34
交行--全球顶级抗癌药，中国拥有自主研发产权,17007,24,2613,0.0,2017-06-23 19:05:37
美国股市的银行股市盈率,18610,17,1942,4.0,2016-10-06 09:08:08
愿意长期投资的朋友们可以买点银行股,46779,75,233,4.0,2017-07-01 16:52:54
咯咯咯咯，三年利润之和超现公司市值。 今年涨,11791,15,554,4.5,2017-06-25 22:30:48
狂笑 咯咯咯咯，晨鸣三年利润之和超现公司市值,30162,60,544,4.5,2017-06-26 21:17:19
五大行中涨幅最小为什么，是不是真的爱补涨。,4730,1,152,3.0,2017-08-15 12:57:47
1个月内见到13.6元,24945,46,132,3.5,2017-08-25 21:41:52
交通银行获准筹建交银金融资产投资公司,11009,42,204,0.0,2017-09-27 10:18:32
交通银行(601328)大宗交易数据一览(09-27),14655,22,478,0.0,2017-09-27 18:34:57
交行债转股实施机构获批筹建,17016,16,512,0.0,2017-09-26 19:34:31
未按规定履行客户身份识别义务 交行攀枝花分行,5090,3,689,0.0,2017-09-26 10:40:52
交通银行(601328)融资融券信息(09-11),4177,5,526,0.0,2017-09-12 07:58:34
交行是美国的汉奸搞阴谋妄图搞垮中国金融。,77366,72,8307,0.0,2016-12-23 07:52:34
我给交通银行写了一副对联，请看！,11302,17,295,2.5,2017-09-17 21:48:45
交通银行(601328)融资融券信息(09-22),7341,32,544,0.0,2017-09-23 07:47:20
交通银行(601328)融资融券信息(09-21),5904,5,548,0.0,2017-09-22 07:46:24
交行经营＂外汇期货＂诈骗,61338,111,815,0.0,2017-02-21 04:21:16
交通银行(601328)融资融券信息(09-01),9302,9,540,0.0,2017-09-02 07:55:31
交行周二不过6.40元的话，那本人17年股就算白炒,12348,19,164,3.5,2017-09-18 16:08:18
交通银行(601328)融资融券信息(09-06),4858,3,534,0.0,2017-09-07 07:58:38
粤港奥大湾区龙头国企的潜力__________________,5965,9,296,4.5,2017-07-17 16:50:34
交通银行(601328)融资融券信息(09-12),4239,4,534,0.0,2017-09-13 07:48:06
交通银行一个月内见到12元,11746,17,77,3.5,2017-09-15 19:35:40
交通银行8月25日盘中涨幅达5%,11804,7,185,0.0,2017-08-25 15:27:52
交通银行(601328)融资融券信息(09-14),5958,7,542,0.0,2017-09-15 07:47:13
交通银行(601328)融资融券信息(09-15),5236,5,540,0.0,2017-09-16 07:46:58
交通银行违规管理人民币结算账户 遭监管警告并,15265,11,310,0.0,2017-09-14 11:08:05
交行全行息差大讨论 对比同业反思成本管理,27377,8,2683,0.0,2017-08-11 06:02:46
抢！瞎子也狂笑 业绩翻倍 季报再增长300%翻倍搖,25954,44,2385,4.5,2017-05-07 18:59:37
交行青岛分行践行“两行一化”战略 加强集团及,12410,6,973,0.0,2017-09-12 16:16:49
交行“淡出”混改 引民资入股子公司“深化改革,40212,6,3202,0.0,2017-09-09 05:43:12
佛山帮扫货广发，豪赌大湾区金融投行升级!广发证,5028,8,190,4.0,2017-07-04 14:06:45
漕溪路旁的那块大空地上停好车出来的时候,4388,19,152,3.0,2017-09-07 07:48:03
这个月时间都不够，量再缩小，有行情也要在国庆,4451,18,31,0.5,2017-09-07 10:01:54
特别通告：601958 金钼股份正创历史新低，青菜,6064,8,242,2.0,2017-06-12 13:35:49
交通银行(601328)融资融券信息(09-08),7009,27,530,0.0,2017-09-09 07:45:39
交通银行委任吴伟为副行长获中国银监会核准,9517,14,202,0.0,2017-09-08 20:02:17
咯咯咯！抢盘了，抢盘了，黄金砸头！晨鸣投资价,20072,37,803,4.5,2017-03-01 10:25:25
宋国斌及何兆斌获准担任交通银行非执行董事,11336,6,353,0.0,2017-09-01 19:46:54
中国银监会核准宋国斌及何兆斌任交通银行非执行,8553,3,360,0.0,2017-09-01 19:41:42
601328:交通银行境内优先股股息派发实施公告,30923,11,1154,0.0,2017-08-31 19:18:20
真他娘的，今天6.43被洗掉了30万股。,12341,15,146,4.0,2017-08-25 10:08:15
交通银行(601328)融资融券信息(08-25),9055,15,542,0.0,2017-08-26 10:06:22
我的心头好交行是未开发的宝藏，明天过来挖掘。,14323,16,223,4.0,2017-08-22 08:06:58
交通银行中期属于银行股东净利润389.75亿元同比,15017,7,379,0.0,2017-08-24 17:34:30
中报速递：交通银行2017年上半年盈利389.75亿元,19577,19,232,0.0,2017-08-24 19:45:02
交通银行(601328)融资融券信息(08-24),3563,6,544,0.0,2017-08-25 07:47:03
交通银行：上半年净利润389.8亿元 同比增长3.49,74010,23,1815,0.0,2017-08-24 16:55:09
