标题,帖子数,日期,情感
全球迅猛布局黑科技产业链仅此一家 未来黑科技,47919,103,2016-04-26 12:24:06,0.9781815769570619
华夏银行（600015）爆出股权争夺！涨目标20元！,9984,26,2016-07-06 10:04:53,0.6453818974190189
各方无法妥协,7905,9,2016-07-15 07:11:11,0.9043350285434666
工商银行：360私有化回归，受益最大的上市公司,31259,63,2016-06-11 14:09:06,0.8648499383731925
工商银行(601398)大宗交易数据一览(12-23),26273,14,2015-12-23 18:13:55,0.03336676948437822
工商银行(601398)大宗交易数据一览(12-22),27440,11,2015-12-22 18:10:11,0.03336676948437822
工商银行(601398)大宗交易数据一览(12-24),17063,13,2015-12-24 18:08:10,0.03336676948437822
大家要习惯除权除息前后银行股股价的变化,18033,12,2016-07-09 06:22:15,0.28509033523509464
工行这样的分红，就不算是欺诈吗！？就不可以控,11685,25,2016-07-08 14:00:30,0.04458453294355591
为什么分红以后股价掉下来,10258,12,2016-07-08 09:20:50,0.5501668135704081
这叫做分红利？？？？ 把股票的价格切下分成现,6311,16,2016-07-08 10:29:22,0.1077805309211004
601398:工商银行A股2015年度分红派息实施公告,134936,9,2016-06-30 19:26:47,0.053464040708690375
我觉得除息比不除息好,4611,4,2016-07-06 05:36:02,0.28943112904990087
摩根大通减持工商银行及中国银行H股 套现3.68亿,39974,36,2016-06-17 11:08:58,0.034429158739029186
关于工商银行股东增持股份的公告：本人7.1日以4,9768,8,2016-07-02 12:51:41,0.04415756589863773
工行个人商用房首付提至70% 其他银行暂未跟进,24253,10,2016-07-01 01:43:28,0.04868616734559139
江苏银行即将发行上市，考验国家队的时候到了。,6785,13,2016-06-28 08:01:57,0.7852525245702967
判断：尾盘肯定崩盘收大阴线了 !!!!!!!!!!!!!!!,12366,38,2016-02-15 14:36:18,0.0845959550769455
能不能不说话。看图。解套无期呀。什么时候给我,24629,47,2016-04-08 16:11:35,0.8475392317416552
一年来亏了还是挣了。看看吧。直接来个图。自己,20512,27,2016-03-31 17:48:18,0.707333769156627
工商银行董事长姜建清辞任 现任行长易会满接棒,24302,38,2016-05-31 19:43:40,0.32585507058302865
下周一开始机构大量抛售老股，准备资金申购新股,4915,11,2015-11-08 20:51:51,0.5311298812237542
为何坚定看好中国经济和股市？,6057,11,2016-05-22 18:12:35,0.968560367693106
工行海外子公司收购欧洲最大金库 能存储800亿美,8685,43,2016-05-18 10:42:03,0.9953096747586243
还是在工行藏起来,62150,326,2016-03-04 20:35:16,0.8710051552184789
工行叫停个人账户综合理财业务：对资本市场无影,14728,20,2016-05-17 03:44:32,0.9789834478965792
工行:6月1日起不再受理新的个人账户综合理财业,12032,29,2016-05-16 22:05:19,0.5009761799504718
央行调查不良资产后 工行紧急叫停理财业务,16624,55,2016-05-16 22:32:29,0.3915268388536446
不亚于降杠杆清配资的利空！保监会召开险资风险,13291,20,2015-12-29 14:05:47,0.6039089719221246
证监会：请请依法治市！查处建行工行中石油等操,4842,13,2015-10-22 13:46:58,0.11683434640908452
姜建清掌舵16载：工行从亏损变身宇宙行,9276,14,2016-05-10 09:56:48,0.98209642722127
华夏银行600015万亿养老金入市！上涨目标20元！,16287,61,2016-03-15 10:31:37,0.06255649570031796
工行为首的银行板块大蓝筹快要达到目的了。,7212,14,2016-05-06 13:35:36,0.9121441293808349
华夏银行600015：七届董事会爆大股东股权争夺！,7755,26,2016-04-13 14:00:15,0.22944513650048404
16家A股银行一季度日赚40亿元 国有大行利息收入,15062,38,2016-05-03 01:34:15,0.025244698122075748
上市公司年报暴露国家队行踪 持股市值占A股6.11,75107,195,2016-05-01 03:53:19,0.3809232531468911
2015上市公司年报“十宗最”：科隆精化股东人数,59330,25,2016-04-29 01:21:11,0.5531108813348947
上海金面世最低交易保证金6% 望与伦敦金和纽约,24314,18,2016-04-20 05:08:30,0.9585746572749025
紧急！上海多部门联手整治房贷乱象 7家银行6家,22816,8,2016-04-23 21:34:52,0.014411945434018802
五成上市公司拟现金分红 分红总额达6561亿元,14459,59,2016-04-20 01:18:07,0.08961604250127853
喜欢妖股 的研究下,8945,8,2016-02-02 13:24:04,0.9542724370622114
梧桐树现身A股的秘密：证金“债转股” 不会随便,1220457,985,2016-04-12 00:42:29,0.5982929868806648
银行股便宜就是硬道理?,8961,7,2016-04-18 10:05:13,0.10256569847396801
总会有那么一天，大家发现大蓝筹再也买不到了。,20421,28,2016-04-01 19:40:57,0.7686771775317408
丶严重低估的中国股市将会合力拉出一波具特色气,14684,22,2016-01-24 14:48:24,0.9964594049639394
4月13日午间沪深两市公告一览：隆基股份称没有,29667,16,2016-04-13 12:52:25,0.028888762813367608
银行煤炭等低位被低估的优质股可以大胆地买进了,26401,35,2016-01-29 10:01:40,0.5747892657570666
梧桐树持有0.4%接近证金由百分之1.66减持到1.23,7408,16,2016-03-31 08:17:50,0.5452336685738126
“宇宙大行”利润只到苹果八成 谁在拖工行的后,11645,7,2016-03-31 14:49:58,0.8096601079804449
上交所公布一季报披露时间 将于4月8日开始,54397,31,2016-03-31 10:33:30,0.1259756712669794
外媒：工行资产全球居冠 董事长薪酬不到小摩CEO,13407,222,2016-04-04 11:19:35,0.9842787230245563
“宇宙大行”利润只到苹果八成 谁在拖工行的后,19397,8,2016-04-04 04:01:33,0.8096601079804449
3月30日晚间影响市场的重要政策消息速递(附新闻,17154,51,2016-03-30 20:23:03,0.49916944060031265
恶意做多坑害股民,17840,72,2015-09-01 14:28:58,0.8008681852477447
沿海省份工厂密集倒闭，还幻想股市上涨？金融危,14427,25,2015-12-30 11:30:36,0.9998872225044039
“限薪令”实施第一年 部分大行高管薪酬遭“腰,16452,39,2016-03-31 01:35:16,0.9456860528283132
用房产换工行股票,谁划算?大家来评评理,75056,30,2016-03-22 21:59:32,0.2958813506680197
外汇局A股“三剑客”悄然入市,26577,7,2016-03-31 05:03:51,0.3300624362631418
幽灵！一个黑色幽灵——石墨烯！将在东方大国兴,9046,26,2016-03-23 15:55:39,0.2905367354582864
“宇宙行”工商银行2015年净利2777亿 同比增0.5,23042,17,2016-03-30 19:29:46,0.7110183447630842
知情人士：中国开始新一轮打击债市非法交易行动,32046,91,2016-03-24 15:16:22,0.40578590494362476
唱空的卑鄙嘴脸,9298,23,2016-02-01 09:51:12,0.682162350655416
警惕大银行购物网站也会有假,28965,11,2016-03-14 10:26:25,0.785399820046819
为什么买四大银行股？,37512,53,2015-10-30 11:20:09,0.14320258732398394
银行被批信用卡乱收费 大额转账周末不给办理,17648,8,2016-03-12 13:50:45,0.002565998604402653
给有车一族出一道事故责任判断题。或许对你有用,5039,7,2016-03-12 23:19:29,0.996791228217769
别买入！耐心等待融资盘被强平爆仓时抄底不迟39,18596,25,2016-01-14 14:07:02,0.14807201975865758
大宗商品震荡连累A股 银行股尾盘抢攻力保沪指七,7203,14,2016-03-10 05:01:16,0.09775132715907375
中国干预魅影再现 国家队激战股市熊,11396,13,2016-03-09 18:25:51,0.9985607005179089
一位股市高手悟出成交量买卖铁律，赚钱只看这个,20742,13,2016-02-28 21:37:41,0.7528944773432965
高股息个股发财的天堂,13771,16,2016-03-04 16:55:04,0.6693914855231906
港股通开年来吸金超200亿 大数据看主力抄底哪些,50874,18,2016-02-25 16:35:37,0.3271736627213755
工商银行现价4.01元低于帐面每股净资产0.86元,39542,37,2016-02-10 21:39:56,0.004032210808180392
2.29盘面点评以及操作策略。,5097,16,2016-02-29 22:52:23,0.8391225043524766
换一个角度看中国经济,19641,19,2016-02-04 21:06:10,0.7390238855974042
李大霄：黄金操作周期到来 蓝筹股可作首选,12521,10,2016-02-18 21:16:31,0.9984347952522051
工商银行今日超大单流入排名第1名(02-25),16681,11,2016-02-25 16:04:32,0.12437642924331571
拨备承压，估值具有吸引力，维持“增持”,20004,21,2015-09-01 10:16:25,0.6107762514841208
收入端四大行领先,32737,22,2015-11-06 17:24:28,0.8559276797694817
国家队这回做对了！要做价值投资的表率！,9612,14,2016-03-04 20:19:34,0.8965087991709592
别坐电梯，该抛出了！A股价已超H股价40%以上，,34483,73,2015-09-22 13:46:20,0.9651477143087135
愿打愿挨:多数中国人信任银行,28561,15,2016-02-16 15:43:34,0.20146853338240067
工行马德里分行涉洗钱遭搜查 工行回应,18419,11,2016-02-18 12:55:21,0.9578495643169297
春联求横批：千股跌停辞旧岁，万民套牢迎新春。,14936,52,2016-02-01 00:57:17,0.05447896783509454
再过12个月净资产就是5.7元，老子等得起！！,14453,23,2015-12-25 12:50:27,0.16219264656861954
请给我一个持股的理由吧？！有多少个？,16747,29,2015-09-11 10:29:02,0.008775797108964256
抛！！！经济每况愈下，银行和券商离倒闭可能不,23854,46,2015-08-26 13:14:47,0.23162133388798323
手续费增速回暖，互联网金融展新枝,20138,15,2015-11-02 15:50:41,0.9608882823497465
601398:工商银行公告,60136,6,2016-02-22 19:23:26,0.07943166886297204
去库存是房地产商的大利空！降低卖给农民工新市,14487,32,2015-12-15 10:19:04,0.2566126129955738
证金汇金,股市让你回家吃货,在2600点拿出4000点,13269,13,2016-01-29 10:16:12,0.5882801067746186
工行“马德里反洗钱风波”非首例 中资行海外频,33685,16,2016-02-19 04:10:45,0.9695020305341988
工商银行现价4.08元低于即时净资产0.76元,32291,29,2016-01-26 19:01:11,0.030517492466096252
养老金万亿元入市首选（600015）华夏银行！,12816,23,2016-01-21 14:32:51,0.8663804790986303
国际大鳄做空中国 中小散如何应对,9453,16,2016-01-28 17:41:12,0.9299314138764855
工商银行现价4.23元低于即时净资产0.58元,23329,21,2016-01-17 20:43:39,0.030517492466096252
郎咸平；回顾中国股市十年市盈率，我们还看得见,14759,14,2016-01-24 10:52:55,0.9981876609330749
深度严寒席卷全球 A股“斗熊”春天不远,26542,36,2016-01-25 00:43:27,0.7044186233832512
汇金资管受让“救市仓” 或成大陆版盈富基金,1189955,722,2015-12-30 19:01:20,0.8398108539464808
“救市”最好的办法： 大幅提高四大行的分红比,21913,37,2016-01-15 13:35:44,0.040263914432209336
综理：美国经济是IPO,注册制滥发股票复苏的吗？,6652,7,2016-01-14 13:46:54,0.7886773901622011
经济不行！你就是再护盘有啥用！不过是害人之举,11008,24,2015-09-14 13:55:05,0.004298966921510106
暴跌开始，工行1元见,10572,20,2016-01-14 07:05:03,0.7613135777567842
2015半年报点评：业绩符合预期，亮点在融e联,14687,17,2015-09-06 08:46:41,0.9869649527352057
四部委的文件来了 四部委联合发文，提倡有条件,23855,45,2015-09-01 07:32:02,0.7429276862657156
工行年底到7元左右,24470,44,2015-11-19 10:53:23,0.3449320961196217
人社部人士：基础养老金全国统筹后费率将下调,117108,64,2016-01-09 08:32:08,0.877150149224884
工商银行预计到18元，会成为世界最大的银行股,15906,28,2015-11-19 10:50:31,0.016923920106111656
工商银行可能收购德银伦敦金库,15693,6,2016-01-11 15:44:00,0.8075541570190249
命理。春影,90312,282,2016-01-02 21:21:28,0.8985657013083729
谁在操纵最低估值的工行？,10601,21,2016-01-08 10:29:07,0.9698429497007772
工行日K线通道趋势图.,44182,93,2015-12-11 22:12:10,0.6606466602967591
只有按我的意见实施股市还有希望,5231,10,2016-01-07 13:26:29,0.9480976648505217
【讨论】熔断机制下工商银行投资价值更加明显？,17870,11,2016-01-04 16:15:10,0.4860124099991632
奇虎360等中概股遭遇找“壳”难 资金压力促迫切,138261,81,2016-01-01 04:57:15,0.9514932613921527
央行将发行2016年贺岁普通纪念币一枚 面额10元(,25946,11,2015-12-29 11:53:54,0.31082780318563696
工商银行：汇金公司向其子公司转让10.14亿股,12281,5,2015-12-30 21:36:39,0.026511483537828617
工商银行(601398)融资融券信息(12-28),5658,9,2015-12-29 07:40:05,0.30591935459087405
工商银行(601398)大宗交易数据一览(11-30),8202,17,2015-11-30 18:26:15,0.03336676948437822
姜建清详解工行跨国并购战略,11186,13,2015-10-15 00:39:00,0.9948586733438824
股海随笔---注册制是ST股炒作的克星,9997,25,2015-12-01 08:53:10,0.01235111854850568
蓝筹股的春天来了！高盛看好一超级大盘股,117029,25,2015-12-18 16:48:18,0.9913354068556574
建设银行一一流通盘和万科一样大,业绩同样都很,5382,8,2015-12-02 11:04:58,0.9800733201443125
红包行情强势开启 低吸是王道,28696,20,2015-12-17 15:09:40,0.810793558887094
工商银行第二目标价5.11元.,19912,41,2015-12-04 00:01:42,0.27027269953473265
中国银联联合20余家银行发布“云闪付”,34676,11,2015-12-13 18:32:10,0.5630625613681807
工行处理137名违纪违规人员,20360,6,2015-12-09 02:59:10,0.5064171060435321
银行业不良贷款资产证券化有望推进,34325,18,2015-12-09 07:55:57,0.8598627815175605
工商银行召开警示教育大会 通报处理137人,22878,9,2015-12-08 13:24:59,0.6831764258410289
《倡仪书》坚决不去创业板做接盘侠，同意者顶！,17081,32,2015-12-05 16:30:42,0.36244060906879616
601398:工商银行非公开发行优先股挂牌转让公告,24394,9,2015-12-07 16:54:45,0.0017247656613060824
601398:工商银行境外优先股股息派发实施公告,9896,10,2015-12-03 17:19:44,0.026564974523855867
银行利空！放开存款利率浮动上限！必将缩减存贷,12225,37,2015-10-23 20:08:52,0.7165626094226097
看看这些算不算操纵股市,7099,15,2015-10-21 22:28:36,0.9640655764677643
汇金公司受让工商银行10亿股,103184,39,2015-08-19 18:14:28,0.027122642554612275
银行股价值回归值得期待,37163,40,2015-09-08 07:28:33,0.9437229156482884
乐乐熊：彩虹山做什么 兔兔：苹果树开果果了 可,14682,27,2015-09-02 11:29:08,0.9999568272520257
现在的工商银行就是一堆干柴，只要点一把火，就,5793,12,2015-11-21 07:59:29,0.011606757769999532
重回工行，这次真的长线，不换了，也不想换了。,11621,22,2015-11-16 18:08:57,0.012607273019313858
10万打新买工商银行仅赚1元，如果股票下跌10%亏,5978,17,2015-11-17 23:58:05,0.048668821288347375
这次的国家队护盘密码你看懂了没,834282,408,2015-10-22 20:11:48,0.2399344472215188
只要沪市缩量到1500亿元左右，大盘就见底了。 ,22351,41,2015-09-29 11:20:14,0.047760021347053594
利空！市值配售就是汇金证金、大股东与小股民争,8476,21,2015-11-07 17:21:52,0.6554090086405008
工行回应2.88亿存款无法兑付事件：款项被公安冻,11264,8,2015-11-16 09:41:57,0.04622211309883084
关于新股发行实行配售后再交款办法的条款细化建,16398,31,2015-11-07 16:02:06,0.01190297666488005
工商银行曝诈骗案 2.88亿存款无法兑付,8079,10,2015-11-16 08:37:02,0.16953342779621472
让人震惊，从2个数据来判断工行的股价趋势,5634,5,2015-11-10 22:55:36,0.875012475420836
债务置换拟提额，银行资产质量料改善,11086,18,2015-11-12 11:16:16,0.7910041872861836
工商银行(601398)融资融券信息(11-10),3663,5,2015-11-11 08:10:27,0.30591935459087405
老股民的嗅觉：IPO新规重启，银行股要疯！,16678,21,2015-11-07 13:15:14,0.7487887094829037
IPO重启了 “笨笨”的银行股为何能领涨？,11174,198,2015-11-09 21:00:54,0.0008843275418317642
我4.92买进,4311,15,2015-11-09 16:27:51,0.4737672181921908
为了IPO硬托大盘，拉升银行和证券，这个难道不,4473,20,2015-11-09 09:49:29,0.022171916338683095
工行香港子公司被骗贷2亿港元 回应称已收回本息,5599,10,2015-11-07 12:22:38,0.5114855135422488
我对工商银行的估值 股价=净资产收益率/M2*每股,22477,24,2015-09-10 22:58:33,0.1453444520262407
工行郑万春辞职或任民生银行行长,9370,11,2015-10-23 05:05:15,0.9551097741207761
周一大盘继续逼空再创新高3452,6694,44,2015-10-23 16:15:54,0.2832711602989917
银行股在最后一分钟发生了什么 银行B或存套利机,14850,44,2015-10-22 05:18:10,0.05510913677773632
工商银行盘中逆势触涨停 后市风格转换存分歧,4736,9,2015-10-22 08:55:30,0.04711591227409517
工商银行收盘价受质疑 权威人士澄清,54564,257,2015-10-21 17:35:24,0.403485393717829
【讨论】主力尾盘狂拉工商银行究竟有何阴谋？,107112,56,2015-10-21 14:55:56,0.4562835101745877
关注银行股明日开盘价！,4856,5,2015-10-21 22:13:42,0.6416288439550509
五大因素导致A股暴跌,9255,111,2015-10-21 22:24:47,0.6297736550018285
差一点又千股跌停 这次是洗盘还是见顶？,4865,22,2015-10-21 18:55:29,0.9478200777076561
工商银行今日超大单流入排名第1名(10-21),7510,13,2015-10-21 16:09:23,0.12437642924331571
601398:工商银行H股公告(董事会会议召开日期),4608,5,2015-10-19 16:53:31,0.006209318880320391
四大银行的红利和净资产是稳定的增长的，四大银,1957,1,2015-10-19 04:32:06,0.9761452615260464
工行墨西哥子行揭牌成立 为该国第一家中资银行,5424,8,2015-10-15 17:00:44,0.773185125567698
高股息率股哪家强,27761,6,2015-09-07 15:44:56,0.30041909994646465
工商银行(601398)融资融券信息(09-28),2957,7,2015-09-29 08:09:21,0.30591935459087405
未来银行股票要么补跌要么横盘，当然最好的结果,15577,135,2015-09-21 10:51:29,0.9446649493595343
汇总本次割羊毛的结果,3874,3,2015-09-20 00:15:40,0.06642265677137871
水皮杂谈：稳定修复建设 A股的前途是光明的,38148,131,2015-09-10 01:03:39,0.6866273428091318
淡马锡增持3000万股工商银行H股 涉资1.4亿港元,102735,51,2015-09-23 17:38:02,0.14792824274550442
淡马锡增持工行H股,96711,9,2015-09-24 01:19:28,0.5630684225276805
银行理财资金入市确实被加强监管,652546,720,2015-08-30 21:01:07,0.9868937854168806
工行上半年净利润同比仅增0.7%,82319,10,2015-08-28 10:12:03,0.8123383738082134
五次降息 工行少赚270亿,91900,14,2015-08-28 11:18:16,0.5060373735943752
工商银行今日超大单流出排名第6名(09-18),4280,7,2015-09-18 16:07:16,0.0446509351513279
现在玩股票真不是时候！,6291,27,2015-09-11 17:35:03,0.7460832515179658
601398:工商银行H股-2015年中期报告,5835,6,2015-09-20 13:46:48,0.1773561766481898
保险中报减持97股 工商银行暂居首位,43373,14,2015-08-28 15:02:34,0.005337775168908432
持有工行8年,5014,16,2015-09-17 19:12:00,0.6487500669106647
工商银行今日超大单流入排名第6名(09-15),4193,4,2015-09-15 16:13:13,0.15750544444731718
租赁业2.0时代到来 15股惹关注,14470,4,2015-09-15 09:48:28,0.9137209623437982
【讨论】大盘大跌时买入工商银行准没错？  ,10793,17,2015-09-14 17:07:07,0.3425987959256641
银行股奋力护盘 工商银行大涨3%,5715,24,2015-09-14 14:39:43,0.03663102068550461
银行股奋力护盘 工商银行大涨3%,11458,9,2015-09-14 14:38:45,0.03663102068550461
救市由银行到中小绩优 21股被国家队救4次(名单),13853,238,2015-09-03 08:32:47,0.09345508906653821
救市变阵到中小绩优 21股已被国家队重复4次救起,17645,292,2015-09-02 21:11:25,0.5988602031516443
吹响股市“核心价值观”的集结号,6628,64,2015-09-05 21:14:25,0.9620611767229489
9月8日，蓝筹股的漫漫下跌路必将大盘指数带向深,23763,24,2015-09-08 12:46:34,0.9939372112221095
谁在砸盘， 谁才是空头？,2683,14,2015-09-08 10:58:08,0.3391545955701838
请看交割截图一一→一一一一→,18485,76,2015-09-02 18:04:47,0.7461578979857655
银行股价值回归值得期待,34625,21,2015-09-08 17:22:41,0.9437229156482884
3000点能否构筑蓝筹底？,26359,225,2015-09-03 00:43:33,0.803957327993953
沪指跳水跌近2% 银行国改概念重挫,98710,862,2015-09-07 11:14:37,0.10478106551850042
工商银行今日超大单流出排名第3名(09-07),9003,10,2015-09-07 16:21:10,0.0446819575832994
明天工行必将再度涨停,7046,17,2015-09-07 17:50:23,0.8346775607227679
权威声音释放底部信号 九月或是转折月,5155,41,2015-09-07 02:19:39,0.4449990064886469
其实国家很好做，不管大盘怎么走，只要低着头买,1788,3,2015-09-07 23:23:57,0.8884467490231258
银行板块砸盘 沪指缩量巨震5%,8123,30,2015-09-07 15:13:50,0.25798539028590506
银行股逆市下跌 工商银行跌6%,17235,70,2015-09-07 10:01:15,0.005229679282688804
工行7年首涨停 5000点买的银行股在3000点解套了,10236,28,2015-09-03 23:15:17,0.4174409613002522
工商银行：业绩符合预期 亮点在融e联,9357,12,2015-09-07 08:18:58,0.9368403159731237
工行砸盘的阴谋,35886,17,2015-09-07 13:32:08,0.9011718062449613
银行股频现万手买单 机构龙虎榜净买入27只股,52981,111,2015-09-03 02:54:38,0.16159888790092392
【讨论】当前的工商银行正好进行价值投资？,9286,9,2015-09-06 13:37:54,0.872215454875103
沪股通活跃股揭秘资金动向 工行等完胜本轮大跌,7709,9,2015-09-07 02:29:39,0.7828636073003304
上市公司上半年赚1.42万亿 九大板块强势领跑,28681,27,2015-09-04 10:51:35,0.2920362568908197
工行主力资金净流入逾13亿 银行板块避险价值显,110941,98,2015-09-03 02:09:34,0.9701692979862546
一九风格转变正式开始！复制2007年下半年走势,6328,10,2015-09-02 18:53:32,0.8939155707907869
这是天书吗？,41852,18,2015-09-02 16:37:49,0.48034922651707
从工商银行出现涨停说起,11129,16,2015-09-04 20:16:28,0.07415481954499303
国家队拉银行股护盘 稳定市场最需要信心,6189,41,2015-09-04 10:35:35,0.6839589396627083
券商注资证金公司再救市 低估值蓝筹有望成为重,23164,53,2015-09-04 09:27:30,0.7623923111612766
上半年A股银行净利超7000亿元 30倍于创业板,27018,34,2015-09-03 11:33:01,0.41553562247096965
工行涨停是股市的耻辱,14419,40,2015-09-02 14:57:11,0.9827918434171911
救指数难掩个股颓势 神创板3天跌10.9% 分析师“,5027,11,2015-09-03 09:07:52,0.744706656030858
15年2季度业绩略低于预期,6219,10,2015-09-02 18:23:09,0.21851982948792792
工商银行收报4.95元 七年来首度涨停,103027,40,2015-09-02 16:37:56,0.09994710446293753
周三市场热点点评及节后前瞻,9307,8,2015-09-02 19:38:23,0.5996556686905657
上半年A股银行净利超7000亿元 30倍于创业板,49860,162,2015-09-02 04:26:36,0.41553562247096965
工商银行2008年以来首次涨停,13097,48,2015-09-02 15:33:40,0.1412719736072786
工商银行涨停 指数冲高回落,5298,12,2015-09-02 15:48:49,0.10224801535578965
工商银行今日超大单流入排名第1名(09-02),9516,14,2015-09-02 16:11:04,0.12437642924331571
三大利好力挺银行飘红 逾100亿资金逆袭16股,11883,20,2015-09-02 01:40:23,0.3330403190363177
四大行的股民不要下车太早！,3695,12,2015-09-02 16:53:27,0.6993224049334656
【讨论】大涨的工商银行，明天还能继续上攻吗？,27844,29,2015-09-01 17:03:29,0.22944181046245082
工商银行今日超大单流入排名第2名(09-01),8394,14,2015-09-01 16:16:47,0.12619384432157743
工农中交四行上半年业绩评述：引领转型,6504,10,2015-09-01 14:42:40,0.8978085238368525
【调查】亲，你今年赚钱了吗？,15761,23,2015-08-31 15:27:13,0.37549775014333575
工商银行今日超大单流入排名第18名(08-31),5297,9,2015-08-31 16:06:04,0.2582617114554233
一一→一一一一→我买的对不对啊？一→一一一一,5722,24,2015-08-29 23:26:42,0.7216331859790395
16家银行，已经有14家公布了半年报，仅根据14家,7649,7,2015-08-30 11:03:42,0.005525951897799364
地方利益羁绊养老基金入市:银行和地方政府损失,9133,97,2015-08-29 09:34:49,0.562152709914806
第三批1.2万亿地方债置换已下发 货币政策或将进,6198,34,2015-08-29 04:17:27,0.21558898514740854
外资潜行抄底金融股单骑救主 A股暴力反弹沪指收,9722,44,2015-08-28 03:51:20,0.8127473737188808
图解工农交三大行中报，有啥亮点,40878,22,2015-08-28 10:09:07,0.5100110038861602
601398:工商银行关于完成Tekstilbank剩余流通股,7746,12,2015-08-21 21:28:03,0.011318598514452494
【讨论】已经跌破净资产的工商银行你敢买吗？  ,131628,32,2015-08-24 14:29:01,0.010301614755738098
5万元存入银行，存了62年后想取出，却被告知连,7391,14,2015-08-27 20:38:30,0.0026093432430357444
工行三季为亏！,6991,25,2015-08-27 20:05:47,0.9501231728271146
中报太失望了,55165,32,2015-08-27 16:53:03,0.07175375354797775
距离产生美--MF贴,42509,491,2015-08-06 13:13:08,0.8477789778259448
降息利多百业，独空银行,4049,14,2015-08-26 07:50:37,0.09395441454171927
中央汇金的进与退,39572,23,2015-08-24 15:24:03,0.03523906956231038
作为老股民，说一说机构为何不建仓。,5295,18,2015-08-23 10:26:27,0.30764217791874937
昨日主力资金大量净流入个股解密,31895,7,2015-08-22 12:50:49,0.9871267623302286
工商银行今日超大单流入排名第7名(08-21),4914,4,2015-08-21 16:09:46,0.1942593757623876
601398:工商银行关于汇金公司所持本行A股股份变,62339,30,2015-08-19 17:56:16,0.09468036466197338
228只个股连续下跌超过三日,6320,10,2015-08-20 16:59:33,0.04204824575342758
四大行等多家公司披露证金汇金持股情况,8331,6,2015-08-19 21:18:42,0.22373997366447207
