标题,帖子数,回帖数,时间,情感
大秦也有铁路行业内“保险经营业务”……,3627,12,2017-07-05 11:24:37,0.22622903016144902
神华集团占比《朔黄铁路》股份38.518%,11847,31,2017-06-17 09:51:21,0.7991818940279155
601006:大秦铁路2016年年度利润分配实施公告,80852,19,2017-06-21 18:14:36,0.17418784041182056
为什么选择大秦？受益于煤炭涨价、市盈率极低的,13194,19,2017-07-08 22:53:52,0.28467345368825736
盼星星盼月亮，老a终于被纳入msci,宣告：大秦铁,11923,16,2017-06-21 05:01:57,0.5513742760382975
近期，鉴于以《丁义珍》为首的牛鬼蛇神连翻兴风,8378,20,2017-06-13 12:33:15,0.6008086912535441
操作策略,22036,62,2017-06-07 14:38:45,0.7804038850064997
601006:大秦铁路2017年上半年业绩预增公告,70626,5,2017-07-06 17:30:38,0.516224533761745
总结猴年，虽然没有亏损，但也颗粒无收。就其原,252609,928,2017-01-28 04:30:33,0.06161585591887586
为什么说大秦铁路（601006）越涨越要加仓,7684,6,2017-06-11 13:09:36,0.50784202597949
今天的收盘价减去0.25元就是明天的开盘价，请问,9435,17,2017-06-28 06:29:04,0.04114411642131566
下一个漂亮50,3917,40,2017-06-29 15:11:32,0.8572178826606923
开盘买入,3619,12,2017-05-24 20:38:11,0.7297953905324696
601006:大秦铁路2017年第一季度业绩预增公告,56430,16,2017-04-07 16:00:41,0.6621318842395808
总之,4800,10,2017-06-26 15:41:18,0.5262327818078083
许多散户不明白这次降低运价的买单者不是大秦而,1964,10,2017-06-01 10:26:25,0.20260743660448643
个人观点,3734,11,2017-05-26 11:53:34,0.644184182607548
看不明白了，谁能告诉我，6.13的收盘价怎么来的,6370,13,2016-08-03 15:01:36,0.35157944473184244
马云：一天10亿包裹时代将至 物流企业不改变要,5455,5,2017-05-22 23:36:58,0.93104838359471
什么狗屁股票呀，天天跌,3268,1,2017-06-22 13:46:31,0.12067592145848971
问土地权证预计多少年内办好。答：谢谢关注,6646,16,2017-04-07 13:28:33,0.13287510179103568
