标题,帖子数,回帖数,时间,情感
两桶油改革民资难接盘 中石油14万矿工不愿离开,28249,117,2016-12-24 11:53:54,0.9060834867747961
中石油意外出台混改方案 集团层面混改成焦点,18759,32,2016-12-23 06:09:42,0.24043229933447385
中石油下游销售业务或率先引入民资 石油央企有,20742,10,2016-12-23 06:14:42,0.343570630088495
熊猫金控好强势,3229,1,2016-12-23 14:04:59,0.846577585829504
“两桶油”引爆混改行情，7大行业6大集团的混改,103621,19,2016-12-22 16:30:53,0.2629824572554589
我站在中石油48元之颠,3729,3,2016-12-22 10:28:50,0.8126618229386473
今冬气荒仍存“两桶油”备粮保供 气价倒挂中石,18756,42,2016-12-22 00:44:30,0.05901109184045139
首批混改试点方案正组织审议批复 4个已批复实施,27876,70,2016-12-22 00:46:31,0.8850385816503687
任凭主力狂洗，我自岿然不动！,10728,17,2016-09-13 14:03:43,0.13209498907831985
中国石油(601857)融资融券信息(12-21),3581,5,2016-12-22 07:39:59,0.5962429800784687
在拉就崩盘了啊，晕,2107,5,2016-12-22 09:59:56,0.17186012986739507
【讨论】两桶油大涨，会对午后的A股走势有影响,13808,12,2016-12-21 11:39:55,0.5833333402416102
中国石油集团混改指导意见获集团公司原则通过,11611,8,2016-12-21 09:10:26,0.35337273705696626
假如中国石油涨停板，那么大盘会是什么样子？[,7370,9,2016-12-20 22:09:00,0.8149627434682124
笑死人了，这种只跌不涨的股还不割啊？？,70120,180,2016-07-05 11:25:36,0.054324316684965956
中石油的超级反向并购 *ST济柴疯飙资产证券化提,53593,11,2016-10-09 00:19:41,0.07091957749129185
中国石油合理估直为14元.,38922,131,2016-09-19 16:16:04,0.09068207327634348
中石油油气管道首次向民企开放 天然气市场化改,15962,19,2016-12-12 02:15:55,0.06349550493704348
拓展主业务风光独好 冲刺黑科技金光灿烂（转）,16914,35,2016-11-01 16:57:23,0.9995393135683692
抛！机构连拉股价，用人性贪婪忽悠小股民在高位,14275,39,2015-11-24 10:53:34,0.96512331570731
中石油融资折算率即将为零！,9442,18,2016-12-03 10:14:44,0.9098160107352047
【讨论】两桶油暴涨 难道A股要变天了？ ,30467,24,2016-12-02 10:38:10,0.07224446248059835
美油大涨，利空进口石油的中石油，明天竞价逃命,11068,7,2016-11-30 21:44:02,0.05170591833283067
中石油如果12月30日收盘在8。5元的话6。94将是,14517,40,2016-11-24 12:41:36,0.01889980236245281
中国石油(601857)融资融券信息(11-30),4449,3,2016-12-01 07:47:25,0.5962429800784687
中国石油明天(11.17)要是不封死涨停板,11466,23,2016-11-16 15:03:50,0.048820695453245966
现在买中国石油的都是人精。,7590,6,2016-11-30 13:29:12,0.4941604652017483
也清,3224,75,2016-07-13 20:57:57,0.6394849785407725
中石油正式拆分天然气销售和管道业务 为市场化,18896,19,2016-11-30 00:59:41,0.03033686632313204
中国建筑，中国中车，拉到半山腰了，只有中国石,5900,4,2016-11-30 11:17:06,0.6346699668400998
今天有一个唯一涨的股票就是中国石油，大家知道,2969,5,2016-11-30 07:47:41,0.639823219792987
中国石油将来会成为百元股。,9921,16,2016-11-28 19:23:01,0.2683171046852516
国家大蓝筹，比发行价折一半了，还指望下跌？,5557,7,2016-11-27 20:32:46,0.940569922856445
如果有来生你还买中石油吗？,5259,9,2016-11-25 22:01:14,0.622241325439306
我也真诚建议，有中石油的快跑，一股不留！！,55165,132,2016-07-04 15:47:08,0.006948738568897772
中国石油(601857)融资融券信息(11-25),4581,2,2016-11-26 07:45:42,0.5962429800784687
上波2010年14元开始分批买入，经过5年反复补仓2,9886,23,2016-11-18 11:10:29,0.3889114028766645
突然想问一下，谁现在还拿着48块的中石油呀,15300,15,2016-11-23 11:36:12,0.13193272135039458
中国石油今日超大单流入排名第16名(11-22),7842,2,2016-11-22 16:04:39,0.27873399121464126
花旗：维持中石油谨慎看法 评级“卖出”目标价4,10117,6,2016-11-22 11:20:40,0.4569713208857029
中石油上调非居民用天然气结算价格10% 系首次主,16190,7,2016-11-22 03:01:52,0.00823744796359116
开始搞中石油了，指数跌不下去了,12021,21,2016-08-31 09:48:51,0.022307753248642426
四两拨千斤,该股走势表明证监会的态度,8168,11,2016-11-14 09:19:43,0.5
四两拨千斤,该股走势表明证监会的态度,9465,18,2016-11-09 08:55:45,0.5
买中石油的都是股市中有头脑的高手，知短善长,12772,12,2016-11-11 21:31:49,0.8964147730542721
中国石油明天涨停板8.17元.,9185,20,2016-11-17 14:56:02,0.27055157020243803
中石油“瘦身”提速 超百家酒店何去何从,17885,18,2016-11-17 02:14:36,0.4412559747206004
四两拨千斤,该股走势显示证监会的态度,38478,54,2016-10-09 06:27:33,0.5
明天能不能涨停？石油大涨！今儿是洗盘！内蒙敢,4963,19,2016-11-15 22:38:48,0.08018832399232312
石油黄金直线跳水爆跌！,5612,6,2016-11-12 13:11:17,0.15058353208152975
中石油,4153,12,2016-11-14 10:18:09,0.24397728564648968
[顶置]不到80不跑,14251,46,2016-04-13 19:33:13,0.19739563183762998
两步看看，就买中石油,17710,4,2016-06-25 09:22:03,0.6092223474484113
中石油现在连10%都没有到，严重落后大盘指数了,6049,5,2016-11-12 19:29:25,0.18082479597423784
7.40重仓加码,6466,15,2016-11-11 13:45:56,0.1584016678593536
长线翻倍股！,5496,13,2016-11-10 08:52:09,0.19305115991180433
下周先来个涨三封,7235,9,2016-10-21 22:17:56,0.29365548441481426
中国石油化工股份首三季纯利291.66亿人民币 升1,10099,6,2016-10-27 18:07:13,0.8130762761357666
下周中石油见8块.,4894,9,2016-10-28 15:04:20,0.06160037805759522
中国石油前三季度净赚17亿,15319,7,2016-10-29 05:16:18,0.3446866984558421
中国石油会涨10倍,11222,18,2016-10-25 08:28:27,0.31020142913267257
富瑞：看好中石油第四季度盈利目标价维持8元,10194,7,2016-10-31 12:06:56,0.6309375129977435
中石油与阿石油公司签署炼油厂扩建项目,19965,4,2016-11-07 00:15:58,0.00673818408357052
大摩：中石油或将上调燃气价维持“增持”评级目,7444,7,2016-11-09 16:57:44,0.19562945611967664
温馨提示：要买入此股先考虑清楚，此股有个规定,4876,8,2016-11-08 20:03:42,0.8921001735244901
高盛：中国石油目标价降至6.5元评级“买入”,9593,7,2016-11-01 13:50:55,0.9819168285443328
降本见效，三季度扭亏,31570,4,2016-11-03 08:58:55,0.7140859255883812
好当家：直销牌照即将下发，只卖3.99元,24188,70,2016-09-20 23:37:27,0.10154195657665332
国际大跌中石油今天大跌,4006,20,2016-11-01 09:19:03,0.020073684921414703
抄底,12160,39,2016-09-27 10:09:19,0.3750780384166793
中国石油：三季度净利润12亿元 同比下降94%,22676,85,2016-10-28 19:02:15,0.1023520303788098
3.61元抄底:石墨烯，锂电池一一大东南,7994,22,2016-10-28 12:12:31,0.8306286766500365
周一大涨，立贴为证！,6964,14,2016-10-28 20:19:57,0.6497295071885222
必须这样,3567,68,2016-02-07 10:10:41,0.5262327818078083
中国石油启动倒计时,3100,28,2016-10-19 10:01:16,0.11527702599730194
公司季报点评：上游仍亏，继续微利,11433,5,2016-10-31 09:28:47,0.9143178602533825
中国石油前三季度净利润下降94.4%,7167,6,2016-10-29 04:20:15,0.2845788891599558
中国石油前三季度净利润同比下降94.4%,14705,5,2016-10-28 20:34:28,0.26368779815880605
中国石油前三季度净利润同比降94.4%,13191,2,2016-10-28 21:20:39,0.13653960725349967
兜底了,还怕什么呢?,8101,68,2016-01-21 11:33:38,0.5
那些08年套在40多的，不知道现在有啥感想,4043,10,2016-10-28 19:54:53,0.232814322711014
我们卖出中石油买进601233中石油盘太大不能涨，,31393,118,2016-09-21 09:52:08,0.010027205852765397
远兴能源获利7点换3.24元的阳煤化工[胜利],10303,27,2016-10-21 11:19:31,0.012510779226564961
我依然坚决看多，中国石油好样的！,6442,10,2016-10-20 11:43:43,0.3635772170056004
蒋洁敏自述：我带头破坏制度 是中石油历史罪人,11562,12,2016-10-25 14:14:47,0.9669652276619294
瑞信：预计内地三大油企上季业绩无大惊喜首选中,9288,6,2016-10-20 14:29:08,0.9998309813526988
中国石油股份有一宗大手成交  涉资2,850万元,6612,2,2016-10-24 16:11:00,0.7215955722579969
瑞信：料中石油第三季实现盈利目标价3.8港元,5960,2,2016-10-24 11:05:41,0.9971776901070782
神油从48到7.4,6991,7,2016-08-27 16:51:25,0.44767845850986676
八年了，41买入的。求心里阴影面积！,22133,623,2016-04-22 11:08:55,0.7818304780059124
底还远着呢,3254,10,2016-06-25 09:18:47,0.5510853604456979
A股停牌王终于复牌，利好不断，目标80元,7275,7,2016-10-16 17:10:17,0.7584587137121036
中国石化委任王德华为公司财务总监,10493,4,2016-09-28 16:51:26,0.8619521008383573
中国石油股份有一宗大手成交  涉资2,499.78万元,7963,7,2016-10-20 16:20:28,0.7215955722579969
远兴能源:强势填权，只卖3.09元,4993,8,2016-10-18 10:58:08,0.014426327278770579
中石油拟上调非居民用气基量售价：北京或将上浮,13042,20,2016-10-20 08:31:34,0.6815460761280291
601857:中国石油2016年第一次临时股东大会决议,17864,3,2016-10-20 18:31:46,0.3817777045061609
佛山市,16239,498,2016-09-29 15:55:54,0.5
油价即将调高，中石油将向上突破7.52,6193,6,2016-10-19 14:26:40,0.9450490231143757
个人推测中国石油将于11月7日之前跌破6.39元创,15714,11,2016-10-01 12:36:49,0.001508067718820394
中石油总裁：人民币贬值有利 可能很快宣布资产,6178,67,2015-08-27 19:39:51,0.8050754697504843
杨百万中石油48元说是中国最好的资源股，37元叫,15646,13,2016-08-25 13:47:55,0.4699161916643291
四两拨千斤,该股走势显示证监会态度,20553,32,2016-09-17 08:12:29,0.5
中石油原高管陶玉春被判23年罚750万 涉案3亿,8833,12,2016-09-27 13:58:38,0.6466714738726315
万向^帝国  品茶论股,11054,23,2016-10-01 14:06:07,0.2268036574140736
中石油最假,5969,8,2016-09-29 09:43:18,0.22512884914225384
四两拨千斤,该股走势显示证监会态度,7157,15,2016-09-21 07:07:28,0.5
四两拨千斤,该股走势显示证监会态度,9562,24,2016-09-24 06:00:06,0.5
国家队今天奉旨出战。,4540,13,2016-09-29 09:05:31,0.6165343205283823
现在新股批量上市，游资只能爆炒垃圾股来吸引跟,2780,6,2016-09-30 10:52:33,0.0071724383517690615
自演自导，有小伞做肉夹馍吗,4143,5,2016-09-30 14:26:36,0.5828238368993738
悄悄的问一声真有散户买这个股票么？,7581,15,2016-09-30 15:32:30,0.5037087655507934
四两拨千斤,该股走势显示证监会态度,8227,16,2016-09-21 18:54:47,0.5
中石油首家售电公司在大庆成立 拥有全国最大规,14064,12,2016-09-28 12:58:27,0.7585304123516929
大家都来晒成本了，不要害羞，赔钱是正常的，玩,572141,228,2016-07-07 12:16:02,0.5617101317395521
瑞信：中石油目标价看低至3.8元 评级“跑输大市,8793,12,2016-09-27 10:50:13,0.8260441086493345
中石油集团首家售电公司诞生 有望分享电改红利,5640,5,2016-09-28 15:07:42,0.40611049976571767
花旗：因中石油利好因素欠缺 目标价降至4.4元,8847,8,2016-09-26 12:40:09,0.68677266034312
两拨千斤,该股走势显示证监会态度,2821,5,2016-09-27 04:03:55,0.5
中国石油(601857)融资融券信息(09-27),2528,2,2016-09-28 07:47:21,0.5962429800784687
中国石油(601857)融资融券信息(09-26),3064,3,2016-09-27 07:45:37,0.5962429800784687
又有多家沪市公司表态支持证监会“减持规定”,13631,9,2016-01-08 21:43:22,0.45803256141125925
中石油管道局完成水平钻推穿越工程,14285,7,2016-09-26 01:34:54,0.1361846956171765
买了中石油亏本的有多少，我看看这混蛋害了多少,6616,12,2016-09-24 20:09:59,0.06199441018847296
麦格理：中石油评级升至“跑赢大市” 目标价为5,9453,4,2016-09-22 11:40:03,0.13411747879177516
央企改革样本观察：中石油专业化重组上市潮起,52354,40,2016-09-15 06:53:47,0.7891021037875394
看着中石油，怎么有点想吐的感觉，我日！,4568,13,2016-09-22 16:58:03,0.06475646680135605
46元站岗的还有没有喔？,4354,6,2016-09-22 18:52:49,0.13288865691817398
三桶油合并是分分钟的事,2576,3,2016-09-22 22:13:46,0.07040330613650381
7块是大底，跌不破的,2292,4,2016-09-21 13:22:15,0.0864276505928484
派0.02，羞愧，羞耻！,2001,4,2016-09-21 09:50:09,0.9046390329027548
四两拨千斤,该股走势显示证监会态度,9432,9,2016-09-14 06:36:39,0.5
中石油酝酿油田业务上市,20485,25,2016-09-09 06:37:54,0.158508128955267
王宜林：在现有油价水平下实现中石油三季度效益,24663,12,2016-07-14 13:23:01,0.9443580401093696
公司半年报：油价反弹，带动公司实现扭亏,15011,5,2016-08-26 14:41:15,0.5992603288673264
中国石油二季度扭亏 十大股东名单再现自然人,13648,9,2016-08-25 06:22:07,0.44029766447699714
四两拨千斤,该股走势显示证监会态度,9599,17,2016-08-10 21:33:56,0.5
中石油251亿工程资产注入*ST天利 下一步或是油,32438,6,2016-09-13 01:02:21,0.8376473872050075
究竟谁操纵中国石油股价。,7503,11,2016-09-09 15:16:13,0.9035667500515917
德银：中石化目标价看低至7.31元 重申“买入”,8734,4,2016-09-13 13:00:10,0.6670240533731847
中国石油股份向A股股东每股派发现金红利0.02131,10236,8,2016-09-12 17:42:34,0.5310233980840134
必须反弹，正在反弹，还将反弹,30015,59,2016-06-18 11:24:07,0.5979234832136404
什么是止损？看这里你就知道了,15319,30,2016-08-08 20:10:34,0.5064720211601316
警示:全球股市发卖出指令,内地大盘或应声大跳水,8894,14,2016-08-25 20:34:28,0.8289589343196475
周一大盘就靠你了！ 发威拉到7.52以上吧！,4375,12,2016-09-11 12:39:03,0.3723342252229065
今天如过不了756。说明主力愚蠢到了极至！,5023,13,2016-09-05 13:37:58,0.06913223050837158
我倒要看看你中石油在8元以下要盘几年？？？？,13249,27,2016-09-03 00:33:09,0.014384964479857487
中石油再与BP签页岩气开发协议,6674,5,2016-09-05 10:30:45,0.006969248946148587
中国石油(601857)融资融券信息(08-29),3369,2,2016-08-30 07:46:56,0.5962429800784687
中国石油长期投资，目标：48元,11227,14,2016-08-31 10:46:20,0.7416140576538746
大公司小赚小公司大赚：中石油净利不如1家养猪,9514,13,2016-09-02 09:00:36,0.03087473246279493
中国证监会核准中国石油公开发行面值总额不超过,9647,4,2016-09-01 17:27:10,0.052982715722178275
601857:中国石油关于面向合格投资者公开发行公,22279,6,2016-09-01 17:15:40,0.8106879039822558
中石油通报周永康蒋洁敏等案牵涉人员处理情况,14812,17,2016-05-16 11:24:58,0.10835315627885533
中石油主业亏损“副业”重组提振 低油价逼其加,21796,23,2016-08-27 00:58:57,0.009247813961231088
中期盈利符合预期，拟派发特殊中期股息,34268,4,2016-08-28 18:50:33,0.8931324268075811
60万中石油散户，你有什么话想对中石油说？（附,8580,16,2016-08-25 16:38:43,0.0017765849921558274
中石油面临上市以来最困难时期 上半年净利同比,17131,83,2016-08-25 01:23:18,0.9123054764432492
中石油净利上半年降97.9% 二季度获证金公司增持,12998,31,2016-08-25 06:37:50,0.16264584183751762
中石油上半年实现净利润5.31亿元,4869,3,2016-08-25 10:49:47,0.18219156300764494
警示:全球股市发卖出指令,内地大盘或应声大跳水,6242,14,2016-08-24 19:53:53,0.8289589343196475
中海油中石油业绩双双坠落,10812,4,2016-08-25 07:31:51,0.3337988193424525
601857:中国石油2016年中期业绩公告(半年度报告,17360,4,2016-08-24 17:23:23,0.735784289002961
601857:中国石油2016年半年度报告,21872,9,2016-08-24 17:23:52,0.24128400887223345
中国石油上半年盈利5.3亿元 同比下滑97.9%,11367,15,2016-08-24 20:02:41,0.287888151182781
中石油多项指标领先国际大石油公司,14116,24,2016-07-25 18:51:09,0.5607981156281369
中石油本人准备拿到70元,10437,19,2016-08-19 09:49:20,0.07288141777137835
四两拨千斤,该股走势显示证监会态度,14196,24,2016-08-12 06:25:13,0.5
中石油宝钢交叉持股释放三大信号？破除“一股独,27794,6,2016-08-17 07:06:08,0.08692874015068797
601857:中国石油关于国有股份无偿划转完成过户,30266,15,2016-08-11 16:45:50,0.08514829885928621
中石油日线高九写死，必跌,2961,11,2016-08-17 09:43:45,0.08788928063450163
明天是不是该中国石油涨停了呢？然后中小创下跌,3548,2,2016-08-15 22:00:03,0.24044171653403312
向高手们请教,4997,7,2016-08-14 18:35:59,0.22783274154044375
兄弟们挺住，大部队马上到来,5466,11,2016-08-13 09:36:00,0.5846315504238148
中国石油一季度巨亏109亿 主因原油天然气价格大,11338,12,2016-04-29 01:32:05,0.2466259031346527
中国石油一季亏138亿 同比由盈转亏,6308,10,2016-04-29 08:43:53,0.3063825626906348
史上首次一季度亏损！中石油一个季度亏掉138亿,59631,548,2016-04-28 18:16:36,0.2732725615391819
中石油沦为A股亏损王 工行连续8年最赚钱,10855,9,2016-05-04 11:52:23,0.42833220186369647
601857:中国石油关于国有股份无偿划转的提示性,54967,21,2016-06-17 16:29:53,0.19618308353772362
中石油百亿巨亏为哪般,12470,18,2016-05-09 15:09:36,0.11167283382107329
揪出这只黑手！是谁在砸两桶油，他就是操纵大盘,69332,147,2016-02-25 13:20:25,0.12366780735490523
中国石油：已将6.24亿股A股无偿划转给宝钢集团,14397,15,2016-08-12 11:25:04,0.029410278730029216
中国石油将用洪荒之力，将上证推向:6000点,4649,5,2016-08-10 07:23:03,0.5315528509050597
中国石油(601857)融资融券信息(08-11),2869,3,2016-08-12 07:44:19,0.5962429800784687
原因,20684,27,2016-07-23 11:13:35,0.4390243902439026
谁敢打赌：若是明天不跌停我嫁给谁？,19819,30,2016-01-26 20:22:28,0.4737054329291116
中国石油(601857)融资融券信息(08-08),3669,6,2016-08-09 07:45:09,0.5962429800784687
601857:中国石油H股公告( 董事会会议通告),20779,6,2016-08-04 17:27:41,0.027709219038482336
从年线来看，可能要到30块钱，你们怎么看？,8040,23,2016-08-05 11:00:55,0.17119993020013746
中国石油(601857)融资融券信息(08-04),3979,4,2016-08-05 07:44:07,0.5962429800784687
一定崩盘啦 崩盘啦 !!!!!!!!!!!!!!!!!!!!!!!!!,6750,42,2016-01-29 09:17:19,0.44767845850986676
8.4一到我就走了，以后再也不碰它了，太耗人了,5244,15,2016-08-04 10:42:49,0.00435814131122092
中国石油(601857)融资融券信息(08-03),4282,5,2016-08-04 07:43:26,0.5962429800784687
万劫赌生死，一搏藏富贵。。。 与谁同举目，与,2979,2,2016-01-12 09:24:04,0.9992175701986757
中国石油(601857)融资融券信息(08-02),3816,4,2016-08-03 07:44:58,0.5962429800784687
中石油合理估值应该3.5元，市盈率15倍左右,14697,37,2016-01-28 14:29:21,0.021979359462250714
只要有金融股和中石油护盘，说明大盘还没跌到位,4348,11,2016-02-26 13:51:26,0.4651577149507454
管网改革中石油陷矛盾 业务拆分受阻,20754,13,2016-07-30 16:09:16,0.4113771753739558
中石油香港H股现在最新股价4.88港币，A股现在8.,51357,98,2016-01-06 10:32:16,0.32534933208341965
601857:中国石油关于放弃对中油财务有限责任公,18994,5,2016-07-28 17:08:56,0.6290557824992518
美国给中国经济挖了这2个陷阱,13690,126,2015-09-27 21:27:44,0.8274327150126745
三桶油一季报悲喜两重天 中石油亏损138亿创上市,74497,397,2016-04-29 04:17:11,0.6041892516370677
外媒：中石油认为其管道资产不太可能被要求分拆,21119,9,2016-07-21 14:34:47,0.02369598341084511
王玉普强调做油田“增量” 中石化上游谋变？,9321,2,2016-07-27 06:33:11,0.9931061437255073
股灾5.0,1807,2,2016-07-27 13:01:46,0.447678458509865
中国石油易跌难拉600802仅其不足1分可翻5000倍,44854,84,2015-12-22 21:38:22,0.022579257381587725
解密中国石油易跌难拉600802相对来说仅仅只有1.,59520,78,2015-12-17 14:01:03,0.0795913891279536
中国石油比600802贵5000倍还有人做着拉升的白日,37014,73,2015-12-29 10:05:41,0.21127587430735106
中石油二把手章建华空降记：炼化全才面临业绩挑,23073,14,2016-07-19 07:39:01,0.9464581375907501
持有中石油的股民醒,7074,7,2016-07-20 19:04:41,0.09259724508037859
奇葩：众小散套牢了国家队，可能吗？,31346,57,2015-08-05 21:03:08,0.36910546197218497
迅猛布局黑科技产业链仅此一家 恐成未来巨头,59967,122,2016-04-26 17:54:08,0.7925166665931421
老子我除了会整人，我啥都不会！,46271,85,2016-04-08 14:39:02,0.7892740598719127
601857:中国石油关于国有股份无偿划转进展的公,45716,12,2016-07-15 17:12:54,0.19694867958757634
买中石油的，你父母是近亲。,3482,3,2016-07-11 21:40:24,0.5845614887562199
我心如铁,5883,12,2016-07-14 11:20:22,0.5858796007828945
孩子出生三个月还没取名求取名姓孔,10339,29,2016-07-09 12:36:00,0.309349826116739
中石油总经理空缺16月终补位,15201,9,2016-07-13 13:21:06,0.06824557490182515
我将统领中石油,请跟我一起操做,我们玩死空头,9472,22,2016-07-12 11:56:01,0.22512884914225384
章建华出任中石油总经理 此前为中石化党组成员,35461,26,2016-07-12 15:44:15,0.8178982667935472
中油管道整合，油气改革因势而动,211123,20,2015-12-27 10:20:16,0.6737119448148978
跟踪报告：启动混改，管道业务进行平台化整合,47439,17,2015-12-25 18:59:28,0.0032641257110131994
重组启动,27386,39,2015-11-29 17:57:33,0.28864551389330606
再次询问，买中石油的人，你大学是怎么毕业的？,5842,10,2016-07-07 23:26:06,0.47906691960813497
年报点评：油价回落导致业绩大降,28987,15,2016-03-25 11:05:15,0.06860200401892713
中石油去产能样本：抚顺石化艰难减亏44亿,12846,8,2016-07-07 02:56:16,0.11139431124067678
俄方拒绝中石油西伯利亚天然气一体化开发提议,21661,18,2016-07-02 17:54:58,0.04838118450813267
下周一是中国石油的最后买入机会,6881,10,2016-07-01 21:21:31,0.7054842295034258
哭道指！,8199,33,2016-06-26 21:28:21,0.6207442850037009
买中国石油的都是傻逼！！！,33618,33,2016-06-09 11:49:46,0.0707253093828738
按照H股四块多，A股应该是三块多。一个国家，同,23874,65,2016-01-20 14:53:55,0.02832970641781052
理由,26530,56,2016-06-13 09:07:35,0.2971014492753621
没有英国脱欧公投，A股也得跌下来，为什么？在2,16330,117,2016-06-24 23:54:36,0.41139529837896216
如果早盘高开，一个字---卖！如果平开以及低开,13261,83,2016-06-24 07:19:36,0.03124948781448955
中石油和中海油一把手被纪委罕见通报,21405,14,2016-06-27 13:09:47,0.047729232337195726
兄弟们：现在重仓中石油了。,40060,53,2016-02-17 15:27:24,0.03206806958575659
中石油资产重组改革加速 工程建设和金融资产欲,29418,18,2016-06-14 02:52:38,0.999543211951896
证金汇金买入中石油13亿，占发行A股的32.5%。,29300,37,2016-05-16 14:00:40,0.17969300509102704
中石油6.24亿股无偿划转宝钢 价值45亿元,21832,11,2016-06-20 02:13:14,0.02810746641015205
中石油45亿元股份无偿送给宝钢 第二批国企改革,37059,78,2016-06-20 02:01:05,0.5297017965390021
中国石油：控股股东所持6.24亿股拟无偿划转至宝,23575,35,2016-06-17 17:07:56,0.1620428193496931
中国石油控股股东拟无偿转让0.34%股份予宝钢集,20736,17,2016-06-17 17:24:13,0.19248220894250057
利空！保监会叫停1年期理财型保险产品 1-3年产,6092,11,2016-03-21 08:27:16,0.4674500481431162
中国石油:7元多不买与48元不卖一样错,30670,35,2016-06-08 13:48:43,0.04547761262388261
巴菲特: 现今投资蓝筹股就是投资石油股,18690,60,2015-09-03 12:52:52,0.9997036586258963
原油期货表现不错中国石油也该动动了,7880,26,2016-03-04 23:11:40,0.8140314208278383
601857:中国石油2015年度末期A股分红派息实施公,74741,19,2016-06-01 17:08:26,0.7188201840366846
60.90分钟底背离完好，绝对的诱空实为你送钱,10747,15,2016-02-01 17:01:41,0.4301812408569893
未来页岩气产业或成摇钱树,25215,12,2016-04-02 09:54:36,0.8556377158253138
买入中国石油的几点理由：,11342,18,2016-04-01 14:11:30,0.2036263907463256
中石油中石化发社会责任报告：每天交利税19亿！,30354,125,2016-06-09 06:40:54,0.09623999099864722
季报点评：油气开采业务拖累，导致1Q16整体亏损,19183,7,2016-04-29 16:50:33,0.033586450313873195
现在不买与四十八元不卖一样错,7265,15,2015-09-19 11:51:26,0.08385249861099131
快讯：中国石油混改大动作出台在即,10886,37,2015-09-20 14:48:46,0.024609433401744596
【讨论】中石油暴力护盘    你会买账吗？      ,69521,63,2016-01-28 14:23:36,0.875810566163723
中国石油(601857)融资融券信息(05-26),9018,19,2016-05-27 07:42:38,0.5962429800784687
有三种人可以买中国石油,17519,46,2015-08-19 16:26:15,0.4075020338109734
《A股一日游确认》,11903,16,2016-06-01 07:12:59,0.38326662790422183
成本35元每股，共2000股！请问什么时候解套？,16116,35,2016-05-15 15:33:04,0.01887605175525131
中石油与莫桑比克国家石油公司签署合作框架协议,8502,8,2016-05-19 17:32:20,0.005082702244270099
民间股神之透视价值投资之大牛股,5036,12,2016-05-22 15:27:08,0.9961400957417443
沪市成交额重回“疯牛”行情起点 万亿市值中石,47006,301,2016-05-25 23:47:00,0.7839698287432454
不买中石油你们买什么？？？,15960,33,2016-05-19 14:11:40,0.013303135746811745
知情人士称中石油集团是中国国企改革试点的首批,61102,595,2016-03-14 21:32:57,0.3973738169536215
下周操盘红宝书披露：九大热点事件值得关注,83906,214,2016-03-12 13:20:36,0.9977654840223583
满仓中线布局，目标23,9606,20,2016-04-22 14:39:39,0.446063590215081
中石油去年利润近825亿下降52.4% 多家公司发布,41022,63,2016-04-27 18:44:41,0.10321893507412072
美媒称中国石油进口量创纪录 消化全球过剩产能,16556,17,2016-05-08 14:25:26,0.7721083346325806
大盘2200点，不是那个庄，那个机构可以做到的。,5765,16,2016-02-17 12:03:08,0.6485539521982304
中石油就值4,8元，快滚下来,9357,31,2016-02-17 15:12:21,0.2007285576464013
多行不义必自毙，等着收尸吧,3292,8,2016-05-14 16:09:22,0.34324169740364907
远离,27511,84,2016-04-03 22:17:19,0.46153846153846145
别买入！耐心等待融资盘被强平爆仓时抄底不迟85,16877,33,2016-01-14 14:13:30,0.04164258071554994
601857:中国石油2016年第一季度报告(2),20435,14,2016-04-28 20:18:19,0.524972209383845
黑色系开盘暴跌啊，叉叉叉，倒吸几口冷气，大盘,2472,18,2016-05-09 09:11:21,0.02620655457713439
目前买中石油的人，对号入座：基金，政治家，极,12449,34,2016-04-30 23:25:07,0.9649341184370996
看看这个就知道中石油为什么永远不涨！,5731,19,2016-05-04 13:54:02,0.40770782713316556
8元下的中国石油大白菜，囤积。,6946,17,2016-04-05 15:20:01,0.2828276407002316
10家央企前三季亏损超百亿 中石油靠政府巨额补,11454,9,2015-12-03 15:02:37,0.2591549398486206
中国石油首季巨亏背后：产业结构不合理埋祸根,14340,25,2016-05-03 03:29:17,0.8034304330292685
5月3日国内四大证券报纸头版头条内容精华摘要,33009,19,2016-05-03 05:38:38,0.5252374421420328
一周五颗星背后真相 连续地量让大资金动作显露,69630,97,2016-04-29 15:33:13,0.9924502797624511
【热议】中石油亏损138亿创最惨记录，此事你怎,30382,13,2016-04-29 10:43:46,0.16597158324057926
持股八年的还有没有？我还在坚持。高处不胜寒，,6945,21,2016-04-27 11:26:16,0.2854266288865025
中石油集团去年实现利润近825亿元,9744,15,2016-04-27 17:35:35,0.04865617266509237
明天是中国石油的最后买点,4099,12,2016-04-27 21:29:12,0.15170619198612156
中石油集团正式发布“十三五”发展规划,9016,13,2016-04-26 10:10:10,0.6122261316173515
私募来稿：四次成功逃顶 我是如何识破A股的大泡,14361,168,2015-08-19 01:00:53,0.9716302739445211
中国石油被游资看中了，今年上一百，具体看内容,7245,18,2016-04-23 22:52:13,0.8364359523049812
[姐弟恋]，看得我哭了,4045,19,2016-04-18 16:02:53,0.947283735688158
下周股市事件前瞻 美联储利率决议再次来袭,573608,209,2016-03-13 10:23:38,0.6546493710759576
传蚂蚁金服最快年内启动IPO  三年盈利估值约600,18388,27,2016-04-21 07:46:25,0.05254446342273855
油严重低估的中国股市将会合力拉出一波具特色气,19689,19,2016-01-24 14:59:34,0.9959556513017771
中石油去年负债上万亿元高居榜首 利润下滑导致,20599,80,2016-04-11 01:31:16,0.0030317253100914376
