工行董事长易会满：确保同业比重10%以内 理财杠,1.0,4768.0,876,0,2017/8/24 6:51
工商银行(601398)融资融券信息(08-22),1.0,2477.0,542,0,2017/8/23 7:48
银行股脉冲式上演逆袭行情 工商银行股价创下9年,1.0,104566.0,1470,0,2017/8/16 7:49
工商银行(601398)融资融券信息(08-11),2.0,6417.0,550,0,2017/8/12 7:48
价值投资将使得A股不会上涨,0.0,17650.0,186,3.5,2017/8/10 14:30
[哭]疯狂抄顶四大行，你们或将继续站岗放哨又十,0.0,9192.0,25,2.5,2017/8/9 11:16
工商银行(601398)融资融券信息(08-07),2.0,5086.0,546,0,2017/8/8 7:45
深度解折太湖流域水质告急：8月4日染料从12000,2.0,5022.0,406,4,2017/8/7 12:05
如何看待成长股与所谓“价值股”？,2.0,7212.0,5150,3,2017/8/7 0:22
工行员工贪污银监局工资被抓 5年贪污300多万获,0.0,15184.0,2066,0,2017/8/5 20:13
工行现金分红完毕 豪掷逾830亿元真金白银回报股,1.0,12055.0,862,0,2017/8/4 3:11
发改委谈重污染行业产业发展与环保监管：对于重,2.0,2907.0,367,4,2017/8/4 9:28
一笔损失6000亿美元，呜呼工商银行,0.0,4821.0,197,3.5,2017/8/3 13:14
今天市场出现了疲态,0.0,5342.0,602,0,2017/8/3 10:27
工商银行值7元以上！,1.0,6433.0,71,3,2017/8/2 13:26
看多就害人;估值水平已经升至历史高位,0.0,3096.0,146,3.5,2017/7/30 18:32
一次小小的发布会竟有近70家机构参与！为何这么,1.0,6996.0,1653,2.5,2017/7/28 12:32
热烈  庆祝数千亿养老金入市买股增值，大型券商,1.0,6054.0,229,4,2017/7/28 13:26
早盘点评,2.0,2455.0,863,0,2017/7/27 9:51
卧槽不知不觉涨这么多了，闷声发大财啊,1.0,24759.0,146,2,2017/7/26 22:02
银行股持续走强 工商银行涨逾2%,1.0,14408.0,390,0,2017/7/26 10:11
6124套牢者即将解放 换岗后 新的站岗者是否站岗,2.0,3477.0,29,3.5,2017/7/26 9:36
证金就不能减持，若是有减持消息，再有救市资金,2.0,6844.0,180,3.5,2017/7/25 11:04
四大行未来怎么下台,0.0,8553.0,216,0,2017/7/25 10:41
无耻没有底线，拉吧，拉倒你麻痹里去吧,2.0,3454.0,146,3,2017/7/24 17:57
工商银行(601398)大宗交易数据一览(07-24),2.0,15471.0,480,0,2017/7/24 18:27
[护城河]女士们先生们朋友们！战胜内心的恐惧，,1.0,5418.0,409,3.5,2017/7/23 18:08
咯咯咯咯咯咯咯 狂笑 瞎子狂笑 连续4年业绩翻倍,1.0,13026.0,1791,4.5,2017/7/17 20:09
小建议,2.0,12615.0,148,4,2017/7/17 14:10
依然看好 银行 工商银行 高速 现代投资  能源 ,1.0,1949.0,212,3.5,2017/7/17 11:05
见好就收了，哼哼哈嘿,1.0,5780.0,130,3.5,2017/7/17 22:57
银行股是来拉大盘的？别开玩笑了，告诉你银行股,2.0,31444.0,2107,4,2017/7/17 11:05
价值投资说白了就是扯蛋。有价值同样跌成死狗一,1.0,4906.0,863,3.5,2017/7/16 12:24
[兴奋]漂亮50中国股市的心脏；沪深300中国股市,1.0,3275.0,526,3.5,2017/7/15 14:41
什么价值，是的，无耻不要脸的骗人，O七年十年,0.0,10627.0,296,4.5,2017/7/14 12:48
XD工商银 盘中两主出现异状，顶住压力，伺机而,2.0,9751.0,113,0,2017/7/11 20:46
心情不错 股吧有个傻子号称1年19倍,2.0,3202.0,137,0,2017/7/8 8:32
工商银行携手东方财富开启资产托管业务全面合作,1.0,17587.0,800,0,2017/7/4 13:46
601398:工商银行A股2016年度分红派息实施公告,2.0,114320.0,1653,0,2017/7/3 18:22
揭穿价值投资的鬼话，如果真要价值投资，招商银,0.0,25111.0,636,3,2017/7/2 15:30
黄国东：A股下半年预测   推荐工商银行,1.0,27389.0,642,4,2017/7/2 16:18
鼓吹价值投资是忽悠人的人就是一种忽悠行为,0.0,8248.0,939,4,2017/7/2 22:06
工商银行贷新还旧爽约 “中国首例违法放贷入刑,0.0,29569.0,2471,0,2017/7/1 3:54
不是一般的不要脸啊！,0.0,4043.0,135,3.5,2017/6/30 9:47
不要在拉工商银行了，会死人的,0.0,8203.0,138,3.5,2017/6/30 9:42
老外的银行股15PE我们的6倍PE简直TMD瞎扯淡,2.0,4538.0,166,3.5,2017/6/29 14:07
谁知道工行什么时候分红呀[微笑],1.0,5805.0,138,0,2017/6/28 22:09
揭穿价值投资的鬼话，如果真要价值投资，招商银,0.0,16195.0,636,3,2017/6/27 21:49
揭穿价值投资的鬼话，为何A股这么贵，分析师却,0.0,10085.0,638,3,2017/6/27 22:23
国土空间立体开发第一示范区怎么做？ 雄安新区,2.0,2752.0,223,3.5,2017/6/27 10:11
咯咯狂笑 疯狂抢盘啦 ，晨鸣三年利润之和超市值,1.0,14895.0,546,4.5,2017/6/26 14:37
咯咯笑 咯咯咯咯，晨鸣三年利润之和超现公司市,1.0,15972.0,545,4.5,2017/6/26 21:08
凡人：俺收到料乐山电力的庄联合数庄要砸盘，赶,2.0,7329.0,166,4,2017/6/23 14:07
散户为何不买高位蓝筹?,2.0,7033.0,201,4,2017/6/23 13:54
[困顿]MSCI Inc.来了，漂亮50必将是永远中流砥,2.0,9084.0,1132,3,2017/6/22 14:42
今日关注无线充电龙头欣旺达,2.0,3348.0,136,3.5,2017/6/20 10:45
工商银行一定能走强！,1.0,19274.0,158,0,2017/6/15 21:21
工行有些基层员工工资和保洁员差不多，凭啥长？,0.0,7332.0,154,3,2017/6/15 18:11
要连续暴跌了,0.0,6076.0,122,3.5,2017/6/15 13:16
5元以下又拣回来,1.0,4014.0,126,0,2017/6/15 10:41
韩自国是什么样的经济学家？ 1、2007年8月23日,2.0,12315.0,1555,3,2017/6/13 19:04
宁波港祝贺工商银行何,1.0,18889.0,143,1,2017/6/9 13:28
卖了房子，买工行,1.0,35874.0,157,2.5,2017/6/9 10:47
工行业绩这么好能跌到哪去。茅台一年赚的还不如,1.0,5081.0,190,0,2017/6/8 14:52
厦门银监局开九罚单：工行因个人房贷收入证明单,0.0,9235.0,1143,0,2017/6/6 15:31
银行股解套秘笈完整版——抓住银行ETF发行黄金,1.0,12459.0,4336,0,2017/6/5 10:37
伪价值投资，找不到接盘的，天天媒体轰炸，佩服,0.0,7279.0,186,3.5,2017/6/5 11:27
不要听什么漂亮50之谣，美国没有大盘股漂亮50,0.0,5878.0,215,3.5,2017/6/5 11:49
5.34成功抄底二万股[胜利][胜利][胜利][大笑][,1.0,13387.0,161,3.5,2017/6/5 15:11
价高出不如全转买*惊天一路一带龙头600307酒钢,2.0,15408.0,325,0,2017/6/4 18:14
从股价角度谈估值：低价股高市盈率,1.0,8100.0,576,4,2017/6/4 13:47
银行股撑舵掌权：托盘压盘，肆无忌惮（续）,2.0,101827.0,158,0,2017/6/2 1:39
为什么工行涨了，大多数人却在骂？,1.0,8738.0,189,1.5,2017/6/2 10:40
工商银行，事实上你已经破产了，假装什么基友股,0.0,15175.0,210,4,2017/6/2 13:13
工商银行即将蹦盘！,0.0,7358.0,69,4,2017/6/2 9:52
工商银行(601398)融资融券信息(06-01),2.0,7074.0,554,0,2017/6/2 7:51
工商银行(601398)融资融券信息(05-31),1.0,5981.0,552,0,2017/6/1 7:48
石化机械涨停的，这样的一个节奏总是很奇怪,2.0,3073.0,91,0,2017/5/31 17:42
工行市值干掉富国银行 重夺宇宙市值第一大行差,1.0,119877.0,2556,0,2017/5/30 23:11
工行、建行可能复制中国中铁走势！,2.0,26221.0,699,3,2017/5/26 16:44
6000点时，工行股价没记错的话，约6元,2.0,6216.0,150,2,2017/5/26 10:11
看来汇金又可以减持了！套你八年！,0.0,6740.0,141,3,2017/5/25 23:10
看来股票供不应求啊！看来明天可以发20只新股了,2.0,2860.0,182,3,2017/5/25 23:00
有人在出货了！,0.0,1311.0,122,2.5,2017/5/25 14:37
工商银行(601398)融资融券信息(05-24),1.0,5801.0,556,0,2017/5/25 8:27
出生正在制造股灾5.0，请问哪个国家这么胡闹？,0.0,7422.0,181,4,2017/5/24 11:04
特别通告：601958 金钼股份正创历史新低，青菜,2.0,5362.0,231,2,2017/5/24 13:52
用5.07的工行换了7.76的民主银行,0.0,33314.0,142,4,2017/5/23 10:49
看某些人总说工行护盘，太愚蠢了！,0.0,14030.0,230,3,2017/5/22 20:40
[图片],2.0,4312.0,118,3.5,2017/5/22 20:23
淡马锡：减持工商银行是投资组合再平衡操作的一,1.0,15376.0,243,0,2017/5/19 21:20
淡马锡减持工商银行6亿股 每股5.023元,1.0,22606.0,215,0,2017/5/19 18:20
工行未来二年的每股收益,1.0,33946.0,980,4,2017/5/18 9:54
《在历史拐弯处的告白》2.0版：寻找心中的青龙,2.0,61267.0,1239,3.5,2017/5/17 17:58
历史总结：2015年中国股市粗暴去杠杆，中国是唯,2.0,11153.0,558,0,2017/5/14 20:00
凡人：危险时要说真话。,2.0,4652.0,532,4,2017/5/14 10:48
工商银行 格力电器，贵州茅台 美的集团  福耀玻,2.0,5127.0,176,4,2017/5/12 5:20
爽歪歪啊爽歪歪！,1.0,11631.0,148,3.5,2017/5/12 10:19
狂笑狂笑 狂笑 白痴不抢 瞎子狂笑 业绩翻倍 股0,1.0,15394.0,1349,4.5,2017/5/11 13:38
笑哈哈 狂笑 白痴不抢 瞎子狂笑 业绩翻倍 股0.9,1.0,16126.0,1348,4.5,2017/5/11 13:37
工商银行幕后金主出彩！603000人民网逆势涨停,1.0,4325.0,99,3.5,2017/5/11 11:15
工行每股净资产：5.46元！工行股价若涨到5.46元,1.0,15019.0,178,4,2017/5/11 13:01
指数跌跌不休 为什么工行可以“跌”出新高？,0.0,48861.0,1309,0,2017/5/10 17:21
明天大盘深v 走势,0.0,11133.0,283,4,2017/5/10 16:07
呵呵 瞎子也狂笑 业绩翻倍 季报再增长300%翻倍,1.0,13231.0,2386,4.5,2017/5/7 18:49
业绩爆增而涨幅小的600688正是出了银行股的中新,1.0,4431.0,503,4,2017/5/3 14:29
[满仓抄底]截止2017-03-31上海银行601229十大流,1.0,7638.0,774,4,2017/4/30 10:20
狠狠批评证金公司减持国有三大行A股的行为,0.0,13171.0,194,3.5,2017/4/28 21:40
咯咯咯，业绩去年翻倍股0.99，今再翻倍超2元，,1.0,11427.0,603,4.5,2017/4/28 9:27
工商银行一季度纯利同比微升1.37%至757.86亿元 ,1.0,9384.0,856,0,2017/4/28 16:59
工商银行：一季度净利微增 不良率1.59%,1.0,16648.0,275,0,2017/4/28 17:02
狂笑狂笑 咯咯咯！抢盘了，抢盘了，黄金砸头！,1.0,10124.0,785,4.5,2017/4/25 10:18
什么情况什么情况什么情况,2.0,6186.0,126,0,2017/4/21 15:05
工行：全力支持雄安新区建设 尽快组建雄安新区,1.0,11709.0,689,0,2017/4/11 15:25
4.0工业革命凸起黑科技受惠的上市公司（转发）,1.0,10934.0,3115,3.5,2017/4/3 12:27
工商银行：2016年净利润2791亿元 同比增长0.5%,1.0,24487.0,270,0,2017/3/30 16:54
银行大考来临，来看看哪家会挂科？,2.0,49331.0,4077,0,2017/3/30 8:39
工商银行2016年平均日赚7.65亿元 不良贷款率微,1.0,12881.0,324,0,2017/3/30 17:53
工商银行 能量朝稳步走高，五线向上牵大牛！,1.0,24200.0,93,0,2017/3/23 19:49
实战炒股口决： 十四工作线，来回做波段；突破,2.0,49211.0,753,4,2017/3/16 8:42
券商加速整合重组战略是当前资本市场稳定前提，,1.0,6599.0,376,4,2017/3/16 11:51
在两大黑科技中率先得实惠的上市公司,1.0,7302.0,1374,3.5,2017/3/15 17:29
实战炒股口决： 十四工作线，来回做波段；突破,2.0,48725.0,753,4,2017/3/14 8:33
买工商银行就是买国运,1.0,7426.0,130,0,2017/3/13 10:22
工行的投资价值,1.0,21896.0,192,3.5,2017/3/9 13:01
咯咯咯！抢盘了，抢盘了，黄金砸头！晨鸣投资价,1.0,18002.0,804,4.5,2017/3/1 10:23
消灭五大国有银行长期严重破净现象的建议和措施,1.0,16711.0,663,3.5,2017/3/1 12:51
高送 军工 优新,2.0,16742.0,119,3,2017/2/24 15:38
所有的房产只能抵押一次，禁止重复抵押！抵押房,2.0,13154.0,290,4,2017/2/5 12:57
最能套住人的几句话: 1、目前价位接近主力成本,2.0,28578.0,744,4,2017/2/2 15:47
超级短线如何玩才能赚到钱？     所谓超级短线,2.0,22887.0,1121,4,2017/1/29 16:51
致宇宙第一大行的一封信,1.0,21823.0,722,0,2017/1/24 11:36
狂人预测黄金坑,0.0,23651.0,1400,3.5,2017/1/22 13:56
《大腕》工商银行版,1.0,16753.0,740,3.5,2017/1/10 10:31
2017年:高手的盛宴： 理性投资贯穿一年的主基调,2.0,16618.0,223,4,2017/1/3 10:50
大盘调整未止，收好这些更安全的高股息率个股,1.0,32495.0,2224,0,2016/12/19 16:53
农业供给侧改革概念，首选4.76元的一好当家,2.0,9596.0,154,4,2016/12/18 16:26
凡人：股市做跌容易，做多极困难,0.0,11412.0,260,4,2016/12/14 10:17
工行与山东黄金集团签署框架协议 开展百亿债转,1.0,45075.0,241,0,2016/12/9 13:23
互联网经济迎来寒冬：阿里巴巴暴跌4.42%，市值,2.0,5316.0,306,4,2016/12/4 18:20
尾市清仓建行、鞍钢、宝钢,2.0,7607.0,132,3.5,2016/11/28 17:20
凡人：终于看到做实事的管理层了，发现问题但仍,1.0,10200.0,594,4,2016/11/24 22:08
工商银行,2.0,13744.0,320,3,2016/11/22 18:29
工行获批深港通下港股通业务结算银行资格,1.0,8302.0,678,0,2016/11/17 16:47
601398:工商银行境内优先股股息派发实施公告,1.0,37703.0,1185,0,2016/11/14 18:49
工商银行(601398)大宗交易数据一览(11-04),2.0,8742.0,508,0,2016/11/4 18:11
拓展主业务风光独好 冲刺黑科技金光灿烂（共享,1.0,19818.0,3629,3.5,2016/11/1 16:20
工伤银行要涨停，我买进了哈哈,1.0,7503.0,138,4,2016/10/28 23:38
工商银行：前三季度净利2227.92亿 证金公司小幅,1.0,15242.0,601,0,2016/10/28 17:55
中国工商银行三季度净利润726亿元人民币,1.0,20136.0,214,0,2016/10/28 16:57
交通部仍是好事做不来，对司机严管过头。,0.0,4091.0,385,4,2016/10/21 1:01
工商银行(601398)融资融券信息(10-12),2.0,4796.0,538,0,2016/10/13 9:20
工商银行(601398)融资融券信息(10-11),2.0,6237.0,538,0,2016/10/12 7:42
楼市见顶，股市见底的意义重大。,0.0,13690.0,306,4,2016/10/5 15:51
祝我们的祖国繁荣昌盛！,1.0,30591.0,132,3,2016/10/1 17:25
摩通：工行目标价看高至6.15元 评级“增持”,1.0,14790.0,380,0,2016/9/22 11:39
处理不良贷款，银行准备的充分吗,0.0,5848.0,723,3.5,2016/9/18 8:49
江苏首张“首付贷”罚单：工行苏州分行被罚25万,0.0,15250.0,613,0,2016/9/13 20:26
建议证监会严查9.6日尾市打压工行为代表的蓝筹,2.0,12081.0,239,4,2016/9/6 19:24
国家队不让大盘涨。,0.0,7187.0,134,3,2016/9/6 14:47
一组让人醍醐灌顶 茅塞顿开的半年报数据。,2.0,9363.0,1036,3.5,2016/9/2 8:43
要想大家转变投资观念很简单,2.0,4162.0,13,3,2016/8/31 9:13
工商银行(601398)大宗交易数据一览(08-24),2.0,8354.0,480,0,2016/8/24 17:52
证监会：请依法常态化监管！查处庄操纵股价的不,1.0,28640.0,346,3.5,2016/8/17 10:05
大东南：石墨，锂电，手游，只卖3.89元,2.0,20368.0,91,4,2016/8/15 12:40
大智慧告诉我们：九成以上股民没有大智慧。,0.0,7333.0,451,3.5,2016/8/14 10:45
庄家砸出 黄金坑！跟庄买广发证券！即将暴发…,2.0,6377.0,155,4,2016/8/12 10:57
关于银行股，你确定没有被股评洗脑？,0.0,10301.0,542,3.5,2016/8/11 11:53
工行回应13亿电子票据案：报道不实 已冻结可疑,1.0,13950.0,2365,0,2016/8/11 20:43
工行爆票据大案：被虚假材料骗签13亿电票,0.0,12463.0,2075,0,2016/8/11 15:14
消息称工商银行爆票据大案：被虚假材料骗签13亿,0.0,7866.0,351,0,2016/8/11 17:42
不知不觉工商银行填权啦！,2.0,54835.0,136,3.5,2016/8/10 17:37
柳钢股份：从4.4元跌到3.62元，跌幅超20%[抄底],0.0,8319.0,103,4,2016/8/6 10:42
有直销经营的好当家，只卖4.07元的价格[赚大了],1.0,29467.0,155,4,2016/7/29 21:50
粘胶短纤价格暴涨了，关注：新乡化纤,1.0,9153.0,144,4,2016/7/24 7:37
基金抱团炒个股是中国式庞氏骗局，隐患危害大39,0.0,26710.0,333,4,2016/7/21 14:52
601398:工商银行关于执行董事辞任的公告,0.0,11494.0,557,0,2016/7/20 19:23
各方无法妥协,2.0,7894.0,359,3,2016/7/15 7:11
大家要习惯除权除息前后银行股股价的变化,0.0,18026.0,344,3.5,2016/7/9 6:22
为什么分红以后股价掉下来,0.0,10251.0,151,1,2016/7/8 9:20
这叫做分红利？？？？ 把股票的价格切下分成现,0.0,6302.0,233,2,2016/7/8 10:29
今天肯定又暴跌崩盘收大阴线了 !!!!!!!!!!!!!!!,0.0,12039.0,470,4.5,2016/7/7 12:12
持有工商银行安全又赚钱,1.0,12897.0,252,3.5,2016/7/6 5:08
我觉得除息比不除息好,2.0,4602.0,235,3.5,2016/7/6 5:36
去库存风险加压 工行严控商用房贷,1.0,25599.0,2564,0,2016/7/3 3:38
关于工商银行股东增持股份的公告：本人7.1日以4,1.0,9758.0,242,2.5,2016/7/2 12:51
工行个人商用房首付提至70% 其他银行暂未跟进,1.0,24242.0,1852,0,2016/7/1 1:43
我分红不用交红利税,1.0,23297.0,224,3.5,2016/6/30 20:25
601398:工商银行A股2015年度分红派息实施公告,1.0,134921.0,1955,0,2016/6/30 19:26
江苏银行即将发行上市，考验国家队的时候到了。,2.0,6776.0,342,3.5,2016/6/28 8:01
摩根大通减持工商银行及中国银行H股 套现3.68亿,1.0,39952.0,526,0,2016/6/17 11:08
工商银行：360私有化回归，受益最大的上市公司,1.0,31249.0,930,4.5,2016/6/11 14:09
好当家：转型大健康，大消费，大美丽产业，打造,1.0,34211.0,143,4,2016/6/8 19:13
关公抱子,2.0,13443.0,162,4,2016/6/4 20:29
工商银行董事长姜建清辞任 现任行长易会满接棒,1.0,24291.0,767,0,2016/5/31 19:43
G20峰会，亚运会，一带一路龙头一一腾达建设,1.0,10420.0,154,4,2016/5/29 18:27
为何坚定看好中国经济和股市？,1.0,6049.0,3065,4,2016/5/22 18:12
工行海外子公司收购欧洲最大金库 能存储800亿美,1.0,8676.0,789,0,2016/5/18 10:42
工行叫停个人账户综合理财业务：对资本市场无影,0.0,14721.0,1160,0,2016/5/17 3:44
央行调查不良资产后 工行紧急叫停理财业务,0.0,16612.0,766,0,2016/5/16 22:32
姜建清掌舵16载：工行从亏损变身宇宙行,0.0,9269.0,4642,0,2016/5/10 9:56
工行为首的银行板块大蓝筹快要达到目的了。,1.0,7206.0,341,3.5,2016/5/6 13:35
16家A股银行一季度日赚40亿元 国有大行利息收入,1.0,15058.0,2607,0,2016/5/3 1:34
上市公司年报暴露国家队行踪 持股市值占A股6.11,1.0,75103.0,2163,0,2016/5/1 3:53
2015上市公司年报“十宗最”：科隆精化股东人数,2.0,59323.0,4655,0,2016/4/29 1:21
全球迅猛布局黑科技产业链仅此一家 未来黑科技,1.0,47919.0,2545,3.5,2016/4/26 12:24
紧急！上海多部门联手整治房贷乱象 7家银行6家,0.0,22811.0,3243,0,2016/4/23 21:34
上市公司现金分红“宫心计”,1.0,41241.0,2226,0,2016/4/21 4:39
上海金面世最低交易保证金6% 望与伦敦金和纽约,1.0,24305.0,3476,0,2016/4/20 5:08
五成上市公司拟现金分红 分红总额达6561亿元,1.0,14449.0,871,0,2016/4/20 1:18
银行股便宜就是硬道理?,1.0,8950.0,430,3.5,2016/4/18 10:05
居然有人炒工商？全年僵尸股都炒，病得不轻,0.0,45728.0,138,3.5,2016/4/14 11:01
华夏银行600015：七届董事会爆大股东股权争夺！,2.0,7755.0,412,3.5,2016/4/13 14:00
梧桐树现身A股的秘密：证金“债转股” 不会随便,2.0,1220432.0,3808,0,2016/4/12 0:42
能不能不说话。看图。解套无期呀。什么时候给我,0.0,24622.0,162,4.5,2016/4/8 16:11
最小的南京银行仍高速成长，大象工行走路迟缓了,0.0,16803.0,145,3.5,2016/4/6 7:30
外媒：工行资产全球居冠 董事长薪酬不到小摩CEO,0.0,13402.0,952,0,2016/4/4 11:19
“宇宙大行”利润只到苹果八成 谁在拖工行的后,0.0,19392.0,1593,0,2016/4/4 4:01
买好股票别忘了放把盐,1.0,36355.0,949,4,2016/4/2 0:10
总会有那么一天，大家发现大蓝筹再也买不到了。,2.0,20421.0,240,3.5,2016/4/1 19:40
一年来亏了还是挣了。看看吧。直接来个图。自己,2.0,20507.0,176,4.5,2016/3/31 17:48
梧桐树持有0.4%接近证金由百分之1.66减持到1.23,2.0,7408.0,293,4.5,2016/3/31 8:17
“宇宙大行”利润只到苹果八成 谁在拖工行的后,0.0,11645.0,1597,0,2016/3/31 14:49
上交所公布一季报披露时间 将于4月8日开始,2.0,54389.0,2051,0,2016/3/31 10:33
“限薪令”实施第一年 部分大行高管薪酬遭“腰,0.0,16452.0,1791,0,2016/3/31 1:35
外汇局A股“三剑客”悄然入市,2.0,26577.0,3152,0,2016/3/31 5:03
刘纪鹏：A股低迷因大盘股 能炒的起来是关键,1.0,12249.0,683,0,2016/3/30 16:02
3月30日晚间影响市场的重要政策消息速递(附新闻,2.0,17150.0,7323,0,2016/3/30 20:23
“宇宙行”工商银行2015年净利2777亿 同比增0.5,1.0,23027.0,1133,0,2016/3/30 19:29
证监会：请依法治市、全面监管！查处操纵股价的,1.0,32670.0,273,4,2016/3/25 8:51
猜对有奖猜对有奖猜对有奖，都是人名，看看谁能,2.0,17150.0,160,4.5,2016/3/25 18:28
知情人士：中国开始新一轮打击债市非法交易行动,1.0,32039.0,620,0,2016/3/24 15:16
幽灵！一个黑色幽灵——石墨烯！将在东方大国兴,2.0,9032.0,2105,3.5,2016/3/23 15:55
用房产换工行股票，谁划算?大家来评评理,1.0,75056.0,284,4,2016/3/22 21:59
华夏银行600015万亿养老金入市！上涨目标20元！,1.0,16283.0,492,4,2016/3/15 10:31
警惕大银行购物网站也会有假,2.0,28957.0,4591,0,2016/3/14 10:26
银行被批信用卡乱收费 大额转账周末不给办理,0.0,17638.0,5378,0,2016/3/12 13:50
大宗商品震荡连累A股 银行股尾盘抢攻力保沪指七,0.0,7191.0,2011,0,2016/3/10 5:01
中国干预魅影再现 国家队激战股市熊,1.0,11389.0,795,0,2016/3/9 18:25
银行股不是护盘,0.0,21570.0,150,3,2016/3/4 20:43
还是在工行藏起来,1.0,62133.0,177,4,2016/3/4 20:35
国家队这回做对了！要做价值投资的表率！,1.0,9608.0,219,3.5,2016/3/4 20:19
工行3.90元股价低于帐面净资产4.92元，20%的年收,2.0,113293.0,291,4,2016/2/29 15:07
证金汇金养老金股市喊你们回家年收益20.67%可进,1.0,79210.0,317,4,2016/2/29 12:00
2.29盘面点评以及操作策略。,2.0,5091.0,815,2.5,2016/2/29 22:52
一位股市高手悟出成交量买卖铁律，赚钱只看这个,2.0,20734.0,1489,4,2016/2/28 21:37
工商银行(601398)大宗交易数据一览(02-25),1.0,23649.0,477,0,2016/2/25 18:08
港股通开年来吸金超200亿 大数据看主力抄底哪些,1.0,50869.0,1878,0,2016/2/25 16:35
工商银行今日超大单流入排名第1名(02-25),1.0,16676.0,340,0,2016/2/25 16:04
与财政部合伙开银行，年收益19.5%左右,1.0,92316.0,399,4,2016/2/22 10:27
601398:工商银行公告,2.0,60131.0,582,0,2016/2/22 19:23
工商银行(601398)大宗交易数据一览(02-19),1.0,16592.0,477,0,2016/2/19 17:54
工行“马德里反洗钱风波”非首例 中资行海外频,0.0,33680.0,1776,0,2016/2/19 4:10
李大霄：黄金操作周期到来 蓝筹股可作首选,1.0,12514.0,661,4,2016/2/18 21:16
工行马德里分行涉洗钱遭搜查 工行回应,0.0,18413.0,425,0,2016/2/18 12:55
愿打愿挨:多数中国人信任银行,0.0,28553.0,611,3.5,2016/2/16 15:43
判断：尾盘肯定崩盘收大阴线了 !!!!!!!!!!!!!!!,0.0,12360.0,390,4.5,2016/2/15 14:36
工商银行现价4.01元低于帐面每股净资产0.86元,1.0,39534.0,972,4,2016/2/10 21:39
换一个角度看中国经济,2.0,19634.0,1217,4,2016/2/4 21:06
别买入呢，现在的行情，你买入就是个信球,0.0,4691.0,148,0,2016/2/3 9:48
喜欢妖股 的研究下,2.0,8940.0,1022,3.5,2016/2/2 13:24
唱空的卑鄙嘴脸,0.0,9294.0,234,4,2016/2/1 9:51
春联求横批：千股跌停辞旧岁，万民套牢迎新春。,1.0,14929.0,154,3.5,2016/2/1 0:57
2016年:高手的盛宴 - 高抛低吸贯穿一年的主基调,0.0,26833.0,189,4,2016/1/30 22:38
银行煤炭等低位被低估的优质股可以大胆地买进了,1.0,26401.0,228,4,2016/1/29 10:01
1注意到600256广汇能源有庄，我们到其他吧吸引,2.0,21699.0,411,3.5,2016/1/28 14:18
国际大鳄做空中国 中小散如何应对,0.0,9433.0,1747,4,2016/1/28 17:41
工商银行现价4.08元低于即时净资产0.76元,1.0,32276.0,1483,4,2016/1/26 19:01
深度严寒席卷全球 A股“斗熊”春天不远,0.0,26542.0,2241,0,2016/1/25 0:43
丶严重低估的中国股市将会合力拉出一波具特色气,1.0,14675.0,201,3,2016/1/24 14:48
养老金万亿元入市首选（600015）华夏银行！,1.0,12816.0,438,4,2016/1/21 14:32
工商银行现价4.23元低于即时净资产0.58元,1.0,23318.0,1495,4,2016/1/17 20:43
“救市”最好的办法： 大幅提高四大行的分红比,0.0,21906.0,249,3.5,2016/1/15 13:35
