标题,阅读,评论,字数,影响力,时间
所有户头红利都已到帐，平均股息率5.8%,15464,18,192,4,2016/7/7 8:08
大家都来讨论下，别被坑了,10679,12,247,1.5,2016/7/6 23:40
农行明天持股成本粗略计算降至1.78元,15076,39,191,3.5,2016/7/6 23:39
听天由命,24155,54,318,3.5,2016/7/6 14:34
601288:农业银行H股公告(股份发行人的证券变动,22208,6,847,0,2016/7/5 16:50
银行的钱用的有问题，很正常的事情,6262,14,276,4,2016/7/5 8:48
国家审计署：农行、光大涉及问题金额数以千亿计,61516,510,6813,0,2016/7/4 18:38
这盘控制的真是有水平,3953,22,130,0.5,2016/7/4 15:48
601288:农业银行A股2015年度分红派息实施公告,135366,29,1988,0,2016/6/29 18:00
此吧有个特殊之“黑龙江哈尔滨网友”,20115,63,253,3.5,2016/6/27 20:11
江苏银行、浙江银行即将上市，它们的发行价和市,10016,19,187,4,2016/6/19 18:01
还有半个来月分红。,16054,19,183,3.5,2016/6/18 17:16
6.12股灾周年祭---我的反思,5808,12,1809,4,2016/6/12 18:57
好当家：转型大健康，大消费，大美丽产业，打造,36943,155,144,4,2016/6/8 19:32
你确定！主力真正的意图就是这个。大家看看吧。,10551,14,158,4.5,2016/5/30 22:05
G20峰会，亚运会，一带一路龙头一一腾达建设,11260,32,154,4,2016/5/29 18:29
今天建行已站上60日均线之上（4.77元）,9321,22,244,3.5,2016/5/27 14:50
农行市值带来的额外打新福利,13478,36,194,3.5,2016/5/27 12:21
我卖了两套房子1200万我今天买进农业银行,9086,16,151,2.5,2016/5/26 9:22
拼到最后是耐心和信心！,8876,12,485,3.5,2016/5/23 16:14
沪深两市跌倒目前平均收益率63.3被农业银行收益,5941,11,187,3.5,2016/5/21 8:30
网贷平台风险事件频发 农行官方否认恢复P2P接口,6691,19,680,0,2016/5/19 9:56
资产质量持续承压，拨备水平领先大行,25615,5,1024,0,2016/5/9 17:37
银监会副主席周慕冰话别银监会 或出任农行董事,13303,16,892,0,2016/5/6 20:39
银行板块：具备“避风港”和“取款机”双重功能,16280,51,734,3.5,2016/5/4 11:15
今天农业银行要涨停板原因是被收购了,10176,22,269,3.5,2016/5/3 7:39
农行发布一季报：实现净利润545.68亿元,13338,13,971,0,2016/4/29 16:38
国家队入市超预期 A股结构行情可续,15036,50,1050,0,2016/4/29 13:02
国家队买入银行股占比救市基金73.12%，还有傻逼,24561,34,213,3.5,2016/4/29 12:47
农业银行一季度净资产3.64元！业绩同比增长2.11,5422,18,131,4,2016/4/29 7:41
