标题,阅读,评论,字数,影响力,时间
抛！交通银行A股价高溢价H股46%左右，同股同权,104152,130,210,4.5,2015/11/19 8:22
SDR的核心受益股,5569,17,154,4,2015/11/16 10:04
抛！机构拉升诱多不是解放军，对倒放量是笑着数,10542,13,296,4.5,2015/11/12 10:47
机构预测10月PPI降幅继续扩大 宽松政策将多箭齐,9944,21,1163,0,2015/11/8 9:23
交通银行传达学习贯彻党的十八届五中全会精神,10542,0,1944,0,2015/11/2 18:06
2015年三季报点评: 资产利用效率提升，关注负债,10178,7,1136,0,2015/11/2 9:36
主力机构三季度集中增持个股出炉 增仓前20股看,27065,31,3730,0,2015/11/1 21:32
[大宗交易揭秘]· 601328:交通银行2015年第三季,14480,8,661,4,2015/10/31 8:41
交通银行前三季净利520.4亿元增长1%,8906,7,493,0,2015/10/30 17:00
银行利空！放开存款利率浮动上限！必将缩减存贷,18890,43,206,4.5,2015/10/23 20:09
自从买了交通银行，我就天天盼着大盘跌[拜神],5839,21,150,1,2015/10/23 13:21
交通银行与英国贸易投资总署签订合作谅解备忘录,8283,10,790,0,2015/10/22 15:23
逾18亿元资金拉升银行股 三维度把握确定性投资,16559,16,1550,0,2015/10/22 1:56
中国三季度GDP增速6.9% 六年来首度破7,1450238,685,9922,5,2015/10/19 10:02
三季度GDP破7几乎成定局 降准预期加大,5335,13,4392,0,2015/10/19 8:36
601328:交通银行H股公告(股份发行人的证券变动,8836,8,883,0,2015/10/8 16:46
这位优雅的女士 决定了上交所的开业,15574,69,4766,0,2015/10/1 22:22
龙虎榜掘金：9月以来56股超跌且获机构席位净买,10299,6,841,0,2015/9/26 23:13
国企改革风樯动 金融压轴起宏图,50887,32,15365,0,2015/9/25 9:13
此股本月剩下时间补跌，下月破4.8元止跌。 下波,7366,11,183,4.5,2015/9/23 23:30
持有交通银行一可防跌，二可补涨，三有投资价值,16665,26,181,4.5,2015/9/22 18:21
别坐电梯，该抛出了！A股价已超H股价40%以上，,53859,84,194,4,2015/9/22 13:44
建言钢：国家队理应纠正救市中的错误决策,6919,19,873,4,2015/9/20 10:44
房地产投资增速降至历史最低 宽货币刺激工具几,5341,12,3040,0,2015/9/19 13:09
无数股民痛不欲生，由此，《黄河大合唱---股票,2975,10,284,2,2015/9/18 10:02
银行板块跌幅靠前 交行领跌,6606,13,157,0,2015/9/16 9:54
交通银行今日超大单流入排名第10名(09-15),6681,5,341,0,2015/9/15 16:13
交通银行2015世界斯诺克上海沃德大师赛正式开杆,8242,6,760,0,2015/9/15 10:53
抛！机构连拉股价，制造概念，用人性贪婪，忽悠,14692,21,364,4.5,2015/9/14 14:04
四大券商揭秘国企改革投资机会(附股票池),15313,48,3596,0,2015/9/14 8:18
华泰证券：国企改革风樯动 甄选改革潜力标的,54212,20,15451,0,2015/9/13 18:32
交行提速大资管战略 铺垫混业改革,8914,9,2092,0,2015/9/11 13:59
请给我一个持股的理由吧？！有多少？,16797,33,546,4,2015/9/11 10:33
请给我一个持股的理由吧？！没有吗,17493,31,545,4,2015/9/11 10:10
不看后悔！机构低位暗中吸筹 过亿大单砸向10股(,6080,9,4543,4,2015/9/11 9:46
交通银行核心管理人员合计买入916.9万股H股,7616,7,243,0,2015/9/10 19:53
601328:交通银行关于核心管理人员买入本公司H股,9316,10,626,0,2015/9/10 19:02
交行是目前唯一破净的优质银行,13589,29,145,4,2015/9/10 8:29
