标题,阅读,评论,字数,影响力,时间
现我已满仓中国石化，并持股不动摇，现进口的石,83136,315,419,0.0,2017-09-16 20:55:26
603555:贵人鸟关于预计2017年日常关联交易的公g,3837,51,166,0.0,2017-09-11 19:15:10
中国石化庄家就是个大猪头，就是个大沙比,4797,31,89,0.0,2017-09-11 13:37:06
掉的大 国家已经指明了石化炼油企业的死亡道路,6400,47,192,1.5,2017-09-11 22:45:33
赶紧复牌吧!马上出中报了！！！！p,4846,52,144,0.0,2017-09-11 14:45:42
现价买，翻倍卖,14602,17,124,4.0,2016-10-14 16:32:28
这种股票上亏钱，都是输给你自己,5253,39,140,0.0,2017-09-11 11:12:58
中石化环保新技术助力国内200余套硫黄装置减排,26497,11,1047,0.0,2017-06-29 10:15:19
11月10日5元买入中石化，涨到59.6元,254619,362,151,4.0,2016-11-10 10:29:17
[俏皮]漂亮50英豪300必将疯狂展我中华5千年大帝,10799,12,3193,3.0,2017-06-12 09:24:51
韩自国是什么样的经济学家？ 1、2007年8月23日,18495,28,1614,3.0,2017-06-12 12:54:20
中国石化千里之行始于足下,198288,211,1318,3.0,2017-04-09 02:05:35
中国石化（002493）：5年之内，必涨3倍！,43833,47,220,0.0,2017-08-09 15:22:13
觉悟帖:人缘好迪，也是马屁拍得好滴,6966,32,134,4.0,2017-08-15 00:32:23
9转向上: 月线7连阴10连跌了,6437,6,5350,2.5,2017-09-06 09:01:25
我每次买股票都不是买到最低位，买了过后还要小,32429,80,323,0.0,2017-09-22 17:25:13
细心的人应该已经发现，中石化财务数据已经比中,18184,35,255,0.0,2017-09-17 09:49:58
美原油已将近突破51美元，看你贱庄还怎样作恶。,24017,41,260,4.0,2017-09-20 22:25:07
茅台你可以卖，平安你可卖，格力你可卖，但中国,50805,67,104,2.0,2017-07-31 19:18:07
狂笑 瞎子也狂笑 业绩翻倍 股0.99今年三倍，翻,18544,34,1577,4.5,2017-05-24 21:31:53
笑笑笑 狂笑 呆子都会抢 业绩翻倍 股0.99今年三,14712,31,1581,4.5,2017-05-24 21:29:28
狂笑 狂笑 瞎子也狂笑 业绩翻倍 股0.99今年三倍,17492,34,1580,4.5,2017-05-24 21:27:56
呆子都会抢 瞎子也狂笑 业绩翻倍 股0.99今年三,16494,31,1580,4.5,2017-05-24 21:30:10
中石化拟投2000亿元 优化升级四大世界级炼化基,73697,126,996,0.0,2017-03-02 22:46:25
中国石化“十三五”拟投2000亿元 打造四大世界,59617,111,708,0.0,2017-03-02 19:22:46
中石化将投资2000亿打造四大炼化基地,62763,110,460,0.0,2017-03-02 22:14:14
“十三五”期间中国石化拟打造4大炼化基地,53876,110,543,0.0,2017-03-02 15:43:43
中国石化十三五拟投资2000亿打造4大炼化基地,56908,113,536,0.0,2017-03-02 16:06:58
中国石化，还是汽油车辆行驶放心……,9660,40,696,3.5,2017-09-11 13:55:45
次新股0.98元业绩仅此1家江苏银行股价不到10块,43733,109,184,2.5,2017-04-27 21:33:18
证金增持7亿多股[赞],7802,32,129,0.0,2017-08-27 16:31:42
中国石化董事长王玉普辞职,23585,10,236,0.0,2017-09-22 23:00:15
中石化在京津冀地区投用原油商业储备基地增至4,16882,9,494,0.0,2017-09-14 14:57:33
中国石化：王玉普辞任董事长 副董事长戴厚良暂,20985,10,261,0.0,2017-09-22 20:17:53
难道我要成传说中的韭菜。,182616,526,138,3.0,2015-09-17 16:25:21
实战炒股口决： 十四工作线，来回做波段；突破,63400,111,753,4.0,2017-03-23 07:58:17
新股发行不能停的重要理由：让凯撒归凯撒市场归,11353,21,522,3.0,2017-06-12 12:55:13
新能源汽车只是相对于家庭乘用车有点作用，对于,3120,0,198,0.0,2017-09-11 10:04:50
这个礼拜分红,2965,0,122,0.0,2017-09-11 10:50:56
耐心、坚定!,24594,46,475,3.0,2016-09-19 10:07:35
揭穿价值投资的鬼话，如果真要价值投资，招商银,35689,54,632,3.0,2017-07-03 22:26:00
混改龙头联通大涨,20348,78,129,3.0,2016-12-23 10:42:29
