20020312|1,362.40|1,362.40|1,362.40|1,362.40|-14.64|-1.06|0.00|0.00
20020311|1,377.04|1,377.04|1,377.04|1,377.04|25.19|1.86|0.00|0.00
20020308|1,351.85|1,351.85|1,351.85|1,351.85|23.46|1.77|0.00|0.00
20020307|1,328.39|1,328.39|1,328.39|1,328.39|39.95|3.10|0.00|0.00
20020306|1,288.44|1,288.44|1,288.44|1,288.44|12.83|1.01|0.00|0.00
20020305|1,275.61|1,275.61|1,275.61|1,275.61|29.74|2.39|0.00|0.00
20020304|1,245.87|1,245.87|1,245.87|1,245.87|18.64|1.52|0.00|0.00
20020301|1,227.23|1,227.23|1,227.23|1,227.23|-17.37|-1.40|0.00|0.00
20020228|1,244.60|1,244.60|1,244.60|1,244.60|-11.40|-0.91|0.00|0.00
20020227|1,256.00|1,256.00|1,256.00|1,256.00|2.88|0.23|0.00|0.00
20020226|1,253.12|1,253.12|1,253.12|1,253.12|-1.49|-0.12|0.00|0.00
20020225|1,254.61|1,254.61|1,254.61|1,254.61|19.52|1.58|0.00|0.00
20020208|1,235.09|1,235.09|1,235.09|1,235.09|-5.93|-0.48|0.00|0.00
20020207|1,241.02|1,241.02|1,241.02|1,241.02|24.23|1.99|0.00|0.00
20020206|1,216.79|1,216.79|1,216.79|1,216.79|-30.05|-2.41|0.00|0.00
20020205|1,246.84|1,246.84|1,246.84|1,246.84|9.87|0.80|0.00|0.00
20020204|1,236.97|1,236.97|1,236.97|1,236.97|21.23|1.75|0.00|0.00
20020201|1,215.74|1,215.74|1,215.74|1,215.74|-6.02|-0.49|0.00|0.00
20020131|1,221.76|1,221.76|1,221.76|1,221.76|75.90|6.62|0.00|0.00
20020130|1,145.86|1,145.86|1,145.86|1,145.86|5.48|0.48|0.00|0.00
20020129|1,140.38|1,140.38|1,140.38|1,140.38|27.55|2.48|0.00|0.00
20020128|1,112.83|1,112.83|1,112.83|1,112.83|-76.60|-6.44|0.00|0.00
20020125|1,189.43|1,189.43|1,189.43|1,189.43|-0.15|-0.01|0.00|0.00
20020124|1,189.58|1,189.58|1,189.58|1,189.58|6.43|0.54|0.00|0.00
20020123|1,183.15|1,183.15|1,183.15|1,183.15|73.16|6.59|0.00|0.00
20020122|1,109.99|1,109.99|1,109.99|1,109.99|1.38|0.12|0.00|0.00
20020121|1,108.61|1,108.61|1,108.61|1,108.61|-40.87|-3.56|0.00|0.00
20020118|1,149.48|1,149.48|1,149.48|1,149.48|-2.67|-0.23|0.00|0.00
20020117|1,152.15|1,152.15|1,152.15|1,152.15|-49.73|-4.14|0.00|0.00
20020116|1,201.88|1,201.88|1,201.88|1,201.88|15.45|1.30|0.00|0.00
20020115|1,186.43|1,186.43|1,186.43|1,186.43|-18.72|-1.55|0.00|0.00
20020114|1,205.15|1,205.15|1,205.15|1,205.15|-44.66|-3.57|0.00|0.00
20020111|1,249.81|1,249.81|1,249.81|1,249.81|-31.45|-2.45|0.00|0.00
20020110|1,281.26|1,281.26|1,281.26|1,281.26|8.61|0.68|0.00|0.00
20020109|1,272.65|1,272.65|1,272.65|1,272.65|-20.06|-1.55|0.00|0.00
20020108|1,292.71|1,292.71|1,292.71|1,292.71|-9.37|-0.72|0.00|0.00
20020107|1,302.08|1,302.08|1,302.08|1,302.08|-14.38|-1.09|0.00|0.00
20020104|1,316.46|1,316.46|1,316.46|1,316.46|--|--|0.00|0.00

 ------- 2002/1----------------
20020628|1,431.18|1,431.18|1,431.18|1,431.18|8.67|0.61|0.00|0.00
20020627|1,422.51|1,422.51|1,422.51|1,422.51|5.20|0.37|0.00|0.00
20020626|1,417.31|1,417.31|1,417.31|1,417.31|8.08|0.57|0.00|0.00
20020625|1,409.23|1,409.23|1,409.23|1,409.23|-0.28|-0.02|0.00|0.00
20020624|1,409.51|1,409.51|1,409.51|1,409.51|120.99|9.39|0.00|0.00
20020621|1,288.52|1,288.52|1,288.52|1,288.52|43.44|3.49|0.00|0.00
20020620|1,245.08|1,245.08|1,245.08|1,245.08|9.03|0.73|0.00|0.00
20020619|1,236.05|1,236.05|1,236.05|1,236.05|-12.79|-1.02|0.00|0.00
20020618|1,248.84|1,248.84|1,248.84|1,248.84|24.19|1.98|0.00|0.00
20020617|1,224.65|1,224.65|1,224.65|1,224.65|2.53|0.21|0.00|0.00
20020614|1,222.12|1,222.12|1,222.12|1,222.12|-13.45|-1.09|0.00|0.00
20020613|1,235.57|1,235.57|1,235.57|1,235.57|-11.27|-0.90|0.00|0.00
20020612|1,246.84|1,246.84|1,246.84|1,246.84|-6.01|-0.48|0.00|0.00
20020611|1,252.85|1,252.85|1,252.85|1,252.85|9.11|0.73|0.00|0.00
20020610|1,243.74|1,243.74|1,243.74|1,243.74|-8.77|-0.70|0.00|0.00
20020607|1,252.51|1,252.51|1,252.51|1,252.51|6.90|0.55|0.00|0.00
20020606|1,245.61|1,245.61|1,245.61|1,245.61|48.99|4.09|0.00|0.00
20020605|1,196.62|1,196.62|1,196.62|1,196.62|-22.90|-1.88|0.00|0.00
20020604|1,219.52|1,219.52|1,219.52|1,219.52|6.13|0.51|0.00|0.00
20020603|1,213.39|1,213.39|1,213.39|1,213.39|-25.19|-2.03|0.00|0.00
20020531|1,238.58|1,238.58|1,238.58|1,238.58|-7.31|-0.59|0.00|0.00
20020530|1,245.89|1,245.89|1,245.89|1,245.89|-0.13|-0.01|0.00|0.00
20020529|1,246.02|1,246.02|1,246.02|1,246.02|-24.36|-1.92|0.00|0.00
20020528|1,270.38|1,270.38|1,270.38|1,270.38|0.04|0.00|0.00|0.00
20020527|1,270.34|1,270.34|1,270.34|1,270.34|4.37|0.35|0.00|0.00
20020524|1,265.97|1,265.97|1,265.97|1,265.97|-18.87|-1.47|0.00|0.00
20020523|1,284.84|1,284.84|1,284.84|1,284.84|4.68|0.37|0.00|0.00
20020522|1,280.16|1,280.16|1,280.16|1,280.16|-18.72|-1.44|0.00|0.00
20020521|1,298.88|1,298.88|1,298.88|1,298.88|40.05|3.18|0.00|0.00
20020520|1,258.83|1,258.83|1,258.83|1,258.83|-18.41|-1.44|0.00|0.00
20020517|1,277.24|1,277.24|1,277.24|1,277.24|15.72|1.25|0.00|0.00
20020516|1,261.52|1,261.52|1,261.52|1,261.52|-38.60|-2.97|0.00|0.00
20020515|1,300.12|1,300.12|1,300.12|1,300.12|-11.56|-0.88|0.00|0.00
20020514|1,311.68|1,311.68|1,311.68|1,311.68|-8.13|-0.62|0.00|0.00
20020513|1,319.81|1,319.81|1,319.81|1,319.81|-15.64|-1.17|0.00|0.00
20020510|1,335.45|1,335.45|1,335.45|1,335.45|-9.33|-0.69|0.00|0.00
20020509|1,344.78|1,344.78|1,344.78|1,344.78|2.49|0.19|0.00|0.00
20020508|1,342.29|1,342.29|1,342.29|1,342.29|-11.32|-0.84|0.00|0.00
20020430|1,353.61|1,353.61|1,353.61|1,353.61|3.82|0.28|0.00|0.00
20020429|1,349.79|1,349.79|1,349.79|1,349.79|18.08|1.36|0.00|0.00
20020426|1,331.71|1,331.71|1,331.71|1,331.71|19.23|1.47|0.00|0.00
20020425|1,312.48|1,312.48|1,312.48|1,312.48|2.75|0.21|0.00|0.00
20020424|1,309.73|1,309.73|1,309.73|1,309.73|-8.93|-0.68|0.00|0.00
20020423|1,318.66|1,318.66|1,318.66|1,318.66|-6.21|-0.47|0.00|0.00
20020422|1,324.87|1,324.87|1,324.87|1,324.87|-5.77|-0.43|0.00|0.00
20020419|1,330.64|1,330.64|1,330.64|1,330.64|4.09|0.31|0.00|0.00
20020418|1,326.55|1,326.55|1,326.55|1,326.55|-15.22|-1.13|0.00|0.00
20020417|1,341.77|1,341.77|1,341.77|1,341.77|0.27|0.02|0.00|0.00
20020416|1,341.50|1,341.50|1,341.50|1,341.50|-3.08|-0.23|0.00|0.00
20020415|1,344.58|1,344.58|1,344.58|1,344.58|-6.11|-0.45|0.00|0.00
20020412|1,350.69|1,350.69|1,350.69|1,350.69|5.96|0.44|0.00|0.00
20020411|1,344.73|1,344.73|1,344.73|1,344.73|-21.99|-1.61|0.00|0.00
20020410|1,366.72|1,366.72|1,366.72|1,366.72|8.98|0.66|0.00|0.00
20020409|1,357.74|1,357.74|1,357.74|1,357.74|24.03|1.80|0.00|0.00
20020408|1,333.71|1,333.71|1,333.71|1,333.71|1.51|0.11|0.00|0.00
20020405|1,332.20|1,332.20|1,332.20|1,332.20|-5.53|-0.41|0.00|0.00
20020404|1,337.73|1,337.73|1,337.73|1,337.73|35.48|2.72|0.00|0.00
20020403|1,302.25|1,302.25|1,302.25|1,302.25|5.68|0.44|0.00|0.00
20020402|1,296.57|1,296.57|1,296.57|1,296.57|-21.01|-1.59|0.00|0.00
20020401|1,317.58|1,317.58|1,317.58|1,317.58|4.11|0.31|0.00|0.00

 ------- 2002/2----------------
20020927|1,285.65|1,285.65|1,285.65|1,285.65|-5.73|-0.44|0.00|0.00
20020926|1,291.38|1,291.38|1,291.38|1,291.38|-8.14|-0.63|0.00|0.00
20020925|1,299.52|1,299.52|1,299.52|1,299.52|0.33|0.03|0.00|0.00
20020924|1,299.19|1,299.19|1,299.19|1,299.19|-5.73|-0.44|0.00|0.00
20020923|1,304.92|1,304.92|1,304.92|1,304.92|-0.83|-0.06|0.00|0.00
20020920|1,305.75|1,305.75|1,305.75|1,305.75|-14.07|-1.07|0.00|0.00
20020919|1,319.82|1,319.82|1,319.82|1,319.82|24.26|1.87|0.00|0.00
20020918|1,295.56|1,295.56|1,295.56|1,295.56|-8.82|-0.68|0.00|0.00
20020917|1,304.38|1,304.38|1,304.38|1,304.38|1.76|0.14|0.00|0.00
20020916|1,302.62|1,302.62|1,302.62|1,302.62|-19.19|-1.45|0.00|0.00
20020913|1,321.81|1,321.81|1,321.81|1,321.81|-0.42|-0.03|0.00|0.00
20020912|1,322.23|1,322.23|1,322.23|1,322.23|3.20|0.24|0.00|0.00
20020911|1,319.03|1,319.03|1,319.03|1,319.03|-5.18|-0.39|0.00|0.00
20020910|1,324.21|1,324.21|1,324.21|1,324.21|1.08|0.08|0.00|0.00
20020909|1,323.13|1,323.13|1,323.13|1,323.13|-11.21|-0.84|0.00|0.00
20020906|1,334.34|1,334.34|1,334.34|1,334.34|-7.13|-0.53|0.00|0.00
20020905|1,341.47|1,341.47|1,341.47|1,341.47|-17.31|-1.27|0.00|0.00
20020904|1,358.78|1,358.78|1,358.78|1,358.78|-7.93|-0.58|0.00|0.00
20020903|1,366.71|1,366.71|1,366.71|1,366.71|4.56|0.33|0.00|0.00
20020902|1,362.15|1,362.15|1,362.15|1,362.15|0.85|0.06|0.00|0.00
20020830|1,361.30|1,361.30|1,361.30|1,361.30|-1.37|-0.10|0.00|0.00
20020829|1,362.67|1,362.67|1,362.67|1,362.67|-5.73|-0.42|0.00|0.00
20020828|1,368.40|1,368.40|1,368.40|1,368.40|-1.36|-0.10|0.00|0.00
20020827|1,369.76|1,369.76|1,369.76|1,369.76|3.58|0.26|0.00|0.00
20020826|1,366.18|1,366.18|1,366.18|1,366.18|-13.24|-0.96|0.00|0.00
20020823|1,379.42|1,379.42|1,379.42|1,379.42|-2.13|-0.15|0.00|0.00
20020822|1,381.55|1,381.55|1,381.55|1,381.55|10.59|0.77|0.00|0.00
20020821|1,370.96|1,370.96|1,370.96|1,370.96|0.91|0.07|0.00|0.00
20020820|1,370.05|1,370.05|1,370.05|1,370.05|22.89|1.70|0.00|0.00
20020819|1,347.16|1,347.16|1,347.16|1,347.16|-2.46|-0.18|0.00|0.00
20020816|1,349.62|1,349.62|1,349.62|1,349.62|8.65|0.65|0.00|0.00
20020815|1,340.97|1,340.97|1,340.97|1,340.97|-10.54|-0.78|0.00|0.00
20020814|1,351.51|1,351.51|1,351.51|1,351.51|9.15|0.68|0.00|0.00
20020813|1,342.36|1,342.36|1,342.36|1,342.36|2.14|0.16|0.00|0.00
20020812|1,340.22|1,340.22|1,340.22|1,340.22|-10.09|-0.75|0.00|0.00
20020809|1,350.31|1,350.31|1,350.31|1,350.31|-9.37|-0.69|0.00|0.00
20020808|1,359.68|1,359.68|1,359.68|1,359.68|-7.12|-0.52|0.00|0.00
20020807|1,366.80|1,366.80|1,366.80|1,366.80|-2.19|-0.16|0.00|0.00
20020806|1,368.99|1,368.99|1,368.99|1,368.99|15.51|1.15|0.00|0.00
20020805|1,353.48|1,353.48|1,353.48|1,353.48|-6.51|-0.48|0.00|0.00
20020802|1,359.99|1,359.99|1,359.99|1,359.99|4.69|0.35|0.00|0.00
20020801|1,355.30|1,355.30|1,355.30|1,355.30|-2.86|-0.21|0.00|0.00
20020731|1,358.16|1,358.16|1,358.16|1,358.16|-13.75|-1.00|0.00|0.00
20020730|1,371.91|1,371.91|1,371.91|1,371.91|3.11|0.23|0.00|0.00
20020729|1,368.80|1,368.80|1,368.80|1,368.80|7.39|0.54|0.00|0.00
20020726|1,361.41|1,361.41|1,361.41|1,361.41|-3.59|-0.26|0.00|0.00
20020725|1,365.00|1,365.00|1,365.00|1,365.00|-7.89|-0.57|0.00|0.00
20020724|1,372.89|1,372.89|1,372.89|1,372.89|-2.72|-0.20|0.00|0.00
20020723|1,375.61|1,375.61|1,375.61|1,375.61|-4.67|-0.34|0.00|0.00
20020722|1,380.28|1,380.28|1,380.28|1,380.28|-22.97|-1.64|0.00|0.00
20020719|1,403.25|1,403.25|1,403.25|1,403.25|5.84|0.42|0.00|0.00
20020718|1,397.41|1,397.41|1,397.41|1,397.41|4.39|0.32|0.00|0.00
20020717|1,393.02|1,393.02|1,393.02|1,393.02|10.61|0.77|0.00|0.00
20020716|1,382.41|1,382.41|1,382.41|1,382.41|3.03|0.22|0.00|0.00
20020715|1,379.38|1,379.38|1,379.38|1,379.38|-10.07|-0.72|0.00|0.00
20020712|1,389.45|1,389.45|1,389.45|1,389.45|-1.48|-0.11|0.00|0.00
20020711|1,390.93|1,390.93|1,390.93|1,390.93|-1.97|-0.14|0.00|0.00
20020710|1,392.90|1,392.90|1,392.90|1,392.90|-26.57|-1.87|0.00|0.00
20020709|1,419.47|1,419.47|1,419.47|1,419.47|-4.23|-0.30|0.00|0.00
20020708|1,423.70|1,423.70|1,423.70|1,423.70|8.30|0.59|0.00|0.00
20020705|1,415.40|1,415.40|1,415.40|1,415.40|2.78|0.20|0.00|0.00
20020704|1,412.62|1,412.62|1,412.62|1,412.62|-14.77|-1.03|0.00|0.00
20020703|1,427.39|1,427.39|1,427.39|1,427.39|1.58|0.11|0.00|0.00
20020702|1,425.81|1,425.81|1,425.81|1,425.81|10.48|0.74|0.00|0.00
20020701|1,415.33|1,415.33|1,415.33|1,415.33|-15.85|-1.11|0.00|0.00

 ------- 2002/3----------------
20021231|1,103.64|1,103.64|1,103.64|1,103.64|-5.30|-0.48|0.00|0.00
20021230|1,108.94|1,108.94|1,108.94|1,108.94|-11.34|-1.01|0.00|0.00
20021227|1,120.28|1,120.28|1,120.28|1,120.28|0.92|0.08|0.00|0.00
20021226|1,119.36|1,119.36|1,119.36|1,119.36|-31.80|-2.76|0.00|0.00
20021225|1,151.16|1,151.16|1,151.16|1,151.16|-7.90|-0.68|0.00|0.00
20021224|1,159.06|1,159.06|1,159.06|1,159.06|-0.37|-0.03|0.00|0.00
20021223|1,159.43|1,159.43|1,159.43|1,159.43|2.09|0.18|0.00|0.00
20021220|1,157.34|1,157.34|1,157.34|1,157.34|12.27|1.07|0.00|0.00
20021219|1,145.07|1,145.07|1,145.07|1,145.07|1.13|0.10|0.00|0.00
20021218|1,143.94|1,143.94|1,143.94|1,143.94|-4.66|-0.41|0.00|0.00
20021217|1,148.60|1,148.60|1,148.60|1,148.60|7.08|0.62|0.00|0.00
20021216|1,141.52|1,141.52|1,141.52|1,141.52|9.44|0.83|0.00|0.00
20021213|1,132.08|1,132.08|1,132.08|1,132.08|9.85|0.88|0.00|0.00
20021212|1,122.23|1,122.23|1,122.23|1,122.23|4.79|0.43|0.00|0.00
20021211|1,117.44|1,117.44|1,117.44|1,117.44|-5.47|-0.49|0.00|0.00
20021210|1,122.91|1,122.91|1,122.91|1,122.91|-13.34|-1.17|0.00|0.00
20021209|1,136.25|1,136.25|1,136.25|1,136.25|-3.55|-0.31|0.00|0.00
20021206|1,139.80|1,139.80|1,139.80|1,139.80|0.05|0.00|0.00|0.00
20021205|1,139.75|1,139.75|1,139.75|1,139.75|-7.79|-0.68|0.00|0.00
20021204|1,147.54|1,147.54|1,147.54|1,147.54|2.91|0.25|0.00|0.00
20021203|1,144.63|1,144.63|1,144.63|1,144.63|11.70|1.03|0.00|0.00
20021202|1,132.93|1,132.93|1,132.93|1,132.93|-31.69|-2.72|0.00|0.00
20021129|1,164.62|1,164.62|1,164.62|1,164.62|14.04|1.22|0.00|0.00
20021128|1,150.58|1,150.58|1,150.58|1,150.58|31.62|2.83|0.00|0.00
20021127|1,118.96|1,118.96|1,118.96|1,118.96|7.91|0.71|0.00|0.00
20021126|1,111.05|1,111.05|1,111.05|1,111.05|-22.12|-1.95|0.00|0.00
20021125|1,133.17|1,133.17|1,133.17|1,133.17|5.10|0.45|0.00|0.00
20021122|1,128.07|1,128.07|1,128.07|1,128.07|2.69|0.24|0.00|0.00
20021121|1,125.38|1,125.38|1,125.38|1,125.38|-29.52|-2.56|0.00|0.00
20021120|1,154.90|1,154.90|1,154.90|1,154.90|-27.74|-2.35|0.00|0.00
20021119|1,182.64|1,182.64|1,182.64|1,182.64|7.82|0.67|0.00|0.00
20021118|1,174.82|1,174.82|1,174.82|1,174.82|-12.10|-1.02|0.00|0.00
20021115|1,186.92|1,186.92|1,186.92|1,186.92|3.28|0.28|0.00|0.00
20021114|1,183.64|1,183.64|1,183.64|1,183.64|-22.78|-1.89|0.00|0.00
20021113|1,206.42|1,206.42|1,206.42|1,206.42|5.50|0.46|0.00|0.00
20021112|1,200.92|1,200.92|1,200.92|1,200.92|-17.44|-1.43|0.00|0.00
20021111|1,218.36|1,218.36|1,218.36|1,218.36|-14.58|-1.18|0.00|0.00
20021108|1,232.94|1,232.94|1,232.94|1,232.94|-26.93|-2.14|0.00|0.00
20021107|1,259.87|1,259.87|1,259.87|1,259.87|-0.18|-0.01|0.00|0.00
20021106|1,260.05|1,260.05|1,260.05|1,260.05|-5.68|-0.45|0.00|0.00
20021105|1,265.73|1,265.73|1,265.73|1,265.73|18.93|1.52|0.00|0.00
20021104|1,246.80|1,246.80|1,246.80|1,246.80|18.95|1.54|0.00|0.00
20021101|1,227.85|1,227.85|1,227.85|1,227.85|2.51|0.20|0.00|0.00
20021031|1,225.34|1,225.34|1,225.34|1,225.34|-0.60|-0.05|0.00|0.00
20021030|1,225.94|1,225.94|1,225.94|1,225.94|-0.84|-0.07|0.00|0.00
20021029|1,226.78|1,226.78|1,226.78|1,226.78|7.35|0.60|0.00|0.00
20021028|1,219.43|1,219.43|1,219.43|1,219.43|-14.15|-1.15|0.00|0.00
20021025|1,233.58|1,233.58|1,233.58|1,233.58|-10.98|-0.88|0.00|0.00
20021024|1,244.56|1,244.56|1,244.56|1,244.56|-11.08|-0.88|0.00|0.00
20021023|1,255.64|1,255.64|1,255.64|1,255.64|0.90|0.07|0.00|0.00
20021022|1,254.74|1,254.74|1,254.74|1,254.74|17.38|1.40|0.00|0.00
20021021|1,237.36|1,237.36|1,237.36|1,237.36|3.69|0.30|0.00|0.00
20021018|1,233.67|1,233.67|1,233.67|1,233.67|5.41|0.44|0.00|0.00
20021017|1,228.26|1,228.26|1,228.26|1,228.26|-19.46|-1.56|0.00|0.00
20021016|1,247.72|1,247.72|1,247.72|1,247.72|8.75|0.71|0.00|0.00
20021015|1,238.97|1,238.97|1,238.97|1,238.97|-4.77|-0.38|0.00|0.00
20021014|1,243.74|1,243.74|1,243.74|1,243.74|6.60|0.53|0.00|0.00
20021011|1,237.14|1,237.14|1,237.14|1,237.14|-4.41|-0.36|0.00|0.00
20021010|1,241.55|1,241.55|1,241.55|1,241.55|-5.98|-0.48|0.00|0.00
20021009|1,247.53|1,247.53|1,247.53|1,247.53|-25.41|-2.00|0.00|0.00
20021008|1,272.94|1,272.94|1,272.94|1,272.94|-12.71|-0.99|0.00|0.00

 ------- 2002/4----------------
20030331|1,215.17|1,215.17|1,215.17|1,215.17|15.91|1.33|0.00|0.00
20030328|1,199.26|1,199.26|1,199.26|1,199.26|-2.11|-0.18|0.00|0.00
20030327|1,201.37|1,201.37|1,201.37|1,201.37|30.17|2.58|0.00|0.00
20030326|1,171.20|1,171.20|1,171.20|1,171.20|-4.90|-0.42|0.00|0.00
20030325|1,176.10|1,176.10|1,176.10|1,176.10|-11.54|-0.97|0.00|0.00
20030324|1,187.64|1,187.64|1,187.64|1,187.64|2.22|0.19|0.00|0.00
20030321|1,185.42|1,185.42|1,185.42|1,185.42|9.56|0.81|0.00|0.00
20030320|1,175.86|1,175.86|1,175.86|1,175.86|-4.37|-0.37|0.00|0.00
20030319|1,180.23|1,180.23|1,180.23|1,180.23|6.44|0.55|0.00|0.00
20030318|1,173.79|1,173.79|1,173.79|1,173.79|-5.44|-0.46|0.00|0.00
20030317|1,179.23|1,179.23|1,179.23|1,179.23|1.62|0.14|0.00|0.00
20030314|1,177.61|1,177.61|1,177.61|1,177.61|2.45|0.21|0.00|0.00
20030313|1,175.16|1,175.16|1,175.16|1,175.16|-7.26|-0.61|0.00|0.00
20030312|1,182.42|1,182.42|1,182.42|1,182.42|4.62|0.39|0.00|0.00
20030311|1,177.80|1,177.80|1,177.80|1,177.80|-0.35|-0.03|0.00|0.00
20030310|1,178.15|1,178.15|1,178.15|1,178.15|-20.59|-1.72|0.00|0.00
20030307|1,198.74|1,198.74|1,198.74|1,198.74|-3.70|-0.31|0.00|0.00
20030306|1,202.44|1,202.44|1,202.44|1,202.44|-15.45|-1.27|0.00|0.00
20030305|1,217.89|1,217.89|1,217.89|1,217.89|-4.49|-0.37|0.00|0.00
20030304|1,222.38|1,222.38|1,222.38|1,222.38|-1.03|-0.08|0.00|0.00
20030303|1,223.41|1,223.41|1,223.41|1,223.41|9.55|0.79|0.00|0.00
20030228|1,213.86|1,213.86|1,213.86|1,213.86|-1.60|-0.13|0.00|0.00
20030227|1,215.46|1,215.46|1,215.46|1,215.46|1.06|0.09|0.00|0.00
20030226|1,214.40|1,214.40|1,214.40|1,214.40|-0.45|-0.04|0.00|0.00
20030225|1,214.85|1,214.85|1,214.85|1,214.85|21.86|1.83|0.00|0.00
20030224|1,192.99|1,192.99|1,192.99|1,192.99|1.36|0.11|0.00|0.00
20030221|1,191.63|1,191.63|1,191.63|1,191.63|-23.52|-1.94|0.00|0.00
20030220|1,215.15|1,215.15|1,215.15|1,215.15|-1.43|-0.12|0.00|0.00
20030219|1,216.58|1,216.58|1,216.58|1,216.58|11.64|0.97|0.00|0.00
20030218|1,204.94|1,204.94|1,204.94|1,204.94|0.24|0.02|0.00|0.00
20030217|1,204.70|1,204.70|1,204.70|1,204.70|-9.00|-0.74|0.00|0.00
20030214|1,213.70|1,213.70|1,213.70|1,213.70|4.86|0.40|0.00|0.00
20030213|1,208.84|1,208.84|1,208.84|1,208.84|-5.96|-0.49|0.00|0.00
20030212|1,214.80|1,214.80|1,214.80|1,214.80|13.51|1.12|0.00|0.00
20030211|1,201.29|1,201.29|1,201.29|1,201.29|10.83|0.91|0.00|0.00
20030210|1,190.46|1,190.46|1,190.46|1,190.46|-17.14|-1.42|0.00|0.00
20030129|1,207.60|1,207.60|1,207.60|1,207.60|0.74|0.06|0.00|0.00
20030128|1,206.86|1,206.86|1,206.86|1,206.86|3.54|0.29|0.00|0.00
20030127|1,203.32|1,203.32|1,203.32|1,203.32|15.63|1.32|0.00|0.00
20030124|1,187.69|1,187.69|1,187.69|1,187.69|20.05|1.72|0.00|0.00
20030123|1,167.64|1,167.64|1,167.64|1,167.64|-6.93|-0.59|0.00|0.00
20030122|1,174.57|1,174.57|1,174.57|1,174.57|2.44|0.21|0.00|0.00
20030121|1,172.13|1,172.13|1,172.13|1,172.13|-22.59|-1.89|0.00|0.00
20030120|1,194.72|1,194.72|1,194.72|1,194.72|3.82|0.32|0.00|0.00
20030117|1,190.90|1,190.90|1,190.90|1,190.90|-5.49|-0.46|0.00|0.00
20030116|1,196.39|1,196.39|1,196.39|1,196.39|18.42|1.56|0.00|0.00
20030115|1,177.97|1,177.97|1,177.97|1,177.97|-7.90|-0.67|0.00|0.00
20030114|1,185.87|1,185.87|1,185.87|1,185.87|61.54|5.47|0.00|0.00
20030113|1,124.33|1,124.33|1,124.33|1,124.33|2.75|0.25|0.00|0.00
20030110|1,121.58|1,121.58|1,121.58|1,121.58|-10.59|-0.94|0.00|0.00
20030109|1,132.17|1,132.17|1,132.17|1,132.17|20.34|1.83|0.00|0.00
20030108|1,111.83|1,111.83|1,111.83|1,111.83|30.21|2.79|0.00|0.00
20030107|1,081.62|1,081.62|1,081.62|1,081.62|-3.26|-0.30|0.00|0.00
20030106|1,084.88|1,084.88|1,084.88|1,084.88|11.36|1.06|0.00|0.00
20030103|1,073.52|1,073.52|1,073.52|1,073.52|-1.46|-0.14|0.00|0.00
20030102|1,074.98|1,074.98|1,074.98|1,074.98|-28.66|-2.60|0.00|0.00

 ------- 2003/1----------------
20030630|1,214.55|1,214.55|1,214.55|1,214.55|-6.19|-0.51|0.00|0.00
20030627|1,220.74|1,220.74|1,220.74|1,220.74|-17.74|-1.43|0.00|0.00
