日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅(%),成交量(股),成交金额(元),成交金额(亿元)
2002/3/29,1313.47,1313.47,1313.47,1313.47,-39.06,-2.89,0,0,0
2002/3/28,1352.53,1352.53,1352.53,1352.53,-1.57,-0.12,0,0,0
2002/3/27,1354.1,1354.1,1354.1,1354.1,4.09,0.3,0,0,0
2002/3/26,1350.01,1350.01,1350.01,1350.01,-23,-1.68,0,0,0
2002/3/25,1373.01,1373.01,1373.01,1373.01,3.11,0.23,0,0,0
2002/3/22,1369.9,1369.9,1369.9,1369.9,-15.89,-1.15,0,0,0
2002/3/21,1385.79,1385.79,1385.79,1385.79,3.37,0.24,0,0,0
2002/3/20,1382.42,1382.42,1382.42,1382.42,14.04,1.03,0,0,0
2002/3/19,1368.38,1368.38,1368.38,1368.38,26.47,1.97,0,0,0
2002/3/18,1341.91,1341.91,1341.91,1341.91,3.21,0.24,0,0,0
2002/3/15,1338.7,1338.7,1338.7,1338.7,-37.63,-2.73,0,0,0
2002/3/14,1376.33,1376.33,1376.33,1376.33,33.19,2.47,0,0,0
2002/3/13,1343.14,1343.14,1343.14,1343.14,-19.26,-1.41,0,0,0
2002/3/12,1362.4,1362.4,1362.4,1362.4,-14.64,-1.06,0,0,0
2002/3/11,1377.04,1377.04,1377.04,1377.04,25.19,1.86,0,0,0
2002/3/8,1351.85,1351.85,1351.85,1351.85,23.46,1.77,0,0,0
2002/3/7,1328.39,1328.39,1328.39,1328.39,39.95,3.1,0,0,0
2002/3/6,1288.44,1288.44,1288.44,1288.44,12.83,1.01,0,0,0
2002/3/5,1275.61,1275.61,1275.61,1275.61,29.74,2.39,0,0,0
2002/3/4,1245.87,1245.87,1245.87,1245.87,18.64,1.52,0,0,0
2002/3/1,1227.23,1227.23,1227.23,1227.23,-17.37,-1.4,0,0,0
2002/2/28,1244.6,1244.6,1244.6,1244.6,-11.4,-0.91,0,0,0
2002/2/27,1256,1256,1256,1256,2.88,0.23,0,0,0
2002/2/26,1253.12,1253.12,1253.12,1253.12,-1.49,-0.12,0,0,0
2002/2/25,1254.61,1254.61,1254.61,1254.61,19.52,1.58,0,0,0
2002/2/8,1235.09,1235.09,1235.09,1235.09,-5.93,-0.48,0,0,0
2002/2/7,1241.02,1241.02,1241.02,1241.02,24.23,1.99,0,0,0
2002/2/6,1216.79,1216.79,1216.79,1216.79,-30.05,-2.41,0,0,0
2002/2/5,1246.84,1246.84,1246.84,1246.84,9.87,0.8,0,0,0
2002/2/4,1236.97,1236.97,1236.97,1236.97,21.23,1.75,0,0,0
2002/2/1,1215.74,1215.74,1215.74,1215.74,-6.02,-0.49,0,0,0
2002/1/31,1221.76,1221.76,1221.76,1221.76,75.9,6.62,0,0,0
2002/1/30,1145.86,1145.86,1145.86,1145.86,5.48,0.48,0,0,0
2002/1/29,1140.38,1140.38,1140.38,1140.38,27.55,2.48,0,0,0
2002/1/28,1112.83,1112.83,1112.83,1112.83,-76.6,-6.44,0,0,0
2002/1/25,1189.43,1189.43,1189.43,1189.43,-0.15,-0.01,0,0,0
2002/1/24,1189.58,1189.58,1189.58,1189.58,6.43,0.54,0,0,0
2002/1/23,1183.15,1183.15,1183.15,1183.15,73.16,6.59,0,0,0
2002/1/22,1109.99,1109.99,1109.99,1109.99,1.38,0.12,0,0,0
2002/1/21,1108.61,1108.61,1108.61,1108.61,-40.87,-3.56,0,0,0
2002/1/18,1149.48,1149.48,1149.48,1149.48,-2.67,-0.23,0,0,0
2002/1/17,1152.15,1152.15,1152.15,1152.15,-49.73,-4.14,0,0,0
2002/1/16,1201.88,1201.88,1201.88,1201.88,15.45,1.3,0,0,0
2002/1/15,1186.43,1186.43,1186.43,1186.43,-18.72,-1.55,0,0,0
2002/1/14,1205.15,1205.15,1205.15,1205.15,-44.66,-3.57,0,0,0
2002/1/11,1249.81,1249.81,1249.81,1249.81,-31.45,-2.45,0,0,0
2002/1/10,1281.26,1281.26,1281.26,1281.26,8.61,0.68,0,0,0
2002/1/9,1272.65,1272.65,1272.65,1272.65,-20.06,-1.55,0,0,0
2002/1/8,1292.71,1292.71,1292.71,1292.71,-9.37,-0.72,0,0,0
2002/1/7,1302.08,1302.08,1302.08,1302.08,-14.38,-1.09,0,0,0
2002/1/4,1316.46,1316.46,1316.46,1316.46,--,--,0,0,0
2002/6/28,1431.18,1431.18,1431.18,1431.18,8.67,0.61,0,0,0
2002/6/27,1422.51,1422.51,1422.51,1422.51,5.2,0.37,0,0,0
2002/6/26,1417.31,1417.31,1417.31,1417.31,8.08,0.57,0,0,0
2002/6/25,1409.23,1409.23,1409.23,1409.23,-0.28,-0.02,0,0,0
2002/6/24,1409.51,1409.51,1409.51,1409.51,120.99,9.39,0,0,0
2002/6/21,1288.52,1288.52,1288.52,1288.52,43.44,3.49,0,0,0
2002/6/20,1245.08,1245.08,1245.08,1245.08,9.03,0.73,0,0,0
2002/6/19,1236.05,1236.05,1236.05,1236.05,-12.79,-1.02,0,0,0
2002/6/18,1248.84,1248.84,1248.84,1248.84,24.19,1.98,0,0,0
2002/6/17,1224.65,1224.65,1224.65,1224.65,2.53,0.21,0,0,0
2002/6/14,1222.12,1222.12,1222.12,1222.12,-13.45,-1.09,0,0,0
2002/6/13,1235.57,1235.57,1235.57,1235.57,-11.27,-0.9,0,0,0
2002/6/12,1246.84,1246.84,1246.84,1246.84,-6.01,-0.48,0,0,0
2002/6/11,1252.85,1252.85,1252.85,1252.85,9.11,0.73,0,0,0
2002/6/10,1243.74,1243.74,1243.74,1243.74,-8.77,-0.7,0,0,0
2002/6/7,1252.51,1252.51,1252.51,1252.51,6.9,0.55,0,0,0
2002/6/6,1245.61,1245.61,1245.61,1245.61,48.99,4.09,0,0,0
2002/6/5,1196.62,1196.62,1196.62,1196.62,-22.9,-1.88,0,0,0
2002/6/4,1219.52,1219.52,1219.52,1219.52,6.13,0.51,0,0,0
2002/6/3,1213.39,1213.39,1213.39,1213.39,-25.19,-2.03,0,0,0
2002/5/31,1238.58,1238.58,1238.58,1238.58,-7.31,-0.59,0,0,0
2002/5/30,1245.89,1245.89,1245.89,1245.89,-0.13,-0.01,0,0,0
2002/5/29,1246.02,1246.02,1246.02,1246.02,-24.36,-1.92,0,0,0
2002/5/28,1270.38,1270.38,1270.38,1270.38,0.04,0,0,0,0
2002/5/27,1270.34,1270.34,1270.34,1270.34,4.37,0.35,0,0,0
2002/5/24,1265.97,1265.97,1265.97,1265.97,-18.87,-1.47,0,0,0
2002/5/23,1284.84,1284.84,1284.84,1284.84,4.68,0.37,0,0,0
2002/5/22,1280.16,1280.16,1280.16,1280.16,-18.72,-1.44,0,0,0
2002/5/21,1298.88,1298.88,1298.88,1298.88,40.05,3.18,0,0,0
2002/5/20,1258.83,1258.83,1258.83,1258.83,-18.41,-1.44,0,0,0
2002/5/17,1277.24,1277.24,1277.24,1277.24,15.72,1.25,0,0,0
2002/5/16,1261.52,1261.52,1261.52,1261.52,-38.6,-2.97,0,0,0
2002/5/15,1300.12,1300.12,1300.12,1300.12,-11.56,-0.88,0,0,0
2002/5/14,1311.68,1311.68,1311.68,1311.68,-8.13,-0.62,0,0,0
2002/5/13,1319.81,1319.81,1319.81,1319.81,-15.64,-1.17,0,0,0
2002/5/10,1335.45,1335.45,1335.45,1335.45,-9.33,-0.69,0,0,0
2002/5/9,1344.78,1344.78,1344.78,1344.78,2.49,0.19,0,0,0
2002/5/8,1342.29,1342.29,1342.29,1342.29,-11.32,-0.84,0,0,0
2002/4/30,1353.61,1353.61,1353.61,1353.61,3.82,0.28,0,0,0
2002/4/29,1349.79,1349.79,1349.79,1349.79,18.08,1.36,0,0,0
2002/4/26,1331.71,1331.71,1331.71,1331.71,19.23,1.47,0,0,0
2002/4/25,1312.48,1312.48,1312.48,1312.48,2.75,0.21,0,0,0
2002/4/24,1309.73,1309.73,1309.73,1309.73,-8.93,-0.68,0,0,0
2002/4/23,1318.66,1318.66,1318.66,1318.66,-6.21,-0.47,0,0,0
2002/4/22,1324.87,1324.87,1324.87,1324.87,-5.77,-0.43,0,0,0
2002/4/19,1330.64,1330.64,1330.64,1330.64,4.09,0.31,0,0,0
2002/4/18,1326.55,1326.55,1326.55,1326.55,-15.22,-1.13,0,0,0
2002/4/17,1341.77,1341.77,1341.77,1341.77,0.27,0.02,0,0,0
2002/4/16,1341.5,1341.5,1341.5,1341.5,-3.08,-0.23,0,0,0
2002/4/15,1344.58,1344.58,1344.58,1344.58,-6.11,-0.45,0,0,0
2002/4/12,1350.69,1350.69,1350.69,1350.69,5.96,0.44,0,0,0
2002/4/11,1344.73,1344.73,1344.73,1344.73,-21.99,-1.61,0,0,0
2002/4/10,1366.72,1366.72,1366.72,1366.72,8.98,0.66,0,0,0
2002/4/9,1357.74,1357.74,1357.74,1357.74,24.03,1.8,0,0,0
2002/4/8,1333.71,1333.71,1333.71,1333.71,1.51,0.11,0,0,0
2002/4/5,1332.2,1332.2,1332.2,1332.2,-5.53,-0.41,0,0,0
2002/4/4,1337.73,1337.73,1337.73,1337.73,35.48,2.72,0,0,0
2002/4/3,1302.25,1302.25,1302.25,1302.25,5.68,0.44,0,0,0
2002/4/2,1296.57,1296.57,1296.57,1296.57,-21.01,-1.59,0,0,0
2002/4/1,1317.58,1317.58,1317.58,1317.58,4.11,0.31,0,0,0
2002/9/27,1285.65,1285.65,1285.65,1285.65,-5.73,-0.44,0,0,0
2002/9/26,1291.38,1291.38,1291.38,1291.38,-8.14,-0.63,0,0,0
2002/9/25,1299.52,1299.52,1299.52,1299.52,0.33,0.03,0,0,0
2002/9/24,1299.19,1299.19,1299.19,1299.19,-5.73,-0.44,0,0,0
2002/9/23,1304.92,1304.92,1304.92,1304.92,-0.83,-0.06,0,0,0
2002/9/20,1305.75,1305.75,1305.75,1305.75,-14.07,-1.07,0,0,0
2002/9/19,1319.82,1319.82,1319.82,1319.82,24.26,1.87,0,0,0
2002/9/18,1295.56,1295.56,1295.56,1295.56,-8.82,-0.68,0,0,0
2002/9/17,1304.38,1304.38,1304.38,1304.38,1.76,0.14,0,0,0
2002/9/16,1302.62,1302.62,1302.62,1302.62,-19.19,-1.45,0,0,0
2002/9/13,1321.81,1321.81,1321.81,1321.81,-0.42,-0.03,0,0,0
2002/9/12,1322.23,1322.23,1322.23,1322.23,3.2,0.24,0,0,0
2002/9/11,1319.03,1319.03,1319.03,1319.03,-5.18,-0.39,0,0,0
2002/9/10,1324.21,1324.21,1324.21,1324.21,1.08,0.08,0,0,0
2002/9/9,1323.13,1323.13,1323.13,1323.13,-11.21,-0.84,0,0,0
2002/9/6,1334.34,1334.34,1334.34,1334.34,-7.13,-0.53,0,0,0
2002/9/5,1341.47,1341.47,1341.47,1341.47,-17.31,-1.27,0,0,0
2002/9/4,1358.78,1358.78,1358.78,1358.78,-7.93,-0.58,0,0,0
2002/9/3,1366.71,1366.71,1366.71,1366.71,4.56,0.33,0,0,0
2002/9/2,1362.15,1362.15,1362.15,1362.15,0.85,0.06,0,0,0
2002/8/30,1361.3,1361.3,1361.3,1361.3,-1.37,-0.1,0,0,0
2002/8/29,1362.67,1362.67,1362.67,1362.67,-5.73,-0.42,0,0,0
2002/8/28,1368.4,1368.4,1368.4,1368.4,-1.36,-0.1,0,0,0
2002/8/27,1369.76,1369.76,1369.76,1369.76,3.58,0.26,0,0,0
2002/8/26,1366.18,1366.18,1366.18,1366.18,-13.24,-0.96,0,0,0
2002/8/23,1379.42,1379.42,1379.42,1379.42,-2.13,-0.15,0,0,0
2002/8/22,1381.55,1381.55,1381.55,1381.55,10.59,0.77,0,0,0
2002/8/21,1370.96,1370.96,1370.96,1370.96,0.91,0.07,0,0,0
2002/8/20,1370.05,1370.05,1370.05,1370.05,22.89,1.7,0,0,0
2002/8/19,1347.16,1347.16,1347.16,1347.16,-2.46,-0.18,0,0,0
2002/8/16,1349.62,1349.62,1349.62,1349.62,8.65,0.65,0,0,0
2002/8/15,1340.97,1340.97,1340.97,1340.97,-10.54,-0.78,0,0,0
2002/8/14,1351.51,1351.51,1351.51,1351.51,9.15,0.68,0,0,0
2002/8/13,1342.36,1342.36,1342.36,1342.36,2.14,0.16,0,0,0
2002/8/12,1340.22,1340.22,1340.22,1340.22,-10.09,-0.75,0,0,0
2002/8/9,1350.31,1350.31,1350.31,1350.31,-9.37,-0.69,0,0,0
2002/8/8,1359.68,1359.68,1359.68,1359.68,-7.12,-0.52,0,0,0
2002/8/7,1366.8,1366.8,1366.8,1366.8,-2.19,-0.16,0,0,0
2002/8/6,1368.99,1368.99,1368.99,1368.99,15.51,1.15,0,0,0
2002/8/5,1353.48,1353.48,1353.48,1353.48,-6.51,-0.48,0,0,0
2002/8/2,1359.99,1359.99,1359.99,1359.99,4.69,0.35,0,0,0
2002/8/1,1355.3,1355.3,1355.3,1355.3,-2.86,-0.21,0,0,0
2002/7/31,1358.16,1358.16,1358.16,1358.16,-13.75,-1,0,0,0
2002/7/30,1371.91,1371.91,1371.91,1371.91,3.11,0.23,0,0,0
2002/7/29,1368.8,1368.8,1368.8,1368.8,7.39,0.54,0,0,0
2002/7/26,1361.41,1361.41,1361.41,1361.41,-3.59,-0.26,0,0,0
2002/7/25,1365,1365,1365,1365,-7.89,-0.57,0,0,0
2002/7/24,1372.89,1372.89,1372.89,1372.89,-2.72,-0.2,0,0,0
2002/7/23,1375.61,1375.61,1375.61,1375.61,-4.67,-0.34,0,0,0
2002/7/22,1380.28,1380.28,1380.28,1380.28,-22.97,-1.64,0,0,0
2002/7/19,1403.25,1403.25,1403.25,1403.25,5.84,0.42,0,0,0
2002/7/18,1397.41,1397.41,1397.41,1397.41,4.39,0.32,0,0,0
2002/7/17,1393.02,1393.02,1393.02,1393.02,10.61,0.77,0,0,0
2002/7/16,1382.41,1382.41,1382.41,1382.41,3.03,0.22,0,0,0
2002/7/15,1379.38,1379.38,1379.38,1379.38,-10.07,-0.72,0,0,0
2002/7/12,1389.45,1389.45,1389.45,1389.45,-1.48,-0.11,0,0,0
2002/7/11,1390.93,1390.93,1390.93,1390.93,-1.97,-0.14,0,0,0
2002/7/10,1392.9,1392.9,1392.9,1392.9,-26.57,-1.87,0,0,0
2002/7/9,1419.47,1419.47,1419.47,1419.47,-4.23,-0.3,0,0,0
2002/7/8,1423.7,1423.7,1423.7,1423.7,8.3,0.59,0,0,0
2002/7/5,1415.4,1415.4,1415.4,1415.4,2.78,0.2,0,0,0
2002/7/4,1412.62,1412.62,1412.62,1412.62,-14.77,-1.03,0,0,0
2002/7/3,1427.39,1427.39,1427.39,1427.39,1.58,0.11,0,0,0
2002/7/2,1425.81,1425.81,1425.81,1425.81,10.48,0.74,0,0,0
2002/7/1,1415.33,1415.33,1415.33,1415.33,-15.85,-1.11,0,0,0
2002/12/31,1103.64,1103.64,1103.64,1103.64,-5.3,-0.48,0,0,0
2002/12/30,1108.94,1108.94,1108.94,1108.94,-11.34,-1.01,0,0,0
2002/12/27,1120.28,1120.28,1120.28,1120.28,0.92,0.08,0,0,0
2002/12/26,1119.36,1119.36,1119.36,1119.36,-31.8,-2.76,0,0,0
2002/12/25,1151.16,1151.16,1151.16,1151.16,-7.9,-0.68,0,0,0
2002/12/24,1159.06,1159.06,1159.06,1159.06,-0.37,-0.03,0,0,0
2002/12/23,1159.43,1159.43,1159.43,1159.43,2.09,0.18,0,0,0
2002/12/20,1157.34,1157.34,1157.34,1157.34,12.27,1.07,0,0,0
2002/12/19,1145.07,1145.07,1145.07,1145.07,1.13,0.1,0,0,0
2002/12/18,1143.94,1143.94,1143.94,1143.94,-4.66,-0.41,0,0,0
2002/12/17,1148.6,1148.6,1148.6,1148.6,7.08,0.62,0,0,0
2002/12/16,1141.52,1141.52,1141.52,1141.52,9.44,0.83,0,0,0
2002/12/13,1132.08,1132.08,1132.08,1132.08,9.85,0.88,0,0,0
2002/12/12,1122.23,1122.23,1122.23,1122.23,4.79,0.43,0,0,0
2002/12/11,1117.44,1117.44,1117.44,1117.44,-5.47,-0.49,0,0,0
2002/12/10,1122.91,1122.91,1122.91,1122.91,-13.34,-1.17,0,0,0
2002/12/9,1136.25,1136.25,1136.25,1136.25,-3.55,-0.31,0,0,0
2002/12/6,1139.8,1139.8,1139.8,1139.8,0.05,0,0,0,0
2002/12/5,1139.75,1139.75,1139.75,1139.75,-7.79,-0.68,0,0,0
2002/12/4,1147.54,1147.54,1147.54,1147.54,2.91,0.25,0,0,0
2002/12/3,1144.63,1144.63,1144.63,1144.63,11.7,1.03,0,0,0
2002/12/2,1132.93,1132.93,1132.93,1132.93,-31.69,-2.72,0,0,0
2002/11/29,1164.62,1164.62,1164.62,1164.62,14.04,1.22,0,0,0
2002/11/28,1150.58,1150.58,1150.58,1150.58,31.62,2.83,0,0,0
2002/11/27,1118.96,1118.96,1118.96,1118.96,7.91,0.71,0,0,0
2002/11/26,1111.05,1111.05,1111.05,1111.05,-22.12,-1.95,0,0,0
2002/11/25,1133.17,1133.17,1133.17,1133.17,5.1,0.45,0,0,0
2002/11/22,1128.07,1128.07,1128.07,1128.07,2.69,0.24,0,0,0
2002/11/21,1125.38,1125.38,1125.38,1125.38,-29.52,-2.56,0,0,0
2002/11/20,1154.9,1154.9,1154.9,1154.9,-27.74,-2.35,0,0,0
2002/11/19,1182.64,1182.64,1182.64,1182.64,7.82,0.67,0,0,0
2002/11/18,1174.82,1174.82,1174.82,1174.82,-12.1,-1.02,0,0,0
2002/11/15,1186.92,1186.92,1186.92,1186.92,3.28,0.28,0,0,0
2002/11/14,1183.64,1183.64,1183.64,1183.64,-22.78,-1.89,0,0,0
2002/11/13,1206.42,1206.42,1206.42,1206.42,5.5,0.46,0,0,0
2002/11/12,1200.92,1200.92,1200.92,1200.92,-17.44,-1.43,0,0,0
2002/11/11,1218.36,1218.36,1218.36,1218.36,-14.58,-1.18,0,0,0
2002/11/8,1232.94,1232.94,1232.94,1232.94,-26.93,-2.14,0,0,0
2002/11/7,1259.87,1259.87,1259.87,1259.87,-0.18,-0.01,0,0,0
2002/11/6,1260.05,1260.05,1260.05,1260.05,-5.68,-0.45,0,0,0
2002/11/5,1265.73,1265.73,1265.73,1265.73,18.93,1.52,0,0,0
2002/11/4,1246.8,1246.8,1246.8,1246.8,18.95,1.54,0,0,0
2002/11/1,1227.85,1227.85,1227.85,1227.85,2.51,0.2,0,0,0
2002/10/31,1225.34,1225.34,1225.34,1225.34,-0.6,-0.05,0,0,0
2002/10/30,1225.94,1225.94,1225.94,1225.94,-0.84,-0.07,0,0,0
2002/10/29,1226.78,1226.78,1226.78,1226.78,7.35,0.6,0,0,0
2002/10/28,1219.43,1219.43,1219.43,1219.43,-14.15,-1.15,0,0,0
2002/10/25,1233.58,1233.58,1233.58,1233.58,-10.98,-0.88,0,0,0
2002/10/24,1244.56,1244.56,1244.56,1244.56,-11.08,-0.88,0,0,0
2002/10/23,1255.64,1255.64,1255.64,1255.64,0.9,0.07,0,0,0
2002/10/22,1254.74,1254.74,1254.74,1254.74,17.38,1.4,0,0,0
2002/10/21,1237.36,1237.36,1237.36,1237.36,3.69,0.3,0,0,0
2002/10/18,1233.67,1233.67,1233.67,1233.67,5.41,0.44,0,0,0
2002/10/17,1228.26,1228.26,1228.26,1228.26,-19.46,-1.56,0,0,0
2002/10/16,1247.72,1247.72,1247.72,1247.72,8.75,0.71,0,0,0
2002/10/15,1238.97,1238.97,1238.97,1238.97,-4.77,-0.38,0,0,0
2002/10/14,1243.74,1243.74,1243.74,1243.74,6.6,0.53,0,0,0
2002/10/11,1237.14,1237.14,1237.14,1237.14,-4.41,-0.36,0,0,0
2002/10/10,1241.55,1241.55,1241.55,1241.55,-5.98,-0.48,0,0,0
2002/10/9,1247.53,1247.53,1247.53,1247.53,-25.41,-2,0,0,0
2002/10/8,1272.94,1272.94,1272.94,1272.94,-12.71,-0.99,0,0,0
2003/3/31,1215.17,1215.17,1215.17,1215.17,15.91,1.33,0,0,0
2003/3/28,1199.26,1199.26,1199.26,1199.26,-2.11,-0.18,0,0,0
2003/3/27,1201.37,1201.37,1201.37,1201.37,30.17,2.58,0,0,0
2003/3/26,1171.2,1171.2,1171.2,1171.2,-4.9,-0.42,0,0,0
2003/3/25,1176.1,1176.1,1176.1,1176.1,-11.54,-0.97,0,0,0
2003/3/24,1187.64,1187.64,1187.64,1187.64,2.22,0.19,0,0,0
2003/3/21,1185.42,1185.42,1185.42,1185.42,9.56,0.81,0,0,0
2003/3/20,1175.86,1175.86,1175.86,1175.86,-4.37,-0.37,0,0,0
2003/3/19,1180.23,1180.23,1180.23,1180.23,6.44,0.55,0,0,0
2003/3/18,1173.79,1173.79,1173.79,1173.79,-5.44,-0.46,0,0,0
2003/3/17,1179.23,1179.23,1179.23,1179.23,1.62,0.14,0,0,0
2003/3/14,1177.61,1177.61,1177.61,1177.61,2.45,0.21,0,0,0
2003/3/13,1175.16,1175.16,1175.16,1175.16,-7.26,-0.61,0,0,0
2003/3/12,1182.42,1182.42,1182.42,1182.42,4.62,0.39,0,0,0
2003/3/11,1177.8,1177.8,1177.8,1177.8,-0.35,-0.03,0,0,0
2003/3/10,1178.15,1178.15,1178.15,1178.15,-20.59,-1.72,0,0,0
2003/3/7,1198.74,1198.74,1198.74,1198.74,-3.7,-0.31,0,0,0
2003/3/6,1202.44,1202.44,1202.44,1202.44,-15.45,-1.27,0,0,0
2003/3/5,1217.89,1217.89,1217.89,1217.89,-4.49,-0.37,0,0,0
2003/3/4,1222.38,1222.38,1222.38,1222.38,-1.03,-0.08,0,0,0
2003/3/3,1223.41,1223.41,1223.41,1223.41,9.55,0.79,0,0,0
2003/2/28,1213.86,1213.86,1213.86,1213.86,-1.6,-0.13,0,0,0
2003/2/27,1215.46,1215.46,1215.46,1215.46,1.06,0.09,0,0,0
2003/2/26,1214.4,1214.4,1214.4,1214.4,-0.45,-0.04,0,0,0
2003/2/25,1214.85,1214.85,1214.85,1214.85,21.86,1.83,0,0,0
2003/2/24,1192.99,1192.99,1192.99,1192.99,1.36,0.11,0,0,0
2003/2/21,1191.63,1191.63,1191.63,1191.63,-23.52,-1.94,0,0,0
2003/2/20,1215.15,1215.15,1215.15,1215.15,-1.43,-0.12,0,0,0
2003/2/19,1216.58,1216.58,1216.58,1216.58,11.64,0.97,0,0,0
2003/2/18,1204.94,1204.94,1204.94,1204.94,0.24,0.02,0,0,0
2003/2/17,1204.7,1204.7,1204.7,1204.7,-9,-0.74,0,0,0
2003/2/14,1213.7,1213.7,1213.7,1213.7,4.86,0.4,0,0,0
2003/2/13,1208.84,1208.84,1208.84,1208.84,-5.96,-0.49,0,0,0
2003/2/12,1214.8,1214.8,1214.8,1214.8,13.51,1.12,0,0,0
2003/2/11,1201.29,1201.29,1201.29,1201.29,10.83,0.91,0,0,0
2003/2/10,1190.46,1190.46,1190.46,1190.46,-17.14,-1.42,0,0,0
2003/1/29,1207.6,1207.6,1207.6,1207.6,0.74,0.06,0,0,0
2003/1/28,1206.86,1206.86,1206.86,1206.86,3.54,0.29,0,0,0
2003/1/27,1203.32,1203.32,1203.32,1203.32,15.63,1.32,0,0,0
2003/1/24,1187.69,1187.69,1187.69,1187.69,20.05,1.72,0,0,0
2003/1/23,1167.64,1167.64,1167.64,1167.64,-6.93,-0.59,0,0,0
2003/1/22,1174.57,1174.57,1174.57,1174.57,2.44,0.21,0,0,0
2003/1/21,1172.13,1172.13,1172.13,1172.13,-22.59,-1.89,0,0,0
2003/1/20,1194.72,1194.72,1194.72,1194.72,3.82,0.32,0,0,0
2003/1/17,1190.9,1190.9,1190.9,1190.9,-5.49,-0.46,0,0,0
2003/1/16,1196.39,1196.39,1196.39,1196.39,18.42,1.56,0,0,0
2003/1/15,1177.97,1177.97,1177.97,1177.97,-7.9,-0.67,0,0,0
2003/1/14,1185.87,1185.87,1185.87,1185.87,61.54,5.47,0,0,0
2003/1/13,1124.33,1124.33,1124.33,1124.33,2.75,0.25,0,0,0
2003/1/10,1121.58,1121.58,1121.58,1121.58,-10.59,-0.94,0,0,0
2003/1/9,1132.17,1132.17,1132.17,1132.17,20.34,1.83,0,0,0
2003/1/8,1111.83,1111.83,1111.83,1111.83,30.21,2.79,0,0,0
2003/1/7,1081.62,1081.62,1081.62,1081.62,-3.26,-0.3,0,0,0
2003/1/6,1084.88,1084.88,1084.88,1084.88,11.36,1.06,0,0,0
2003/1/3,1073.52,1073.52,1073.52,1073.52,-1.46,-0.14,0,0,0
2003/1/2,1074.98,1074.98,1074.98,1074.98,-28.66,-2.6,0,0,0
2003/6/30,1214.55,1214.55,1214.55,1214.55,-6.19,-0.51,0,0,0
2003/6/27,1220.74,1220.74,1220.74,1220.74,-17.74,-1.43,0,0,0
2003/6/26,1238.48,1238.48,1238.48,1238.48,11.84,0.97,0,0,0
2003/6/25,1226.64,1226.64,1226.64,1226.64,-8.48,-0.69,0,0,0
2003/6/24,1235.12,1235.12,1235.12,1235.12,3.18,0.26,0,0,0
2003/6/23,1231.94,1231.94,1231.94,1231.94,-12.72,-1.02,0,0,0
2003/6/20,1244.66,1244.66,1244.66,1244.66,-9.02,-0.72,0,0,0
2003/6/19,1253.68,1253.68,1253.68,1253.68,-13.04,-1.03,0,0,0
2003/6/18,1266.72,1266.72,1266.72,1266.72,-2.2,-0.17,0,0,0
2003/6/17,1268.92,1268.92,1268.92,1268.92,-4.64,-0.36,0,0,0
2003/6/16,1273.56,1273.56,1273.56,1273.56,-3.76,-0.29,0,0,0
2003/6/13,1277.32,1277.32,1277.32,1277.32,3.81,0.3,0,0,0
2003/6/12,1273.51,1273.51,1273.51,1273.51,-4.76,-0.37,0,0,0
2003/6/11,1278.27,1278.27,1278.27,1278.27,22.34,1.78,0,0,0
2003/6/10,1255.93,1255.93,1255.93,1255.93,6.76,0.54,0,0,0
2003/6/9,1249.17,1249.17,1249.17,1249.17,-12.89,-1.02,0,0,0
2003/6/6,1262.06,1262.06,1262.06,1262.06,-17.48,-1.37,0,0,0
2003/6/5,1279.54,1279.54,1279.54,1279.54,-16.9,-1.3,0,0,0
2003/6/4,1296.44,1296.44,1296.44,1296.44,10.79,0.84,0,0,0
2003/6/3,1285.65,1285.65,1285.65,1285.65,-14.84,-1.14,0,0,0
2003/6/2,1300.49,1300.49,1300.49,1300.49,-0.38,-0.03,0,0,0
2003/5/30,1300.87,1300.87,1300.87,1300.87,6.1,0.47,0,0,0
2003/5/29,1294.77,1294.77,1294.77,1294.77,17.08,1.34,0,0,0
2003/5/28,1277.69,1277.69,1277.69,1277.69,-15.99,-1.24,0,0,0
2003/5/27,1293.68,1293.68,1293.68,1293.68,0.99,0.08,0,0,0
2003/5/26,1292.69,1292.69,1292.69,1292.69,9.02,0.7,0,0,0
2003/5/23,1283.67,1283.67,1283.67,1283.67,13.24,1.04,0,0,0
2003/5/22,1270.43,1270.43,1270.43,1270.43,11.41,0.91,0,0,0
2003/5/21,1259.02,1259.02,1259.02,1259.02,-2.31,-0.18,0,0,0
2003/5/20,1261.33,1261.33,1261.33,1261.33,-14.53,-1.14,0,0,0
2003/5/19,1275.86,1275.86,1275.86,1275.86,1.6,0.13,0,0,0
2003/5/16,1274.26,1274.26,1274.26,1274.26,0.89,0.07,0,0,0
2003/5/15,1273.37,1273.37,1273.37,1273.37,30.27,2.44,0,0,0
2003/5/14,1243.1,1243.1,1243.1,1243.1,26.67,2.19,0,0,0
2003/5/13,1216.43,1216.43,1216.43,1216.43,-34.88,-2.79,0,0,0
2003/5/12,1251.31,1251.31,1251.31,1251.31,11.36,0.92,0,0,0
2003/4/30,1239.95,1239.95,1239.95,1239.95,8.39,0.68,0,0,0
2003/4/29,1231.56,1231.56,1231.56,1231.56,-19.12,-1.53,0,0,0
2003/4/28,1250.68,1250.68,1250.68,1250.68,45.3,3.76,0,0,0
