日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅(%),成交量(股),成交金额(元)
20161121,3188.5,3229.76,3188.28,3218.15,25.29,0.79,230652844,2.63178E+11
20161118,3207.19,3212.39,3187.5,3192.86,-15.6,-0.49,209826639,2.35352E+11
20161117,3198.5,3211.05,3187.21,3208.45,3.4,0.11,214206240,2.26776E+11
20161116,3208.5,3210.89,3195.41,3205.06,-1.93,-0.06,221766993,2.44855E+11
20161115,3209.95,3214.29,3195.04,3206.99,-3.39,-0.11,240886350,2.67004E+11
20161114,3187.71,3221.46,3186.8,3210.37,14.33,0.45,329608313,3.46975E+11
20161111,3169.4,3202.74,3166.07,3196.04,24.76,0.78,310854579,3.43774E+11
20161110,3148.54,3172.31,3148.54,3171.28,42.91,1.37,244192602,2.85993E+11
20161109,3146.08,3146.95,3096.95,3128.37,-19.52,-0.62,241114958,2.77229E+11
20161108,3140.94,3156.88,3134.95,3147.89,14.55,0.46,190846979,2.21585E+11
20161107,3124.89,3139.2,3117.1,3133.33,8.02,0.26,179418490,2.10602E+11
20161104,3126.35,3141.33,3119.54,3125.32,-3.62,-0.12,197683197,2.39043E+11
20161103,3096.77,3140.93,3094.1,3128.94,26.2,0.84,222986260,2.6582E+11
20161102,3115.73,3118.98,3099.82,3102.73,-19.7,-0.63,182722067,2.21677E+11
20161101,3101.66,3122.61,3097.04,3122.44,21.94,0.71,160232032,1.95832E+11
20161031,3097.19,3102.3,3081.07,3100.49,-3.78,-0.12,151506764,1.78428E+11
20161028,3111.7,3128.64,3101.24,3104.27,-8.08,-0.26,181774123,2.12593E+11
20161027,3112.6,3114.76,3100.39,3112.35,-3.96,-0.13,158008789,1.82237E+11
20161026,3129.84,3129.84,3110.39,3116.31,-15.63,-0.5,191663263,2.15768E+11
20161025,3127.97,3132.5,3121.05,3131.94,3.69,0.12,203380898,2.20861E+11
20161024,3092.05,3137.03,3090.79,3128.25,37.31,1.21,240522349,2.50354E+11
20161021,3081.39,3101.85,3069.27,3090.94,6.48,0.21,187388072,2.01954E+11
20161020,3084.91,3089.68,3076.29,3084.46,-0.26,-0.01,160691364,1.77675E+11
20161019,3085.75,3096.22,3076.77,3084.72,0.84,0.03,182470143,1.97481E+11
20161018,3037.4,3084.19,3037.4,3083.88,42.71,1.4,182042460,1.96036E+11
20161017,3064.69,3068.81,3033.75,3041.17,-22.64,-0.74,163733265,1.80594E+11
20161014,3056.99,3064.79,3043.18,3063.81,2.46,0.08,155373705,1.63793E+11
20161013,3057.97,3065,3052.64,3061.35,2.85,0.09,154756725,1.66336E+11
20161012,3057.32,3060.51,3048.89,3058.5,-6.75,-0.22,142493577,1.59983E+11
20161011,3051.62,3066.1,3048.02,3065.25,17.11,0.56,167273496,1.83788E+11
20161010,3020.46,3048.24,3014.62,3048.14,43.44,1.45,160051104,1.75522E+11
20170331,3206.25,3226.25,3205.54,3222.51,12.28,0.38,196442922,2.14036E+11
20170330,3235.14,3240.02,3195.85,3210.24,-31.08,-0.96,247135479,2.65695E+11
20170329,3252.87,3262.1,3233.28,3241.31,-11.63,-0.36,216105575,2.45372E+11
20170328,3265.63,3265.63,3246.09,3252.95,-14.01,-0.43,161710013,2.03452E+11
20170327,3268.92,3283.24,3262.12,3266.96,-2.49,-0.08,201852675,2.49186E+11
20170324,3247.35,3275.21,3241.12,3269.45,20.9,0.64,219777914,2.67094E+11
20170323,3245.81,3262.09,3221.93,3248.55,3.33,0.1,193029144,2.58247E+11
20170322,3246.22,3255.78,3229.13,3245.22,-16.39,-0.5,189731649,2.44545E+11
20170321,3250.25,3262.22,3246.7,3261.61,10.8,0.33,162719306,2.19121E+11
20170320,3241.11,3251.13,3228.12,3250.81,13.36,0.41,170548430,2.13952E+11
20170317,3271.87,3274.19,3232.28,3237.45,-31.49,-0.96,200583223,2.62184E+11
20170316,3247.16,3269.77,3247.16,3268.94,27.18,0.84,189416002,2.44508E+11
20170315,3235.4,3243.71,3227.74,3241.76,2.43,0.08,144055682,1.85727E+11
20170314,3235.25,3246.33,3231.52,3239.33,2.3,0.07,146946022,1.91535E+11
20170313,3209.45,3237.12,3193.16,3237.02,24.26,0.76,163673760,2.0692E+11
20170310,3213.73,3222.32,3208.45,3212.76,-3.99,-0.12,136672743,1.73663E+11
20170309,3233.7,3233.87,3205.28,3216.75,-23.92,-0.74,167371108,1.99218E+11
20170308,3240.53,3245.3,3230.61,3240.66,-1.74,-0.05,160731388,1.98226E+11
20170307,3233.09,3242.66,3226.82,3242.41,8.54,0.26,164064235,2.09931E+11
20170306,3217.33,3234.66,3215.07,3233.87,15.55,0.48,156092158,1.93769E+11
20170303,3219.2,3221.16,3206.61,3218.31,-11.72,-0.36,157082368,1.92708E+11
20170302,3250.52,3256.81,3228.66,3230.03,-16.91,-0.52,181215076,2.23044E+11
20170301,3240.07,3259.98,3237.87,3246.93,5.2,0.16,190677550,2.25941E+11
20170228,3225.97,3242.68,3225.97,3241.73,13.07,0.4,151244318,1.86019E+11
20170227,3249.19,3251.65,3224.09,3228.66,-24.77,-0.76,182581071,2.11396E+11
20170224,3246.86,3253.96,3233.53,3253.43,2.06,0.06,186406362,2.13839E+11
20170223,3258.83,3264.08,3236.35,3251.38,-9.84,-0.3,209179800,2.36823E+11
20170222,3252.69,3261.38,3243.84,3261.22,7.89,0.24,207453776,2.34815E+11
20170221,3242.22,3254.34,3239.88,3253.33,13.36,0.41,211673066,2.33551E+11
20170220,3198.96,3241.46,3198.96,3239.96,37.89,1.18,232152096,2.50276E+11
20170217,3227.71,3238.4,3199.42,3202.08,-27.54,-0.85,226228177,2.48573E+11
20170216,3210.36,3230.28,3207.79,3229.62,16.63,0.52,216955942,2.26588E+11
20170215,3215.46,3236,3206.56,3212.99,-4.94,-0.15,241507706,2.57965E+11
20170214,3216.14,3219.4,3205.29,3217.93,1.09,0.03,188798088,2.04254E+11
20170213,3198.99,3219.41,3198.99,3216.84,20.14,0.63,220191508,2.36159E+11
20170210,3183.01,3205.05,3182.8,3196.7,13.52,0.42,239348913,2.45772E+11
20170209,3164.69,3186.84,3162.57,3183.18,16.2,0.51,191640327,2.09723E+11
20170208,3148.09,3167.45,3132.03,3166.98,13.89,0.44,144920187,1.70854E+11
20170207,3154.4,3159.54,3140.04,3153.09,-3.9,-0.12,128337442,1.52559E+11
20170206,3143.09,3158.84,3135.39,3156.98,16.81,0.54,127198283,1.50068E+11
20170203,3160.08,3162.68,3136.01,3140.17,-19,-0.6,92224736,1.08024E+11
20170126,3149.22,3163.1,3148.91,3159.17,9.61,0.31,113876772,1.25013E+11
20170125,3137.65,3151.47,3133.19,3149.55,7,0.22,112073827,1.26766E+11
20170124,3134.59,3149.53,3131.22,3142.55,5.78,0.18,125973881,1.34554E+11
20170123,3125.42,3145.84,3125.42,3136.77,13.64,0.44,132660392,1.48146E+11
20170120,3095.82,3125.66,3095.21,3123.14,21.84,0.7,122366777,1.41472E+11
20170119,3104.97,3115.78,3094.01,3101.3,-11.71,-0.38,123851420,1.3928E+11
20170118,3104.77,3123.72,3098.59,3113.01,4.24,0.14,131780128,1.44547E+11
20170117,3087.03,3108.91,3072.34,3108.77,5.35,0.17,136157861,1.54758E+11
20170116,3104.49,3105.14,3044.29,3103.43,-9.34,-0.3,257885996,2.62826E+11
20170113,3116.08,3130.51,3102.16,3112.76,-6.52,-0.21,156274214,1.74439E+11
20170112,3133.6,3144.97,3115.98,3119.29,-17.46,-0.56,148889240,1.61922E+11
20170111,3156.69,3167.03,3136.27,3136.75,-24.92,-0.79,178362221,1.89186E+11
20170110,3167.57,3174.58,3157.33,3161.67,-9.56,-0.3,179759216,1.94963E+11
20170109,3148.53,3173.14,3147.74,3171.24,16.92,0.54,171714075,1.92111E+11
20170106,3163.78,3172.03,3153.03,3154.32,-11.09,-0.35,183708966,2.07296E+11
20170105,3157.91,3168.5,3154.28,3165.41,6.62,0.21,174727645,1.99692E+11
20170104,3133.79,3160.1,3130.11,3158.79,22.87,0.73,167860850,1.95914E+11
20170103,3105.31,3136.46,3105.31,3135.92,32.28,1.04,141567187,1.59887E+11
20170630,3176.95,3193.24,3171.57,3192.43,4.36,0.14,121464543,1.43196E+11
20170629,3174.98,3188.77,3174.28,3188.06,14.86,0.47,128755470,1.4725E+11
20170628,3183.63,3193.44,3170.79,3173.2,-18,-0.56,146516720,1.62081E+11
20170627,3183.42,3193.46,3172.46,3191.2,5.75,0.18,148201198,1.67524E+11
20170626,3157,3187.89,3156.98,3185.44,27.57,0.87,173579211,2.00419E+11
20170623,3138.44,3158.05,3118.09,3157.87,10.42,0.33,154843648,1.75569E+11
20170622,3152.24,3186.98,3146.64,3147.45,-8.76,-0.28,191344006,2.20438E+11
20170621,3148.99,3157.03,3132.62,3156.21,16.2,0.52,136688268,1.67048E+11
20170620,3148.02,3150.46,3134.61,3140.01,-4.36,-0.14,141191802,1.62498E+11
20170619,3122.16,3146.77,3121.78,3144.37,21.21,0.68,134891758,1.51742E+11
20170616,3126.37,3134.25,3117.86,3123.17,-9.32,-0.3,129652758,1.49215E+11
20170615,3125.59,3137.59,3117.08,3132.49,1.81,0.06,146954245,1.71125E+11
20170614,3146.75,3149.17,3125.35,3130.67,-23.07,-0.73,138347042,1.60641E+11
20170613,3134.01,3155.99,3131.04,3153.74,13.87,0.44,128318279,1.48458E+11
20170612,3149.53,3164.95,3135.31,3139.88,-18.52,-0.59,146729425,1.70223E+11
20170609,3147.45,3165.92,3146.11,3158.4,8.07,0.26,160136334,1.81585E+11
20170608,3136.47,3153.26,3132.83,3150.33,10.01,0.32,152277659,1.78894E+11
20170607,3101.76,3140.77,3098.95,3140.32,38.2,1.23,173229014,1.94288E+11
20170606,3084.54,3102.86,3078.79,3102.13,10.47,0.34,113439963,1.27805E+11
20170605,3102.11,3105.51,3084.83,3091.66,-13.88,-0.45,132570300,1.4343E+11
20170602,3094.23,3110.39,3081.85,3105.54,2.92,0.09,142504925,1.54454E+11
20170601,3108.42,3113.52,3097.68,3102.62,-14.55,-0.47,163015719,1.80783E+11
20170531,3125.33,3143.28,3111.56,3117.18,7.12,0.23,152950430,1.77913E+11
20170526,3101.29,3120.66,3100.39,3110.06,2.23,0.07,155923486,1.71327E+11
20170525,3055.34,3114.66,3052.83,3107.83,43.76,1.43,191391841,2.0191E+11
20170524,3047.57,3064.81,3022.3,3064.08,2.13,0.07,139813353,1.52669E+11
20170523,3069.39,3084.24,3050.84,3061.95,-13.73,-0.45,178310599,1.95074E+11
20170522,3087.17,3103.94,3063.15,3075.68,-14.96,-0.48,153683730,1.70341E+11
20170519,3086.71,3095.48,3081.28,3090.63,0.49,0.02,129635230,1.50164E+11
20170518,3082.33,3103.44,3077.96,3090.14,-14.3,-0.46,148620035,1.6815E+11
20170517,3107.8,3119.58,3101.3,3104.44,-8.52,-0.27,168674158,1.94561E+11
20170516,3082.87,3113.51,3060.53,3112.96,22.74,0.74,173775564,1.93292E+11
20170515,3085.93,3098.91,3085.93,3090.23,6.72,0.22,135660728,1.5827E+11
20170512,3054.11,3090.49,3051.87,3083.51,22.01,0.72,159684099,1.75107E+11
20170511,3036.79,3063.56,3016.53,3061.5,8.72,0.29,191341901,1.97604E+11
20170510,3078.17,3090.82,3051.59,3052.79,-27.74,-0.9,160794452,1.81624E+11
20170509,3064.85,3084.21,3056.56,3080.53,1.91,0.06,135066674,1.52796E+11
20170508,3090.07,3093.45,3067.69,3078.61,-24.42,-0.79,180526904,1.98172E+11
20170505,3114.77,3117.61,3092.09,3103.04,-24.33,-0.78,176213641,2.00274E+11
20170504,3127.11,3143.82,3111.39,3127.37,-7.98,-0.25,177967485,2.00171E+11
20170503,3138.31,3148.29,3123.75,3135.35,-8.37,-0.27,163763924,1.90237E+11
20170502,3147.23,3154.78,3136.54,3143.71,-10.95,-0.35,154222962,1.7639E+11
20170428,3144.02,3154.73,3136.58,3154.66,2.47,0.08,162889899,1.83196E+11
20170427,3131.35,3155,3097.33,3152.19,11.34,0.36,211793073,2.35748E+11
20170426,3132.92,3152.95,3131.42,3140.85,6.28,0.2,169878107,1.97113E+11
20170425,3123.89,3145.27,3117.45,3134.57,5.04,0.16,153418307,1.74129E+11
20170424,3164.25,3164.25,3111.21,3129.53,-43.62,-1.37,186277434,1.97845E+11
20170421,3170.29,3180.79,3158.63,3173.15,1.05,0.03,164761740,1.84131E+11
20170420,3165.67,3178.18,3148.18,3172.1,1.41,0.04,190873985,2.20098E+11
20170419,3184.67,3189.44,3147.07,3170.69,-26.03,-0.81,213238075,2.25806E+11
20170418,3215.4,3225.05,3196.49,3196.71,-25.45,-0.79,188661353,2.11867E+11
20170417,3229.95,3229.95,3199.91,3222.17,-23.9,-0.74,212737189,2.27215E+11
20170414,3276.14,3276.71,3238.9,3246.07,-29.89,-0.91,214508558,2.24107E+11
20170413,3265.22,3281.14,3261.49,3275.96,2.13,0.07,207346875,2.23287E+11
20170412,3283.84,3284.93,3262.28,3273.83,-15.14,-0.46,269381790,3.11506E+11
20170411,3266.22,3290.39,3244.4,3288.97,19.57,0.6,281281248,3.26622E+11
20170410,3285.46,3285.46,3265.01,3269.39,-17.22,-0.52,232694616,2.79415E+11
20170407,3280.62,3295.19,3275.05,3286.62,5.61,0.17,236108942,2.66738E+11
20170406,3272.19,3286.67,3265.76,3281,10.7,0.33,245287999,2.62336E+11
20170405,3235.66,3270.65,3233.24,3270.31,47.79,1.48,248320202,2.73201E+11
20170929,3340.31,3357.02,3340.31,3348.94,9.3,0.28,144862443,1.75893E+11
20170928,3343.84,3344.6,3336.18,3339.64,-5.63,-0.17,149444300,1.81956E+11
20170927,3340.82,3349.69,3340.3,3345.27,1.69,0.05,143086945,1.68981E+11
20170926,3336.35,3347.16,3332.6,3343.58,2.03,0.06,132628595,1.5904E+11
20170925,3344.59,3350.96,3334.94,3341.55,-10.98,-0.33,169621293,2.02402E+11
20170922,3347.16,3356.45,3334.98,3352.53,-5.28,-0.16,179234007,2.06583E+11
20170921,3364.7,3377.88,3356.88,3357.81,-8.18,-0.24,197448695,2.31946E+11
20170920,3352.18,3370.1,3346.54,3366,9.15,0.27,192196661,2.25839E+11
20170919,3365.53,3370.4,3344.71,3356.84,-6.01,-0.18,191129691,2.20729E+11
20170918,3352.51,3371.75,3352.51,3362.86,9.24,0.28,190319676,2.27939E+11
20170915,3365.15,3365.53,3345.33,3353.62,-17.81,-0.53,219765816,2.52911E+11
20170914,3383.47,3391.64,3361.33,3371.43,-12.72,-0.38,221306487,2.56744E+11
20170913,3374.72,3387.14,3366.54,3384.15,4.66,0.14,194550715,2.30733E+11
20170912,3381.49,3391.07,3370.85,3379.49,3.07,0.09,272910319,3.25025E+11
20170911,3365.35,3384.81,3360.05,3376.42,11.18,0.33,219011019,2.56889E+11
20170908,3364.43,3380.89,3353.69,3365.24,-0.25,-0.01,198405184,2.3516E+11
20170907,3383.63,3387.8,3363.18,3365.5,-19.89,-0.59,221118685,2.64037E+11
20170906,3372.43,3391.01,3364.76,3385.39,1.07,0.03,229090785,2.62035E+11
20170905,3377.2,3390.82,3371.57,3384.32,4.73,0.14,216552946,2.45597E+11
20170904,3369.72,3381.4,3359.13,3379.58,12.46,0.37,267427849,2.96348E+11
20170901,3365.99,3381.93,3358.47,3367.12,6.31,0.19,282497584,3.13722E+11
20170831,3361.46,3367.36,3340.69,3360.81,-2.82,-0.08,234419781,2.69133E+11
20170830,3361.82,3376.65,3357.08,3363.63,-1.6,-0.05,246863312,2.79641E+11
20170829,3362.06,3374.59,3354.46,3365.23,2.57,0.08,219504535,2.68916E+11
20170828,3336.13,3375.03,3336.13,3362.65,31.13,0.93,257461438,3.0532E+11
20170825,3271.46,3331.91,3271.46,3331.52,60.01,1.83,205839482,2.27141E+11
20170824,3287.96,3297.99,3266.36,3271.51,-16.19,-0.49,163468937,1.86245E+11
20170823,3283.8,3299.46,3274.44,3287.7,-2.52,-0.08,179832208,2.0433E+11
20170822,3287.61,3293.48,3274.94,3290.23,3.32,0.1,186537991,2.22927E+11
20170821,3274.58,3287.52,3270.48,3286.91,18.18,0.56,186122483,2.09719E+11
20170818,3253.24,3275.08,3248.08,3268.72,0.29,0.01,191122483,2.18438E+11
20170817,3253.85,3269.14,3251.46,3268.43,21.98,0.68,203622551,2.28377E+11
20170816,3247.85,3248.79,3228.87,3246.45,-4.81,-0.15,176852051,2.00833E+11
20170815,3235.23,3263.59,3235.1,3251.26,13.9,0.43,182297997,2.04596E+11
20170814,3206.04,3240.05,3206.04,3237.36,28.82,0.9,190346796,2.09096E+11
20170811,3237.92,3245.12,3200.75,3208.54,-53.21,-1.63,262962995,2.66998E+11
20170810,3269.73,3282.52,3236.18,3261.75,-13.82,-0.42,240684622,2.51854E+11
20170809,3277.81,3277.94,3263.85,3275.57,-6.3,-0.19,235597907,2.37815E+11
20170808,3277.19,3285.48,3269.66,3281.87,2.42,0.07,252043537,2.5577E+11
20170807,3257.67,3280.1,3243.72,3279.46,17.38,0.53,231173379,2.31874E+11
20170804,3269.32,3287.19,3261.31,3262.08,-10.85,-0.33,275906340,2.85635E+11
20170803,3279.99,3293.37,3262.16,3272.93,-12.13,-0.37,233277004,2.4355E+11
20170802,3288.52,3305.43,3282.04,3285.06,-7.58,-0.23,266730628,2.79352E+11
20170801,3274.37,3292.64,3273.5,3292.64,19.61,0.6,237194594,2.5642E+11
20170731,3252.75,3276.95,3251.19,3273.03,19.79,0.61,246039440,2.53526E+11
20170728,3240.17,3256.37,3232.96,3253.24,3.46,0.11,182226880,1.98429E+11
20170727,3243.77,3251.93,3220.64,3249.78,2.11,0.06,228485945,2.42572E+11
20170726,3244.46,3264.85,3228.04,3247.67,3.99,0.12,213542005,2.28461E+11
20170725,3249.14,3261.65,3233.14,3243.69,-6.91,-0.21,205573873,2.13405E+11
20170724,3230.9,3261.1,3230.07,3250.6,12.62,0.39,233056399,2.50631E+11
20170721,3236.59,3247.71,3231.96,3237.98,-6.88,-0.21,206003251,2.21957E+11
20170720,3227.51,3246.24,3225.43,3244.86,13.89,0.43,232108392,2.45825E+11
20170719,3181.4,3232.94,3179.73,3230.98,43.41,1.36,272420726,2.69771E+11
20170718,3159.73,3187.67,3150.13,3187.57,11.1,0.35,190623060,1.96452E+11
20170717,3219.79,3230.35,3139.5,3176.46,-45.95,-1.43,266205274,2.74653E+11
20170714,3212.03,3222.98,3204.85,3222.42,4.25,0.13,160126773,1.74312E+11
20170713,3192.36,3219.27,3190.34,3218.16,20.62,0.64,195303611,2.10821E+11
20170712,3201.93,3215.2,3177.93,3197.54,-5.49,-0.17,186900880,2.018E+11
20170711,3201.52,3226.91,3199.22,3203.04,-9.59,-0.3,187837262,2.05493E+11
20170710,3208.46,3223.34,3203.21,3212.63,-5.32,-0.17,198928010,2.22828E+11
20170707,3203.82,3219.52,3195.29,3217.96,5.51,0.17,176715416,2.01938E+11
20170706,3203.86,3215.95,3188.77,3212.44,5.31,0.17,175809287,2.0221E+11
20170705,3179.22,3207.31,3174.71,3207.13,24.33,0.76,148296483,1.73554E+11
20170704,3192.89,3193.06,3174.31,3182.8,-13.11,-0.41,141114967,1.61455E+11
20170703,3192,3196.29,3177.02,3195.91,3.48,0.11,140305717,1.56576E+11
20171229,3295.25,3308.22,3292.77,3307.17,10.79,0.33,141586836,1.70357E+11
20171228,3272.29,3304.1,3263.73,3296.38,20.6,0.63,175371670,2.0802E+11
20171227,3302.46,3307.08,3270.35,3275.78,-30.34,-0.92,162674890,1.98265E+11
20171226,3277.84,3307.3,3274.33,3306.12,25.66,0.78,142434501,1.74679E+11
20171225,3296.21,3312.3,3270.44,3280.46,-16.6,-0.5,146893635,1.77294E+11
20171222,3297.69,3307.33,3293.44,3297.06,-3,-0.09,124047326,1.52099E+11
20171221,3281.12,3309.22,3267.4,3300.06,12.45,0.38,142127927,1.7374E+11
20171220,3296.74,3300.21,3276.12,3287.61,-8.93,-0.27,137745118,1.67962E+11
20171219,3266.02,3296.94,3266.02,3296.54,28.62,0.88,115140134,1.50787E+11
20171218,3268.03,3280.54,3254.18,3267.92,1.79,0.05,120700389,1.49738E+11
20171215,3287.53,3287.53,3259.39,3266.14,-26.3,-0.8,130940618,1.61878E+11
20171214,3302.93,3309.53,3282.57,3292.44,-10.6,-0.32,120544235,1.51346E+11
20171213,3278.4,3304.01,3273.32,3303.04,22.22,0.68,111998647,1.45295E+11
20171212,3320.31,3320.31,3280.33,3280.81,-41.38,-1.25,124604827,1.60979E+11
20171211,3290.49,3322.67,3288.29,3322.2,32.2,0.98,131965984,1.72986E+11
20171208,3264.48,3297.13,3258.76,3289.99,17.94,0.55,133209314,1.65762E+11
20171207,3283.28,3291.28,3259.16,3272.05,-21.91,-0.67,132105900,1.61765E+11
20171206,3291.31,3296.2,3254.61,3293.96,-9.71,-0.29,151604452,1.79174E+11
20171205,3301.69,3315.74,3300.51,3303.68,-5.94,-0.18,208278862,2.4349E+11
20171204,3310.38,3324,3304.1,3309.62,-8,-0.24,148053288,1.85025E+11
20171201,3315.11,3324.52,3302.44,3317.62,0.43,0.01,139198300,1.7749E+11
20171130,3328.64,3340.92,3306.28,3317.19,-20.67,-0.62,156595851,1.92077E+11
20171129,3335.57,3343.06,3305.57,3337.86,4.21,0.13,183805932,2.17769E+11
20171128,3311.23,3333.8,3300.78,3333.66,11.43,0.34,138247799,1.67063E+11
20171127,3346.66,3347.05,3315.26,3322.23,-31.59,-0.94,166439170,2.05803E+11
20171124,3340.38,3360.75,3328.33,3353.82,1.9,0.06,159569663,2.07624E+11
20171123,3425.01,3429.42,3342.33,3351.92,-78.55,-2.29,215265393,2.70469E+11
20171122,3417.33,3442.18,3404.29,3430.46,19.97,0.59,213567093,2.73675E+11
20171121,3382.36,3419.8,3377.6,3410.5,18.1,0.53,196871803,2.65304E+11
20171120,3361.36,3393.11,3337.12,3392.4,9.49,0.28,176524683,2.28308E+11
20171117,3392.68,3403.29,3373.3,3382.91,-16.34,-0.48,249458153,3.1375E+11
20171116,3393.19,3409.65,3390.59,3399.25,-3.27,-0.1,156684332,2.20862E+11
20171115,3416.21,3423.75,3396.38,3402.52,-27.02,-0.79,168792076,2.39734E+11
20171114,3446.55,3450.49,3419.69,3429.55,-18.29,-0.53,196472674,2.67435E+11
20171113,3435.18,3449.16,3435.08,3447.84,15.16,0.44,205389054,2.66738E+11
20171110,3423.18,3438.79,3414.33,3432.67,4.88,0.14,189276503,2.55772E+11
20171109,3410.67,3428.77,3408.62,3427.79,12.33,0.36,158650426,2.05434E+11
20171108,3409.15,3434.49,3404.88,3415.46,1.89,0.06,185436470,2.42026E+11
20171107,3389.47,3415.15,3387.95,3413.57,25.4,0.75,190571746,2.42596E+11
20171106,3369.69,3389.38,3356.53,3388.17,16.43,0.49,154636468,2.04311E+11
20171103,3377.74,3380.57,3347.36,3371.74,-11.57,-0.34,172714790,2.07438E+11
20171102,3391.65,3391.65,3372.21,3383.31,-12.6,-0.37,166864267,2.10015E+11
20171101,3393.97,3410.35,3388.6,3395.91,2.57,0.08,180566127,2.31978E+11
20171031,3381,3397.1,3376.12,3393.34,3,0.09,153498206,1.9993E+11
20171030,3413.87,3419.73,3357.28,3390.34,-26.48,-0.77,208349286,2.57777E+11
20171027,3404.5,3421.1,3402.11,3416.81,9.25,0.27,170257173,2.12377E+11
20171026,3397.52,3414.24,3391.45,3407.57,10.67,0.31,183768625,2.38596E+11
20171025,3384.86,3398.3,3382.03,3396.9,8.65,0.26,123131222,1.60061E+11
20171024,3376.6,3388.69,3374.12,3388.25,7.55,0.22,139897511,1.78553E+11
20171023,3382.28,3385.29,3374.71,3380.7,2.05,0.06,130846289,1.64369E+11
20171020,3363.51,3379.77,3360.1,3378.65,8.48,0.25,127172851,1.55065E+11
20171019,3374.64,3378.74,3359.63,3370.17,-11.62,-0.34,158476495,1.87921E+11
20171018,3373.53,3383.23,3371.92,3381.79,9.75,0.29,157228791,1.94299E+11
20171017,3373.23,3382.41,3365.56,3372.04,-6.43,-0.19,125381725,1.62911E+11
20171016,3393.21,3400.51,3374.77,3378.47,-12.05,-0.36,174330620,2.21651E+11
20171013,3384.49,3395.75,3383.24,3390.52,4.42,0.13,139954764,1.81118E+11
20171012,3385.53,3390.2,3372.53,3386.1,-2.18,-0.06,161809380,2.01668E+11
20171011,3381.49,3395.78,3379.16,3388.28,5.3,0.16,181476704,2.31155E+11
20171010,3373.34,3384.03,3358.8,3382.99,8.61,0.26,179423841,2.31149E+11
20171009,3403.25,3410.17,3366.97,3374.38,25.44,0.76,191736057,2.27441E+11
20180330,3161.79,3177.72,3152.89,3168.9,8.37,0.26,154646596,1.96007E+11
20180329,3127.26,3174.51,3098.25,3160.53,38.24,1.22,170312384,2.1092E+11
20180328,3130.57,3165.21,3117.53,3122.29,-44.36,-1.4,163500488,2.08618E+11
20180327,3164.8,3172.78,3143.57,3166.65,32.93,1.05,189073383,2.27085E+11
20180326,3117.32,3134.28,3091.46,3133.72,-19.04,-0.6,186366350,2.1591E+11
20180323,3172.77,3188.24,3110.66,3152.76,-110.72,-3.39,275532013,2.93405E+11
20180322,3281.27,3288.8,3242.76,3263.48,-17.47,-0.53,150432977,1.84472E+11
20180321,3299.73,3314.21,3268.88,3280.95,-9.69,-0.29,168398277,2.08618E+11
20180320,3257.22,3292.57,3252.43,3290.64,11.39,0.35,139881081,1.6698E+11
20180319,3264.93,3280.57,3251.05,3279.25,9.37,0.29,137954980,1.69772E+11
20180316,3290.21,3300.57,3269.28,3269.88,-21.23,-0.65,141203647,1.67762E+11
20180315,3277.51,3297.1,3273.2,3291.11,-0.27,-0.01,148573606,1.79517E+11
20180314,3298.67,3304.98,3287.36,3291.38,-18.86,-0.57,157491085,1.83458E+11
20180313,3324.12,3333.88,3307.38,3310.24,-16.46,-0.49,177114353,2.02375E+11
20180312,3319.21,3333.56,3313.56,3326.7,19.53,0.59,206532436,2.47894E+11
20180309,3291.43,3309.72,3283.56,3307.17,18.76,0.57,168424509,2.02349E+11
20180308,3268.35,3289.5,3261.55,3288.41,16.74,0.51,149827519,1.75895E+11
20180307,3288.86,3308.41,3264.76,3271.67,-17.97,-0.55,168665019,1.93489E+11
20180306,3266.49,3290.25,3243.65,3289.64,32.72,1,195358046,2.24382E+11
20180305,3255.87,3269.4,3236.72,3256.93,2.4,0.07,144835988,1.74149E+11
20180302,3248.45,3269.94,3242.27,3254.53,-19.23,-0.59,150861063,1.78603E+11
20180301,3235.09,3280.15,3228.58,3273.75,14.35,0.44,159098320,1.85278E+11
20180228,3264.06,3277.83,3239.84,3259.41,-32.66,-0.99,151043536,1.80234E+11
20180227,3328.67,3328.67,3284.63,3292.07,-37.51,-1.13,174219368,2.04394E+11
20180226,3307.3,3335.99,3281.62,3329.57,40.55,1.23,188568602,2.13333E+11
20180223,3275.43,3294.13,3258.49,3289.02,20.47,0.63,145790368,1.59503E+11
20180222,3237.57,3269.92,3234.12,3268.56,69.4,2.17,138730445,1.57304E+11
20180214,3188.25,3203.5,3171.38,3199.16,14.2,0.45,100322827,1.14552E+11
20180213,3176.11,3219.22,3176.11,3184.96,30.83,0.98,151527597,1.72045E+11
20180212,3128.37,3168.13,3113.61,3154.13,24.27,0.78,153310831,1.71003E+11
20180209,3172.85,3180.11,3062.74,3129.85,-132.2,-4.05,256389176,2.72095E+11
20180208,3281.05,3307.16,3225.71,3262.05,-47.21,-1.43,201262499,2.22349E+11
20180207,3412.74,3425.54,3304.01,3309.26,-61.39,-1.82,260939714,2.95264E+11
20180206,3418.01,3440.12,3364.22,3370.65,-116.85,-3.35,280555477,3.18819E+11
20180205,3411.67,3487.72,3406.24,3487.5,25.42,0.73,217673754,2.52199E+11
20180202,3419.22,3463.16,3388.86,3462.08,15.1,0.44,208120551,2.36279E+11
