日期,开盘价,最高价,最低价,收盘价,涨跌额,涨跌幅(%),成交量(股),成交金额(元)
19901231,126.56,127.61,126.48,127.61,1.16,0.92,78,60000
19901228,126.39,126.45,125.28,126.45,1.17,0.93,108,88000
19901227,125.27,125.28,125.27,125.28,0.01,0.01,66,104000
19901226,125.27,125.27,120.25,125.27,5.02,4.17,100,53000
19901225,120.09,120.25,114.55,120.25,5.7,4.98,15,6000
19901224,113.57,114.55,109.13,114.55,5.42,4.97,32,31000
19901221,109.07,109.13,103.73,109.13,4.74,4.54,28,16000
19901220,104.3,104.39,99.98,104.39,4.41,4.41,197,84000
19901219,96.05,99.98,95.79,99.98,--,--,1260,494000
19910329,120.16,120.61,120.11,120.19,-0.42,-0.35,2185,2186000
19910328,120.65,121.15,120.61,120.61,-0.51,-0.42,961,505000
19910327,121.12,121.64,121.12,121.12,-0.5,-0.41,668,366000
19910326,121.62,122.14,121.62,121.62,-0.5,-0.41,1164,709000
19910325,122.12,122.62,122.1,122.12,-0.5,-0.41,443,324000
19910322,122.62,123.12,122.62,122.62,-0.5,-0.41,207,120000
19910321,123.14,123.66,123.12,123.12,-0.54,-0.44,151,131000
19910320,123.66,124.21,123.63,123.66,-0.56,-0.45,678,433000
19910319,124.23,124.71,124.22,124.22,-0.49,-0.39,892,682000
19910318,124.7,125.17,124.69,124.71,-0.46,-0.37,1250,1210000
19910315,125.08,125.62,125.08,125.17,-0.46,-0.37,790,403000
19910314,125.61,126.15,125.61,125.63,-0.52,-0.41,326,242000
19910313,126.13,128.77,126.13,126.15,-2.62,-2.03,498,418000
19910312,128.73,129.31,128.73,128.77,-0.54,-0.42,957,783000
19910311,129.3,129.89,129.3,129.31,-0.58,-0.45,514,299000
19910308,129.84,130.41,129.84,129.89,-0.52,-0.4,933,541000
19910307,130.41,130.94,130.41,130.41,-0.53,-0.4,568,427000
19910306,130.89,130.95,130.89,130.94,-0.52,-0.4,719,1345000
19910305,131.42,131.99,131.41,131.46,-0.53,-0.4,982,934000
19910304,132.09,132.09,131.98,131.99,-0.54,-0.41,2518,1418000
19910301,132.53,132.53,132.47,132.53,-0.48,-0.36,7124,3777000
19910228,132.99,133.52,132.98,133.01,-0.46,-0.34,2258,1187000
19910227,133.44,133.98,133.44,133.47,-0.46,-0.34,214,141000
19910226,133.9,134.44,133.9,133.93,-0.47,-0.35,1094,2545000
19910225,134.37,134.87,134.33,134.4,-0.47,-0.35,810,621000
19910222,134.85,134.87,134.28,134.87,0.59,0.44,3427,2003000
19910221,134.24,134.28,133.67,134.28,0.61,0.46,3220,1771000
19910220,133.63,133.67,133.13,133.67,0.54,0.41,876,520000
19910219,133.12,133.14,133.08,133.13,0.6,0.45,1748,1216000
19910214,132.53,132.53,132.3,132.53,0.61,0.46,3624,1883000
19910213,131.93,131.93,131.35,131.92,0.57,0.43,1152,673000
19910212,131.54,131.56,130.97,131.35,0.38,0.29,3774,1986000
19910211,130.92,130.97,130.39,130.97,0.59,0.45,9317,4834000
19910208,130.36,130.39,129.79,130.38,0.59,0.45,1234,879000
19910207,129.74,129.79,129.14,129.79,0.65,0.5,2133,1504000
19910206,129.13,129.15,128.06,129.14,0.56,0.44,6641,3847000
19910205,128.56,128.58,128.53,128.58,-0.47,-0.36,8562,4250000
19910204,129.05,129.58,129.05,129.05,-0.46,-0.36,553,273000
19910201,129.5,129.97,129.45,129.51,-0.46,-0.35,345,140000
19910131,129.93,130.46,129.93,129.97,-0.47,-0.36,510,244000
19910130,130.44,130.95,130.41,130.44,-0.51,-0.39,527,260000
19910129,130.95,130.97,130.95,130.95,-0.51,-0.39,1387,710000
19910128,131.46,131.55,131.46,131.46,-0.59,-0.45,5107,2565000
19910125,132.05,132.07,132.03,132.05,-0.56,-0.42,3447,1722000
19910124,132.61,133.17,132.57,132.61,-0.56,-0.42,1857,917000
19910123,133.17,133.72,133.14,133.17,-0.55,-0.41,1095,575000
19910122,133.72,134.24,133.66,133.72,-0.52,-0.39,354,180000
19910121,133.7,134.24,133.66,134.24,0,0,2051,1029000
19910118,133.7,134.25,133.67,134.24,-0.01,-0.01,3004,1570000
19910117,133.67,134.25,133.65,134.25,0.01,0.01,658,334000
19910116,134.19,134.74,134.14,134.24,-0.5,-0.37,509,270000
19910115,134.21,134.74,134.19,134.74,0.07,0.05,1446,1010000
19910114,134.11,135.19,134.11,134.67,0.07,0.05,12530,6883000
19910111,134.61,134.61,134.51,134.6,0.63,0.47,13327,7115000
19910110,133.93,133.97,133.34,133.97,0.63,0.47,9990,5399000
19910109,133.3,133.34,132.68,133.34,0.66,0.5,5603,3228000
19910108,132.62,132.68,132.06,132.68,0.62,0.47,2926,1806000
19910107,131.99,132.06,131.45,132.06,0.62,0.47,217,141000
19910104,131.27,131.44,130.14,131.44,1.3,1,420,261000
19910103,128.84,130.14,128.84,130.14,1.3,1.01,141,93000
19910102,127.61,128.84,127.61,128.84,1.23,0.96,91,59000
19910628,137.41,137.56,136.19,137.56,1.37,1.01,4935,3032000
19910627,136.04,136.19,134.83,136.19,1.36,1.01,4497,2521000
19910626,134.83,134.83,133.49,134.83,1.34,1,3409,2149000
19910625,133.48,133.49,132.17,133.49,1.32,1,1624,1296000
19910624,132.1,132.17,131.8,132.17,1.31,1,1960,1657000
19910621,130.72,130.86,128.81,130.86,1.29,1,13613,7746000
19910620,129.55,129.57,129.21,129.57,1.28,1,2299,1321000
19910619,128.12,128.29,127.03,128.29,1.26,0.99,1481,744000
19910618,127.03,127.03,126.67,127.03,1.26,1,2030,1015000
19910617,125.63,125.77,123.54,125.77,1.24,1,6933,4056000
19910614,124.47,126.34,124.47,124.53,-0.81,-0.65,6633,3541000
19910613,125.33,125.34,123.65,125.34,1.23,0.99,20868,11563000
19910612,123.9,124.11,122.89,124.11,1.22,0.99,1372,735000
19910611,122.89,122.89,121.67,122.89,1.22,1,543,375000
19910610,121.65,121.67,120.47,121.67,1.2,1,400,458000
19910607,120.46,120.47,119.35,120.47,2.3,0.94,100,83000
19910606,119.26,119.35,118.17,119.35,1.18,1,266,160000
19910605,118.17,118.17,117.14,118.17,1.05,0.9,308,279000
19910604,117.12,117.12,116.83,117.12,1.15,0.99,3603,2018000
19910603,115.9,115.97,114.89,115.97,1.14,0.99,954,1643000
19910531,114.83,114.83,113.84,114.83,1.01,0.89,1211,1470000
19910530,113.74,113.82,112.77,113.82,1.07,0.95,388,753000
19910529,112.75,112.75,111.67,112.75,1.07,0.96,530,1320000
19910528,111.61,111.68,111.36,111.68,1.02,0.92,1630,970000
19910527,111.05,111.07,109.47,110.66,0.58,0.53,8619,3827000
19910524,110.07,110.08,109.82,110.08,1,0.92,1024,661000
19910523,107.52,109.16,107.35,109.08,0.83,0.77,5609,2770000
19910522,109.71,109.82,108.11,108.25,-0.56,-0.51,18677,7967000
19910521,108.89,108.89,108.62,108.81,0.99,0.92,771,1309000
19910520,107.76,107.82,106.71,107.82,1.07,1,863,924000
19910517,105.12,106.75,104.96,106.75,0.98,0.93,20192,7633000
19910516,105.83,105.86,105.69,105.77,-0.8,-0.75,3108,1445000
19910515,106.56,106.6,106.42,106.57,-0.62,-0.58,390,307000
19910514,107.21,107.84,107.06,107.19,-0.65,-0.6,267,185000
19910513,107.88,107.88,107.74,107.84,-0.69,-0.64,235,182000
19910510,108.61,109.4,108.53,108.53,-1.5,-0.7,249,313000
19910509,109.36,110.12,109.29,109.29,-0.74,-0.67,2266,--
19910508,110.16,110.82,110,110.03,-0.79,-0.71,423,375000
19910507,110.8,110.9,110.8,110.82,-0.79,-0.71,1875,907000
19910506,111.65,112.41,111.57,111.61,-0.8,-0.71,2764,1423000
19910503,112.46,113.17,112.3,112.41,-0.75,-0.66,4230,2386000
19910502,113.04,113.2,113.03,113.16,-0.78,-0.68,1465,1124000
19910430,113.89,114.87,113.89,113.94,-0.81,-0.71,4850,2734000
19910429,114.86,116.29,114.75,114.75,-0.81,-0.7,8411,3610000
19910426,116.31,116.31,114.52,115.56,0.2,0.17,13354,5806000
19910425,115.38,115.79,115.33,115.36,-0.43,-0.37,1495,998000
19910424,115.7,116.19,115.7,115.79,-0.4,-0.34,148,121000
19910423,116.21,116.63,116.15,116.19,-0.44,-0.38,282,264000
19910422,116.63,117.08,116.58,116.63,-0.45,-0.38,430,321000
19910419,117.08,117.5,117.05,117.08,-0.37,-0.32,646,424000
19910418,117.45,117.93,117.45,117.45,-0.45,-0.38,178,133000
19910417,117.92,118.34,117.89,117.9,-0.44,-0.37,201,259000
19910416,118.36,118.77,118.34,118.34,-0.43,-0.36,105,177000
19910415,118.73,119.22,118.72,118.77,-0.44,-0.37,301,386000
19910412,119.2,119.65,119.15,119.21,-0.43,-0.36,399,301000
19910411,119.64,120.16,119.62,119.64,-0.52,-0.43,239,576000
19910410,120.15,120.62,120.09,120.16,-0.46,-0.38,466,281000
19910409,120.6,121.1,120.6,120.62,-0.47,-0.39,320,297000
19910408,121.11,121.11,121.05,121.09,-0.45,-0.37,1862,1675000
19910405,121.07,121.73,121.03,121.54,-0.18,-0.15,11589,6035000
19910404,122.2,122.2,121.24,121.72,0.01,0.01,10517,5045000
19910403,121.71,121.71,121.21,121.71,0.5,0.41,2063,977000
19910402,121.21,121.29,120.73,121.21,0.48,0.4,816,387000
19910401,120.69,120.73,119.68,120.73,0.54,0.45,11999,5666000
19910930,180.28,181.95,180.27,180.92,-0.9,-0.5,25594,22336000
19910927,183.12,183.89,181.19,181.82,-0.51,-0.28,33728,20416000
19910926,182.21,183.19,181.93,182.33,-0.86,-0.47,6541,4620000
19910925,182.8,184.08,182.8,183.19,-0.89,-0.48,1389,934000
19910924,183.96,185.04,183.69,184.08,-0.92,-0.5,1426,1002000
19910923,185,185.92,184.71,185,-0.92,-0.49,4034,2806000
19910920,185.77,187.21,185.66,185.92,-0.96,-0.51,12075,7417000
19910919,187.65,189.21,186.49,186.88,-0.75,-0.4,23439,14607000
19910918,187.26,188.59,187.18,187.63,-1.02,-0.54,15822,11015000
19910917,191.16,191.18,188.28,188.65,-1.01,-0.53,28829,18623000
19910916,189.55,189.66,187.79,189.66,1.87,1,9933,6343000
19910913,188,188.04,185.01,187.79,1.57,0.84,37434,24035000
19910912,186.22,187.4,186.07,186.22,-1,-0.53,19699,16265000
19910911,187.29,187.29,186.86,187.22,-1.11,-0.59,21392,14677000
19910910,190.98,190.98,188.19,188.33,-0.91,-0.48,33434,21507000
19910909,189.1,189.24,187.36,189.24,1.88,1,3552,2349000
19910906,187.09,187.36,185.51,187.36,1.85,1,2765,1761000
19910905,185.48,185.51,183.69,185.51,1.82,0.99,1514,1095000
19910904,183.66,183.69,181.97,183.69,1.72,0.95,650,470000
19910903,181.71,181.97,180.22,181.97,1.75,0.97,1475,940000
19910902,180.08,180.22,178.43,180.22,1.79,1,1408,886000
19910830,178.2,178.43,176.66,178.43,1.77,1,6759,4219000
19910829,176.53,176.66,174.92,176.66,1.74,0.99,2608,1629000
19910828,174.82,174.92,173.19,174.92,1.73,1,804,511000
19910827,173.06,173.19,171.51,173.19,1.68,0.98,796,520000
19910826,171.51,171.51,169.81,171.51,1.7,1,643,518000
19910823,169.81,169.81,168.16,169.81,1.65,0.98,605,502000
19910822,167.81,168.16,166.49,168.16,1.67,1,1296,845000
19910821,166.49,166.49,164.84,166.49,1.65,1,3411,2106000
19910820,164.74,164.84,163.21,164.84,1.63,1,573,388000
19910819,163.21,163.21,161.6,163.21,1.61,1,985,614000
19910816,161.56,161.6,160.21,161.6,1.39,0.87,984,581000
19910815,159.92,160.21,158.63,160.21,1.58,1,1537,850000
19910814,158.3,158.63,158.11,158.63,1.56,0.99,5480,2929000
19910813,156.87,157.07,155.54,157.07,1.53,0.98,20039,10529000
19910812,155.34,155.54,154.1,155.54,1.44,0.93,3919,2154000
19910809,153.9,154.1,152.61,154.1,1.49,0.98,3715,1990000
19910808,152.57,152.61,151.12,152.61,1.49,0.99,1951,1045000
19910807,150.93,151.12,149.62,151.12,1.5,1,1107,580000
19910806,149.62,149.62,148.15,149.62,1.47,0.99,2001,1065000
19910805,148.06,148.15,146.68,148.15,1.47,1,5126,2593000
19910802,146.49,146.68,145.44,146.68,1.44,0.99,11744,5825000
19910801,145.12,145.24,143.8,145.24,1.44,1,4731,2310000
19910731,143.72,143.8,142.39,143.8,1.41,0.99,4051,1993000
19910730,142.39,142.45,141.39,142.39,0.87,0.61,5601,2718000
19910729,141.22,141.72,140.81,141.52,0.86,0.61,4771,2350000
19910726,140.11,141.46,139.27,140.66,0.47,0.34,9279,4520000
19910725,140.2,141.01,139.99,140.19,-0.49,-0.35,8390,4080000
19910724,140.66,140.74,138.69,140.68,1.29,0.93,5988,2901000
19910723,139.35,139.39,138.07,139.39,1.32,0.96,7241,3548000
19910722,138.07,138.07,136.7,138.07,1.37,1,2764,1423000
19910719,137.66,138.54,136.66,136.7,-0.47,-0.34,10823,5242000
19910718,137.17,137.17,135.81,137.17,1.36,1,847,464000
19910717,135.81,135.81,135.39,135.81,1.34,1,660,397000
19910716,134.39,134.47,133.14,134.47,1.33,1,2796,1328000
19910715,133.9,134.1,131.87,133.14,0.34,0.26,11938,5534000
19910712,132.8,133.38,132.42,132.8,-0.58,-0.43,3144,1484000
19910711,133.22,133.99,133.13,133.38,-0.61,-0.46,5073,2417000
19910710,134.4,135.6,133.72,133.99,-0.65,-0.48,6023,2894000
19910709,136.56,136.57,134.31,134.64,-0.64,-0.47,8442,4174000
19910708,135.26,135.28,134.93,135.28,-0.68,-0.5,5874,2925000
19910705,136.01,137.68,135.9,135.96,-0.67,-0.49,14540,9394000
19910704,136.63,136.63,134.19,136.63,1.36,1.01,13394,8095000
19910703,135.28,135.96,134.98,135.27,-0.69,-0.51,2715,1818000
19910702,135.91,135.96,135.69,135.96,-0.89,-0.65,2838,3794000
19910701,136.64,138.62,136.56,136.85,-0.71,-0.52,22940,12469000
19911231,292.48,292.75,291.71,292.75,1.04,0.36,584,858000
19911230,291.71,291.71,290.85,291.71,0.86,0.3,1165,1881000
19911227,290.65,290.85,288.03,290.85,2.82,0.98,1551,1789000
19911226,288.03,288.03,287.15,288.03,0.88,0.31,1168,1422000
19911225,287.09,287.15,286.22,287.15,0.93,0.32,573,873000
19911224,285.74,286.22,285.65,286.22,0.57,0.2,486,593000
19911223,285.65,285.65,282.83,285.65,2.82,1,1046,1182000
19911220,282.83,282.83,280.63,282.83,2.66,0.95,4393,6268000
19911219,279.98,280.17,279.51,280.17,0.66,0.24,1094,1242000
19911218,279.32,279.51,278.68,279.51,0.83,0.3,760,893000
19911217,278.67,278.68,277.85,278.68,0.83,0.3,493,754000
19911216,277.53,277.85,277,277.85,0.85,0.31,580,817000
19911213,276.81,277,274.41,277,2.59,0.94,746,962000
19911212,274.41,274.41,273.71,274.41,0.7,0.26,1577,1644000
19911211,273.53,273.71,272.91,273.71,0.8,0.29,669,859000
19911210,270.27,272.91,270.27,272.91,2.64,0.98,516,665000
19911209,270.27,270.27,269.35,270.27,0.92,0.34,1631,1648000
19911206,269.34,269.35,266.66,269.35,2.69,1.01,1613,1798000
19911205,266.48,266.66,265.77,266.66,0.89,0.33,2050,2100000
19911204,265.53,265.77,264.81,265.77,0.96,0.36,742,903000
19911203,264.64,264.81,262.19,264.81,2.62,1,1101,1207000
19911202,261.78,262.19,259.67,262.19,2.59,1,19128,16310000
19911129,259.68,259.85,257.35,259.6,2.25,0.87,33695,28453000
19911128,257.28,257.35,255.45,257.35,1.9,0.74,2502,2251000
19911127,255.27,255.45,252.97,255.45,2.48,0.98,2120,1756000
19911126,252.9,252.97,250.85,252.97,2.12,0.85,2454,2326000
19911125,250.84,250.85,248.53,250.85,2.32,0.93,2331,1963000
19911122,248.24,248.53,246.31,248.53,2.22,0.9,2133,1954000
19911121,246.26,246.31,244.5,246.31,1.81,0.74,2155,2030000
19911120,244.5,244.5,242.24,244.5,2.26,0.93,2325,1929000
19911119,242.24,242.24,240.62,242.24,1.62,0.67,2310,2040000
19911118,240.04,240.62,238.25,240.62,2.37,0.99,1885,1534000
19911115,238.25,238.25,237.45,238.25,0.8,0.34,2058,1914000
19911114,237.39,237.45,236.67,237.45,0.78,0.33,862,940000
19911113,236.51,236.67,235.8,236.67,0.87,0.37,799,879000
19911112,235.75,235.8,233.55,235.8,2.25,0.96,895,914000
19911111,233.48,233.55,231.22,233.55,2.33,1.01,2474,2130000
19911108,230.99,231.22,228.93,231.22,2.29,1,14406,11039000
19911107,228.93,228.93,226.88,228.93,2.05,0.9,4833,4085000
19911106,226.83,226.88,224.65,226.88,2.23,0.99,2848,2188000
19911105,224.44,224.65,222.77,224.65,1.88,0.84,2805,2225000
19911104,222.77,222.77,220.79,222.77,2.05,0.93,4474,3352000
19911101,220.71,220.72,218.6,220.72,2.12,0.97,5906,4313000
19911031,218.59,218.6,216.43,218.6,2.17,1,3929,2914000
19911030,216.37,216.43,215.78,216.43,0.65,0.3,2380,1814000
19911029,215.63,215.78,213.98,215.78,1.8,0.84,2697,2069000
19911028,213.5,213.98,211.86,213.98,2.12,1,3217,2357000
19911025,210.34,211.97,209.71,211.86,1.79,0.85,32650,22263000
19911024,210.2,210.2,208.25,210.07,1.82,0.87,19357,13174000
19911023,208.06,208.25,206.53,208.25,1.72,0.83,2623,1980000
19911022,206.06,206.53,204.53,206.53,2,0.98,2128,1521000
19911021,204.53,204.53,202.51,204.53,2.02,1,3537,2514000
19911018,202.5,202.51,200.51,202.51,2,1,2968,2384000
19911017,200.5,200.51,198.57,200.51,1.94,0.98,6077,4136000
19911016,198.51,198.57,196.61,198.57,1.96,1,9562,6273000
19911015,196.58,196.61,194.67,196.61,1.94,1,11002,7265000
19911014,194.06,194.69,192.32,194.67,1.82,0.94,21493,13948000
19911011,192.84,192.88,191.01,192.85,1.84,0.96,10981,7251000
19911010,190.71,191.01,189.12,191.01,1.89,1,6638,4333000
19911009,188.49,189.12,186.31,189.12,1.63,0.87,20989,13440000
19911008,187.59,187.61,186,187.49,1.49,0.8,23745,15241000
19911007,185.95,186,185.41,186,1.71,0.93,11369,7291000
19911004,184.29,184.29,183.59,184.29,1.81,0.99,7360,5039000
19911003,181.55,182.48,179.8,182.48,1.56,0.86,18741,12329000
19920331,381.87,382.06,381.24,381.24,-0.2,-0.05,17391,53853000
19920330,381.54,381.56,380.76,381.44,0.67,0.18,12655,40359000
19920327,379.65,380.79,379.13,380.77,1.64,0.43,1892,5469000
19920326,379.29,379.34,377.64,379.13,1.01,0.27,10225,24177000
19920325,378.33,379.02,378.12,378.12,-0.57,-0.15,11820,21445000
19920324,378.53,379.5,378.05,378.69,-0.2,-0.05,4378,7016000
19920323,378.61,379.04,377.45,378.89,0.9,0.24,10290,24375000
19920320,377.91,378.03,377.31,377.99,0.68,0.18,3160,7844000
19920319,377.26,377.96,376.21,377.31,-0.35,-0.09,13628,35111000
19920318,377.94,378.32,377.49,377.66,0.17,0.05,4028,2252000
19920317,377.5,377.84,377.03,377.49,0.44,0.12,890,1340000
19920316,377,377.42,376.38,377.05,0.67,0.18,2646,2265000
19920313,376.58,377.19,376.38,376.38,-0.54,-0.14,2527,4487000
19920312,377.55,377.57,376.14,376.92,0.78,0.21,10326,31594000
19920311,375.87,376.25,374.98,376.14,0.91,0.24,4001,11238000
19920310,374.48,375.23,373.53,375.23,1.7,0.46,5011,7452000
19920309,372.26,374.06,371.88,373.53,1.77,0.48,20968,22273000
19920306,370.79,371.76,369.76,371.76,2,0.54,5237,9958000
19920305,369.31,369.88,368.11,369.76,2.76,0.39,8360,14928000
19920304,367.56,368.32,366.95,368.32,1.32,0.36,5614,--
19920303,366.79,367.25,365.39,367,1.61,0.44,2989,3366000
19920302,365.15,365.39,364.66,365.39,0.73,0.2,3405,5644000
19920228,364.15,364.67,362.45,364.66,2.21,0.61,9862,26401000
19920227,361,363.03,360.1,362.45,2.35,0.65,9524,17931000
19920226,359.85,360.76,359.27,360.1,-0.27,-0.07,5753,8082000
19920225,359.66,361.29,357.07,360.37,-0.13,-0.04,4862,8037000
19920224,361.11,361.62,359.59,360.5,0.91,0.25,30157,18038000
19920221,358.91,359.93,347.99,359.59,11.6,3.33,11582,19254000
19920220,345.22,348.01,342.41,347.99,5.58,1.63,10341,20004000
19920219,340.5,342.41,337.11,342.41,5.3,1.57,9401,16501000
19920218,338.98,339.16,319.77,337.11,17.34,5.42,7407,12655000
19920217,319.77,319.77,319.68,319.77,0.09,0.03,6369,13782000
19920214,319.45,319.68,317.04,319.68,3.24,0.83,457,770000
19920213,317.24,317.57,317.04,317.04,0.6,0.19,1020,--
19920212,316.43,316.44,316.43,316.44,0.01,0,270,397000
19920211,316.12,316.43,315.56,316.43,0.87,0.28,296,460000
19920210,315.55,315.56,314.72,315.56,0.84,0.27,354,586000
19920207,314.72,314.72,314.18,314.72,0.54,0.17,327,527000
19920203,314.18,314.18,313.24,314.18,0.94,0.3,305,583000
19920131,313.24,313.24,312.73,313.24,0.51,0.16,354,586000
19920130,312.73,312.73,312.42,312.73,0.31,0.1,391,543000
19920129,312.41,312.58,311.84,312.42,0.58,0.19,401,450000
19920128,311.67,311.84,311.61,311.84,0.23,0.07,664,822000
19920127,311.6,311.61,309.05,311.61,2.56,0.83,562,750000
19920124,309.05,309.05,308.53,309.05,0.52,0.17,722,1004000
19920123,308.53,308.53,307.95,308.53,0.58,0.19,413,583000
19920122,307.95,307.95,307.87,307.95,0.08,0.03,312,439000
19920121,307.87,307.87,307.39,307.87,0.48,0.16,534,650000
19920120,307.38,307.39,307.38,307.39,0.01,0,445,502000
19920117,307.37,307.38,306.85,307.38,0.53,0.17,250,321000
19920116,306.85,306.85,306.63,306.85,0.22,0.07,378,488000
19920115,306.62,306.63,305.74,306.63,0.89,0.29,259,314000
19920114,304.77,305.74,303.06,305.74,2.68,0.88,632,858000
19920113,302.83,303.06,302,303.06,1.23,0.41,725,1097000
19920110,301.82,301.83,300.62,301.83,1.21,0.4,1605,2629000
19920109,300.61,300.62,299.66,300.62,0.96,0.32,943,1244000
19920108,299.65,299.66,298.77,299.66,0.89,0.3,659,930000
19920107,298.54,298.77,297.68,298.77,1.09,0.37,892,1064000
19920106,297.68,297.68,296.52,297.68,1.16,0.39,3400,4236000
19920103,296.24,296.52,293.75,296.52,2.77,0.94,1436,1842000
19920102,293.74,293.75,292.76,293.75,1,0.34,928,1339000
19920630,1186.62,1193.16,1169.51,1191.19,21.68,1.85,58976,160259000
19920629,1168.89,1173.49,1156.68,1169.51,4.84,0.42,53610,114991000
19920626,1164.29,1207.82,1160.23,1164.67,4.44,0.38,29061,92243000
19920625,1153.48,1160.23,1148.02,1160.23,9.17,0.8,19846,58837000
19920624,1150.89,1158.17,1144.46,1151.06,-7.11,-0.61,16975,44772000
19920623,1162.83,1172.46,1154.62,1158.17,-11.73,-1,19490,56443000
19920622,1173.68,1180.21,1165.74,1169.9,-2.04,-0.17,27924,71392000
19920619,1169.97,1171.94,1161.8,1171.94,3.51,0.3,25146,60859000
19920618,1167.16,1172.86,1158.32,1168.43,-1.14,-0.1,29101,65289000
19920617,1171.29,1186.59,1166.26,1169.57,-2.28,0.25,34755,90657000
19920616,1171.75,1171.75,1135.61,1166.7,-5.15,-0.44,35158,--
19920615,1174.41,1181.86,1152.69,1171.85,0.14,0.01,37747,93130000
19920612,1164.12,1178.3,1153.97,1171.71,-6.59,-0.56,47202,117698000
19920611,1179.28,1188.68,1172.09,1178.3,-8.72,-0.73,34897,107985000
19920610,1199.23,1206.51,1134.73,1187.02,60.4,5.36,58732,154616990
19920609,1116.92,1144.39,1079.65,1126.62,33.16,3.03,35100,81673000
19920608,1092.07,1121.41,1085.19,1093.46,-12.3,-1.11,28747,66441000
19920605,1125.01,1143.07,1099.91,1105.76,1.3,0.12,44007,100847000
19920604,1087.49,1118.93,1050.45,1104.46,45.39,4.29,43184,94263000
19920603,1075.9,1141.02,1033.47,1059.07,-81.95,-7.18,41002,91843990
19920602,1155.88,1184.28,1138.58,1141.02,-42.22,-3.57,34033,84508990
19920601,1175.69,1249.58,1129.28,1183.24,-51.47,-4.17,39394,105366000
19920529,1243.65,1253.37,1154.01,1234.71,74.54,6.42,51615,135996990
19920528,1123.04,1184.18,1114.94,1160.17,-33,-2.77,48389,117388000
19920527,1250.56,1285.61,823.36,1193.17,-108.18,-8.31,64528,138823990
19920526,1332.39,1429.01,1291,1301.35,-120.22,-8.46,68128,149448000
19920525,1411.98,1428.79,1339.99,1421.57,81.58,6.09,88969,222428980
19920522,1306.37,1349.71,1262.44,1339.99,73.5,5.8,93725,204172990
19920521,1260.32,1334.98,604.01,1266.49,649.5,105.27,89657,181276990
19920520,617.28,623.88,598.11,616.99,18.88,3.16,65646,119286000
19920519,590.41,598.11,571.82,598.11,26.29,4.6,47790,58722000
19920518,560.09,571.85,544.35,571.82,27.47,5.05,29992,61340000
19920515,529.39,544.56,523.36,544.35,20.99,4.01,63283,75109000
19920514,514.48,523.5,511.91,523.36,9.32,1.81,33010,60063000
19920513,505.27,517.86,499.4,514.04,7.51,1.48,33897,64664000
19920512,502.8,506.68,491.5,506.53,38.42,3.06,33278,65369000
19920511,483.29,491.5,468.11,491.5,23.39,5,30950,--
19920508,461.05,468.42,454.65,468.11,13.46,2.96,48634,84728990
19920507,452.86,457.05,449.55,454.65,4.69,1.04,34414,51743000
19920506,449.78,454.08,446.39,449.96,0.75,0.17,33687,54371000
19920505,447.42,455.36,439.96,449.21,-4.41,-0.97,49359,78293000
19920504,454.86,456.24,445.38,453.62,8.24,1.85,64362,101358000
19920430,435.73,448.94,433.66,445.38,1.22,0.27,45704,52587000
19920429,445.25,446.12,436.09,444.16,8.07,1.85,52899,66766000
19920428,434.9,436.31,424.58,436.09,11.51,2.71,42392,53950000
19920427,422.45,424.92,413.47,424.58,10.18,2.46,37257,53584000
19920424,405.88,415.05,397.74,414.4,7.15,1.76,34706,47646000
19920423,407.13,408.86,394.6,407.25,7.37,1.84,54718,71062000
19920422,400.12,410.06,399.87,399.88,-10.18,-2.48,50596,73539000
19920421,417.99,421.55,402.89,410.06,-3.79,-0.92,51257,72181000
19920420,417.19,420.99,413.64,413.85,-0.57,-0.14,10170,23206000
19920417,408.56,414.42,406.19,414.42,3.87,0.94,15678,45102000
19920416,404.07,410.61,403.52,410.55,3.83,0.94,39211,57466000
19920415,400.35,406.72,398.23,406.72,6.11,1.53,10566,25157000
19920414,393.1,400.61,391.1,400.61,9.5,2.43,9415,25184000
19920413,387.27,392.28,382.03,391.11,9.08,2.38,20593,52440000
19920410,381.52,382.04,381.2,382.03,0.38,0.1,7066,13499000
19920409,381.93,382.88,381.65,381.65,-0.78,-0.2,3168,7148000
19920408,382.53,382.59,381.92,382.43,0.5,0.13,1866,5277000
19920407,381.95,382.1,381.47,381.93,0.46,0.12,10613,30266000
19920406,381.97,382.08,381.33,381.47,0.14,0.04,5298,14543000
19920403,381.44,381.57,381.12,381.33,0.21,0.06,1700,3377000
19920402,381.47,381.58,381.01,381.12,0.11,0.03,1673,3193000
19920401,381.55,381.85,381.01,381.01,-0.23,-0.06,4065,7767000
19920930,703.63,710.63,698.91,702.32,-8.31,-1.17,89778,96512000
19920929,719.99,728.42,707.82,710.63,-14.07,-1.94,64830,82381000
19920928,724.45,729.79,721.19,724.7,-5.09,-0.7,42557,40798000
19920925,730.28,735.75,723.56,729.79,-0.78,-0.11,76536,76255000
19920924,720.51,735.49,709.63,730.57,18.2,2.55,77787,92838990
19920923,719.41,725.59,708.5,712.37,-10.33,-1.43,65590,82873000
19920922,730.71,736.9,716.23,722.7,-10.74,-1.46,69552,91083000
19920921,740.97,760.13,730.3,733.44,-20.96,-2.78,81728,116545000
19920918,715.89,761.72,715.89,754.4,-7.32,-0.96,61707,81858000
19920917,770.65,779.56,751.08,761.72,-7.32,-0.95,94181,144744990
