日期,情感
2017-06-30,0.4277014366359573
2017-07-26,0.5083639454545158
2017-04-22,0.08329665475196413
2017-05-24,0.5457050397448975
2017-09-02,0.8212862935106396
2017-02-11,0.33353130338308085
2017-06-27,0.988236309301641
2017-08-28,0.4884992867327307
2017-08-30,0.8818656402104881
2017-07-09,0.5030444651405629
2017-04-17,0.7265717606724078
2017-03-23,0.9262385379626483
2017-01-10,0.3482934337689363
2015-09-01,0.6497906782043764
2017-07-29,0.9947778290133038
2015-11-18,0.45062915086860295
2017-06-09,0.5281634680184187
2017-08-27,0.9426704355975198
2017-06-24,0.7987595942796691
2017-08-12,0.9216806985775587
2017-08-29,0.7400494649849968
2017-08-21,0.6425575757823088
2017-08-22,0.3018718220768064
2017-07-23,0.9988746192907831
2017-08-03,0.5655922075513502
2017-08-01,0.5623845241551422
2017-08-25,0.3020163947084689
2017-08-17,0.9103487542217245
2017-08-26,0.911794487144466
2016-05-14,0.6377101747512179
2017-07-22,0.14911625238201476
2017-04-21,0.1644900824044171
2017-05-29,0.6890715798850924
2017-05-20,0.2323073918937032
2017-05-03,0.4590838188951477
8）____,9092.0
2017-08-19,0.911794487144466
2017-08-18,0.9932421759086787
2017-07-03,0.8664082659726849
2017-03-31,0.5094208829427207
2017-05-02,0.932231273504088
2017-05-08,0.720831133829282
2017-05-09,0.9816812363056128
2017-06-02,0.9407308837388765
2017-05-10,0.9159822357884332
2017-05-15,0.3390357967680757
2017-06-29,0.17716761728015318
2016-01-25,0.44654987618009867
2017-08-16,0.5207236305454234
2017-05-05,0.8227265233814469
2017-08-11,0.2593814143518274
2017-08-02,0.9819523580677665
2017-08-10,0.2848052741975748
2017-08-09,0.6836883280339406
2017-08-08,0.679359212362453
2016-01-08,0.513862244411049
2016-07-24,0.08776899057621335
2016-01-28,0.4472151468898738
3204,0.0
2017-04-07,0.422124147331903
2017-07-20,0.5185305333240484
2017-05-12,0.5861151349733752
2017-04-09,0.9639072495360863
2017-08-04,0.8630171884284927
2017-07-18,0.911794487144466
2017-07-30,0.6934119147819502
2017-05-01,0.9489816509907312
2017-04-01,0.6332698468158916
2015-09-25,0.5008571949333305
2017-07-27,0.7111341764771595
2017-07-25,0.6492295762120948
2016-07-22,0.7410253585929961
2016-07-04,0.5570902717882291
2016-09-02,0.5709421862286542
9006,0.0
2015-10-22,0.428170709475612
2017-07-21,0.9607928317826921
2017-06-12,0.6785727311807583
2017-07-06,0.5744803401356522
2017-06-22,0.39683871264504156
2017-04-08,0.5470053414066501
2015-12-28,0.5654812925402601
2017-07-12,0.020958061452696408
2017-07-16,0.9989147242179173
2015-12-13,0.7149237351949956
2017-07-04,0.3255030478802136
2017-06-26,0.9831402429692464
2017-03-28,0.3995496744877381
2016-11-22,0.44475178088932055
2017-06-21,0.6089947825509647
2017-07-05,0.20819016041644312
2017-02-10,0.5429021185396141
2017-05-31,0.5410924344066665
2016-04-04,0.99995488204809
2017-03-05,0.3889982030796528
2017-06-11,0.9814929074504102
2017-06-23,0.6813449456828681
2017-05-22,0.7097054080062515
2017-06-25,0.9886090436762017
2017-06-15,0.19169748238983197
2016-12-02,0.5655464667725628
2017-06-16,0.09951541553247034
2017-06-07,0.20883385063461873
2017-06-01,0.5640989930706122
2017-05-23,0.02464083606045453
2017-05-25,0.5728795181656526
2017-06-06,0.8164804695272313
2017-04-27,0.7049420250264076
2017-05-19,0.46436918988512466
2017-05-26,0.5788109069390548
2017-01-17,0.4219543269953003
2017-04-23,0.45883919533196404
2015-12-19,0.6952602243232153
2017-05-04,0.7522871635947257
2016-12-01,0.6028359111643429
2016-05-26,0.193912933124747
2017-05-18,0.40159548630064884
2016-01-21,0.45623029459469633
2016-06-02,0.46442752058596026
2017-05-17,0.27243583983597547
2015-08-18,0.639689379883044
2015-08-21,0.5761679698943803
2017-03-10,0.5226109187467386
2017-05-16,0.4473838060012215
2017-05-11,0.6544710019214994
2016-05-16,0.6838447195818025
2017-05-07,0.019567171174937115
2016-08-17,0.6173015278476641
2017-04-12,0.2619777401750637
2017-04-28,0.9960374747014977
2016-08-05,0.4653598715230234
2017-03-03,0.3333545746693959
2017-04-25,0.5465534637709167
2017-04-18,0.4371531391546187
2015-11-02,0.6530364723743856
2017-04-20,0.34947596185493723
2017-04-19,0.14919981029013663
2017-04-15,0.5028040613309624
2017-04-14,0.15188850866426792
2016-09-22,0.33998138762048935
2017-04-13,0.5181278439977023
2017-04-10,0.937729761264176
2017-04-11,0.48306708439573337
8885,0.0
2017-04-06,0.4378550145083333
2017-03-30,0.5488777898309524
2017-04-05,0.37664037633759556
2017-02-22,0.5454168037801839
2017-01-06,0.42796476205985123
2016-12-12,0.5025383292529768
2017-03-29,0.8432125285815602
2015-09-17,0.6912966184922018
2017-04-02,0.9261702411115755
2017-03-24,0.7924729234017734
2017-03-27,0.6883511032170444
2017-03-13,0.6111770405278741
2017-01-23,0.7546037217203647
2016-11-17,0.5573374837707273
2016-01-05,0.6772962231540034
2017-03-22,0.5503085765490202
2017-03-17,0.9583028141904739
2017-03-20,0.8963262140297099
2017-03-09,0.23007847758377206
2017-02-06,0.7866206227822499
2017-03-15,0.34029162362418786
2016-12-05,0.6491215597800734
2017-03-12,0.5536655766561788
2016-06-24,0.7276072805457021
2016-12-06,0.589109028494437
2016-07-26,0.553860579483052
2017-03-08,0.3942560345332398
2017-03-07,0.5076888976361751
2017-03-06,0.978051471640561
2017-03-04,0.9324534059956908
2016-12-29,0.8329708296776746
2016-08-31,0.9408320336861686
2016-08-24,0.9669926935028225
