日期,情感
2017-01-06,0.8623957861318862
2017-07-13,0.9661738554811768
2017-07-30,0.9999160259832696
2017-09-02,0.9682645376519686
2017-09-01,0.8794304117849453
2017-09-01,0.8995047263440671
2017-01-03,0.9914607876918459
2017-07-16,0.904849800631319
2017-07-28,0.5217715244276431
2017-08-24,0.9193525894909887
2017-07-30,0.5254389448542105
2017-08-31,0.9607139343680932
2017-08-30,0.8679075064917409
2017-08-22,0.5611015837041373
2017-05-17,0.2723167778432011
2017-08-26,0.9682645376519686
2017-08-25,0.871813109378517
2017-03-03,0.8087433929083309
2017-08-18,0.9409166793815553
2017-08-07,0.9998485232895956
2017-05-19,0.602746281469178
2017-08-19,0.6534450934440205
2017-08-18,0.9960827422750136
2017-07-20,0.8980525638415914
2016-11-18,0.5262327818078083
2017-08-19,0.9682645376519686
2017-08-15,0.9979033063705275
2017-08-15,0.5217305170699735
2017-08-18,0.7670618200546799
2017-08-16,0.04266276973877747
2017-08-12,0.08473118918500344
2017-08-14,0.4863031154998462
2017-07-29,0.9632160461393726
2017-06-23,0.9599609783702852
2017-08-09,0.7481970758743701
2016-07-13,0.558284932121262
2017-03-01,0.5516898734360166
2016-04-12,0.35200745232879305
2017-03-01,0.8732921526711641
2017-08-05,0.1723557019270997
2017-02-28,0.7049700763789515
2017-02-25,0.08037291965991733
2017-07-11,0.9022650556370407
2017-07-06,0.8913737233881204
2016-07-21,0.9262069561756864
2016-11-27,0.17152333764071492
2017-07-17,0.7336205573139952
2017-07-20,0.7112302941002093
2017-07-20,0.4790406471716383
2017-06-23,0.10272685674411675
2017-05-04,0.9886191127940978
2017-07-14,0.9777391828502152
2017-07-03,0.575481702681536
2017-05-17,0.8366065627131342
2017-07-08,0.16986822188127826
2017-07-02,0.8217908871603485
2017-03-15,0.5867089118534926
2017-01-09,0.8123251327483195
2017-06-14,0.49607755546665433
2017-06-30,0.44742288447783507
2017-03-30,0.991396059034689
2016-08-22,0.4593130411640135
2017-07-01,0.03911425346952224
2017-01-07,0.25100754442550444
2017-07-03,0.9960827422750136
2017-05-19,0.3401588397928229
2016-12-21,0.9915174583203448
2017-06-12,0.6578731235143049
2017-06-12,0.7744545346744215
2017-06-13,0.7591588183486342
2016-08-22,0.19376514616477025
2016-08-23,0.5528777429315714
2016-08-22,0.14545724753687417
2016-08-22,0.6333108567630084
2016-08-21,0.9858629080606328
2016-08-22,0.4537016523244245
2016-08-22,0.14244216607170224
2016-08-22,0.19999999999999996
2016-08-22,0.4124953156444948
2016-08-23,0.872923710780064
2016-08-22,0.5
2016-08-22,0.8408268951964574
2016-08-20,0.4557843440484357
2016-08-21,0.0034368465455415498
2016-08-08,0.5262327818078083
2016-08-22,0.2053864550179868
2016-08-22,0.38771574277117626
2017-06-27,0.5919160888177701
支撑位 39.84 ,64261
2016-08-23,0.9682645376519686
2017-05-16,0.01059779164340946
2017-04-20,0.7297670630947345
2017-06-19,0.8818134597216211
2017-05-20,0.05116651077162693
2017-06-12,0.3558604083331437
2015-10-27,0.8805131216845703
2017-06-16,0.9960827422750136
2017-02-15,0.9764091886824322
2017-06-09,0.5125916063182077
2017-05-25,0.010482700199695438
2017-05-26,0.9946871661966513
2017-06-12,0.7886103328538464
5725,2017-05-26
2017-06-01,0.2346031924995612
2017-01-06,0.6953524459643177
2017-06-07,0.5190146996102576
2017-06-07,0.7666481960572511
2017-06-07,0.046025821980949067
2017-05-18,0.6952791273043497
2017-05-18,0.9851155225917853
2017-01-08,0.22594113399404936
2017-06-05,0.08742623323553134
2017-05-18,0.10474646617424499
2017-06-01,0.9862506510802489
2017-03-11,0.02157389111722452
2017-05-30,0.21450573172346177
2017-05-19,0.8565889445737208
2017-05-17,0.9648600143679116
2017-05-25,0.9156278197132587
2017-05-28,0.5
2017-05-29,0.9114654624582007
2017-04-05,0.8999102016548813
2017-05-16,0.8366065627131342
2017-05-26,0.998527979677309
2017-05-26,0.5376948655785007
2017-05-26,0.7049700763789515
2017-05-26,0.6460938340428483
2016-04-07,0.6345242606209921
2016-07-28,0.31842535537669403
2017-05-24,0.9945859502206178
2017-05-22,0.01669149130093972
2017-05-23,0.7049700763789515
3108,2017-05-21
2016-02-05,0.9933145453270636
2017-05-17,0.9496498188012809
2016-10-27,0.9090323802699868
2017-05-21,0.8469142800197901
2017-05-04,0.8527423580788416
2016-10-10,0.7805305339473325
2017-03-23,0.06752186282162764
2016-09-04,0.6984094247520063
2017-05-19,0.0012145124184500533
2017-05-18,0.019837687926151704
2017-05-07,0.36327554169711374
2017-05-19,0.5245711749592734
2017-05-19,0.9683419076947086
2017-05-19,0.9991864343799737
2017-05-18,0.9679381583231064
2017-05-19,0.9682645376519686
2017-05-18,0.2133025645129616
2017-05-19,0.135383027391474
2017-04-29,0.7727857400515565
2017-05-18,0.6850265337916445
2017-05-18,0.9682645376519686
2017-05-17,0.9811557231285871
2017-04-07,0.998711205766933
2017-01-14,0.9716133266554919
2017-05-17,0.7195873143396214
2017-05-17,0.18937128349724874
2017-04-14,0.8696867269412121
2017-04-25,0.1964423669848907
2017-05-12,0.012432611416686834
2017-05-16,0.41836225530874904
2017-05-15,0.6647621385080043
2017-05-15,0.9232086782596757
2017-05-16,0.7002309883218618
2017-05-16,0.8193118649311107
2017-03-20,0.8153298157763869
2017-05-16,0.2507669116998842
2017-05-15,0.9273195646809792
2017-04-07,0.9621856693413131
2017-05-11,0.8527423580788416
2017-05-10,0.9705161075853384
2017-05-09,0.8644881869269752
2016-05-07,0.9999687895317774
2017-05-08,0.569830620466316
