1.中国银行:
标题,阅读,评论,字数,影响力,时间
明天继续买入银行股！,10719,15,312,4.0,2016-09-22 20:03:35
看看新上市的贵阳江苏银行！中行还趴在底部？,7401,24,205,4.0,2016-09-21 10:38:09
明后天银行股还会领涨所有板块！,10838,24,322,4.0,2016-09-21 14:05:32
摩通：中行目标价看至4.8元 评级“增持”,11461,4,431,0.0,2016-09-22 11:38:03
中国银行纽约分行任美国人民币业务清算行,7093,9,202,0.0,2016-09-21 09:28:50
主力眼瞎了，中行港股大涨3%,7764,10,138,3.5,2016-09-19 10:36:16
证金大举减持银行，经济泡末破灭前夜吗,12937,8,361,3.5,2016-09-16 00:10:20
北部湾自贸区龙头：柳钢股份,6008,26,136,4.0,2016-08-12 07:14:00
去年7月4.11买的，至今套牢，分红后降成本3.94,17908,28,221,3.5,2016-09-06 21:54:47
中国银行，2006年底，股价升到68元！,15295,18,91,2.5,2015-12-10 20:17:45
求解答，今天买入3万股，十年后我的资产是多少,12791,23,220,2.5,2016-08-18 17:29:45
大东南：石墨，锂电，手游，只卖3.89元,22415,133,91,4.0,2016-08-15 12:32:55
3.45重仓杀入 等3天,6112,10,125,2.5,2016-09-06 17:15:43
中国银行(601988)大宗交易数据一览(09-06),9130,5,476,0.0,2016-09-06 18:03:50
抛！中国银行A股价高溢价H股42%左右，同股同权,67782,146,31,4.5,2015-11-19 08:20:19
中国银行(601988)大宗交易数据一览(07-19),12125,5,483,0.0,2016-07-19 17:58:26
令人醍醐灌顶 茅塞顿开的2016半年报数据。,10965,14,1038,3.5,2016-09-02 08:46:49
下周有望出现连续大阳线反弹！,8424,4,694,4.0,2016-09-04 08:29:15
证金公司上半年增持中行A股近5亿股,9168,6,247,0.0,2016-08-31 09:44:52
中行上半年利润同增12.97% 拨备覆盖率重回150%,14644,7,2148,0.0,2016-08-31 06:33:30
去除卖南洋银行所得，中国银行中报每股0.20元。,8514,20,177,3.5,2016-08-30 21:27:07
中国银行中期净利润930.37亿元同比增长2.52%,13335,8,583,0.0,2016-08-30 18:38:39
中国银行(601988)融资融券信息(08-25),5323,6,536,0.0,2016-08-26 07:45:53
中国银行(601988)融资融券信息(08-22),3751,3,540,0.0,2016-08-23 07:38:24
肯定又崩盘啦 崩盘了 跌停无疑了!!!!!!!!!!!!!!,29558,137,236,4.5,2016-01-05 09:06:09
关于中国银行，其实多数人已经被垃圾股炒家和股,17231,24,552,3.5,2016-08-11 11:55:16
中行从来没有涨停过，明天能来一个吗[大笑],9354,17,148,3.0,2016-08-11 22:23:40
朋友们新年好！决战马上要开始了，祝福今年好运,30660,48,168,3.5,2016-02-13 10:17:28
大智慧告诉我们：九成以上股民没有大智慧。,8621,17,451,3.5,2016-08-14 10:48:44
柳钢股份：从4.4元跌到3.62元，跌幅超20%[抄底],11542,37,103,4.0,2016-08-06 10:27:59
老股民喋血忠告本吧小散：绝不买万科！绝不！,8896,11,508,3.5,2016-07-06 08:05:45
中国银行与共和国一起成长！一起强盛！,18069,17,87,2.5,2016-07-10 16:42:39
中国银行(601988)融资融券信息(08-03),4716,4,532,0.0,2016-08-04 07:43:34
百年中行，值得长期反复拥有,43350,103,132,2.5,2016-03-07 10:15:45
以开盘价3.1买入中国银行，世界经济消条不知这,11443,11,182,3.5,2016-02-15 13:47:12
中国银行，净资产+公积金+未分配利润=6.5元，其,7499,9,199,3.0,2016-07-31 17:57:34
中国银行(601988)融资融券信息(07-28),5539,5,536,0.0,2016-07-29 07:47:43
[疯狂怒笑]等死吧！危机已经爆发，这是毫无疑问,2363,7,2013,4.0,2015-09-05 07:50:09
中国银行(601988)融资融券信息(07-27),5119,7,534,0.0,2016-07-28 07:51:12
好当家：转型大健康，大消费，大美丽产业，打造,45569,165,144,4.0,2016-06-08 19:49:03
粘胶短纤价格暴涨了，关注：新乡化纤,6185,14,144,4.0,2016-07-24 07:23:13
我操作中行8年，亏多盈少，奉劝广大股民朋友千,4427,5,190,1.0,2016-07-20 21:40:47
全球迅猛布局黑科技产业链仅此一家 未来黑科技,64148,108,2545,3.5,2016-04-26 12:23:13
[投资者传闻求证]沦为第一低价银行股，是光荣还,23945,21,27,3.5,2016-07-01 14:43:38
