股票,日期,收盘价,上证指数,简单情感指数
浦发银行,2015-12-17,18.49,3580.0,-0.2231435513142097
浦发银行,2015-12-18,18.81,3578.96,1.6094379124341003
浦发银行,2015-12-21,19.14,3642.47,0.0
浦发银行,2015-12-22,18.90,3651.77,-0.40546510810816444
浦发银行,2015-12-23,18.88,3636.09,0.28768207245178085
浦发银行,2015-12-24,19.04,3612.49,0.22314355131420976
浦发银行,2015-12-25,19.32,3627.91,0.22314355131420976
浦发银行,2015-12-28,18.70,3533.78,0.28768207245178085
浦发银行,2015-12-29,18.74,3563.74,-0.5108256237659907
浦发银行,2015-12-30,18.57,3572.88,-0.6931471805599453
浦发银行,2015-12-31,18.27,3539.18,-0.5108256237659907
浦发银行,2016-01-04,17.80,3296.26,-0.8109302162163288
浦发银行,2016-01-05,17.96,3287.71,-0.2876820724517809
浦发银行,2016-01-06,18.10,3361.84,0.28768207245178085
浦发银行,2016-01-07,17.51,3125.0,-0.13353139262452263
浦发银行,2016-01-08,17.49,3186.41,-0.2876820724517809
浦发银行,2016-01-11,17.05,3016.7,-1.0986122886681098
浦发银行,2016-01-12,17.45,3022.86,-0.9808292530117262
浦发银行,2016-01-13,17.39,2949.6,-0.40546510810816444
浦发银行,2016-01-14,17.92,3007.65,-0.1823215567939546
浦发银行,2016-01-15,17.58,2900.97,-1.2039728043259361
浦发银行,2016-01-18,17.68,2913.84,-0.2876820724517809
浦发银行,2016-01-19,17.77,3007.74,1.0986122886681098
浦发银行,2016-01-20,17.25,2976.69,0.28768207245178085
浦发银行,2016-01-21,16.58,2880.48,0.15415067982725836
浦发银行,2016-01-22,17.02,2916.56,-0.5108256237659907
浦发银行,2016-01-25,17.03,2938.51,0.0
浦发银行,2016-01-26,16.66,2749.79,0.0
浦发银行,2016-01-27,16.68,2735.56,0.0
浦发银行,2016-01-28,16.58,2655.66,0.0
浦发银行,2016-01-29,16.90,2737.6,0.0
浦发银行,2016-02-01,16.50,2688.85,0.6931471805599453
浦发银行,2016-02-02,16.76,2749.57,0.4054651081081644
浦发银行,2016-02-03,16.61,2739.25,0
浦发银行,2016-02-04,17.30,2781.02,0.0
浦发银行,2016-02-05,18.38,2763.49,-0.9808292530117262
浦发银行,2016-02-15,18.45,2746.2,-0.6931471805599453
浦发银行,2016-03-11,16.97,2810.31,-0.48550781578170077
浦发银行,2016-03-14,16.86,2859.5,0.5108256237659907
浦发银行,2016-03-15,17.02,2864.37,0.4054651081081644
浦发银行,2016-03-16,18.03,2870.43,-0.6931471805599453
浦发银行,2016-03-17,17.70,2904.83,-0.40546510810816444
浦发银行,2016-03-18,17.84,2955.15,0.6931471805599453
浦发银行,2016-03-21,18.06,3018.8,-0.587786664902119
浦发银行,2016-03-22,18.15,2999.36,-0.40546510810816444
浦发银行,2016-03-23,18.13,3009.96,-0.5108256237659907
浦发银行,2016-03-24,17.72,2960.97,-1.252762968495368
浦发银行,2016-03-25,17.74,2979.43,0.28768207245178085
浦发银行,2016-03-28,17.45,2957.82,0.0
浦发银行,2016-03-29,17.45,2919.83,-0.916290731874155
浦发银行,2016-03-30,17.87,3000.64,0.0
浦发银行,2016-03-31,17.93,3003.92,-0.3364722366212129
浦发银行,2016-04-01,18.18,3009.53,-0.2876820724517809
浦发银行,2016-04-05,18.17,3053.07,0.0
浦发银行,2016-04-06,17.96,3050.59,-1.0986122886681098
浦发银行,2016-04-07,17.69,3008.42,0.0
浦发银行,2016-04-08,17.60,2984.96,-0.2876820724517809
浦发银行,2016-04-11,17.67,3033.96,-1.3862943611198906
浦发银行,2016-04-12,17.62,3023.65,0.0
浦发银行,2016-04-13,17.74,3066.64,-0.40546510810816444
浦发银行,2016-04-14,17.80,3082.36,0.0
浦发银行,2016-04-15,17.89,3078.12,-1.252762968495368
浦发银行,2016-04-18,17.81,3033.66,0.0
浦发银行,2016-04-19,17.90,3042.82,-0.5108256237659907
浦发银行,2016-04-20,17.96,2972.58,-0.1823215567939546
浦发银行,2016-04-21,18.12,2952.89,-0.2231435513142097
浦发银行,2016-04-22,18.24,2959.24,0.0
浦发银行,2016-04-25,17.88,2946.67,1.3862943611198906
浦发银行,2016-04-26,17.92,2964.7,-1.791759469228055
浦发银行,2016-04-27,17.86,2953.67,-0.40546510810816444
浦发银行,2016-04-28,17.90,2945.59,0.28768207245178085
浦发银行,2016-04-29,17.83,2938.32,-0.5108256237659907
浦发银行,2016-05-03,18.12,2992.64,0.0
浦发银行,2016-05-04,18.08,2991.27,-0.2876820724517809
浦发银行,2016-05-05,18.06,2997.84,-0.916290731874155
浦发银行,2016-05-06,17.73,2913.25,1.3862943611198906
浦发银行,2016-05-09,17.51,2832.11,0.9162907318741551
浦发银行,2016-05-10,17.48,2832.59,1.0986122886681098
浦发银行,2016-05-11,17.45,2837.04,-0.40546510810816444
浦发银行,2016-05-12,17.41,2835.86,-0.2876820724517809
浦发银行,2016-05-13,17.24,2827.11,-0.6931471805599453
浦发银行,2016-05-16,17.29,2850.86,0.0
浦发银行,2016-05-17,17.25,2843.68,-1.6094379124341003
浦发银行,2016-05-18,17.56,2807.51,0.6931471805599453
浦发银行,2016-05-19,17.35,2806.91,0.28768207245178085
浦发银行,2016-05-20,17.45,2825.48,-0.6931471805599453
浦发银行,2016-05-23,17.55,2843.65,-0.6931471805599453
浦发银行,2016-05-24,17.55,2821.67,-0.6931471805599453
浦发银行,2016-05-25,17.67,2815.09,0.0
浦发银行,2016-05-26,17.70,2822.44,0.0
浦发银行,2016-05-27,17.74,2821.05,0.0
浦发银行,2016-05-30,17.95,2822.45,0.4054651081081644
浦发银行,2016-05-31,18.29,2916.62,0.0
浦发银行,2016-06-01,18.19,2913.51,0.6931471805599453
浦发银行,2016-06-02,18.02,2925.23,0.0
浦发银行,2016-06-03,18.01,2938.68,-1.6094379124341003
浦发银行,2016-06-06,18.02,2934.1,-0.6931471805599453
浦发银行,2016-06-07,18.02,2936.04,0.0
浦发银行,2016-06-08,17.99,2927.16,0.0
浦发银行,2016-06-13,17.78,2833.07,0.0
浦发银行,2016-06-14,17.79,2842.19,0.6931471805599453
浦发银行,2016-06-15,17.74,2887.21,0.6931471805599453
浦发银行,2016-06-16,17.80,2872.82,0
浦发银行,2016-06-17,17.77,2885.11,0
浦发银行,2016-06-20,17.85,2888.81,-0.6931471805599453
浦发银行,2016-06-21,17.78,2878.56,-0.6931471805599453
浦发银行,2016-06-22,17.89,2905.55,-1.0986122886681098
浦发银行,2016-06-23,15.72,2891.96,-1.0986122886681098
浦发银行,2016-06-24,15.28,2854.29,-0.5108256237659907
浦发银行,2016-06-27,15.31,2895.7,0.0
浦发银行,2016-06-28,15.28,2912.56,-1.791759469228055
浦发银行,2016-06-29,15.50,2931.59,-1.6094379124341003
浦发银行,2016-06-30,15.57,2929.61,-0.916290731874155
浦发银行,2016-07-01,15.92,2932.48,-1.0986122886681098
浦发银行,2016-07-04,15.93,2988.6,-0.2231435513142097
浦发银行,2016-07-05,15.79,3006.39,-0.5108256237659907
浦发银行,2016-07-06,15.64,3017.29,-0.40546510810816444
浦发银行,2016-07-07,15.57,3016.85,-0.2231435513142097
浦发银行,2016-07-08,15.45,2988.09,-0.2231435513142097
浦发银行,2016-07-11,15.43,2994.92,-0.2231435513142097
浦发银行,2016-07-12,15.64,3049.38,-1.0986122886681098
浦发银行,2016-07-13,15.79,3060.69,-2.1972245773362196
浦发银行,2016-07-14,15.70,3054.02,-0.40546510810816444
浦发银行,2016-07-15,15.71,3054.3,-0.5108256237659907
浦发银行,2016-07-18,15.77,3043.56,-0.6931471805599453
浦发银行,2016-07-19,15.73,3036.6,-0.2876820724517809
浦发银行,2016-07-20,15.75,3027.9,0.28768207245178085
浦发银行,2016-07-21,15.83,3039.01,-0.2876820724517809
浦发银行,2016-07-22,15.63,3012.82,-0.916290731874155
浦发银行,2016-07-25,15.69,3015.83,-0.2876820724517809
浦发银行,2016-07-26,15.74,3050.17,-0.1823215567939546
浦发银行,2016-07-27,15.87,2992.0,-0.40546510810816444
浦发银行,2016-07-28,15.68,2994.32,-0.2876820724517809
浦发银行,2016-07-29,15.70,2979.34,-0.40546510810816444
浦发银行,2016-08-01,15.80,2953.39,-0.6931471805599453
浦发银行,2016-08-02,15.75,2971.28,-0.6931471805599453
浦发银行,2016-08-03,15.67,2978.46,-0.8472978603872037
浦发银行,2016-08-04,15.59,2982.43,-0.5108256237659907
浦发银行,2016-08-05,15.73,2976.7,0.22314355131420976
浦发银行,2016-08-08,15.74,3004.28,0.0
浦发银行,2016-08-09,15.79,3025.68,0.0
浦发银行,2016-08-10,15.83,3018.75,-1.1786549963416462
浦发银行,2016-08-11,16.07,3002.64,0.0
浦发银行,2016-08-12,16.36,3050.67,-0.587786664902119
浦发银行,2016-08-15,16.94,3125.2,-0.8472978603872037
浦发银行,2016-08-16,16.70,3110.04,0.0
浦发银行,2016-08-17,16.64,3109.56,0.28768207245178085
浦发银行,2016-08-18,16.44,3104.11,0.6931471805599453
浦发银行,2016-08-19,16.42,3108.1,0.0
浦发银行,2016-08-22,16.41,3084.81,-1.3862943611198906
浦发银行,2016-08-23,16.40,3089.71,-0.6931471805599453
浦发银行,2016-08-24,16.39,3085.88,0.0
浦发银行,2016-08-25,16.34,3068.33,-0.5108256237659907
浦发银行,2016-08-26,16.34,3070.31,0.28768207245178085
浦发银行,2016-08-29,16.23,3070.03,-1.3862943611198906
浦发银行,2016-08-30,16.40,3074.68,-0.6931471805599453
浦发银行,2016-08-31,16.48,3085.49,1.3862943611198906
浦发银行,2016-09-01,16.41,3063.31,0.4054651081081644
浦发银行,2016-09-02,16.48,3067.35,-0.2876820724517809
浦发银行,2016-09-05,16.49,3072.1,-0.8472978603872037
浦发银行,2016-09-06,16.41,3090.71,-0.2876820724517809
浦发银行,2016-09-07,16.48,3091.93,-0.40546510810816444
浦发银行,2016-09-08,16.60,3095.95,-0.5108256237659907
浦发银行,2016-09-09,16.56,3078.86,-0.6931471805599453
浦发银行,2016-09-12,16.40,3021.98,-1.3862943611198906
浦发银行,2016-09-13,16.45,3023.51,-0.2876820724517809
浦发银行,2016-09-14,16.40,3002.85,-1.0986122886681098
浦发银行,2016-09-19,16.46,3026.05,-0.2876820724517809
浦发银行,2016-09-20,16.46,3023.0,0.0
浦发银行,2016-09-21,16.45,3025.87,-0.2876820724517809
浦发银行,2016-09-22,16.53,3042.31,-0.6931471805599453
浦发银行,2016-09-23,16.48,3033.9,1.252762968495368
浦发银行,2016-09-26,16.48,2980.43,-0.40546510810816444
浦发银行,2016-09-27,16.48,2998.17,-0.1823215567939546
浦发银行,2016-09-28,16.48,2987.86,0.28768207245178085
浦发银行,2016-09-29,16.50,2998.48,0.6931471805599453
浦发银行,2016-09-30,16.49,3004.7,-0.40546510810816444
浦发银行,2016-10-10,16.55,3048.14,-0.5108256237659907
浦发银行,2016-10-11,16.57,3065.25,0.0
浦发银行,2016-10-12,16.51,3058.5,1.0986122886681098
浦发银行,2016-10-13,16.43,3061.35,0.9162907318741551
浦发银行,2016-10-14,16.46,3063.81,0.6931471805599453
浦发银行,2016-10-17,16.27,3041.17,1.3862943611198906
浦发银行,2016-10-18,16.34,3083.88,-1.6094379124341003
浦发银行,2016-10-19,16.27,3084.72,-1.2039728043259361
浦发银行,2016-10-20,16.29,3084.46,-1.3862943611198906
浦发银行,2016-10-21,16.30,3090.94,-0.5596157879354228
浦发银行,2016-10-24,16.47,3128.25,0.22314355131420976
浦发银行,2016-10-25,16.42,3131.94,0.22314355131420976
浦发银行,2016-10-26,16.32,3116.31,0.0
浦发银行,2016-10-27,16.19,3112.35,-1.0986122886681098
浦发银行,2016-10-28,16.29,3104.27,-1.466337068793427
浦发银行,2016-10-31,16.27,3100.49,-0.2876820724517809
浦发银行,2016-11-01,16.30,3122.44,0.9162907318741551
浦发银行,2016-11-02,16.20,3102.73,-0.5108256237659907
浦发银行,2016-11-03,16.35,3128.94,-0.6931471805599453
浦发银行,2016-11-04,16.40,3125.32,-0.6931471805599453
浦发银行,2016-11-07,16.42,3133.33,-1.0986122886681098
浦发银行,2016-11-08,16.47,3147.89,-1.252762968495368
浦发银行,2016-11-09,16.46,3128.37,0.0
浦发银行,2016-11-10,16.57,3171.28,0.0
浦发银行,2016-11-11,16.59,3196.04,-0.40546510810816444
浦发银行,2016-11-14,16.60,3210.37,0.4054651081081644
浦发银行,2016-11-15,16.59,3206.99,0.6931471805599453
浦发银行,2016-11-16,16.60,3205.06,0.28768207245178085
浦发银行,2016-11-17,16.60,3208.45,-0.6931471805599453
浦发银行,2016-11-18,16.60,3192.86,-0.6931471805599453
浦发银行,2016-11-21,16.64,3218.15,0.0
浦发银行,2016-11-22,16.68,3248.35,-1.791759469228055
浦发银行,2016-11-23,16.93,3241.14,0.3746934494414107
浦发银行,2016-11-24,16.89,3241.74,-0.8472978603872037
浦发银行,2016-11-25,17.09,3261.94,0.22314355131420976
浦发银行,2016-11-28,17.21,3277.0,0.5108256237659907
浦发银行,2016-11-29,17.26,3282.92,-0.6931471805599453
浦发银行,2016-11-30,17.16,3250.03,0.0
浦发银行,2016-12-01,17.15,3273.31,-0.2876820724517809
浦发银行,2016-12-02,17.10,3243.84,-0.6931471805599453
浦发银行,2016-12-05,17.30,3204.71,0.15415067982725836
浦发银行,2016-12-06,17.22,3199.65,0.28768207245178085
浦发银行,2016-12-07,17.07,3222.24,0.0
浦发银行,2016-12-08,17.14,3215.37,0.0
浦发银行,2016-12-09,17.34,3232.88,-0.6931471805599453
浦发银行,2016-12-12,17.49,3152.97,0.4054651081081644
浦发银行,2016-12-13,17.17,3155.04,-0.40546510810816444
浦发银行,2016-12-14,17.18,3140.53,-0.6931471805599453
浦发银行,2016-12-15,16.70,3117.68,-0.5108256237659907
浦发银行,2016-12-16,16.66,3122.98,-0.40546510810816444
浦发银行,2016-12-19,16.52,3118.08,0.0
浦发银行,2016-12-20,16.28,3102.88,-0.6931471805599453
浦发银行,2016-12-21,16.32,3137.43,0.0
浦发银行,2016-12-22,16.19,3139.56,-0.4700036292457356
浦发银行,2016-12-23,16.19,3110.15,-0.5596157879354228
浦发银行,2016-12-26,16.25,3122.57,-0.40546510810816444
浦发银行,2016-12-27,16.14,3114.66,-1.0986122886681098
浦发银行,2016-12-28,16.09,3102.24,0.4054651081081644
浦发银行,2016-12-29,16.07,3096.1,0.8472978603872037
浦发银行,2016-12-30,16.21,3103.64,-0.6931471805599453
浦发银行,2017-01-03,16.30,3135.92,-0.2876820724517809
浦发银行,2017-01-04,16.33,3158.79,-0.2876820724517809
浦发银行,2017-01-05,16.30,3165.41,-0.6931471805599453
浦发银行,2017-01-06,16.18,3154.32,0.0
浦发银行,2017-01-09,16.20,3171.24,-0.6931471805599453
浦发银行,2017-01-10,16.19,3161.67,-0.2876820724517809
浦发银行,2017-01-11,16.16,3136.75,0.6931471805599453
浦发银行,2017-01-12,16.12,3119.29,-0.6931471805599453
浦发银行,2017-01-13,16.27,3112.76,0.9162907318741551
浦发银行,2017-01-16,16.56,3103.43,0.6931471805599453
浦发银行,2017-01-17,16.40,3108.77,1.0986122886681098
浦发银行,2017-01-18,16.48,3113.01,-1.3862943611198906
浦发银行,2017-01-19,16.54,3101.3,0.6931471805599453
浦发银行,2017-01-20,16.60,3123.14,0.6931471805599453
浦发银行,2017-01-23,16.57,3136.77,0.6931471805599453
浦发银行,2017-01-24,16.69,3142.55,-0.5108256237659907
浦发银行,2017-01-25,16.69,3149.55,-0.6931471805599453
浦发银行,2017-01-26,16.74,3159.17,0.0
浦发银行,2017-02-03,16.63,3140.17,-0.6931471805599453
浦发银行,2017-02-06,16.66,3156.98,1.0986122886681098
浦发银行,2017-02-07,16.67,3153.09,-1.0986122886681098
浦发银行,2017-02-08,16.67,3166.98,0
浦发银行,2017-02-09,16.72,3183.18,-0.6931471805599453
浦发银行,2017-02-10,16.78,3196.7,0.4054651081081644
浦发银行,2017-02-13,16.85,3216.84,-0.6931471805599453
浦发银行,2017-02-14,16.75,3217.93,0.4054651081081644
浦发银行,2017-02-15,16.84,3212.99,-0.916290731874155
浦发银行,2017-02-16,16.78,3229.62,-1.3862943611198906
浦发银行,2017-02-17,16.64,3202.08,-0.6931471805599453
浦发银行,2017-02-20,16.91,3239.96,-1.3862943611198906
浦发银行,2017-02-21,16.88,3253.33,-0.40546510810816444
浦发银行,2017-02-22,16.75,3261.22,-0.40546510810816444
浦发银行,2017-02-23,16.69,3251.38,-1.9459101490553135
浦发银行,2017-02-24,16.71,3253.43,0.0
浦发银行,2017-02-27,16.59,3228.66,-0.6931471805599453
浦发银行,2017-02-28,16.59,3241.73,-0.5108256237659907
浦发银行,2017-03-01,16.56,3246.93,-1.252762968495368
浦发银行,2017-03-02,16.41,3230.03,-0.916290731874155
浦发银行,2017-03-03,16.35,3218.31,0.0
浦发银行,2017-03-06,16.41,3233.87,0.6931471805599453
浦发银行,2017-03-07,16.43,3242.41,-0.5108256237659907
浦发银行,2017-03-08,16.39,3240.66,0.0
浦发银行,2017-03-09,16.22,3216.75,-1.0986122886681098
浦发银行,2017-03-10,16.23,3212.76,-0.6931471805599453
浦发银行,2017-03-13,16.34,3237.02,-1.3862943611198906
浦发银行,2017-03-14,16.26,3239.33,-0.5108256237659907
浦发银行,2017-03-15,16.24,3241.76,0.28768207245178085
浦发银行,2017-03-16,16.29,3268.94,0.0
浦发银行,2017-03-17,16.20,3237.45,-0.6931471805599453
浦发银行,2017-03-20,16.14,3250.81,-1.0986122886681098
浦发银行,2017-03-21,16.00,3261.61,-1.9459101490553135
浦发银行,2017-03-22,15.78,3245.22,-0.8754687373538999
浦发银行,2017-03-23,15.88,3248.55,-0.5596157879354228
浦发银行,2017-03-24,15.96,3269.45,-1.0986122886681098
浦发银行,2017-03-27,16.04,3266.96,0.4054651081081644
浦发银行,2017-03-28,16.01,3252.95,-0.6931471805599453
浦发银行,2017-03-29,15.87,3241.31,0.9162907318741551
浦发银行,2017-03-30,15.81,3210.24,-0.6931471805599453
浦发银行,2017-03-31,16.01,3222.51,-1.0986122886681098
浦发银行,2017-04-05,16.16,3270.31,-1.3862943611198906
浦发银行,2017-04-06,16.10,3281.0,-1.0986122886681098
浦发银行,2017-04-07,16.10,3286.62,-1.6094379124341003
浦发银行,2017-04-10,15.97,3269.39,0
浦发银行,2017-04-11,15.89,3288.97,0.0
浦发银行,2017-04-12,15.89,3273.83,-0.6931471805599453
浦发银行,2017-04-13,15.75,3275.96,-0.6931471805599453
浦发银行,2017-04-14,15.51,3246.07,0
浦发银行,2017-04-17,15.56,3222.17,0.0
浦发银行,2017-04-18,15.30,3196.71,-0.916290731874155
浦发银行,2017-04-19,15.11,3170.69,-0.40546510810816444
浦发银行,2017-04-20,14.91,3172.1,-0.1823215567939546
浦发银行,2017-04-21,15.05,3173.15,-0.916290731874155
浦发银行,2017-04-24,15.00,3129.53,-0.15415067982725836
浦发银行,2017-04-25,15.05,3134.57,-0.8472978603872037
浦发银行,2017-04-26,15.05,3140.85,-1.2039728043259361
浦发银行,2017-04-27,15.21,3152.19,-0.40546510810816444
浦发银行,2017-04-28,15.21,3154.66,0.0
浦发银行,2017-05-02,15.16,3143.71,-0.6931471805599453
浦发银行,2017-05-03,15.08,3135.35,1.0986122886681098
浦发银行,2017-05-04,14.98,3127.37,0.0
浦发银行,2017-05-05,14.92,3103.04,-0.6931471805599453
浦发银行,2017-05-08,14.86,3078.61,-0.2231435513142097
浦发银行,2017-05-09,14.76,3080.53,-0.5596157879354228
浦发银行,2017-05-10,14.61,3052.79,-0.13353139262452263
浦发银行,2017-05-11,14.75,3061.5,-0.5108256237659907
浦发银行,2017-05-12,15.21,3083.51,-0.1823215567939546
浦发银行,2017-05-15,15.27,3090.23,-0.2876820724517809
浦发银行,2017-05-16,15.27,3112.96,1.6094379124341003
浦发银行,2017-05-17,15.21,3104.44,0.6931471805599453
浦发银行,2017-05-18,15.01,3090.14,-1.3862943611198906
浦发银行,2017-05-19,15.02,3090.63,0.0
浦发银行,2017-05-22,15.04,3075.68,0.0
浦发银行,2017-05-23,15.43,3061.95,-1.3862943611198906
浦发银行,2017-05-24,15.47,3064.08,-1.0986122886681098
浦发银行,2017-05-25,12.93,3107.83,0.8109302162163288
浦发银行,2017-05-26,12.84,3110.06,-0.4700036292457356
浦发银行,2017-05-31,12.84,3117.18,-1.3862943611198906
浦发银行,2017-06-01,12.92,3102.62,0.28768207245178085
浦发银行,2017-06-02,12.89,3105.54,-0.6931471805599453
浦发银行,2017-06-05,12.85,3091.66,0.28768207245178085
浦发银行,2017-06-06,12.80,3102.13,0.0
浦发银行,2017-06-07,12.84,3140.32,0.0
浦发银行,2017-06-08,12.84,3150.33,-0.916290731874155
浦发银行,2017-06-09,12.93,3158.4,0.6931471805599453
浦发银行,2017-06-12,12.78,3139.88,0.47000362924573563
浦发银行,2017-06-13,12.59,3153.74,0.0
浦发银行,2017-06-14,12.46,3130.67,0.0
浦发银行,2017-06-15,12.38,3132.49,-0.5108256237659907
浦发银行,2017-06-16,12.35,3123.17,-1.3862943611198906
浦发银行,2017-06-19,12.40,3144.37,-0.5108256237659907
浦发银行,2017-06-20,12.29,3140.01,-0.2231435513142097
浦发银行,2017-06-21,12.34,3156.21,-1.791759469228055
浦发银行,2017-06-22,12.57,3147.45,1.252762968495368
浦发银行,2017-06-23,12.64,3157.87,-0.40546510810816444
浦发银行,2017-06-26,12.64,3185.44,1.3862943611198906
浦发银行,2017-06-27,12.70,3191.2,-1.0986122886681098
浦发银行,2017-06-28,12.79,3173.2,-0.5108256237659907
浦发银行,2017-06-29,12.76,3188.06,-0.40546510810816444
浦发银行,2017-06-30,12.65,3192.43,0.0
浦发银行,2017-07-03,12.56,3195.91,1.0986122886681098
浦发银行,2017-07-04,12.55,3182.8,-0.6931471805599453
浦发银行,2017-07-05,12.62,3207.13,0.4054651081081644
浦发银行,2017-07-06,12.66,3212.44,-1.6094379124341003
浦发银行,2017-07-07,12.60,3217.96,0.6931471805599453
浦发银行,2017-07-10,12.53,3212.63,-0.6931471805599453
浦发银行,2017-07-11,12.80,3203.04,-1.0986122886681098
浦发银行,2017-07-12,12.86,3197.54,-0.40546510810816444
浦发银行,2017-07-13,13.27,3218.16,-0.40546510810816444
浦发银行,2017-07-14,13.59,3222.42,-1.252762968495368
浦发银行,2017-07-17,13.76,3176.46,-1.3862943611198906
浦发银行,2017-07-18,13.55,3187.57,0.0
浦发银行,2017-07-19,13.69,3230.98,-0.2231435513142097
浦发银行,2017-07-20,13.62,3244.86,-0.6931471805599453
浦发银行,2017-07-21,13.45,3237.98,-1.6094379124341003
浦发银行,2017-07-24,13.67,3250.6,-0.40546510810816444
浦发银行,2017-07-25,13.51,3243.69,-0.40546510810816444
浦发银行,2017-07-26,13.38,3247.67,-0.1823215567939546
浦发银行,2017-07-27,13.38,3249.78,-0.916290731874155
浦发银行,2017-07-28,13.47,3253.24,0.4054651081081644
浦发银行,2017-07-31,13.36,3273.03,-0.40546510810816444
浦发银行,2017-08-01,13.43,3292.64,-0.6931471805599453
浦发银行,2017-08-02,13.44,3285.06,-1.0986122886681098
浦发银行,2017-08-03,13.08,3272.93,-1.3862943611198906
浦发银行,2017-08-04,12.87,3262.08,-1.7047480922384253
浦发银行,2017-08-07,12.93,3279.46,0.0
浦发银行,2017-08-08,12.87,3281.87,1.0986122886681098
浦发银行,2017-08-09,12.76,3275.57,-0.6931471805599453
浦发银行,2017-08-10,12.79,3261.75,-0.2231435513142097
浦发银行,2017-08-11,12.68,3208.54,-0.40546510810816444
浦发银行,2017-08-14,12.56,3237.36,-0.916290731874155
浦发银行,2017-08-15,12.59,3251.26,0.0
浦发银行,2017-08-16,12.49,3246.45,0.0
浦发银行,2017-08-17,12.53,3268.43,0.0
浦发银行,2017-08-18,12.51,3268.72,-0.6931471805599453
浦发银行,2017-08-21,12.51,3286.91,-0.916290731874155
