股票,日期,收盘价,上证指数,简单情感指数
浦发银行,09/01/15,15.33,3166.62,2
浦发银行,09/02/15,14.89,3160.17,-1
浦发银行,09/07/15,14.50,3080.42,-3
浦发银行,09/08/15,15.06,3170.45,2
浦发银行,09/09/15,15.16,3243.09,3
浦发银行,09/10/15,15.25,3197.89,-1
浦发银行,09/11/15,15.56,3200.23,-3
浦发银行,09/14/15,15.93,3114.8,-2
浦发银行,09/15/15,15.46,3005.17,1
浦发银行,09/16/15,15.43,3152.26,0
浦发银行,09/17/15,15.11,3086.06,-3
浦发银行,09/18/15,15.03,3097.92,-3
浦发银行,09/21/15,14.97,3156.54,1
浦发银行,09/22/15,15.05,3185.62,0
浦发银行,09/23/15,14.95,3115.89,1
浦发银行,09/24/15,15.27,3142.69,-1
浦发银行,09/25/15,15.59,3092.35,1
浦发银行,09/28/15,15.92,3100.76,-2
浦发银行,09/29/15,15.97,3038.14,-3
浦发银行,09/30/15,16.63,3052.78,-2
浦发银行,10/08/15,15.87,3143.36,-1
浦发银行,10/09/15,15.90,3183.15,2
浦发银行,10/12/15,16.06,3287.66,0
浦发银行,10/13/15,15.97,3293.23,3
浦发银行,10/14/15,15.90,3262.44,-1
浦发银行,10/26/15,16.28,3429.58,0
浦发银行,10/27/15,16.32,3434.34,-2
浦发银行,10/28/15,16.31,3375.2,1
浦发银行,10/29/15,16.59,3387.32,-4
浦发银行,10/30/15,16.39,3382.56,-1
浦发银行,11/02/15,16.41,3325.08,-1
浦发银行,11/03/15,16.46,3316.7,-1
浦发银行,11/04/15,16.84,3459.64,-1
浦发银行,11/05/15,17.71,3522.82,0
浦发银行,11/06/15,17.88,3590.03,0
浦发银行,11/09/15,18.15,3646.88,-2
浦发银行,11/10/15,18.37,3640.49,4
浦发银行,11/11/15,17.73,3650.25,-3
浦发银行,11/12/15,17.36,3632.9,-1
浦发银行,11/13/15,17.58,3580.84,1
浦发银行,11/16/15,17.42,3606.96,1
浦发银行,11/17/15,17.44,3604.8,-2
浦发银行,11/18/15,17.39,3568.47,0
浦发银行,11/19/15,17.90,3617.06,1
浦发银行,11/20/15,18.47,3630.5,1
浦发银行,11/23/15,19.06,3610.31,0
浦发银行,11/24/15,19.05,3616.11,1
浦发银行,11/25/15,19.67,3647.93,4
浦发银行,11/26/15,19.37,3635.55,2
浦发银行,11/27/15,18.53,3436.3,2
浦发银行,11/30/15,18.65,3445.4,3
浦发银行,12/01/15,18.66,3456.31,4
浦发银行,12/02/15,19.85,3536.91,-4
浦发银行,12/03/15,19.25,3584.82,1
浦发银行,12/04/15,18.71,3524.99,1
浦发银行,12/07/15,19.45,3536.93,-3
浦发银行,12/08/15,20.10,3470.07,1
浦发银行,12/09/15,19.23,3472.44,4
浦发银行,12/10/15,19.27,3455.5,-3
浦发银行,12/11/15,18.60,3434.58,0
浦发银行,12/14/15,18.45,3520.67,2
浦发银行,12/15/15,18.31,3510.35,1
浦发银行,12/16/15,18.18,3516.19,0
浦发银行,12/17/15,18.49,3580.0,0
浦发银行,12/18/15,18.81,3578.96,4
浦发银行,12/21/15,19.14,3642.47,1
浦发银行,12/22/15,18.90,3651.77,0
浦发银行,12/23/15,18.88,3636.09,2
浦发银行,12/24/15,19.04,3612.49,1
浦发银行,12/25/15,19.32,3627.91,3
浦发银行,12/28/15,18.70,3533.78,1
浦发银行,12/29/15,18.74,3563.74,1
浦发银行,12/30/15,18.57,3572.88,-1
浦发银行,12/31/15,18.27,3539.18,0
浦发银行,01/04/16,17.80,3296.26,1
浦发银行,01/05/16,17.96,3287.71,0
浦发银行,01/06/16,18.10,3361.84,2
浦发银行,01/07/16,17.51,3125.0,3
浦发银行,01/08/16,17.49,3186.41,2
浦发银行,01/11/16,17.05,3016.7,-2
浦发银行,01/12/16,17.45,3022.86,-3
浦发银行,01/13/16,17.39,2949.6,1
浦发银行,01/14/16,17.92,3007.65,1
浦发银行,01/15/16,17.58,2900.97,-3
浦发银行,01/18/16,17.68,2913.84,1
浦发银行,01/19/16,17.77,3007.74,2
浦发银行,01/20/16,17.25,2976.69,3
浦发银行,01/21/16,16.58,2880.48,3
浦发银行,01/22/16,17.02,2916.56,-1
浦发银行,01/25/16,17.03,2938.51,0
浦发银行,01/26/16,16.66,2749.79,0
浦发银行,01/27/16,16.68,2735.56,1
浦发银行,01/28/16,16.58,2655.66,2
浦发银行,01/29/16,16.90,2737.6,2
浦发银行,02/01/16,16.50,2688.85,1
浦发银行,02/02/16,16.76,2749.57,2
浦发银行,02/03/16,16.61,2739.25,0
浦发银行,02/04/16,17.30,2781.02,2
浦发银行,02/05/16,18.38,2763.49,-2
浦发银行,02/15/16,18.45,2746.2,-3
浦发银行,03/11/16,16.97,2810.31,-2
浦发银行,03/14/16,16.86,2859.5,3
浦发银行,03/15/16,17.02,2864.37,2
浦发银行,03/16/16,18.03,2870.43,-2
浦发银行,03/17/16,17.70,2904.83,0
浦发银行,03/18/16,17.84,2955.15,4
浦发银行,03/21/16,18.06,3018.8,0
浦发银行,03/22/16,18.15,2999.36,-1
浦发银行,03/23/16,18.13,3009.96,0
浦发银行,03/24/16,17.72,2960.97,-3
浦发银行,03/25/16,17.74,2979.43,1
浦发银行,03/28/16,17.45,2957.82,0
浦发银行,03/29/16,17.45,2919.83,0
浦发银行,03/30/16,17.87,3000.64,1
浦发银行,03/31/16,17.93,3003.92,1
浦发银行,04/01/16,18.18,3009.53,-1
浦发银行,04/05/16,18.17,3053.07,1
浦发银行,04/06/16,17.96,3050.59,-4
浦发银行,04/07/16,17.69,3008.42,1
浦发银行,04/08/16,17.60,2984.96,0
浦发银行,04/11/16,17.67,3033.96,-3
浦发银行,04/12/16,17.62,3023.65,3
浦发银行,04/13/16,17.74,3066.64,0
浦发银行,04/14/16,17.80,3082.36,3
浦发银行,04/15/16,17.89,3078.12,-1
浦发银行,04/18/16,17.81,3033.66,2
浦发银行,04/19/16,17.90,3042.82,0
浦发银行,04/20/16,17.96,2972.58,3
浦发银行,04/21/16,18.12,2952.89,0
浦发银行,04/22/16,18.24,2959.24,1
浦发银行,04/25/16,17.88,2946.67,3
浦发银行,04/26/16,17.92,2964.7,-3
浦发银行,04/27/16,17.86,2953.67,0
浦发银行,04/28/16,17.90,2945.59,1
浦发银行,04/29/16,17.83,2938.32,-1
浦发银行,05/03/16,18.12,2992.64,2
浦发银行,05/04/16,18.08,2991.27,0
浦发银行,05/05/16,18.06,2997.84,-2
浦发银行,05/06/16,17.73,2913.25,3
浦发银行,05/09/16,17.51,2832.11,4
浦发银行,05/10/16,17.48,2832.59,2
浦发银行,05/11/16,17.45,2837.04,1
浦发银行,05/12/16,17.41,2835.86,0
浦发银行,05/13/16,17.24,2827.11,-2
浦发银行,05/16/16,17.29,2850.86,0
浦发银行,05/17/16,17.25,2843.68,-2
浦发银行,05/18/16,17.56,2807.51,1
浦发银行,05/19/16,17.35,2806.91,1
浦发银行,05/20/16,17.45,2825.48,0
浦发银行,05/23/16,17.55,2843.65,0
浦发银行,05/24/16,17.55,2821.67,0
浦发银行,05/25/16,17.67,2815.09,1
浦发银行,05/26/16,17.70,2822.44,2
浦发银行,05/27/16,17.74,2821.05,0
浦发银行,05/30/16,17.95,2822.45,2
浦发银行,05/31/16,18.29,2916.62,0
浦发银行,06/01/16,18.19,2913.51,2
浦发银行,06/02/16,18.02,2925.23,0
浦发银行,06/03/16,18.01,2938.68,-2
浦发银行,06/06/16,18.02,2934.1,0
浦发银行,06/07/16,18.02,2936.04,0
浦发银行,06/08/16,17.99,2927.16,0
浦发银行,06/13/16,17.78,2833.07,0
浦发银行,06/14/16,17.79,2842.19,1
浦发银行,06/15/16,17.74,2887.21,2
浦发银行,06/16/16,17.80,2872.82,0
浦发银行,06/17/16,17.77,2885.11,0
浦发银行,06/20/16,17.85,2888.81,-1
浦发银行,06/21/16,17.78,2878.56,-2
浦发银行,06/22/16,17.89,2905.55,-2
浦发银行,06/23/16,15.72,2891.96,-2
浦发银行,06/24/16,15.28,2854.29,0
浦发银行,06/27/16,15.31,2895.7,1
浦发银行,06/28/16,15.28,2912.56,-4
浦发银行,06/29/16,15.50,2931.59,-2
浦发银行,06/30/16,15.57,2929.61,-1
浦发银行,07/01/16,15.92,2932.48,-2
浦发银行,07/04/16,15.93,2988.6,2
浦发银行,07/05/16,15.79,3006.39,0
浦发银行,07/06/16,15.64,3017.29,1
浦发银行,07/07/16,15.57,3016.85,1
浦发银行,07/08/16,15.45,2988.09,0
浦发银行,07/11/16,15.43,2994.92,1
浦发银行,07/12/16,15.64,3049.38,-2
浦发银行,07/13/16,15.79,3060.69,-7
浦发银行,07/14/16,15.70,3054.02,-1
浦发银行,07/15/16,15.71,3054.3,0
浦发银行,07/18/16,15.77,3043.56,1
浦发银行,07/19/16,15.73,3036.6,1
浦发银行,07/20/16,15.75,3027.9,1
浦发银行,07/21/16,15.83,3039.01,1
浦发银行,07/22/16,15.63,3012.82,-2
浦发银行,07/25/16,15.69,3015.83,0
浦发银行,07/26/16,15.74,3050.17,1
浦发银行,07/27/16,15.87,2992.0,-1
浦发银行,07/28/16,15.68,2994.32,0
浦发银行,07/29/16,15.70,2979.34,1
浦发银行,08/01/16,15.80,2953.39,-2
浦发银行,08/02/16,15.75,2971.28,-1
浦发银行,08/03/16,15.67,2978.46,-1
浦发银行,08/04/16,15.59,2982.43,-2
浦发银行,08/05/16,15.73,2976.7,3
浦发银行,08/08/16,15.74,3004.28,1
浦发银行,08/09/16,15.79,3025.68,1
浦发银行,08/10/16,15.83,3018.75,-5
浦发银行,08/11/16,16.07,3002.64,0
浦发银行,08/12/16,16.36,3050.67,-1
浦发银行,08/15/16,16.94,3125.2,-1
浦发银行,08/16/16,16.70,3110.04,4
浦发银行,08/17/16,16.64,3109.56,3
浦发银行,08/18/16,16.44,3104.11,5
浦发银行,08/19/16,16.42,3108.1,2
浦发银行,08/22/16,16.41,3084.81,-3
浦发银行,08/23/16,16.40,3089.71,-2
浦发银行,08/24/16,16.39,3085.88,0
浦发银行,08/25/16,16.34,3068.33,-1
浦发银行,08/26/16,16.34,3070.31,1
浦发银行,08/29/16,16.23,3070.03,-1
浦发银行,08/30/16,16.40,3074.68,-1
浦发银行,08/31/16,16.48,3085.49,3
浦发银行,09/01/16,16.41,3063.31,5
浦发银行,09/02/16,16.48,3067.35,0
浦发银行,09/05/16,16.49,3072.1,0
浦发银行,09/06/16,16.41,3090.71,1
浦发银行,09/07/16,16.48,3091.93,0
浦发银行,09/08/16,16.60,3095.95,-2
浦发银行,09/09/16,16.56,3078.86,-2
浦发银行,09/12/16,16.40,3021.98,-3
浦发银行,09/13/16,16.45,3023.51,0
浦发银行,09/14/16,16.40,3002.85,-1
浦发银行,09/19/16,16.46,3026.05,0
浦发银行,09/20/16,16.46,3023.0,0
浦发银行,09/21/16,16.45,3025.87,1
浦发银行,09/22/16,16.53,3042.31,-2
浦发银行,09/23/16,16.48,3033.9,5
浦发银行,09/26/16,16.48,2980.43,0
浦发银行,09/27/16,16.48,2998.17,1
浦发银行,09/28/16,16.48,2987.86,1
浦发银行,09/29/16,16.50,2998.48,2
浦发银行,09/30/16,16.49,3004.7,-1
浦发银行,10/10/16,16.55,3048.14,1
浦发银行,10/11/16,16.57,3065.25,2
浦发银行,10/12/16,16.51,3058.5,2
浦发银行,10/13/16,16.43,3061.35,3
浦发银行,10/14/16,16.46,3063.81,1
浦发银行,10/17/16,16.27,3041.17,3
浦发银行,10/18/16,16.34,3083.88,-2
浦发银行,10/19/16,16.27,3084.72,-4
浦发银行,10/20/16,16.29,3084.46,-2
浦发银行,10/21/16,16.30,3090.94,-3
浦发银行,10/24/16,16.47,3128.25,3
浦发银行,10/25/16,16.42,3131.94,3
浦发银行,10/26/16,16.32,3116.31,2
浦发银行,10/27/16,16.19,3112.35,-3
浦发银行,10/28/16,16.29,3104.27,-9
浦发银行,10/31/16,16.27,3100.49,-1
浦发银行,11/01/16,16.30,3122.44,3
浦发银行,11/02/16,16.20,3102.73,-1
浦发银行,11/03/16,16.35,3128.94,-1
浦发银行,11/04/16,16.40,3125.32,-1
浦发银行,11/07/16,16.42,3133.33,-1
浦发银行,11/08/16,16.47,3147.89,-2
浦发银行,11/09/16,16.46,3128.37,2
浦发银行,11/10/16,16.57,3171.28,4
浦发银行,11/11/16,16.59,3196.04,0
浦发银行,11/14/16,16.60,3210.37,5
浦发银行,11/15/16,16.59,3206.99,4
浦发银行,11/16/16,16.60,3205.06,3
浦发银行,11/17/16,16.60,3208.45,0
浦发银行,11/18/16,16.60,3192.86,1
浦发银行,11/21/16,16.64,3218.15,3
浦发银行,11/22/16,16.68,3248.35,-3
浦发银行,11/23/16,16.93,3241.14,11
浦发银行,11/24/16,16.89,3241.74,-2
浦发银行,11/25/16,17.09,3261.94,2
浦发银行,11/28/16,17.21,3277.0,3
浦发银行,11/29/16,17.26,3282.92,0
浦发银行,11/30/16,17.16,3250.03,0
浦发银行,12/01/16,17.15,3273.31,1
浦发银行,12/02/16,17.10,3243.84,-2
浦发银行,12/05/16,17.30,3204.71,4
浦发银行,12/06/16,17.22,3199.65,3
浦发银行,12/07/16,17.07,3222.24,2
浦发银行,12/08/16,17.14,3215.37,1
浦发银行,12/09/16,17.34,3232.88,-2
浦发银行,12/12/16,17.49,3152.97,4
浦发银行,12/13/16,17.17,3155.04,0
浦发银行,12/14/16,17.18,3140.53,-1
浦发银行,12/15/16,16.70,3117.68,1
浦发银行,12/16/16,16.66,3122.98,0
浦发银行,12/19/16,16.52,3118.08,1
浦发银行,12/20/16,16.28,3102.88,-1
浦发银行,12/21/16,16.32,3137.43,2
浦发银行,12/22/16,16.19,3139.56,-2
浦发银行,12/23/16,16.19,3110.15,0
浦发银行,12/26/16,16.25,3122.57,-1
浦发银行,12/27/16,16.14,3114.66,-2
浦发银行,12/28/16,16.09,3102.24,1
浦发银行,12/29/16,16.07,3096.1,5
浦发银行,12/30/16,16.21,3103.64,0
浦发银行,01/03/17,16.30,3135.92,-1
浦发银行,01/04/17,16.33,3158.79,1
浦发银行,01/05/17,16.30,3165.41,-1
浦发银行,01/06/17,16.18,3154.32,0
浦发银行,01/09/17,16.20,3171.24,-2
浦发银行,01/10/17,16.19,3161.67,0
浦发银行,01/11/17,16.16,3136.75,1
浦发银行,01/12/17,16.12,3119.29,0
浦发银行,01/13/17,16.27,3112.76,4
浦发银行,01/16/17,16.56,3103.43,3
浦发银行,01/17/17,16.40,3108.77,2
浦发银行,01/18/17,16.48,3113.01,-2
浦发银行,01/19/17,16.54,3101.3,2
浦发银行,01/20/17,16.60,3123.14,1
浦发银行,01/23/17,16.57,3136.77,2
浦发银行,01/24/17,16.69,3142.55,0
浦发银行,01/25/17,16.69,3149.55,1
浦发银行,01/26/17,16.74,3159.17,0
浦发银行,02/03/17,16.63,3140.17,0
浦发银行,02/06/17,16.66,3156.98,2
浦发银行,02/07/17,16.67,3153.09,-1
浦发银行,02/08/17,16.67,3166.98,0
浦发银行,02/09/17,16.72,3183.18,-2
浦发银行,02/10/17,16.78,3196.7,2
浦发银行,02/13/17,16.85,3216.84,-1
浦发银行,02/14/17,16.75,3217.93,1
浦发银行,02/15/17,16.84,3212.99,-2
浦发银行,02/16/17,16.78,3229.62,-2
浦发银行,02/17/17,16.64,3202.08,0
浦发银行,02/20/17,16.91,3239.96,-1
浦发银行,02/21/17,16.88,3253.33,1
浦发银行,02/22/17,16.75,3261.22,-1
浦发银行,02/23/17,16.69,3251.38,-4
浦发银行,02/24/17,16.71,3253.43,1
浦发银行,02/27/17,16.59,3228.66,-1
浦发银行,02/28/17,16.59,3241.73,1
浦发银行,03/01/17,16.56,3246.93,-4
浦发银行,03/02/17,16.41,3230.03,-3
浦发银行,03/03/17,16.35,3218.31,1
浦发银行,03/06/17,16.41,3233.87,4
浦发银行,03/07/17,16.43,3242.41,-1
浦发银行,03/08/17,16.39,3240.66,1
浦发银行,03/09/17,16.22,3216.75,-1
浦发银行,03/10/17,16.23,3212.76,-1
浦发银行,03/13/17,16.34,3237.02,-2
浦发银行,03/14/17,16.26,3239.33,0
浦发银行,03/15/17,16.24,3241.76,3
浦发银行,03/16/17,16.29,3268.94,2
浦发银行,03/17/17,16.20,3237.45,-2
浦发银行,03/20/17,16.14,3250.81,-3
浦发银行,03/21/17,16.00,3261.61,-12
浦发银行,03/22/17,15.78,3245.22,-3
浦发银行,03/23/17,15.88,3248.55,0
浦发银行,03/24/17,15.96,3269.45,0
浦发银行,03/27/17,16.04,3266.96,1
浦发银行,03/28/17,16.01,3252.95,-1
浦发银行,03/29/17,15.87,3241.31,3
浦发银行,03/30/17,15.81,3210.24,-3
浦发银行,03/31/17,16.01,3222.51,-4
浦发银行,04/05/17,16.16,3270.31,-3
浦发银行,04/06/17,16.10,3281.0,-2
浦发银行,04/07/17,16.10,3286.62,-2
浦发银行,04/10/17,15.97,3269.39,0
浦发银行,04/11/17,15.89,3288.97,0
浦发银行,04/12/17,15.89,3273.83,-1
浦发银行,04/13/17,15.75,3275.96,-1
浦发银行,04/14/17,15.51,3246.07,0
浦发银行,04/17/17,15.56,3222.17,0
浦发银行,04/18/17,15.30,3196.71,-3
浦发银行,04/19/17,15.11,3170.69,1
浦发银行,04/20/17,14.91,3172.1,0
浦发银行,04/21/17,15.05,3173.15,-2
浦发银行,04/24/17,15.00,3129.53,1
浦发银行,04/25/17,15.05,3134.57,-2
浦发银行,04/26/17,15.05,3140.85,-5
浦发银行,04/27/17,15.21,3152.19,0
浦发银行,04/28/17,15.21,3154.66,0
浦发银行,05/02/17,15.16,3143.71,0
浦发银行,05/03/17,15.08,3135.35,2
浦发银行,05/04/17,14.98,3127.37,0
浦发银行,05/05/17,14.92,3103.04,-2
浦发银行,05/08/17,14.86,3078.61,0
浦发银行,05/09/17,14.76,3080.53,-2
浦发银行,05/10/17,14.61,3052.79,0
浦发银行,05/11/17,14.75,3061.5,-1
浦发银行,05/12/17,15.21,3083.51,4
浦发银行,05/15/17,15.27,3090.23,-1
浦发银行,05/16/17,15.27,3112.96,4
浦发银行,05/17/17,15.21,3104.44,3
浦发银行,05/18/17,15.01,3090.14,-3
浦发银行,05/19/17,15.02,3090.63,1
浦发银行,05/22/17,15.04,3075.68,0
浦发银行,05/23/17,15.43,3061.95,-2
浦发银行,05/24/17,15.47,3064.08,-2
浦发银行,05/25/17,12.93,3107.83,6
浦发银行,05/26/17,12.84,3110.06,-1
浦发银行,05/31/17,12.84,3117.18,-2
浦发银行,06/01/17,12.92,3102.62,2
浦发银行,06/02/17,12.89,3105.54,-2
浦发银行,06/05/17,12.85,3091.66,3
浦发银行,06/06/17,12.80,3102.13,0
浦发银行,06/07/17,12.84,3140.32,0
浦发银行,06/08/17,12.84,3150.33,-3
浦发银行,06/09/17,12.93,3158.4,3
浦发银行,06/12/17,12.78,3139.88,6
浦发银行,06/13/17,12.59,3153.74,1
浦发银行,06/14/17,12.46,3130.67,1
浦发银行,06/15/17,12.38,3132.49,-1
浦发银行,06/16/17,12.35,3123.17,-1
浦发银行,06/19/17,12.40,3144.37,-2
浦发银行,06/20/17,12.29,3140.01,0
浦发银行,06/21/17,12.34,3156.21,-1
浦发银行,06/22/17,12.57,3147.45,5
浦发银行,06/23/17,12.64,3157.87,0
浦发银行,06/26/17,12.64,3185.44,6
浦发银行,06/27/17,12.70,3191.2,-4
浦发银行,06/28/17,12.79,3173.2,-2
浦发银行,06/29/17,12.76,3188.06,0
浦发银行,06/30/17,12.65,3192.43,1
浦发银行,07/03/17,12.56,3195.91,2
浦发银行,07/04/17,12.55,3182.8,-1
浦发银行,07/05/17,12.62,3207.13,2
浦发银行,07/06/17,12.66,3212.44,-4
浦发银行,07/07/17,12.60,3217.96,1
浦发银行,07/10/17,12.53,3212.63,-1
浦发银行,07/11/17,12.80,3203.04,-1
浦发银行,07/12/17,12.86,3197.54,-1
浦发银行,07/13/17,13.27,3218.16,1
浦发银行,07/14/17,13.59,3222.42,-2
浦发银行,07/17/17,13.76,3176.46,0
浦发银行,07/18/17,13.55,3187.57,1
浦发银行,07/19/17,13.69,3230.98,1
浦发银行,07/20/17,13.62,3244.86,0
浦发银行,07/21/17,13.45,3237.98,-1
浦发银行,07/24/17,13.67,3250.6,0
浦发银行,07/25/17,13.51,3243.69,0
浦发银行,07/26/17,13.38,3247.67,0
浦发银行,07/27/17,13.38,3249.78,-2
浦发银行,07/28/17,13.47,3253.24,1
浦发银行,07/31/17,13.36,3273.03,1
浦发银行,08/01/17,13.43,3292.64,-1
浦发银行,08/02/17,13.44,3285.06,-1
浦发银行,08/03/17,13.08,3272.93,-3
浦发银行,08/04/17,12.87,3262.08,-7
浦发银行,08/07/17,12.93,3279.46,1
浦发银行,08/08/17,12.87,3281.87,2
浦发银行,08/09/17,12.76,3275.57,-2
浦发银行,08/10/17,12.79,3261.75,1
浦发银行,08/11/17,12.68,3208.54,0
浦发银行,08/14/17,12.56,3237.36,-1
浦发银行,08/15/17,12.59,3251.26,1
浦发银行,08/16/17,12.49,3246.45,2
浦发银行,08/17/17,12.53,3268.43,1
浦发银行,08/18/17,12.51,3268.72,1
浦发银行,08/21/17,12.51,3286.91,0
浦发银行,08/22/17,12.43,3290.23,-4
浦发银行,08/23/17,12.57,3287.7,-1
浦发银行,08/24/17,12.47,3271.51,-4
浦发银行,08/25/17,12.78,3331.52,-3
浦发银行,08/28/17,12.89,3362.65,0
浦发银行,08/29/17,12.96,3365.23,-8
浦发银行,08/30/17,12.87,3363.63,0
浦发银行,08/31/17,12.71,3360.81,0
浦发银行,09/01/17,12.77,3367.12,0
浦发银行,09/04/17,12.78,3379.58,-2
浦发银行,09/05/17,13.03,3384.32,-4
民生银行,09/01/15,8.91,3166.62,1
民生银行,09/02/15,9.28,3160.17,1
民生银行,09/07/15,8.42,3080.42,0
民生银行,09/08/15,8.47,3170.45,0
民生银行,09/09/15,8.50,3243.09,0
民生银行,09/10/15,8.62,3197.89,1
民生银行,09/11/15,8.59,3200.23,0
民生银行,09/14/15,9.08,3114.8,0
民生银行,09/15/15,9.04,3005.17,0
民生银行,09/16/15,8.98,3152.26,0
民生银行,09/17/15,8.76,3086.06,4
民生银行,09/18/15,8.76,3097.92,1
民生银行,09/21/15,8.76,3156.54,1
民生银行,09/22/15,8.78,3185.62,1
民生银行,09/23/15,8.61,3115.89,-2
民生银行,09/24/15,8.58,3142.69,-3
民生银行,09/25/15,8.81,3092.35,2
民生银行,09/28/15,8.61,3100.76,-1
民生银行,09/29/15,8.47,3038.14,0
民生银行,09/30/15,8.45,3052.78,0
民生银行,10/08/15,8.48,3143.36,0
民生银行,10/09/15,8.50,3183.15,0
民生银行,10/12/15,8.65,3287.66,0
民生银行,10/13/15,8.59,3293.23,-1
民生银行,10/14/15,8.54,3262.44,-1
民生银行,10/15/15,8.60,3338.07,1
民生银行,10/16/15,8.62,3391.35,1
民生银行,10/19/15,8.57,3386.7,0
民生银行,10/20/15,8.57,3425.33,0
民生银行,10/21/15,9.00,3320.68,1
民生银行,10/22/15,8.75,3368.74,1
民生银行,10/23/15,8.73,3412.43,1
民生银行,10/26/15,8.75,3429.58,0
民生银行,10/27/15,8.69,3434.34,0
民生银行,10/28/15,8.64,3375.2,0
民生银行,10/29/15,8.58,3387.32,0
民生银行,10/30/15,8.60,3382.56,1
民生银行,11/02/15,8.53,3325.08,0
民生银行,11/03/15,8.54,3316.7,0
民生银行,11/04/15,8.74,3459.64,0
民生银行,11/05/15,8.86,3522.82,-1
民生银行,11/06/15,8.89,3590.03,0
民生银行,11/09/15,9.13,3646.88,-1
民生银行,11/10/15,9.04,3640.49,0
民生银行,11/11/15,8.90,3650.25,-2
民生银行,11/12/15,8.88,3632.9,-1
民生银行,11/13/15,8.79,3580.84,0
民生银行,11/16/15,8.82,3606.96,0
民生银行,11/17/15,8.83,3604.8,0
民生银行,11/18/15,8.83,3568.47,0
民生银行,11/19/15,8.87,3617.06,1
民生银行,11/20/15,8.89,3630.5,-1
民生银行,11/23/15,8.84,3610.31,2
民生银行,11/24/15,8.80,3616.11,0
民生银行,11/25/15,8.80,3647.93,1
民生银行,11/26/15,8.77,3635.55,0
民生银行,11/27/15,8.46,3436.3,0
民生银行,11/30/15,8.63,3445.4,0
民生银行,12/01/15,8.57,3456.31,-1
民生银行,12/02/15,8.94,3536.91,0
民生银行,12/03/15,8.93,3584.82,-1
民生银行,12/04/15,8.76,3524.99,0
民生银行,12/07/15,8.81,3536.93,-1
民生银行,12/08/15,8.70,3470.07,0
民生银行,12/09/15,8.71,3472.44,0
民生银行,12/10/15,8.70,3455.5,0
民生银行,12/11/15,8.71,3434.58,1
民生银行,12/14/15,8.80,3520.67,-1
民生银行,12/15/15,8.69,3510.35,1
民生银行,12/16/15,8.67,3516.19,0
民生银行,12/17/15,8.74,3580.0,0
民生银行,12/18/15,9.07,3578.96,1
民生银行,12/21/15,9.97,3642.47,-2
民生银行,12/22/15,9.58,3651.77,-1
民生银行,12/23/15,9.52,3636.09,-2
民生银行,12/24/15,9.39,3612.49,1
民生银行,12/25/15,9.44,3627.91,2
民生银行,12/28/15,9.14,3533.78,1
民生银行,12/29/15,9.21,3563.74,0
民生银行,12/30/15,9.43,3572.88,1
民生银行,12/31/15,9.64,3539.18,-1
民生银行,01/04/16,9.03,3296.26,0
民生银行,01/05/16,9.12,3287.71,-1
民生银行,01/06/16,9.15,3361.84,-1
民生银行,01/07/16,8.60,3125.0,1
民生银行,01/08/16,8.70,3186.41,0
民生银行,01/11/16,8.46,3016.7,-1
民生银行,01/12/16,8.47,3022.86,-2
民生银行,01/13/16,8.45,2949.6,0
民生银行,01/14/16,8.49,3007.65,-1
民生银行,01/15/16,8.47,2900.97,-1
民生银行,01/18/16,8.49,2913.84,0
民生银行,01/19/16,8.56,3007.74,1
民生银行,01/20/16,8.58,2976.69,2
民生银行,01/21/16,8.46,2880.48,2
民生银行,01/22/16,8.50,2916.56,1
民生银行,01/25/16,8.51,2938.51,0
民生银行,01/26/16,8.36,2749.79,-1
民生银行,01/27/16,8.51,2735.56,0
民生银行,01/28/16,8.53,2655.66,3
民生银行,01/29/16,8.59,2737.6,2
民生银行,02/01/16,8.50,2688.85,-1
民生银行,02/02/16,8.49,2749.57,0
民生银行,02/03/16,8.44,2739.25,1
民生银行,02/04/16,8.46,2781.02,0
民生银行,02/05/16,8.43,2763.49,0
民生银行,02/15/16,8.46,2746.2,0
民生银行,02/16/16,8.58,2836.57,0
民生银行,02/17/16,8.56,2867.34,2
民生银行,02/18/16,8.59,2862.89,0
民生银行,02/19/16,8.51,2860.02,0
民生银行,02/22/16,8.60,2927.18,0
民生银行,02/23/16,8.47,2903.33,0
民生银行,02/24/16,8.50,2928.9,-1
民生银行,02/25/16,8.21,2741.25,0
民生银行,02/26/16,8.31,2767.21,0
民生银行,02/29/16,8.45,2687.98,0
民生银行,03/01/16,8.43,2733.17,-1
民生银行,03/02/16,8.56,2849.68,1
民生银行,03/03/16,8.70,2859.76,1
民生银行,03/04/16,9.33,2874.15,-1
民生银行,03/07/16,9.17,2897.34,-1
民生银行,03/08/16,9.29,2901.39,-1
民生银行,03/09/16,9.34,2862.56,-1
民生银行,03/10/16,9.05,2804.73,-1
民生银行,03/11/16,9.12,2810.31,0
民生银行,03/14/16,9.03,2859.5,0
民生银行,03/15/16,9.17,2864.37,0
民生银行,03/16/16,9.44,2870.43,1
民生银行,03/17/16,9.20,2904.83,-1
民生银行,03/18/16,9.13,2955.15,0
民生银行,03/21/16,9.20,3018.8,0
民生银行,03/22/16,9.19,2999.36,0
民生银行,03/23/16,9.16,3009.96,0
民生银行,03/24/16,9.09,2960.97,0
民生银行,03/25/16,9.09,2979.43,1
民生银行,03/28/16,8.93,2957.82,0
民生银行,03/29/16,8.94,2919.83,-1
