标题,阅读,评论,字数,影响力,时间
辣鸡就是辣鸡，浪费行情[大笑],10712,42,136,3.0,2017-08-30 09:57:36
海通证券一个月内见到28元,24962,43,77,3.5,2017-09-15 19:51:27
重要三遍：全转低价大底黑马600162香江控股*低,20227,95,217,0.0,2017-08-18 07:34:17
海通证券(600837)融资融券信息(08-22),3567,4,540,0.0,2017-08-23 07:41:37
海通证券(600837)融资融券信息(08-16),5431,6,540,0.0,2017-08-17 07:43:45
海通证券2017年第二期公司债最终发行规模为55亿,5993,12,242,0.0,2017-09-25 18:05:47
[加仓]请问各位高手们，此股是否会枯木逢春铁树,9758,13,1272,3.0,2017-05-17 12:35:52
海通--全球顶级抗癌药，中国拥有自主研发产权,9478,15,2593,0.0,2017-07-30 20:06:55
铁心陪股友走完海通证券从现价到30元全程,54308,51,322,2.5,2017-04-27 11:05:16
哈哈哈 狂笑 瞎子狂笑 连续4年业绩翻倍，三年利,25956,66,572,4.5,2017-07-09 14:54:58
抢抢抢 咯咯咯咯，晨鸣三年利润之和超市值。 今,23021,49,544,4.5,2017-06-26 11:12:59
调整较充分的证劵金融类股也值得选择,26161,33,339,3.5,2017-05-02 00:22:28
海通证券(600837)融资融券信息(08-18),6512,24,532,0.0,2017-08-19 08:36:06
海通.分享 皇城金枝玉叶 却是贱奴使女身价,9096,21,218,4.0,2017-09-11 09:02:38
大三浪: 国家队掘金哪些超跌题材股？,4822,9,1413,4.0,2017-09-20 13:19:32
海通证券完成发行55亿元2017年公司债券(第二期),6984,10,250,0.0,2017-09-25 18:49:42
海通现象思考,43307,41,212,0.0,2017-03-23 18:59:48
以后到处发这个！有补充的吗？ 一个超跌的MSCI,6938,21,830,0.0,2017-08-13 14:48:52
天永智能改净利数据不改现金流 海通证券保荐不,6466,7,2901,0.0,2017-09-25 11:40:26
券商股值得买入和拼命捂住的根本原因,56796,44,806,2.5,2017-05-11 18:33:35
散户必看炒股格言和现金策略！ 孙子云：先立于,51174,101,715,4.0,2017-04-18 07:37:23
做空还没平仓[亏大了][亏大了][亏大了]该不会大,23826,135,158,3.5,2017-07-07 00:11:03
海通证券(600837)融资融券信息(09-21),5316,7,528,0.0,2017-09-22 07:44:37
海通证券(600837)融资融券信息(09-08),7411,27,524,0.0,2017-09-09 07:44:07
海通证券(600837)融资融券信息(09-18),5243,6,532,0.0,2017-09-19 07:52:25
狂抢咯咯咯！抢盘了，抢盘了，黄金砸头！晨鸣投,19392,42,777,4.5,2017-03-06 21:48:11
超强投资潜力w,13736,38,124,0.0,2017-08-06 21:57:43
海通证券(600837)融资融券信息(09-19),4232,6,526,0.0,2017-09-20 07:45:12
